,Fadeaway Msde,Fadeaway/G,Fadeaway FG%,FGA,GP
2020Richaun Holmes,32,0.727272727,0.864864865,37,44
2021Andre Drummond,32,0.695652174,0.615384615,52,46
2022Precious Achiuwa,32,0.438356164,0.603773585,53,73
2023Dwight Powell,32,0.421052632,0.8,40,76
2014Brian Roberts,31,0.430555556,0.738095238,42,72
2015John Lucas III,31,1.476190476,0.360465116,86,21
2015Lou Williams,31,0.3875,0.534482759,58,80
2016Jarrett Jack,31,0.96875,0.534482759,58,32
2016Omri Casspi,31,0.449275362,0.476923077,65,69
2017Kelly Olynyk,31,0.413333333,0.673913043,46,75
2017Kemba Walker,31,0.392405063,0.218309859,142,79
2018Jerami Grant,31,0.382716049,0.775,40,81
2018LeBron James,31,0.37804878,0.939393939,33,82
2019Buddy Hield,31,0.37804878,0.402597403,77,82
2020Daniel Gafford,31,0.720930233,0.815789474,38,43
2020Ivica Zubac,31,0.430555556,0.911764706,34,72
2021Brook Lopez,31,0.442857143,0.861111111,36,70
2023DeAndre Jordan,31,0.794871795,0.911764706,34,39
2023Franz Wagner,31,0.3875,0.329787234,94,80
2023Kyle Kuzma,31,0.484375,0.289719626,107,64
2023Tre Mann,31,0.462686567,0.364705882,85,67
2014Jarrett Jack,30,0.375,0.789473684,38,80
2014Kyle Lowry,30,0.379746835,0.428571429,70,79
2014Tobias Harris,30,0.491803279,0.625,48,61
2016Robin Lopez,30,0.365853659,0.967741935,31,82
2017Bismack Biyombo,30,0.37037037,0.461538462,65,81
2017Jabari Parker,30,0.588235294,0.333333333,90,51
2017Jaylen Brown,30,0.384615385,0.526315789,57,78
2017Jeff Teague,30,0.365853659,0.447761194,67,82
2017Kentavious Caldwell-Pope,30,0.394736842,0.545454545,55,76
2018JaMychal Green,30,0.545454545,0.697674419,43,55
2019Marvin Bagley III,30,0.483870968,0.714285714,42,62
2019Miles Bridges,30,0.375,0.810810811,37,80
2020Jayson Tatum,30,0.454545455,0.434782609,69,66
2020LaMarcus Aldridge,30,0.566037736,0.882352941,34,53
2021Mitchell Robinson,30,0.967741935,0.9375,32,31
2021Willie Cauley-Stein,30,0.566037736,0.810810811,37,53
2023Bones Hyland,30,0.535714286,0.322580645,93,56
2023Jarred Vanderbilt,30,0.384615385,0.833333333,36,78
2023Luke Kennard,30,0.508474576,0.483870968,62,59
2015Hassan Whiteside,29,0.604166667,0.878787879,33,48
2016Jeremy Lin,29,0.371794872,0.325842697,89,78
2016Shaun Livingston,29,0.371794872,0.308510638,94,78
2017DeMar DeRozan,29,0.391891892,0.467741935,62,74
2017Justin Holiday,29,0.353658537,0.707317073,41,82
2017Nikola Vucevic,29,0.386666667,0.547169811,53,75
2017Robert Covington,29,0.432835821,0.439393939,66,67
2018Jarrett Allen,29,0.402777778,0.659090909,44,72
2018JaVale McGee,29,0.446153846,1,29,65
2018Jonas Valanciunas,29,0.376623377,0.966666667,30,77
2018Miles Plumlee,29,0.527272727,0.878787879,33,55
2018Skal Labissiere,29,0.483333333,0.878787879,33,60
2020Derrick Favors,29,0.568627451,0.90625,32,51
2020Russell Westbrook,29,0.50877193,0.517857143,56,57
2021Ivica Zubac,29,0.402777778,0.659090909,44,72
2023Jericho Sims,29,0.557692308,0.935483871,31,52
2014Thaddeus Young,28,0.35443038,0.903225806,31,79
2015Greivis Vasquez,28,0.341463415,0.571428571,49,82
2015Tony Parker,28,0.411764706,0.622222222,45,68
2016Bobby Portis,28,0.451612903,0.583333333,48,62
2016Dewayne Dedmon,28,0.482758621,0.848484848,33,58
2016Jeff Teague,28,0.35443038,0.368421053,76,79
2016Matt Barnes,28,0.368421053,0.430769231,65,76
2016Terrence Jones,28,0.56,0.430769231,65,50
2017CJ McCollum,28,0.35,0.424242424,66,80
2017Marc Gasol,28,0.378378378,0.528301887,53,74
2018Al Horford,28,0.388888889,0.717948718,39,72
2018Julius Randle,28,0.341463415,0.903225806,31,82
2019Chris Paul,28,0.482758621,0.424242424,66,58
2019Jimmy Butler,28,0.430769231,0.933333333,30,65
2019Meyers Leonard,28,0.459016393,0.875,32,61
2020Kristaps Porzingis,28,0.49122807,0.875,32,57
2020Mason Plumlee,28,0.459016393,0.875,32,61
2021Precious Achiuwa,28,0.459016393,0.7,40,61
2014Terrence Ross,27,0.333333333,0.5,54,81
2016Alonzo Gee,27,0.369863014,0.28125,96,73
2016Aron Baynes,27,0.333333333,0.9,30,81
2016Avery Bradley,27,0.355263158,0.473684211,57,76
2017Bojan Bogdanovic,27,0.333333333,0.36,75,81
2017Dennis Schroder,27,0.341772152,0.391304348,69,79
2017JaMychal Green,27,0.350649351,0.435483871,62,77
2017John Henson,27,0.465517241,0.870967742,31,58
2017Sam Dekker,27,0.350649351,0.6,45,77
2017Solomon Hill,27,0.3375,0.364864865,74,80
2018Daniel Theis,27,0.428571429,0.794117647,34,63
2018Rondae Hollis-Jefferson,27,0.397058824,0.435483871,62,68
2019Ivica Zubac,27,0.457627119,0.818181818,33,59
2019Jake Layman,27,0.38028169,0.84375,32,71
2019Nerlens Noel,27,0.350649351,0.870967742,31,77
2020Gordon Hayward,27,0.519230769,0.54,50,52
2021Domantas Sabonis,27,0.435483871,0.490909091,55,62
2021Miles Bridges,27,0.409090909,0.84375,32,66
2022Christian Wood,27,0.397058824,0.771428571,35,68
2022Dewayne Dedmon,27,0.402985075,0.658536585,41,67
2022Jonas Valanciunas,27,0.364864865,0.870967742,31,74
2015Gordon Hayward,26,0.342105263,0.666666667,39,76
2015Kenneth Faried,26,0.346666667,0.702702703,37,75
2015Michael Carter-Williams,26,0.393939394,0.666666667,39,66
2016Derrick Rose,26,0.393939394,0.276595745,94,66
2016Gary Neal,26,0.65,0.722222222,36,40
2016Jeff Green,26,0.325,0.412698413,63,80
2016Luc Mbah a Moute,26,0.346666667,0.426229508,61,75
2016Markieff Morris,26,0.40625,0.838709677,31,64
2016Zach LaVine,26,0.317073171,0.376811594,69,82
2017James Harden,26,0.320987654,0.419354839,62,81
2017Jordan Clarkson,26,0.317073171,0.40625,64,82
2017Tarik Black,26,0.388059701,0.838709677,31,67
2017Victor Oladipo,26,0.388059701,0.456140351,57,67
2018Dewayne Dedmon,26,0.419354839,0.896551724,29,62
2019Andre Iguodala,26,0.382352941,1,26,68
2019Taj Gibson,26,0.371428571,0.962962963,27,70
2021Jayson Tatum,26,0.40625,0.288888889,90,64
2022Luka Doncic,26,0.4,0.40625,64,65
2023Lauri Markkanen,26,0.393939394,0.838709677,31,66
2023Luguentz Dort,26,0.351351351,0.356164384,73,74
2023Saddiq Bey,26,0.337662338,0.298850575,87,77
2016Derrick Williams,25,0.3125,0.833333333,30,80
2016Lavoy Allen,25,0.316455696,0.625,40,79
2016Nene,25,0.438596491,0.396825397,63,57
2016Trevor Booker,25,0.316455696,0.961538462,26,79
2017Justin Hamilton,25,0.390625,0.625,40,64
2018Jusuf Nurkic,25,0.316455696,1,25,79
2019Dewayne Dedmon,25,0.390625,0.925925926,27,64
2019Kevin Durant,25,0.320512821,0.925925926,27,78
2021Daniel Gafford,25,0.462962963,0.833333333,30,54
2021Isaiah Stewart,25,0.367647059,0.833333333,30,68
2022Richaun Holmes,25,0.555555556,0.833333333,30,45
2023Kyle Lowry,25,0.454545455,0.324675325,77,55
2023Landry Shamet,25,0.625,0.342465753,73,40
2023Robert Williams III,25,0.714285714,0.961538462,26,35
2014JJ Hickson,24,0.347826087,0.774193548,31,69
2014Mike Conley,24,0.328767123,0.510638298,47,73
2015Chris Andersen,24,0.4,0.923076923,26,60
2015Jeff Green,24,0.307692308,0.5,48,78
2015Leandro Barbosa,24,0.363636364,0.545454545,44,66
2015Stephen Curry,24,0.3,0.510638298,47,80
2016John Wall,24,0.311688312,0.183206107,131,77
2016Jon Leuer,24,0.358208955,0.545454545,44,67
2016Maurice Harkless,24,0.307692308,0.5,48,78
2016Shabazz Muhammad,24,0.292682927,0.96,25,82
2017Bobby Portis,24,0.375,0.648648649,37,64
2017Buddy Hield,24,0.292682927,0.315789474,76,82
2017Evan Fournier,24,0.352941176,0.4,60,68
2017Gary Harris,24,0.421052632,0.444444444,54,57
2017Gordon Hayward,24,0.328767123,0.923076923,26,73
2017Jahlil Okafor,24,0.48,0.233009709,103,50
2017Luc Mbah a Moute,24,0.3,0.444444444,54,80
2017Tyler Johnson,24,0.328767123,0.444444444,54,73
2017Will Barton,24,0.4,0.393442623,61,60
2018Enes Freedom,24,0.338028169,0.888888889,27,71
2018Tristan Thompson,24,0.452830189,0.827586207,29,53
2019Domantas Sabonis,24,0.324324324,0.8,30,74
2019Serge Ibaka,24,0.324324324,0.888888889,27,74
2020Daniel Theis,24,0.369230769,0.705882353,34,65
2020Jonas Valanciunas,24,0.342857143,0.923076923,26,70
2021Kawhi Leonard,24,0.461538462,0.436363636,55,52
2022Jarred Vanderbilt,24,0.324324324,0.888888889,27,74
2022Kristaps Porzingis,24,0.470588235,0.685714286,35,51
2022Marvin Bagley III,24,0.5,0.774193548,31,48
2022Onyeka Okongwu,24,0.5,0.857142857,28,48
2022Scottie Barnes,24,0.324324324,0.727272727,33,74
2022Steven Adams,24,0.315789474,0.923076923,26,76
2023Terance Mann,24,0.296296296,0.5,48,81
2014Isaiah Thomas,23,0.319444444,0.605263158,38,72
2014Terrence Jones,23,0.302631579,0.958333333,24,76
2015LaMarcus Aldridge,23,0.323943662,0.92,25,71
2016Bojan Bogdanovic,23,0.291139241,0.37704918,61,79
2016Corey Brewer,23,0.280487805,0.365079365,63,82
2016Kawhi Leonard,23,0.319444444,0.92,25,72
2016Marcus Thornton,23,0.37704918,0.425925926,54,61
2016Mirza Teletovic,23,0.291139241,0.621621622,37,79
2017DeMarcus Cousins,23,0.319444444,0.71875,32,72
2017Devin Booker,23,0.294871795,0.277108434,83,78
2017Kawhi Leonard,23,0.310810811,0.821428571,28,74
2017Malcolm Brogdon,23,0.306666667,0.270588235,85,75
2017Robin Lopez,23,0.283950617,0.46,50,81
2018Jordan Bell,23,0.403508772,0.71875,32,57
2018Marquese Chriss,23,0.319444444,0.676470588,34,72
2018Michael Beasley,23,0.310810811,1,23,74
2019Al Horford,23,0.338235294,0.884615385,26,68
2019Boban Marjanovic,23,0.396551724,0.793103448,29,58
2020Aaron Gordon,23,0.370967742,0.92,25,62
2020Jerami Grant,23,0.323943662,0.92,25,71
2020Miles Bridges,23,0.353846154,0.958333333,24,65
2021Andrew Wiggins,23,0.323943662,0.621621622,37,71
2021JaVale McGee,23,0.5,1,23,46
2021Nikola Vucevic,23,0.328571429,0.522727273,44,70
2022Caris LeVert,23,0.396551724,0.433962264,53,58
2022Chimezie Metu,23,0.383333333,0.71875,32,60
2022JaMychal Green,23,0.343283582,0.793103448,29,67
2022Karl-Anthony Towns,23,0.310810811,0.958333333,24,74
2023Brandon Clarke,23,0.410714286,0.821428571,28,56
2023Caleb Martin,23,0.323943662,0.522727273,44,71
2023De'Anthony Melton,23,0.298701299,0.310810811,74,77
2023Domantas Sabonis,23,0.291139241,0.851851852,27,79
2023Drew Eubanks,23,0.294871795,0.766666667,30,78
2023Jonathan Kuminga,23,0.343283582,0.522727273,44,67
2023Myles Turner,23,0.370967742,0.696969697,33,62
2023Nick Richards,23,0.353846154,0.92,25,65
2023Terence Davis,23,0.359375,0.489361702,47,64
2014Al Jefferson,22,0.301369863,0.785714286,28,73
2014Greivis Vasquez,22,0.278481013,0.6875,32,79
2014Jared Sullinger,22,0.297297297,0.956521739,23,74
2015Ben McLemore,22,0.268292683,0.916666667,24,82
2015Cory Joseph,22,0.278481013,0.814814815,27,79
2015Jimmy Butler,22,0.338461538,0.6875,32,65
2016Amar'e Stoudemire,22,0.423076923,0.956521739,23,52
2016Ian Mahinmi,22,0.309859155,0.297297297,74,71
2016Kristaps Porzingis,22,0.305555556,0.75862069,29,72
2016Rudy Gobert,22,0.360655738,0.916666667,24,61
2016Trevor Ariza,22,0.271604938,0.448979592,49,81
2017Aron Baynes,22,0.293333333,0.956521739,23,75
2017Avery Bradley,22,0.4,0.41509434,53,55
2017Jon Leuer,22,0.293333333,0.88,25,75
2017Nikola Mirotic,22,0.314285714,0.468085106,47,70
2017Sean Kilpatrick,22,0.314285714,0.372881356,59,70
2017Timothe Luwawu-Cabarrot,22,0.31884058,0.385964912,57,69
2018DeMarcus Cousins,22,0.458333333,0.709677419,31,48
2018Ed Davis,22,0.282051282,0.88,25,78
2018Jimmy Butler,22,0.372881356,0.611111111,36,59
2019Cristiano Felicio,22,0.366666667,0.785714286,28,60
2019DeMar DeRozan,22,0.285714286,0.423076923,52,77
2019Jahlil Okafor,22,0.372881356,0.916666667,24,59
2021Anthony Davis,22,0.611111111,0.647058824,34,36
2021Jakob Poeltl,22,0.31884058,0.785714286,28,69
2021Khris Middleton,22,0.323529412,0.47826087,46,68
2021Kristaps Porzingis,22,0.511627907,0.846153846,26,43
2023Chimezie Metu,22,0.333333333,0.733333333,30,66
2023Coby White,22,0.297297297,0.372881356,59,74
2023Luke Kornet,22,0.31884058,0.916666667,24,69
2023Mason Plumlee,22,0.278481013,0.916666667,24,79
2014Serge Ibaka,21,0.259259259,0.875,24,81
2014Tony Parker,21,0.308823529,0.446808511,47,68
2015Trey Burke,21,0.276315789,0.525,40,76
2016Doug McDermott,21,0.259259259,0.4375,48,81
2016Harrison Barnes,21,0.318181818,0.381818182,55,66
2016Kyle Lowry,21,0.272727273,0.313432836,67,77
2017Klay Thompson,21,0.269230769,0.35,60,78
2017Trevor Ariza,21,0.2625,0.488372093,43,80
2017Zaza Pachulia,21,0.3,0.295774648,71,70
2018Donovan Mitchell,21,0.265822785,0.875,24,79
2018Maxi Kleber,21,0.291666667,0.954545455,22,72
2019Damian Jones,21,0.875,0.913043478,23,24
2019Jonas Valanciunas,21,0.428571429,0.7,30,49
2019Myles Turner,21,0.283783784,0.84,25,74
2020Joel Embiid,21,0.411764706,0.954545455,22,51
2021Bobby Portis,21,0.318181818,0.65625,32,66
2021Marvin Bagley III,21,0.488372093,0.724137931,29,43
2021Rui Hachimura,21,0.368421053,0.807692308,26,57
2022Isaiah Hartenstein,21,0.308823529,0.954545455,22,68
2022Kevon Looney,21,0.256097561,0.875,24,82
2022Omer Yurtseven,21,0.375,0.875,24,56
2022Russell Westbrook,21,0.269230769,0.428571429,49,78
2022Terry Taylor,21,0.636363636,0.777777778,27,33
2023Ayo Dosunmu,21,0.2625,0.396226415,53,80
2023Bruce Brown,21,0.2625,0.313432836,67,80
2023Montrezl Harrell,21,0.368421053,0.807692308,26,57
2014Al-Farouq Aminu,20,0.25,0.909090909,22,80
2014George Hill,20,0.263157895,0.606060606,33,76
2014Jeremy Evans,20,0.303030303,0.909090909,22,66
2014John Salmons,20,0.256410256,0.476190476,42,78
2014Raymond Felton,20,0.307692308,0.526315789,38,65
2015Josh Smith,20,0.240963855,0.8,25,83
2015Wesley Johnson,20,0.263157895,0.740740741,27,76
2016Amir Johnson,20,0.253164557,0.25974026,77,79
2016Andre Iguodala,20,0.307692308,0.952380952,21,65
2016Courtney Lee,20,0.253164557,0.5,40,79
2016Joffrey Lauvergne,20,0.338983051,0.833333333,24,59
2016Kent Bazemore,20,0.266666667,0.444444444,45,75
2016LaMarcus Aldridge,20,0.27027027,0.909090909,22,74
2016Lance Stephenson,20,0.289855072,0.434782609,46,69
2017Doug McDermott,20,0.303030303,0.625,32,66
2017E'Twaun Moore,20,0.273972603,0.64516129,31,73
2017Joakim Noah,20,0.434782609,0.454545455,44,46
2017Jordan Crawford,20,1.052631579,0.689655172,29,19
2017Rajon Rondo,20,0.289855072,0.307692308,65,69
2017Trey Burke,20,0.350877193,0.64516129,31,57
2018David Nwaba,20,0.285714286,0.869565217,23,70
2018Myles Turner,20,0.307692308,0.869565217,23,65
2018Taj Gibson,20,0.243902439,0.689655172,29,82
2019Ed Davis,20,0.24691358,0.869565217,23,81
2019Tyson Chandler,20,0.363636364,0.869565217,23,55
2020Maxi Kleber,20,0.27027027,1,20,74
2020Montrezl Harrell,20,0.317460317,0.555555556,36,63
2021Gordon Hayward,20,0.454545455,0.416666667,48,44
2021Serge Ibaka,20,0.487804878,0.769230769,26,41
2022Isaiah Jackson,20,0.555555556,0.869565217,23,36
2023Eric Gordon,20,0.289855072,0.37037037,54,69
2023Grayson Allen,20,0.277777778,0.344827586,58,72
2023James Wiseman,20,0.444444444,0.8,25,45
2023Jonas Valanciunas,20,0.253164557,0.869565217,23,79
2023Kenrich Williams,20,0.377358491,0.487804878,41,53
2023RJ Barrett,20,0.273972603,0.37037037,54,73
2023Santi Aldama,20,0.25974026,0.64516129,31,77
2023Trey Murphy III,20,0.253164557,0.465116279,43,79
2023Will Barton,20,0.357142857,0.298507463,67,56
2023Zion Williamson,20,0.689655172,0.769230769,26,29
2014Al Horford,19,0.655172414,1,19,29
2014Austin Rivers,19,0.275362319,0.5,38,69
2014Timofey Mozgov,19,0.231707317,0.863636364,22,82
2014Wesley Johnson,19,0.240506329,0.791666667,24,79
2015JJ Hickson,19,0.260273973,0.633333333,30,73
2016Boban Marjanovic,19,0.351851852,0.863636364,22,54
2016Brandon Knight,19,0.365384615,0.365384615,52,52
2016Chandler Parsons,19,0.31147541,0.558823529,34,61
2017Jae Crowder,19,0.263888889,0.5,38,72
2017Kosta Koufos,19,0.267605634,0.904761905,21,71
2017Tim Frazier,19,0.292307692,0.351851852,54,65
2017Willy Hernangomez,19,0.263888889,0.863636364,22,72
2018Jeff Green,19,0.243589744,0.76,25,78
2019Dorian Finney-Smith,19,0.234567901,0.76,25,81
2020Brook Lopez,19,0.279411765,0.95,20,68
2020Eric Paschall,19,0.316666667,0.863636364,22,60
2020Karl-Anthony Towns,19,0.542857143,0.678571429,28,35
2020Mo Bamba,19,0.306451613,0.904761905,21,62
2021Terance Mann,19,0.28358209,0.633333333,30,67
2022Tyler Herro,19,0.287878788,0.395833333,48,66
2023Andre Drummond,19,0.28358209,0.95,20,67
2023Jordan Goodwin,19,0.306451613,0.327586207,58,62
2014Chandler Parsons,18,0.243243243,0.529411765,34,74
2014Samuel Dalembert,18,0.225,0.9,20,80
2014Trey Burke,18,0.257142857,0.486486486,37,70
2016Emmanuel Mudiay,18,0.264705882,0.197802198,91,68
2016JaMychal Green,18,0.230769231,0.666666667,27,78
2016Jeremy Lamb,18,0.272727273,0.391304348,46,66
2016Quincy Acy,18,0.305084746,0.642857143,28,59
2016Roy Hibbert,18,0.222222222,0.9,20,81
2016Vince Carter,18,0.3,0.75,24,60
2017Joe Johnson,18,0.230769231,0.666666667,27,78
2017Serge Ibaka,18,0.227848101,0.620689655,29,79
2017Timofey Mozgov,18,0.333333333,0.75,24,54
2017Tyler Zeller,18,0.352941176,0.327272727,55,51
2018Brook Lopez,18,0.243243243,0.947368421,19,74
2018Jayson Tatum,18,0.225,0.6,30,80
2018LaMarcus Aldridge,18,0.24,0.947368421,19,75
2019Harry Giles III,18,0.310344828,0.818181818,22,58
2019Jayson Tatum,18,0.227848101,0.305084746,59,79
2020De'Aaron Fox,18,0.352941176,0.473684211,38,51
2021Bruce Brown,18,0.276923077,0.75,24,65
2021Jaylen Brown,18,0.310344828,0.461538462,39,58
2021LeBron James,18,0.4,0.409090909,44,45
2021Steven Adams,18,0.310344828,0.818181818,22,58
2022Daniel Theis,18,0.382978723,0.75,24,47
2023Aaron Nesmith,18,0.246575342,0.43902439,41,73
2023Ben Simmons,18,0.428571429,0.782608696,23,42
2023Cory Joseph,18,0.290322581,0.272727273,66,62
2023Kevon Looney,18,0.219512195,0.857142857,21,82
2023Obi Toppin,18,0.268656716,0.75,24,67
2014Carlos Boozer,17,0.223684211,0.772727273,22,76
2014Chris Paul,17,0.274193548,0.586206897,29,62
2014Gordon Hayward,17,0.220779221,0.548387097,31,77
2015Jeremy Lamb,17,0.361702128,0.62962963,27,47
2015LeBron James,17,0.246376812,0.85,20,69
2015Thomas Robinson,17,0.314814815,1,17,54
2016Bradley Beal,17,0.309090909,0.265625,64,55
2016Dwight Powell,17,0.246376812,0.80952381,21,69
2016Julius Randle,17,0.209876543,0.85,20,81
2016Seth Curry,17,0.386363636,0.485714286,35,44
2016Wesley Johnson,17,0.2125,0.515151515,33,80
2017Courtney Lee,17,0.220779221,0.435897436,39,77
2017Dante Cunningham,17,0.257575758,0.386363636,44,66
2017Dwight Powell,17,0.220779221,0.944444444,18,77
2017Gorgui Dieng,17,0.207317073,0.80952381,21,82
2017Jeff Green,17,0.246376812,0.472222222,36,69
2017Kevon Looney,17,0.320754717,0.944444444,18,53
2017Kyle Lowry,17,0.283333333,0.435897436,39,60
2017Lou Williams,17,0.209876543,0.298245614,57,81
2017Shabazz Napier,17,0.320754717,0.425,40,53
2017Stanley Johnson,17,0.220779221,0.53125,32,77
2018Aron Baynes,17,0.209876543,0.653846154,26,81
2018Ian Mahinmi,17,0.220779221,1,17,77
2019Jakob Poeltl,17,0.220779221,0.739130435,23,77
2019Jonathan Isaac,17,0.226666667,0.894736842,19,75
2021Aaron Gordon,17,0.34,0.944444444,18,50
2021Jamal Murray,17,0.354166667,0.404761905,42,48
2021Joel Embiid,17,0.333333333,0.80952381,21,51
2021Nic Claxton,17,0.53125,0.944444444,18,32
2021Obi Toppin,17,0.274193548,0.944444444,18,62
2022LaMarcus Aldridge,17,0.361702128,0.566666667,30,47
2022Matisse Thybulle,17,0.257575758,0.944444444,18,66
2023Chris Boucher,17,0.223684211,0.62962963,27,76
2023Deni Avdija,17,0.223684211,0.435897436,39,76
2023JaVale McGee,17,0.404761905,0.894736842,19,42
2023Jaxson Hayes,17,0.361702128,0.944444444,18,47
2023Kelly Olynyk,17,0.25,0.548387097,31,68
2023Mo Bamba,17,0.346938776,0.894736842,19,49
2023Steven Adams,17,0.404761905,1,17,42
2023Taurean Prince,17,0.314814815,0.395348837,43,54
2014Carmelo Anthony,16,0.207792208,0.8,20,77
2014Eric Gordon,16,0.25,0.941176471,17,64
2014Jeremy Lamb,16,0.205128205,0.516129032,31,78
2014Jordan Crawford,16,0.197530864,0.615384615,26,81
2014LaMarcus Aldridge,16,0.231884058,0.888888889,18,69
2014Marcin Gortat,16,0.197530864,1,16,81
2015Andrew Wiggins,16,0.195121951,0.64,25,82
2015Ed Davis,16,0.202531646,0.941176471,17,79
2015Markieff Morris,16,0.195121951,0.842105263,19,82
2016Devin Harris,16,0.25,0.571428571,28,64
2016Gordon Hayward,16,0.2,0.727272727,22,80
2016Michael Beasley,16,0.8,0.666666667,24,20
2016Norman Powell,16,0.326530612,0.592592593,27,49
2016Shane Larkin,16,0.205128205,0.347826087,46,78
2016Shelvin Mack,16,0.307692308,0.444444444,36,52
2016Tim Frazier,16,0.31372549,0.516129032,31,51
2017DeMarre Carroll,16,0.222222222,0.551724138,29,72
2017LaMarcus Aldridge,16,0.222222222,0.8,20,72
2018Andrew Wiggins,16,0.195121951,0.533333333,30,82
2018David West,16,0.219178082,0.842105263,19,73
2018Lucas Nogueira,16,0.326530612,1,16,49
2018Montrezl Harrell,16,0.210526316,0.571428571,28,76
2018Robin Lopez,16,0.25,0.941176471,17,64
2019Alfonzo McKinnie,16,0.222222222,0.941176471,17,72
2019Daniel Theis,16,0.242424242,0.888888889,18,66
2019Gordon Hayward,16,0.222222222,0.5,32,72
2019Nikola Vucevic,16,0.2,0.888888889,18,80
2019Noah Vonleh,16,0.235294118,0.695652174,23,68
2020Dario Saric,16,0.242424242,0.64,25,66
2020Luka Doncic,16,0.262295082,0.64,25,61
2020Myles Turner,16,0.258064516,0.888888889,18,62
2020Robert Williams III,16,0.551724138,0.842105263,19,29
2020Terry Rozier,16,0.253968254,0.333333333,48,63
