RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,O-LEBRON Box Impact,D-LEBRON Box Impact,LEBRON Vs Role Average,O-LEBRON Vs Role Average,D-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,O-LEBRON Box Impact_percentile,D-LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,O-LEBRON Vs Role Average_percentile,D-LEBRON Vs Role Average_percentile
460,2016-17,Salah Mejri,30,DAL,905,Rotation,Roll + Cut Big,Anchor Big,1.18,-2.32,3.5,2.11,0.26,-2.67,2.93,1.31,-1.33,2.64,88.89,3.49,99.9,71.48,79.49,0.83,99.64,85.38,9.06,99.64
461,2017-18,Salah Mejri,31,DAL,729,Rotation,Roll + Cut Big,Anchor Big,1.79,-0.95,2.74,1.99,1.23,-1.75,2.99,2.06,0.1,1.96,93.15,32.36,99.22,70.14,90.24,9.31,99.68,93.28,57.09,98.49
462,2018-19,Salah Mejri,32,DAL,399,Rotation,Stretch Big,Anchor Big,0.38,-0.82,1.19,0.71,0.95,-0.81,1.77,0.32,-0.03,0.35,79.73,37.37,89.45,49.17,88,36.93,96.89,63.68,49.85,68.97
463,2017-18,Malcolm Miller,24,TOR,126,Garbage Time,Movement Shooter,Chaser,-1.8,-1,-0.8,0.04,-2.02,-1.03,-0.98,-0.49,-0.14,-0.35,12.9,30.62,17.48,13.64,7.27,28.96,10.16,35.04,44.53,31.84
464,2018-19,Malcolm Miller,25,TOR,67,Garbage Time,Low Minute,Helper,-1.4,-0.51,-0.88,0.04,-1.09,-0.4,-0.68,-1.05,-0.17,-0.88,20.2,50.71,15.3,13.64,27.27,55.53,19.18,20.06,43.23,12.71
465,2019-20,Malcolm Miller,26,TOR,162,Garbage Time,Off Screen Shooter,Chaser,-1.65,-1.07,-0.58,0.08,-1.83,-1.4,-0.43,-0.66,-0.65,-0.01,15.46,28.47,25.51,20.62,10.28,17.11,30.4,29.38,23.8,50.66
466,2015-16,Coty Clarke,23,BOS,6,Too Few Games,Low Minute,Anchor Big,-0.79,-0.33,-0.46,0.01,-0.74,-0.29,-0.44,-1.26,0.11,-1.36,36.83,59.04,30.43,7.8,38.76,61.44,29.86,15.67,57.53,4.15
467,2015-16,JJ O'Brien,23,UTA,6,Too Few Games,Low Minute,Chaser,-0.49,-0.11,-0.38,0.01,-0.35,-0.03,-0.32,0.58,0.33,0.25,46.42,68.99,34.39,7.8,52.02,72.94,36.37,71.02,69.04,64.3
468,2015-16,Marcelo Huertas,32,LAL,869,Rotation,Primary Ball Handler,Point of Attack,-1.43,-0.91,-0.52,0.49,-2.25,-1.3,-0.95,-1,-0.99,-0.01,19.65,33.78,27.78,43.52,4.84,19.99,10.7,21.21,15.71,50.66
469,2016-17,Marcelo Huertas,33,LAL,237,Garbage Time,Secondary Ball Handler,Point of Attack,-0.64,-0.74,0.1,0.26,-0.61,-0.64,0.03,0.35,-0.18,0.53,41.87,40.5,60.63,35.14,43.44,44.3,58.09,64.61,42.69,76.76
470,2018-19,Jordan Sibert,26,ATL,4,Too Few Games,Low Minute,Chaser,-0.13,-0.03,-0.1,0.01,-0.12,-0.05,-0.08,0.65,0.31,0.34,56.44,72.04,49.42,7.8,58.31,72.24,51.27,72.56,68.14,68.62
471,2017-18,Jacob Pullen,28,PHI,6,Too Few Games,Low Minute,Point of Attack,-0.92,-0.25,-0.67,0.01,-0.93,-0.24,-0.69,-0.15,0.13,-0.27,33.12,62.69,21.68,7.8,32.08,64.05,18.74,47,58.78,35.77
472,2017-18,Jonathan Gibson,30,BOS,40,Too Few Games,Low Minute,Chaser,-0.77,-0.16,-0.6,0.04,-0.72,-0.2,-0.51,0.06,0.22,-0.15,37.64,66.72,24.46,13.64,39.29,66.2,26.49,54.77,63.74,42.38
473,2016-17,Jonathan Gibson,29,DAL,231,Garbage Time,Primary Ball Handler,Point of Attack,-1.89,-1.18,-0.71,0.07,-1.34,-0.83,-0.51,-1.75,-1.47,-0.29,11.42,24.66,20.16,18.92,20.22,36.12,26.49,8.92,7.33,34.7
474,2016-17,Malcolm Delaney,27,ATL,1248,Rotation,Primary Ball Handler,Point of Attack,-1.86,-1.89,0.03,0.39,-2.2,-1.72,-0.47,-1.72,-2.18,0.46,12.06,7.97,56.79,40.47,5.26,9.87,28.45,9.28,1.91,73.97
475,2017-18,Malcolm Delaney,28,ATL,1014,Key Rotation,Primary Ball Handler,Chaser,-1.25,-0.95,-0.3,0.72,-1.4,-0.85,-0.56,-1.01,-1.16,0.15,23.57,32.36,38.59,49.44,18.89,35.36,23.93,20.87,11.93,59.28
476,2017-18,Walt Lemon Jr.,25,NOP,35,Too Few Games,Low Minute,Point of Attack,-1.07,-0.48,-0.59,0.03,-1.05,-0.51,-0.54,-0.3,-0.1,-0.2,28.68,52.06,24.9,11.87,28.58,50.1,24.81,41.59,46.55,39.37
477,2018-19,Walt Lemon Jr.,26,CHI,167,Too Few Games,Slasher,Point of Attack,-0.41,-0.39,-0.02,0.21,-0.32,-0.36,0.05,0.42,0.12,0.3,48.84,56.19,53.79,32.48,53,57.94,59.19,66.71,58.07,66.72
478,2015-16,Alex Stepheson,28,LAC/MEM,72,Too Few Games,Low Minute,Helper,-0.5,-0.09,-0.41,0.09,-0.52,-0.15,-0.36,-0.22,0.35,-0.57,46.07,69.92,33.21,22.24,46.64,68.31,34.11,44.41,69.8,22.58
479,2017-18,Briante Weber,25,HOU/MEM,237,Garbage Time,Secondary Ball Handler,Point of Attack,-1.2,-0.79,-0.41,0.18,-1.07,-0.93,-0.13,0.07,0.08,-0.01,25.06,38.35,33.21,30.45,27.94,32.4,48.32,55.25,56.04,50.66
480,2015-16,Briante Weber,23,MEM/MIA,169,Too Few Games,Primary Ball Handler,Point of Attack,-0.69,-0.58,-0.11,0.18,-0.73,-0.81,0.08,-0.26,-0.66,0.4,40.23,47.65,48.92,30.45,38.93,36.93,61.07,42.84,23.48,71.33
481,2016-17,Briante Weber,24,GSW/CHO,205,Garbage Time,Secondary Ball Handler,Point of Attack,-1.2,-0.66,-0.54,0.15,-1.34,-0.92,-0.43,-0.21,-0.1,-0.11,25.06,43.79,27.01,28.25,20.22,32.87,30.4,44.85,46.55,44.72
482,2018-19,Julian Washburn,27,MEM,254,Garbage Time,Movement Shooter,Wing Stopper,-1.35,-1.44,0.09,0.17,-1.76,-1.83,0.07,-0.66,-0.63,-0.04,21.4,16.96,60.02,29.87,11.44,8.04,60.34,29.38,24.39,49.05
483,2024-25,Ben Simmons,28,BRK/LAC,1120,Key Rotation,Shot Creator,Helper,-0.81,-1.77,0.96,1.15,-0.82,-1.72,0.9,-2.15,-3.03,0.87,36.36,9.87,85.92,58.46,35.91,9.87,87.05,5.03,0.22,87.49
484,2017-18,Ben Simmons,21,PHI,2732,Star,Shot Creator,Wing Stopper,2.2,0.84,1.35,8.18,2.83,0.97,1.86,1.13,-0.12,1.25,94.82,87.19,91.88,97.21,96.91,88.9,97.19,82.46,45.68,93.45
485,2018-19,Ben Simmons,22,PHI,2700,Star,Post Scorer,Wing Stopper,1.69,1.26,0.42,7.14,2.19,1.13,1.06,1.72,1.43,0.29,92.62,90.98,72.73,95.7,95.29,90.12,89.57,90.4,91.55,66.27
486,2019-20,Ben Simmons,23,PHI,2017,Star,Shot Creator,Wing Stopper,1.94,0.82,1.12,5.66,2.08,0.78,1.3,0.4,-0.44,0.84,93.94,87,88.41,92.6,94.88,87.19,93.04,66.03,31.16,86.7
487,2020-21,Ben Simmons,24,PHI,1877,Star,Shot Creator,Point of Attack,2.67,0.59,2.08,6.1,2.14,0.42,1.73,1.3,-0.94,2.25,96.37,84.02,97.56,93.67,95.07,82.7,96.63,85.16,16.59,99.19
488,2022-23,Ben Simmons,26,BRK,1105,Key Rotation,Shot Creator,Wing Stopper,-0.29,-1.46,1.17,1.5,0.25,-1.34,1.59,-1.84,-2.78,0.95,52.45,16.44,89.22,63.95,79.33,18.91,95.6,7.87,0.41,89.08
489,2023-24,Ben Simmons,27,BRK,359,Key Rotation,Shot Creator,Wing Stopper,1.11,-0.53,1.64,0.8,0.81,-0.74,1.55,-0.22,-1.8,1.58,88.34,50.07,94.91,51.42,86.8,39.93,95.31,44.41,4.11,96.75
490,2019-20,Dragan Bender,22,MIL/GSW,286,Garbage Time,Stretch Big,Anchor Big,-0.39,-0.9,0.51,0.37,-0.41,-0.56,0.15,-0.62,-0.23,-0.38,49.39,34.17,75.49,39.83,50.44,47.65,64.52,30.59,40.23,30.45
491,2016-17,Dragan Bender,19,PHO,574,Rotation,Movement Shooter,Helper,-1.73,-1.93,0.2,0.22,-1.67,-1.89,0.22,-1.12,-1.11,0,14.04,7.41,64.79,33.23,13.13,7.14,67.59,18.42,13.1,51.46
492,2017-18,Dragan Bender,20,PHO,2069,Starter,Stationary Shooter,Helper,-3.25,-2.94,-0.31,-1.22,-3.46,-2.71,-0.76,-2.02,-1.68,-0.34,1.17,0.74,38.22,0.42,0.25,0.73,16.11,5.96,5.11,32.4
493,2018-19,Dragan Bender,21,PHO,826,Rotation,Stretch Big,Helper,-1.8,-1.81,0,0.3,-1.66,-1.73,0.07,-1.01,-1.02,0.01,12.9,9.17,55.06,37.05,13.33,9.65,60.34,20.87,14.88,51.83
494,2017-18,Domantas Sabonis,21,IND,1810,Key Rotation,Post Scorer,Mobile Big,-0.41,-0.73,0.32,2.3,-0.65,-0.4,-0.24,-0.59,-0.44,-0.15,48.84,40.86,69.33,73.49,41.79,55.53,40.98,31.62,31.16,42.38
495,2018-19,Domantas Sabonis,22,IND,1838,Key Rotation,Post Scorer,Mobile Big,1.82,0.63,1.19,5.02,0.79,0.33,0.46,1.42,0.79,0.62,93.35,84.51,89.45,90.79,86.58,81.23,76.42,86.78,82.13,80.28
496,2019-20,Domantas Sabonis,23,IND,2159,Star,Post Scorer,Anchor Big,2.28,0.91,1.37,6.53,1.72,0.89,0.83,1.19,0.71,0.48,95.08,87.75,92.06,94.75,93.15,88.2,85.41,83.48,80.53,74.93
497,2020-21,Domantas Sabonis,24,IND,2232,Star,Post Scorer,Helper,1.07,0.19,0.88,4.98,1.64,1.33,0.31,1.45,0.56,0.89,87.95,77.3,84,90.62,92.7,91.45,71.48,87.14,76.73,87.9
498,2016-17,Domantas Sabonis,20,OKC,1631,Key Rotation,Versatile Big,Mobile Big,-2.13,-3.05,0.93,0.22,-1.67,-2.23,0.55,-2.25,-2.87,0.61,8.24,0.49,85.19,33.23,13.13,3.32,79.01,4.05,0.3,79.94
499,2021-22,Domantas Sabonis,25,IND/SAC,2136,Star,Post Scorer,Mobile Big,2.38,0.54,1.84,6.56,1.5,1.48,0.02,1.7,0.35,1.35,95.39,83.28,96.24,94.85,91.89,92.4,57.53,90.13,69.8,94.77
500,2022-23,Domantas Sabonis,26,SAC,2736,Star,Post Scorer,Mobile Big,3.47,1.96,1.51,10.12,3.5,2.7,0.8,3.23,2.29,0.94,97.92,94.67,93.74,98.71,98.24,96.94,84.9,97.75,96.89,88.86
501,2023-24,Domantas Sabonis,27,SAC,2928,Star,Post Scorer,Mobile Big,3.4,1.74,1.66,10.69,3.18,2.03,1.16,2.35,1.43,0.92,97.82,93.84,95.02,98.88,97.66,95.02,90.93,94.69,91.55,88.46
502,2024-25,Domantas Sabonis,28,SAC,2429,Star,Roll + Cut Big,Mobile Big,2.05,1.59,0.47,6.89,1.98,1.76,0.22,2.3,2.61,-0.31,94.37,93.2,74.27,95.38,94.43,93.89,67.59,94.43,97.56,33.84
503,2025-26,Domantas Sabonis,29,SAC,564,Starter,Roll + Cut Big,Mobile Big,1.65,0.88,0.77,1.45,0.72,0.25,0.47,1.55,1.66,-0.11,92.44,87.51,81.72,63.13,85.84,79.81,76.76,88.59,93.45,44.72
504,2016-17,Wade Baldwin IV,20,MEM,405,Rotation,Slasher,Point of Attack,-2.96,-2.35,-0.61,-0.17,-2.16,-2,-0.16,-2.19,-2.01,-0.18,1.97,3.13,23.98,3.77,5.77,5.79,46.46,4.65,2.86,40.5
505,2017-18,Wade Baldwin IV,21,POR,80,Too Few Games,Low Minute,Point of Attack,-0.77,-0.59,-0.18,0.08,-0.88,-0.54,-0.34,0.01,-0.21,0.22,37.64,47.07,45.24,20.62,34,48.49,35.17,52.84,41.22,63.07
506,2018-19,Wade Baldwin IV,22,POR,94,Garbage Time,Low Minute,Point of Attack,-1.65,-1.08,-0.57,0.04,-1.04,-0.69,-0.35,-0.99,-0.74,-0.25,15.46,28.2,25.88,13.64,28.85,42.13,34.65,21.38,21.48,36.59
507,2022-23,Malik Beasley,26,UTA/LAL,2093,Starter,Off Screen Shooter,Chaser,-2.53,-0.98,-1.56,-0.09,-0.92,0.35,-1.28,-1.57,-0.6,-0.96,4.57,31.33,4.11,4.86,32.42,81.4,5.09,11.02,25.25,10.49
508,2023-24,Malik Beasley,27,MIL,2337,Starter,Movement Shooter,Point of Attack,-0.76,-0.12,-0.64,2.48,-0.61,-0.24,-0.37,0.24,0.75,-0.51,37.96,68.52,22.95,75.17,43.44,64.05,33.41,61.27,81.45,24.81
509,2019-20,Malik Beasley,23,DEN/MIN,1209,Rotation,Movement Shooter,Chaser,-1.63,-0.31,-1.32,0.58,-1.28,-0.26,-1.01,-0.09,0.66,-0.75,15.86,60,7.04,45.94,21.89,63.07,9.58,49.14,79.35,16.28
510,2020-21,Malik Beasley,24,MIN,1214,Starter,Off Screen Shooter,Chaser,-0.87,0.4,-1.27,1.19,-0.7,0.74,-1.44,-0.45,0.29,-0.74,34.58,81.16,7.72,59.02,40.04,86.71,3.22,36.26,67.23,16.71
511,2021-22,Malik Beasley,25,MIN,1976,Key Rotation,Off Screen Shooter,Low Activity,-1.04,0.41,-1.46,1.71,-0.77,0.82,-1.59,-0.1,0.57,-0.67,29.52,81.31,5.2,67.08,37.82,87.66,2.32,48.65,76.93,19.03
512,2016-17,Malik Beasley,20,DEN,165,Garbage Time,Off Screen Shooter,Chaser,-1.14,-0.85,-0.3,0.13,-1.01,-0.66,-0.34,-0.33,-0.59,0.26,26.88,36.22,38.59,26.32,29.66,43.35,35.17,40.71,25.61,64.59
513,2017-18,Malik Beasley,21,DEN,583,Garbage Time,Movement Shooter,Low Activity,-2.18,-1.43,-0.75,0.06,-2.31,-1.42,-0.89,-0.51,-0.58,0.06,7.72,17.32,18.84,17.33,4.32,16.6,12.07,34.34,25.88,54.74
514,2018-19,Malik Beasley,22,DEN,1879,Key Rotation,Movement Shooter,Chaser,-0.82,0.28,-1.1,1.88,-0.8,0.15,-0.95,0.43,1.09,-0.66,36.12,79.25,10.75,69.26,36.63,77.89,10.7,66.91,87.34,19.45
515,2024-25,Malik Beasley,28,DET,2283,Starter,Off Screen Shooter,Chaser,0.11,1.32,-1.2,3.69,0.16,1.41,-1.25,0.85,1.64,-0.8,75.66,91.52,9.21,84.29,77.82,92.03,5.48,77.13,93.33,14.78
516,2019-20,Marquese Chriss,22,GSW,1196,Key Rotation,Roll + Cut Big,Anchor Big,0.63,-0.7,1.33,2.34,0.03,-0.82,0.85,0.6,0.16,0.44,83.37,42.03,91.64,73.9,75.75,36.58,85.9,71.34,60.44,72.97
517,2020-21,Marquese Chriss,23,GSW,27,Too Few Games,Low Minute,Helper,-0.36,-0.11,-0.25,0.03,-0.54,-0.2,-0.34,0.13,0.38,-0.24,50.18,68.99,41.35,11.87,45.86,66.2,35.17,57.55,70.8,37.22
518,2016-17,Marquese Chriss,19,PHO,1743,Key Rotation,Stretch Big,Helper,-0.58,-1.27,0.69,2.01,-0.57,-1.06,0.49,-0.24,-0.74,0.49,43.67,21.78,79.86,70.36,44.82,27.91,77.35,43.57,21.48,75.39
519,2017-18,Marquese Chriss,20,PHO,1527,Key Rotation,Stretch Big,Helper,-0.66,-1.89,1.23,1.68,-0.89,-1.86,0.97,0.05,-1.14,1.19,41.2,7.97,90.12,66.74,33.68,7.53,88.25,54.27,12.37,92.79
520,2018-19,Marquese Chriss,21,HOU/CLE,499,Rotation,Stretch Big,Anchor Big,-0.99,-1.1,0.11,0.44,-0.6,-0.86,0.26,-1.06,-0.32,-0.74,31.03,27.52,61.07,41.96,43.83,34.88,69.47,19.77,36.17,16.71
521,2021-22,Marquese Chriss,24,DAL,346,Rotation,Roll + Cut Big,Mobile Big,-1.26,-1.65,0.39,0.25,-0.27,-0.99,0.73,-1.01,-0.91,-0.1,23.3,12.15,71.75,34.66,54.42,30.33,83.33,20.87,17.33,45.33
522,2018-19,Deyonta Davis,22,ATL,118,Garbage Time,Roll + Cut Big,Mobile Big,-0.62,-0.8,0.18,0.13,-0.53,-0.84,0.31,-0.51,-0.14,-0.38,42.4,38.03,63.98,26.32,46.2,35.71,71.48,34.34,44.53,30.45
523,2016-17,Deyonta Davis,20,MEM,238,Garbage Time,Roll + Cut Big,Mobile Big,-1.69,-2.2,0.51,0.1,-1.48,-2.32,0.84,-1.02,-1.21,0.19,14.69,4.6,75.49,23.68,16.72,2.56,85.65,20.7,11.12,61.37
524,2017-18,Deyonta Davis,21,MEM,943,Rotation,Roll + Cut Big,Anchor Big,-2.45,-1.63,-0.82,-0.07,-0.89,-1.32,0.43,-2.18,-0.58,-1.6,5.23,12.58,16.81,5.33,33.68,19.5,75.41,4.72,25.88,2.17
525,2020-21,Kris Dunn,26,ATL,45,Too Few Games,Low Minute,Point of Attack,-1.02,-0.69,-0.33,0.04,-0.73,-0.53,-0.2,-0.37,-0.21,-0.16,30.14,42.5,37.17,13.64,38.93,49.19,43.64,39.32,41.22,41.86
526,2024-25,Kris Dunn,30,LAC,1783,Key Rotation,Stationary Shooter,Point of Attack,0.8,-1.26,2.06,3.66,0.48,-1.39,1.87,1.82,-0.21,2.03,85.09,22.09,97.41,84.07,83.02,17.4,97.22,91.23,41.22,98.66
527,2025-26,Kris Dunn,31,LAC,2228,Key Rotation,Primary Ball Handler,Point of Attack,0.8,-1.17,1.97,4.55,-0.09,-0.96,0.87,0.46,-1.37,1.83,85.09,25.05,96.8,89.12,59.05,31.28,86.49,67.69,8.51,98.04
528,2016-17,Kris Dunn,22,MIN,1333,Rotation,Primary Ball Handler,Point of Attack,-0.99,-1.49,0.49,1.18,-1.48,-2.29,0.8,-0.85,-1.77,0.92,31.03,15.69,75.02,58.97,16.72,2.71,84.9,24.51,4.38,88.46
529,2021-22,Kris Dunn,27,POR,336,Key Rotation,Shot Creator,Point of Attack,-1.54,-1.17,-0.36,0.19,-1.14,-1.32,0.19,-2.4,-2.21,-0.19,17.83,25.05,35.56,31.19,25.96,19.5,66.3,3.33,1.83,40
530,2022-23,Kris Dunn,28,UTA,568,Key Rotation,Shot Creator,Point of Attack,0.44,0.38,0.06,1.03,0.66,0.21,0.45,-0.73,-0.94,0.21,80.61,80.87,58.51,56.13,85.28,78.99,76.1,27.47,16.59,62.46
531,2023-24,Kris Dunn,29,UTA,1249,Rotation,Primary Ball Handler,Point of Attack,0.22,-0.54,0.76,2.1,-0.57,-1.13,0.56,0.24,-0.66,0.9,77.25,49.71,81.47,71.33,44.82,25.37,79.23,61.27,23.48,88.12
532,2017-18,Kris Dunn,23,CHI,1525,Starter,Slasher,Point of Attack,-1.03,-1.66,0.63,1.3,-0.1,-1.12,1.02,0.24,-0.78,1.02,29.85,11.97,78.22,61,58.79,25.78,89.05,61.27,20.5,90.25
533,2018-19,Kris Dunn,24,CHI,1389,Starter,Slasher,Point of Attack,-1.49,-1.75,0.26,0.79,-0.96,-1.4,0.43,-0.66,-1.24,0.58,18.66,10.34,67.11,51.03,31.09,17.11,75.41,29.38,10.58,78.77
534,2019-20,Kris Dunn,25,CHI,1269,Key Rotation,Primary Ball Handler,Point of Attack,1.2,-1.09,2.29,2.95,-0.21,-1.64,1.43,1.35,-1.27,2.63,89.08,27.83,98.38,79.38,56.07,11.54,94.38,85.97,9.94,99.61
535,2018-19,Henry Ellenson,22,DET/NYK,259,Garbage Time,Versatile Big,Helper,-0.26,-0.47,0.21,0.36,-0.2,-0.54,0.34,0.34,0.12,0.22,53.3,52.47,65.18,39.49,56.34,48.49,72.63,64.2,58.07,63.07
536,2020-21,Henry Ellenson,24,TOR,38,Too Few Games,Low Minute,Helper,-0.51,-0.14,-0.37,0.05,-0.71,-0.39,-0.32,-0.01,0.35,-0.36,45.73,67.59,34.99,15.54,39.7,56.18,36.37,52,69.8,31.26
537,2019-20,Henry Ellenson,23,BRK,15,Too Few Games,Low Minute,Helper,-0.13,-0.15,0.03,0.02,-0.2,-0.17,-0.03,0.26,0.24,0.02,56.44,67.28,56.79,10.21,56.34,67.47,54.38,61.9,64.81,52.44
538,2016-17,Henry Ellenson,20,DET,146,Garbage Time,Movement Shooter,Helper,-0.41,-0.43,0.02,0.19,-0.39,-0.42,0.03,0.21,0.39,-0.18,48.84,54.55,56.31,31.19,50.98,54.43,58.09,60.29,71.23,40.5
539,2017-18,Henry Ellenson,21,DET,329,Garbage Time,Movement Shooter,Helper,-0.78,-0.59,-0.19,0.34,-0.6,-0.21,-0.39,0.04,0.26,-0.22,37.32,47.07,44.8,38.86,43.83,65.67,32.28,53.91,65.64,38.15
540,2024-25,Buddy Hield,32,GSW,1864,Key Rotation,Off Screen Shooter,Chaser,-0.19,-0.11,-0.08,2.64,-0.39,-0.28,-0.11,0.54,0.21,0.33,55.13,68.99,50.41,76.88,50.98,61.97,49.54,69.99,63.15,68.21
541,2025-26,Buddy Hield,33,GSW/ATL,819,Rotation,Movement Shooter,Point of Attack,-0.67,-0.37,-0.3,0.92,-0.25,-0.13,-0.12,-0.2,0.23,-0.43,40.85,57.08,38.59,53.71,54.94,69.25,48.92,45.29,64.37,28.17
542,2021-22,Buddy Hield,29,SAC/IND,2499,Starter,Off Screen Shooter,Chaser,-0.43,1.1,-1.54,3.15,-1.23,0.2,-1.43,0.24,1.26,-1.02,48.21,89.59,4.33,81.08,23.46,78.77,3.35,61.27,89.79,9.33
543,2022-23,Buddy Hield,30,IND,2482,Starter,Movement Shooter,Helper,-0.69,0.53,-1.22,2.75,-0.27,0.87,-1.14,0.13,1.28,-1.15,40.23,83.09,8.78,77.73,54.42,88.05,7.16,57.55,90.03,6.8
544,2023-24,Buddy Hield,31,IND/PHI,2160,Key Rotation,Movement Shooter,Chaser,-0.35,0.29,-0.64,2.85,-0.53,0.55,-1.08,1.03,1.16,-0.13,50.47,79.45,22.95,78.74,46.2,84.51,8.41,80.65,88.51,43.52
545,2016-17,Buddy Hield,24,NOP/SAC,1888,Rotation,Secondary Ball Handler,Chaser,-2.92,-1.52,-1.39,-0.72,-1.77,-0.7,-1.07,-1.8,-0.96,-0.83,2.21,15.1,5.97,1.15,11.25,41.76,8.55,8.16,16.28,13.86
546,2017-18,Buddy Hield,25,SAC,2024,Key Rotation,Secondary Ball Handler,Chaser,-1.26,-0.69,-0.57,1.43,-1.41,-0.23,-1.18,0.07,0.18,-0.12,23.3,42.5,25.88,62.88,18.51,64.54,6.38,55.25,61.54,44.13
547,2018-19,Buddy Hield,26,SAC,2615,Starter,Off Screen Shooter,Chaser,-0.13,1.32,-1.45,3.81,-0.1,1.3,-1.4,0.86,1.87,-1.01,56.44,91.52,5.3,85.27,58.79,91.25,3.84,77.3,94.96,9.6
548,2019-20,Buddy Hield,27,SAC,2216,Starter,Off Screen Shooter,Chaser,-0.28,0.85,-1.13,3.01,-0.29,1.24,-1.53,0.71,1.27,-0.56,52.83,87.34,10.19,79.96,53.75,90.86,2.73,74.24,89.9,22.95
549,2020-21,Buddy Hield,28,SAC,2433,Starter,Off Screen Shooter,Chaser,0.15,0.84,-0.7,3.98,-0.7,0.98,-1.68,0.56,0.73,-0.17,76.23,87.19,20.62,86.34,40.04,88.96,1.83,70.48,81.01,41.25
550,2016-17,Brandon Ingram,19,LAL,2279,Starter,Shot Creator,Wing Stopper,-2.56,-1.57,-0.98,-0.33,-3.16,-2.03,-1.13,-3.3,-2.26,-1.05,4.28,13.79,13.1,2.39,0.55,5.43,7.38,0.78,1.66,8.6
551,2017-18,Brandon Ingram,20,LAL,1975,Starter,Shot Creator,Wing Stopper,-0.4,-0.29,-0.11,2.52,-0.68,-0.76,0.08,-1.46,-1.25,-0.21,49.05,60.93,48.92,75.61,40.68,38.88,61.07,12.54,10.36,38.66
552,2018-19,Brandon Ingram,21,LAL,1760,Starter,Shot Creator,Wing Stopper,-1.55,-0.42,-1.13,0.93,-1.21,-0.99,-0.22,-2.5,-1.25,-1.26,17.61,54.86,10.19,53.86,23.96,30.33,42.23,2.84,10.36,5.18
553,2019-20,Brandon Ingram,22,NOP,2104,Starter,Shot Creator,Helper,-0.48,0.83,-1.32,2.58,0.85,1.37,-0.52,-1.75,-0.43,-1.33,46.7,87.1,7.04,76.08,87.2,91.67,25.86,8.92,31.6,4.45
554,2020-21,Brandon Ingram,23,NOP,2093,Starter,Shot Creator,Low Activity,0.47,1.36,-0.9,3.86,1.07,1.8,-0.72,-0.21,-0.17,-0.03,81.01,91.82,14.93,85.65,88.98,94.18,17.59,44.85,43.23,49.71
555,2021-22,Brandon Ingram,24,NOP,1869,Starter,Shot Creator,Low Activity,0.8,0.72,0.08,3.85,0.97,1.42,-0.45,0.55,-0.32,0.87,85.09,85.8,59.55,85.55,88.26,92.11,29.4,70.18,36.17,87.49
556,2022-23,Brandon Ingram,25,NOP,1538,Starter,Shot Creator,Helper,0.7,1.34,-0.64,3.05,0.96,1.31,-0.35,-0.55,0.02,-0.57,83.99,91.69,22.95,80.38,88.08,91.35,34.65,33.06,52.89,22.58
557,2023-24,Brandon Ingram,26,NOP,2103,Starter,Shot Creator,Helper,0.26,0.83,-0.58,3.54,1.51,1.39,0.12,-0.88,-0.44,-0.44,77.95,87.1,25.51,83.38,91.96,91.88,63.22,23.8,31.16,27.69
558,2024-25,Brandon Ingram,27,NOP,595,Starter,Shot Creator,Helper,-1.27,0.07,-1.34,0.44,-1.16,0.09,-1.24,-2.62,-1.19,-1.43,22.96,74.85,6.74,41.96,25.47,76.49,5.62,2.3,11.36,3.37
559,2025-26,Brandon Ingram,28,TOR,2604,Starter,Shot Creator,Helper,-0.25,0.19,-0.44,3.6,0.22,0.25,-0.03,-1.4,-0.86,-0.54,53.51,77.3,31.67,83.78,78.8,79.81,54.38,13.39,18.57,23.44
560,2016-17,Demetrius Jackson,22,BOS,17,Too Few Games,Low Minute,Point of Attack,-0.7,-0.31,-0.39,0.02,-0.93,-0.46,-0.48,0.14,0.11,0.03,39.9,60,34.07,10.21,32.08,52.34,27.95,57.97,57.53,52.96
561,2017-18,Demetrius Jackson,23,HOU/PHI,80,Garbage Time,Low Minute,Point of Attack,-1.37,-0.77,-0.59,0.05,-1.3,-0.58,-0.71,-0.59,-0.4,-0.2,20.97,39.34,24.9,15.54,21.26,46.78,17.99,31.62,32.84,39.37
562,2018-19,Demetrius Jackson,24,PHI,39,Too Few Games,Low Minute,Chaser,-0.95,-0.36,-0.59,0.04,-0.82,-0.32,-0.5,-0.17,-0.02,-0.15,32.34,57.65,24.9,13.64,35.91,59.88,26.95,46.24,50.46,42.38
563,2016-17,Brice Johnson,22,LAC,9,Too Few Games,Low Minute,Helper,-0.72,-0.29,-0.43,0.01,-0.75,-0.31,-0.44,-0.51,0.12,-0.63,39.44,60.93,32.18,7.8,38.48,60.31,29.86,34.34,58.07,20.28
564,2017-18,Brice Johnson,23,LAC/MEM,98,Garbage Time,Low Minute,Helper,-0.34,-0.22,-0.12,0.13,-0.35,-0.27,-0.09,0,0.16,-0.16,50.8,64.05,48.49,26.32,52.02,62.61,50.71,52.49,60.44,41.86
