RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Fouls Drawn / 75,Stable Fouls Drawn Per 75,Stable Shooting Fouls Drawn Per 75,Stable Non Shooting Fouls Drawn Per 75,Stable FTA Per 75,Drive Foul Drawn Rate,Isolation Foul Drawn Rate,Fouls Drawn / 75_percentile,Stable Fouls Drawn Per 75_percentile,Stable Shooting Fouls Drawn Per 75_percentile,Stable Non Shooting Fouls Drawn Per 75_percentile,Stable FTA Per 75_percentile,Drive Foul Drawn Rate_percentile,Isolation Foul Drawn Rate_percentile
2744,2021-22,James Bouknight,21,CHO,304,Garbage Time,Secondary Ball Handler,Low Activity,2.68,2.73,0,0.39,3.56,8.64,0,62.89,60.74,0,80.14,67.8,71.76,0
2745,2022-23,James Bouknight,22,CHO,515,Rotation,Secondary Ball Handler,Chaser,1.95,2.08,0,0.21,2.32,7.89,8.33,43.28,37.79,0,31.76,30.08,67,77.6
2746,2023-24,James Bouknight,23,CHO,81,Garbage Time,Low Minute,Chaser,1.37,2.1,0,0.23,2.21,9.09,0,28.52,38.41,0,37.19,27.14,74.2,0
2747,2025-26,Johnny Juzang,24,MIN,88,Garbage Time,Low Minute,Chaser,1.87,2.3,0,0.48,3.38,9.09,0,40.9,45.39,0,90.02,63.11,74.2,0
2748,2022-23,Johnny Juzang,21,UTA,232,Garbage Time,Off Screen Shooter,Chaser,0.45,1.07,0,0.19,1.44,3.45,0,18.02,16.12,0,27.4,7.36,34.46,0
2749,2023-24,Johnny Juzang,22,UTA,372,Rotation,Movement Shooter,Chaser,1.23,1.52,0,0.14,1.83,2.86,0,26.03,22.81,0,17.89,16.08,30.96,0
2750,2024-25,Johnny Juzang,23,UTA,1270,Key Rotation,Movement Shooter,Chaser,1.22,1.31,0,0.22,1.63,0,3.45,25.8,18.96,0,34.53,11.44,0,68.82
2751,2021-22,Day'Ron Sharpe,20,BRK,391,Rotation,Roll + Cut Big,Mobile Big,3.21,3.18,0,0.3,3.75,0,0,74.07,74.74,0,58.25,72.17,0,0
2752,2022-23,Day'Ron Sharpe,21,BRK,553,Rotation,Roll + Cut Big,Mobile Big,2.87,2.9,0,0.36,3.57,9.09,0,67.09,66.26,0,74.39,68.11,74.2,0
2753,2023-24,Day'Ron Sharpe,22,BRK,921,Rotation,Roll + Cut Big,Anchor Big,4.29,4.16,0,0.28,4.84,3.7,0,88.69,89.82,0,52.44,87.96,35.89,0
2754,2024-25,Day'Ron Sharpe,23,BRK,909,Rotation,Roll + Cut Big,Mobile Big,3.07,3.06,0,0.34,3.11,15.38,0,71.58,71.6,0,69.57,54.77,92.6,0
2755,2025-26,Day'Ron Sharpe,24,BRK,1160,Rotation,Roll + Cut Big,Mobile Big,3.89,3.83,0,0.44,4.79,7.69,0,84.66,86.04,0,86.87,87.57,65.32,0
2756,2024-25,JT Thor,22,CLE/WAS,249,Garbage Time,Athletic Finisher,Helper,2.23,2.39,0,0.16,3.26,7.14,0,50.98,48.46,0,20.95,59.47,61.29,0
2757,2021-22,JT Thor,19,CHO,262,Garbage Time,Stationary Shooter,Helper,2.33,2.47,0,0.3,2.9,20.83,0,53.98,51.4,0,58.25,47.76,96.96,0
2758,2022-23,JT Thor,20,CHO,969,Rotation,Stationary Shooter,Helper,1.34,1.46,0,0.22,1.92,5.83,0,27.95,21.59,0,34.53,18.74,51.71,0
2759,2023-24,JT Thor,21,CHO,781,Rotation,Stationary Shooter,Helper,0.85,1.03,0,0.12,1.21,6.78,0,20.61,15.78,0,15.66,4.03,59.05,0
2760,2022-23,Justin Champagnie,21,TOR/BOS,34,Too Few Games,Low Minute,Helper,1.14,2.46,0,0.29,2.66,0,0,24.66,51.01,0,55.27,39.97,0,0
2761,2021-22,Justin Champagnie,20,TOR,281,Garbage Time,Stretch Big,Helper,1.45,1.8,0,0.24,1.73,0,0,30.43,29.4,0,39.8,13.64,0,0
2762,2023-24,Justin Champagnie,22,WAS,235,Garbage Time,Movement Shooter,Chaser,1.5,1.83,0,0.34,2.54,5,0,31.64,30.07,0,69.57,36.26,44.86,0
2763,2024-25,Justin Champagnie,23,WAS,1340,Key Rotation,Movement Shooter,Helper,1.42,1.48,0,0.23,2.05,10.62,0,29.57,21.91,0,37.19,22.35,81.84,0
2764,2025-26,Justin Champagnie,24,WAS,1346,Key Rotation,Movement Shooter,Helper,2.16,2.2,0,0.11,2.75,14.1,0,48.76,41.49,0,15.04,42.97,90.59,0
2765,2021-22,Jalen Johnson,20,ATL,120,Garbage Time,Stretch Big,Helper,1.47,2.06,0,0.39,2.62,5.26,0,30.92,37.17,0,80.14,38.46,46.94,0
2766,2022-23,Jalen Johnson,21,ATL,1042,Rotation,Stationary Shooter,Wing Stopper,1.94,2.01,0,0.13,2.77,13.49,25,43.01,35.66,0,16.67,43.81,89.65,98.67
2767,2023-24,Jalen Johnson,22,ATL,1889,Starter,Athletic Finisher,Wing Stopper,2.34,2.35,0,0.17,2.8,7.88,0,54.23,47.1,0,22.89,44.95,66.96,0
2768,2024-25,Jalen Johnson,23,ATL,1284,Star,Athletic Finisher,Wing Stopper,2.67,2.68,0,0.21,3.38,7.64,15.79,62.68,58.79,0,31.76,63.11,65.09,92.65
2769,2025-26,Jalen Johnson,24,ATL,2507,Starter,Shot Creator,Helper,3.68,3.65,0,0.26,5.31,7.78,0,82,83.7,0,46.12,91.52,66.28,0
2770,2021-22,Keon Johnson,19,LAC/POR,696,Key Rotation,Secondary Ball Handler,Point of Attack,2.43,2.48,0,0.35,2.79,4.92,0,56.69,51.67,0,72.09,44.56,44.32,0
2771,2022-23,Keon Johnson,20,POR,416,Rotation,Shot Creator,Point of Attack,2.85,2.86,0,0.33,3.55,11.02,12.9,66.65,64.89,0,67.25,67.6,82.91,88.39
2772,2023-24,Keon Johnson,21,BRK,61,Too Few Games,Low Minute,Chaser,4.76,3.67,0,0.4,4.83,22.22,0,92.31,84.06,0,81.63,87.91,97.3,0
2773,2024-25,Keon Johnson,22,BRK,1925,Key Rotation,Movement Shooter,Point of Attack,2.33,2.34,0,0.19,2.72,6.05,13.33,53.98,46.71,0,27.4,41.88,53.49,89.05
2774,2022-23,Jason Preston,23,LAC,124,Garbage Time,Secondary Ball Handler,Point of Attack,0.57,1.48,0,0.31,1.87,0,0,18.51,21.91,0,61.2,17.25,0,0
2775,2023-24,Jason Preston,24,UTA,71,Too Few Games,Low Minute,Point of Attack,0,1.48,0,0.23,1.89,0,0,0,21.91,0,37.19,17.88,0,0
2776,2021-22,Joel Ayayi,21,WAS,20,Too Few Games,Low Minute,Chaser,1.92,2.77,0,0.31,2.8,0,0,42.24,61.91,0,61.2,44.95,0,0
2777,2022-23,Kessler Edwards,22,BRK/SAC,386,Rotation,Movement Shooter,Wing Stopper,1.5,1.73,0,0.35,1.84,0,0,31.64,27.49,0,72.09,16.35,0,0
2778,2023-24,Kessler Edwards,23,SAC,275,Garbage Time,Movement Shooter,Wing Stopper,1.72,1.93,0,0.16,1.76,11.11,0,36.72,33.09,0,20.95,14.2,83.11,0
2779,2021-22,Kessler Edwards,21,BRK,987,Rotation,Stationary Shooter,Helper,0.89,1.04,0,0.12,0.94,10.81,0,21.11,15.86,0,15.66,1.54,82.28,0
2780,2024-25,Kessler Edwards,24,DAL,608,Rotation,Stationary Shooter,Helper,0.89,1.1,0,0.18,1.11,2,0,21.11,16.28,0,25.1,3.05,27.59,0
2781,2025-26,Corey Kispert,26,WAS/ATL,1042,Rotation,Off Screen Shooter,Helper,2.2,2.25,0,0.18,3.32,7.41,0,50.09,43.36,0,25.1,61.59,63.62,0
2782,2021-22,Corey Kispert,22,WAS,1801,Key Rotation,Movement Shooter,Low Activity,0.98,1.07,0,0.13,1.39,5.5,0,22.07,16.12,0,16.67,6.48,49.14,0
2783,2022-23,Corey Kispert,23,WAS,2093,Starter,Movement Shooter,Low Activity,1.19,1.26,0,0.17,1.63,6.58,0,25.31,18.29,0,22.89,11.44,57.43,0
2784,2023-24,Corey Kispert,24,WAS,2067,Key Rotation,Off Screen Shooter,Helper,1.99,2.03,0,0.26,2.71,8.38,14.29,44.21,36.2,0,46.12,41.56,70.38,90.46
2785,2024-25,Corey Kispert,25,WAS,1602,Key Rotation,Off Screen Shooter,Low Activity,1.35,1.42,0,0.12,2.04,4.59,0,28.16,20.93,0,15.66,22.01,42.04,0
2786,2024-25,Davion Mitchell,26,TOR/MIA,2027,Key Rotation,Primary Ball Handler,Point of Attack,2.43,2.44,0,0.21,1.62,2.66,6.1,56.69,50.24,0,31.76,11.26,30.14,72.87
2787,2025-26,Davion Mitchell,27,MIA,1975,Starter,Shot Creator,Point of Attack,1.42,1.48,0,0.14,1.27,3.57,0,29.57,21.91,0,17.89,4.88,35.08,0
2788,2021-22,Davion Mitchell,23,SAC,2076,Key Rotation,Primary Ball Handler,Point of Attack,1.93,1.97,0,0.27,1.58,1.95,4.13,42.76,34.27,0,49.23,10.38,27.33,69.75
2789,2022-23,Davion Mitchell,24,SAC,1447,Key Rotation,Primary Ball Handler,Point of Attack,2.36,2.36,0,0.15,0.96,1.61,9.3,54.91,47.36,0,19.41,1.64,26.33,80.38
2790,2023-24,Davion Mitchell,25,SAC,1101,Rotation,Secondary Ball Handler,Point of Attack,1.69,1.76,0,0.22,1.57,2.6,5,36.12,28.36,0,34.53,10.12,29.92,70.7
2791,2021-22,Austin Reaves,23,LAL,1418,Key Rotation,Movement Shooter,Point of Attack,3.39,3.38,0,0.33,3.02,11.9,20,77.38,79.09,0,67.25,51.85,85.89,96.78
2792,2022-23,Austin Reaves,24,LAL,1843,Starter,Secondary Ball Handler,Point of Attack,4.56,4.51,0,0.45,5.03,12.97,23.68,90.92,92.41,0,87.77,89.57,88.68,98.52
2793,2023-24,Austin Reaves,25,LAL,2629,Starter,Primary Ball Handler,Point of Attack,3.33,3.32,0,0.55,3.71,7.49,13.1,76.5,77.98,0,93.69,71.19,64.24,88.73
2794,2024-25,Austin Reaves,26,LAL,2550,Star,Primary Ball Handler,Chaser,4.61,4.55,0,0.47,5.2,10.58,15.97,91.35,92.78,0,89.26,90.71,81.75,93.03
2795,2025-26,Austin Reaves,27,LAL,1762,Starter,Shot Creator,Point of Attack,5.66,5.53,0,0.74,7.49,11.35,0,96.46,97.14,0,98.09,98.21,84.53,0
2796,2021-22,Cam Thomas,20,BRK,1176,Rotation,Secondary Ball Handler,Low Activity,2.55,2.58,0,0.29,3.26,5.05,1.47,59.9,55.4,0,55.27,59.47,45.42,67.68
2797,2022-23,Cam Thomas,21,BRK,948,Rotation,Shot Creator,Low Activity,4.81,4.69,0,0.52,6.36,9.43,13.46,92.55,93.61,0,92.39,95.92,76.38,89.4
2798,2023-24,Cam Thomas,22,BRK,2075,Starter,Shot Creator,Chaser,4.84,4.79,0,0.33,5.8,8.95,11.85,92.75,94.14,0,67.25,93.84,73.52,86.54
2799,2024-25,Cam Thomas,23,BRK,781,Starter,Shot Creator,Chaser,5.63,5.37,0,0.35,6.91,10.6,8.7,96.31,96.85,0,72.09,97.16,81.76,78.63
2800,2025-26,Cam Thomas,24,BRK/MIL,881,Key Rotation,Shot Creator,Chaser,6.4,6.11,0,0.63,6.93,9.55,0,98.32,98.52,0,96.24,97.21,77.09,0
2801,2023-24,David Duke Jr.,24,SAS,51,Too Few Games,Low Minute,Chaser,2.78,2.81,0,0.33,2.88,0,0,65.18,63.3,0,67.25,47.16,0,0
2802,2024-25,David Duke Jr.,25,SAS,34,Too Few Games,Low Minute,Chaser,2.05,2.57,0,0.25,2.94,11.11,0,45.76,55,0,43.11,49.18,83.11,0
2803,2021-22,David Duke Jr.,22,BRK,341,Rotation,Stationary Shooter,Point of Attack,2.04,2.2,0,0.32,2.5,3.92,0,45.52,41.49,0,64.45,35.21,37.5,0
2804,2022-23,David Duke Jr.,23,BRK,228,Garbage Time,Slasher,Chaser,2.68,2.77,0,0.2,2.94,5.56,0,62.89,61.91,0,29.7,49.18,49.4,0
2805,2023-24,Matt Hurt,23,MEM,113,Too Few Games,Movement Shooter,Helper,1.67,2.16,0,0.29,2.07,20,0,35.55,40.38,0,55.27,23.04,96.01,0
2806,2023-24,Joshua Primo,21,LAC,10,Too Few Games,Low Minute,Point of Attack,0,2.5,0,0.27,2.94,0,0,0,52.31,0,49.23,49.18,0,0
2807,2021-22,Joshua Primo,19,SAS,965,Rotation,Movement Shooter,Chaser,2.52,2.54,0,0.25,2.33,5.08,10,59.12,53.9,0,43.11,30.39,45.67,81.71
2808,2022-23,Joshua Primo,20,SAS,93,Too Few Games,Low Minute,Point of Attack,4.08,3.6,0,0.25,3.44,6.67,0,86.81,83.08,0,43.11,64.96,57.98,0
2809,2023-24,RaiQuan Gray,24,SAS,39,Too Few Games,Low Minute,Mobile Big,0,1.89,0,0.25,2.33,0,0,0,31.76,0,43.11,30.39,0,0
2810,2022-23,RaiQuan Gray,23,BRK,35,Too Few Games,Low Minute,Mobile Big,1.03,2.39,0,0.29,3.15,33.33,0,22.81,48.46,0,55.27,56.07,98.7,0
2811,2021-22,Aaron Henry,22,PHI,17,Too Few Games,Low Minute,Mobile Big,0,2.44,0,0.31,2.8,0,0,0,50.24,0,61.2,44.95,0,0
2812,2021-22,Scottie Barnes,20,TOR,2617,Starter,Shot Creator,Helper,3.15,3.13,0,0.21,3.13,6.38,10.53,73,73.28,0,31.76,55.46,55.91,83.28
2813,2022-23,Scottie Barnes,21,TOR,2678,Star,Shot Creator,Helper,2.93,2.93,0,0.27,3.43,6.02,6.43,68.63,67.49,0,49.23,64.72,53.17,73.49
2814,2023-24,Scottie Barnes,22,TOR,2094,Star,Shot Creator,Wing Stopper,3.74,3.71,0,0.38,4.32,6.19,6.86,82.73,84.66,0,78.54,82.34,54.36,74.53
2815,2024-25,Scottie Barnes,23,TOR,2134,Star,Shot Creator,Wing Stopper,4.16,4.11,0,0.36,5.04,8.18,8.97,87.68,89.36,0,74.39,89.74,68.82,79.31
2816,2025-26,Scottie Barnes,24,TOR,2614,Star,Shot Creator,Wing Stopper,3.63,3.61,0,0.32,4.12,8.64,0,81.19,83.21,0,64.45,79.09,71.76,0
2817,2022-23,Luka Garza,24,MIN,243,Garbage Time,Versatile Big,Mobile Big,4.97,4.52,0,0.53,6.33,11.11,0,93.58,92.55,0,92.84,95.75,83.11,0
2818,2023-24,Luka Garza,25,MIN,122,Garbage Time,Versatile Big,Mobile Big,5.83,4.77,0,0.35,5.36,20,0,97.09,94.01,0,72.09,91.76,96.01,0
2819,2024-25,Luka Garza,26,MIN,219,Garbage Time,Stretch Big,Mobile Big,4.47,4.04,0,0.29,4.91,11.11,0,90.2,88.59,0,55.27,88.51,83.11,0
2820,2025-26,Luka Garza,27,BOS,1064,Rotation,Stretch Big,Mobile Big,4.01,3.93,0,0.27,4.14,16.67,0,86.06,87.46,0,49.23,79.62,93.65,0
2821,2021-22,Luka Garza,23,DET,389,Rotation,Stretch Big,Mobile Big,5.46,5.04,0,0.53,5.21,15.38,0,95.99,95.75,0,92.84,90.89,92.6,0
2822,2025-26,Trendon Watford,25,PHI,857,Rotation,Shot Creator,Helper,3.28,3.24,0,0.21,3.27,7.69,0,75.56,76.17,0,31.76,59.88,65.32,0
2823,2021-22,Trendon Watford,21,POR,869,Rotation,Roll + Cut Big,Helper,3.18,3.16,0,0.21,3.84,10.81,20,73.58,74.29,0,31.76,74.3,82.28,96.78
2824,2022-23,Trendon Watford,22,POR,1182,Rotation,Athletic Finisher,Helper,2.79,2.8,0,0.17,3.14,10,27.27,65.44,62.99,0,22.89,55.68,78.87,99.07
2825,2023-24,Trendon Watford,23,BRK,857,Rotation,Athletic Finisher,Helper,3.35,3.3,0,0.3,4.13,8.72,14.29,76.85,77.61,0,58.25,79.35,72.36,90.46
2826,2024-25,Trendon Watford,24,BRK,913,Key Rotation,Shot Creator,Helper,4.4,4.29,0,0.28,4.88,8.4,17.07,89.52,90.77,0,52.44,88.22,70.5,94.26
2827,2021-22,Sandro Mamukelashvili,22,MIL,407,Garbage Time,Stretch Big,Helper,1.82,2.01,0,0.25,2.27,9.68,0,39.38,35.66,0,43.11,28.75,77.51,0
2828,2022-23,Sandro Mamukelashvili,23,MIL/SAS,661,Garbage Time,Stretch Big,Helper,2.58,2.64,0,0.29,3.16,10,0,60.59,57.56,0,55.27,56.49,78.87,0
2829,2023-24,Sandro Mamukelashvili,24,SAS,451,Garbage Time,Stretch Big,Helper,2.04,2.16,0,0.17,2.78,9.23,0,45.52,40.38,0,22.89,44.24,75.42,0
2830,2024-25,Sandro Mamukelashvili,25,SAS,681,Rotation,Stationary Shooter,Mobile Big,2.29,2.34,0,0.2,3.11,11.63,0,52.89,46.71,0,29.7,54.77,85.16,0
2831,2025-26,Sandro Mamukelashvili,26,TOR,1708,Key Rotation,Stationary Shooter,Mobile Big,2.19,2.22,0,0.16,3.38,8.82,0,49.76,42.34,0,20.95,63.11,72.87,0
2832,2021-22,Sam Hauser,24,BOS,158,Garbage Time,Off Screen Shooter,Low Activity,0.23,1.13,0,0.23,1.26,0,0,17.5,16.63,0,37.19,4.74,0,0
2833,2022-23,Sam Hauser,25,BOS,1290,Rotation,Off Screen Shooter,Chaser,0.56,0.71,0,0.12,0.69,6.38,0,18.42,14.32,0,15.66,0.36,55.91,0
2834,2023-24,Sam Hauser,26,BOS,1741,Key Rotation,Movement Shooter,Helper,0.45,0.56,0,0.12,0.56,2.9,0,18.02,14.1,0,15.66,0.1,31.15,0
2835,2024-25,Sam Hauser,27,BOS,1541,Rotation,Movement Shooter,Chaser,0.72,0.83,0,0.1,0.46,3.28,0,19.52,14.68,0,14.59,0,33.54,0
2836,2025-26,Sam Hauser,28,BOS,1906,Key Rotation,Off Screen Shooter,Helper,0.66,0.75,0,0.1,0.56,2,0,18.99,14.43,0,14.59,0.1,27.59,0
2837,2024-25,Ariel Hukporti,22,NYK,217,Garbage Time,Athletic Finisher,Anchor Big,2.17,2.33,0,0.23,2.52,0,0,49.1,46.32,0,37.19,35.87,0,0
2838,2025-26,Ariel Hukporti,23,NYK,455,Garbage Time,Roll + Cut Big,Mobile Big,2.49,2.51,0,0.28,2.88,0,0,58.26,52.75,0,52.44,47.16,0,0
2839,2021-22,Scottie Lewis,21,CHO,7,Too Few Games,Low Minute,Chaser,4.69,3.13,0,0.41,3.81,0,0,91.87,73.28,0,83.21,73.66,0,0
2840,2022-23,Julian Champagnie,21,PHI/SAS,320,Key Rotation,Movement Shooter,Helper,1.54,1.81,0,0.22,2.25,0,0,32.48,29.56,0,34.53,28.14,0,0
2841,2023-24,Julian Champagnie,22,SAS,1468,Rotation,Movement Shooter,Helper,1.53,1.59,0,0.08,2.31,9.17,0,32.25,24.21,0,14.23,29.81,75.24,0
2842,2024-25,Julian Champagnie,23,SAS,1932,Key Rotation,Movement Shooter,Chaser,1.01,1.08,0,0.08,1.82,4.4,13.33,22.47,16.2,0,14.23,15.78,40.95,89.05
2843,2025-26,Julian Champagnie,24,SAS,2214,Starter,Movement Shooter,Helper,1.26,1.32,0,0.14,2.25,5.8,0,26.54,19.1,0,17.89,28.14,51.58,0
2844,2021-22,Alperen Sengun,19,HOU,1489,Key Rotation,Post Scorer,Mobile Big,5.78,5.65,0,0.63,5.51,11.93,31.48,96.91,97.5,0,96.24,92.36,85.99,99.64
2845,2022-23,Alperen Sengun,20,HOU,2171,Starter,Post Scorer,Anchor Big,5.55,5.48,0,0.63,4.78,9.61,19.64,96.2,97.06,0,96.24,87.49,77.24,96.69
2846,2023-24,Alperen Sengun,21,HOU,2046,Star,Shot Creator,Anchor Big,5.89,5.79,0,0.59,6.2,8.75,10.64,97.18,97.85,0,95.21,95.34,72.49,83.82
2847,2024-25,Alperen Sengun,22,HOU,2394,Star,Shot Creator,Mobile Big,6.27,6.19,0,0.62,6.45,9.78,13.89,98.08,98.68,0,95.99,96.21,78.19,90.11
2848,2025-26,Alperen Sengun,23,HOU,2369,Starter,Shot Creator,Mobile Big,5.76,5.68,0,0.63,5.87,8.21,0,96.76,97.57,0,96.24,94.13,69.07,0
2849,2024-25,Jericho Sims,26,NYK/MIL,631,Garbage Time,Roll + Cut Big,Mobile Big,1.31,1.48,0,0.18,1.12,0,0,27.39,21.91,0,25.1,3.2,0,0
2850,2025-26,Jericho Sims,27,MIL,1256,Rotation,Athletic Finisher,Helper,2.16,2.19,0,0.21,2.27,0,0,48.76,41.2,0,31.76,28.75,0,0
2851,2021-22,Jericho Sims,23,NYK,555,Rotation,Athletic Finisher,Mobile Big,2.24,2.33,0,0.21,2.18,0,0,51.27,46.32,0,31.76,26.39,0,0
2852,2022-23,Jericho Sims,24,NYK,812,Rotation,Athletic Finisher,Anchor Big,1.49,1.62,0,0.17,1.06,0,0,31.42,24.93,0,22.89,2.49,0,0
2853,2023-24,Jericho Sims,25,NYK,585,Rotation,Roll + Cut Big,Mobile Big,1.75,1.88,0,0.15,1.87,0,0,37.47,31.51,0,19.41,17.25,0,0
2854,2021-22,Joe Wieskamp,22,SAS,205,Garbage Time,Movement Shooter,Low Activity,1.24,1.72,0,0.21,2.65,11.11,0,26.25,27.32,0,31.76,39.58,83.11,0
2855,2022-23,Joe Wieskamp,23,TOR,50,Garbage Time,Low Minute,Chaser,0,1.82,0,0.28,2.32,0,0,0,29.8,0,52.44,30.08,0,0
2856,2021-22,Josh Giddey,19,OKC,1700,Starter,Primary Ball Handler,Low Activity,2.01,2.06,0,0.18,1.8,2.34,0,44.67,37.17,0,25.1,15.2,28.92,0
2857,2022-23,Josh Giddey,20,OKC,2367,Starter,Slasher,Low Activity,1.71,1.76,0,0.13,2.23,2.85,4.88,36.56,28.36,0,16.67,27.76,30.95,70.66
2858,2023-24,Josh Giddey,21,OKC,2012,Starter,Primary Ball Handler,Low Activity,1.73,1.78,0,0.16,2.26,4.06,14.58,37.01,28.85,0,20.95,28.51,38.61,91.11
2859,2024-25,Josh Giddey,22,CHI,2117,Starter,Primary Ball Handler,Helper,2.98,2.97,0,0.27,3.71,6.32,17.07,69.8,68.72,0,49.23,71.19,55.53,94.26
2860,2025-26,Josh Giddey,23,CHI,1731,Starter,Primary Ball Handler,Helper,3.18,3.17,0,0.29,4.58,8.2,0,73.58,74.58,0,55.27,85.66,68.98,0
2861,2021-22,Yves Pons,22,MEM,71,Garbage Time,Low Minute,Helper,1.48,2.26,0,0.27,2.31,0,0,31.18,43.82,0,49.23,29.81,0,0
2862,2021-22,Santi Aldama,21,MEM,360,Rotation,Stretch Big,Helper,2.71,2.76,0,0.21,3.24,2.38,0,63.62,61.58,0,31.76,58.86,28.98,0
2863,2022-23,Santi Aldama,22,MEM,1682,Key Rotation,Stationary Shooter,Helper,2.66,2.69,0,0.51,3.09,6.59,0,62.44,59.13,0,91.83,54.19,57.54,0
2864,2023-24,Santi Aldama,23,MEM,1618,Key Rotation,Movement Shooter,Helper,2.04,2.08,0,0.18,2.09,4.82,10.53,45.52,37.79,0,25.1,23.63,43.63,83.28
2865,2024-25,Santi Aldama,24,MEM,1660,Star,Movement Shooter,Helper,1.74,1.79,0,0.14,2.04,7.14,22.22,37.24,29.14,0,17.89,22.01,61.29,98.03
2866,2025-26,Santi Aldama,25,MEM,1198,Starter,Movement Shooter,Helper,2.75,2.76,0,0.3,3.39,5.05,0,64.56,61.58,0,58.25,63.42,45.42,0
2867,2021-22,Marcus Garrett,23,MIA,128,Garbage Time,Athletic Finisher,Point of Attack,1.52,2.11,0,0.25,2.33,0,0,31.97,38.67,0,43.11,30.39,0,0
2868,2024-25,Marcus Garrett,26,CHO,79,Too Few Games,Low Minute,Point of Attack,1.45,2.14,0,0.38,2.68,0,0,30.43,39.7,0,78.54,40.66,0,0
2869,2023-24,Usman Garuba,21,GSW,18,Too Few Games,Low Minute,Helper,1.88,2.68,0,0.26,3.35,0,0,41.16,58.79,0,46.12,62.32,0,0
2870,2021-22,Usman Garuba,19,HOU,239,Garbage Time,Stretch Big,Helper,1.18,1.6,0,0.2,1.69,14.29,0,25.21,24.41,0,29.7,12.7,90.73,0
2871,2022-23,Usman Garuba,20,HOU,970,Garbage Time,Stretch Big,Mobile Big,1.73,1.81,0,0.3,1.94,15.38,0,37.01,29.56,0,58.25,19.23,92.6,0
2872,2025-26,Isaiah Livers,27,PHO,347,Garbage Time,Stationary Shooter,Helper,0.83,1.21,0,0.16,1.78,0,0,20.45,17.63,0,20.95,14.73,0,0
2873,2021-22,Isaiah Livers,23,DET,383,Key Rotation,Movement Shooter,Helper,1.17,1.49,0,0.16,1.76,9.38,0,25.06,22.27,0,20.95,14.2,76.07,0
2874,2022-23,Isaiah Livers,24,DET,1199,Key Rotation,Movement Shooter,Wing Stopper,1.08,1.2,0,0.12,1.38,5.26,0,23.57,17.51,0,15.66,6.33,46.94,0
2875,2023-24,Isaiah Livers,25,DET,469,Key Rotation,Movement Shooter,Helper,1.14,1.37,0,0.21,1.7,3.33,0,24.66,19.87,0,31.76,13,33.71,0
2876,2021-22,Moses Wright,23,LAC/DAL,15,Too Few Games,Low Minute,Helper,4.84,3.29,0,0.31,3.87,0,0,92.75,77.38,0,61.2,74.83,0,0
2877,2022-23,Scotty Pippen Jr.,22,LAL,32,Too Few Games,Low Minute,Point of Attack,6.92,4.14,0,0.38,5.24,7.14,0,98.96,89.67,0,78.54,91.03,61.29,0
2878,2023-24,Scotty Pippen Jr.,23,MEM,527,Key Rotation,Primary Ball Handler,Point of Attack,4.51,4.32,0,0.28,3.72,7.29,27.27,90.5,91.06,0,52.44,71.58,62.88,99.07
2879,2024-25,Scotty Pippen Jr.,24,MEM,1683,Key Rotation,Primary Ball Handler,Point of Attack,3.87,3.81,0,0.29,3.56,4.51,15.63,84.37,85.87,0,55.27,67.8,41.55,92.52
2880,2025-26,Scotty Pippen Jr.,25,MEM,212,Key Rotation,Primary Ball Handler,Point of Attack,4.65,4.2,0,0.32,3.77,7.69,0,91.6,90.15,0,64.45,72.73,65.32,0
2881,2021-22,Jalen Suggs,20,ORL,1307,Starter,Primary Ball Handler,Point of Attack,4.41,4.33,0,0.31,4.42,8.14,8.33,89.59,91.21,0,61.2,83.68,68.55,77.6
2882,2022-23,Jalen Suggs,21,ORL,1246,Key Rotation,Primary Ball Handler,Chaser,3.78,3.73,0,0.43,3.47,7.18,8.11,83.3,84.89,0,85.73,65.68,62.23,77.12
2883,2023-24,Jalen Suggs,22,ORL,2025,Starter,Primary Ball Handler,Point of Attack,3.3,3.28,0,0.33,2.85,5.97,10.26,75.98,77.19,0,67.25,46.28,52.89,82.69
2884,2024-25,Jalen Suggs,23,ORL,1002,Star,Primary Ball Handler,Point of Attack,4.77,4.61,0,0.42,4.01,6.43,12.5,92.36,93.12,0,84.37,77.33,56.21,87.46
2885,2025-26,Jalen Suggs,24,ORL,1516,Key Rotation,Primary Ball Handler,Point of Attack,2.95,2.95,0,0.34,2.77,6.28,0,69.14,68.19,0,69.57,43.81,55.36,0
2886,2023-24,Jalen Wilson,23,BRK,664,Rotation,Stationary Shooter,Helper,1.95,2.05,0,0.35,2.72,3.19,0,43.28,36.86,0,72.09,41.88,32.97,0
2887,2024-25,Jalen Wilson,24,BRK,2031,Key Rotation,Movement Shooter,Helper,2.28,2.3,0,0.39,3.09,7.49,18.92,52.45,45.39,0,80.14,54.19,64.24,96.2
2888,2025-26,Jalen Wilson,25,BRK,798,Rotation,Movement Shooter,Helper,3.22,3.17,0,0.32,4.43,10.53,0,74.26,74.58,0,64.45,83.75,81.37,0
2889,2021-22,McKinley Wright IV,23,MIN,19,Too Few Games,Low Minute,Point of Attack,0,2.41,0,0.31,2.75,0,0,0,48.94,0,61.2,42.97,0,0
2890,2022-23,McKinley Wright IV,24,DAL,335,Rotation,Slasher,Point of Attack,2.3,2.43,0,0.42,2.42,1.77,7.69,53.15,49.73,0,84.37,32.88,26.7,75.94
