RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Fouls Drawn / 75,Stable Fouls Drawn Per 75,Stable Shooting Fouls Drawn Per 75,Stable Non Shooting Fouls Drawn Per 75,Stable FTA Per 75,Drive Foul Drawn Rate,Isolation Foul Drawn Rate,Fouls Drawn / 75_percentile,Stable Fouls Drawn Per 75_percentile,Stable Shooting Fouls Drawn Per 75_percentile,Stable Non Shooting Fouls Drawn Per 75_percentile,Stable FTA Per 75_percentile,Drive Foul Drawn Rate_percentile,Isolation Foul Drawn Rate_percentile
1303,2023-24,Maxi Kleber,32,DAL,871,Rotation,Stationary Shooter,Helper,2.29,2.34,0,0.32,2.09,12.2,0,52.89,46.71,0,64.45,23.63,86.65,0
1304,2017-18,Antonio Blakeney,21,CHI,314,Rotation,Shot Creator,Low Activity,2.96,2.97,0,0.3,4.32,5.56,19.05,69.36,68.72,0,58.25,82.34,49.4,96.28
1305,2018-19,Antonio Blakeney,22,CHI,829,Rotation,Shot Creator,Low Activity,2.24,2.31,0,0.27,3.36,6.86,10.29,51.27,45.73,0,49.23,62.55,59.58,82.83
1306,2024-25,Torrey Craig,34,CHI/BOS,314,Garbage Time,Stationary Shooter,Helper,1.2,1.52,0,0.15,1.9,0,0,25.51,22.81,0,19.41,18.16,0,0
1307,2020-21,Torrey Craig,30,MIL/PHO,803,Key Rotation,Stationary Shooter,Wing Stopper,1.31,1.44,0,0.16,1.29,4.62,0,27.39,21.29,0,20.95,5.16,42.2,0
1308,2021-22,Torrey Craig,31,IND/PHO,1596,Rotation,Movement Shooter,Wing Stopper,1.25,1.32,0,0.16,1.33,5,0,26.39,19.1,0,20.95,5.67,44.86,0
1309,2022-23,Torrey Craig,32,PHO,1948,Key Rotation,Stationary Shooter,Wing Stopper,1.04,1.11,0,0.12,0.99,2.65,0,22.96,16.4,0,15.66,1.9,30.11,0
1310,2023-24,Torrey Craig,33,CHI,1049,Rotation,Stationary Shooter,Wing Stopper,1.33,1.43,0,0.21,1.48,3.03,0,27.78,21.1,0,31.76,8.35,31.86,0
1311,2017-18,Torrey Craig,27,DEN,629,Rotation,Movement Shooter,Wing Stopper,1.9,2,0,0.32,2.29,8.11,0,41.74,35.34,0,64.45,29.29,68.34,0
1312,2018-19,Torrey Craig,28,DEN,1503,Key Rotation,Stationary Shooter,Point of Attack,1.51,1.59,0,0.36,1.85,4.76,0,31.81,24.21,0,74.39,16.64,43.02,0
1313,2019-20,Torrey Craig,29,DEN,1072,Rotation,Stationary Shooter,Point of Attack,1.44,1.54,0,0.26,1.47,3.03,0,30.12,23.31,0,46.12,8.11,31.86,0
1314,2017-18,Matt Williams Jr.,24,MIA,11,Too Few Games,Low Minute,Chaser,0,2.66,0,0.34,2.98,0,0,0,58.21,0,69.57,50.67,0,0
1315,2017-18,Derrick Walton Jr.,22,MIA,147,Garbage Time,Secondary Ball Handler,Point of Attack,1.56,2.08,0,0.4,2.3,12.5,0,32.97,37.79,0,81.63,29.56,87.13,0
1316,2019-20,Derrick Walton Jr.,24,LAC/DET,248,Garbage Time,Stationary Shooter,Point of Attack,1.29,1.71,0,0.28,1.88,0,0,26.96,27.01,0,52.44,17.57,0,0
1317,2021-22,Derrick Walton Jr.,26,DET,108,Too Few Games,Primary Ball Handler,Point of Attack,1.32,2.01,0,0.25,2.25,2.27,0,27.56,35.66,0,43.11,28.14,28.55,0
1318,2017-18,Gian Clavell,24,DAL,64,Too Few Games,Low Minute,Chaser,3.44,3.22,0,0.3,2.47,20,0,78.31,75.5,0,58.25,34.42,96.01,0
1319,2017-18,Mangok Mathiang,25,CHO,20,Too Few Games,Low Minute,Anchor Big,1.79,2.79,0,0.33,3.06,0,0,38.44,62.65,0,67.25,53.21,0,0
1320,2017-18,Milton Doyle,24,BRK,125,Garbage Time,Shot Creator,Chaser,2.33,2.59,0,0.41,2.78,4.65,0,53.98,55.75,0,83.21,44.24,42.39,0
1321,2017-18,Antonius Cleveland,23,DAL/ATL,122,Garbage Time,Athletic Finisher,Helper,1.49,2.09,0,0.27,2.47,20,0,31.42,38.09,0,49.23,34.42,96.01,0
1322,2019-20,Antonius Cleveland,25,DAL,46,Garbage Time,Low Minute,Chaser,2.37,2.81,0,0.41,3.61,12.5,0,55.13,63.3,0,83.21,68.99,87.13,0
1323,2017-18,Ben Moore,22,IND,9,Too Few Games,Low Minute,Helper,3.95,3.15,0,0.34,3.03,0,0,85.38,73.88,0,69.57,52.21,0,0
1324,2025-26,Nigel Hayes,31,PHO,195,Garbage Time,Movement Shooter,Helper,0.76,1.36,0,0.21,1.76,5,0,19.74,19.65,0,31.76,14.2,44.86,0
1325,2017-18,Nigel Hayes,23,LAL/TOR/SAC,122,Too Few Games,Versatile Big,Helper,0.99,1.82,0,0.27,2.1,0,0,22.23,29.8,0,49.23,24.09,0,0
1326,2017-18,Jamel Artis,25,ORL,279,Garbage Time,Stationary Shooter,Low Activity,1.49,1.84,0,0.32,2.08,7.32,0,31.42,30.37,0,64.45,23.36,63.02,0
1327,2018-19,Troy Caupain,23,ORL,16,Too Few Games,Low Minute,Chaser,0,2.6,0,0.37,2.97,0,0,0,56.11,0,76.63,50.38,0,0
1328,2017-18,London Perrantes,23,CLE,66,Garbage Time,Low Minute,Point of Attack,1.15,2.21,0,0.3,3.15,0,0,24.76,41.95,0,58.25,56.07,0,0
1329,2017-18,Andrew White III,24,ATL,209,Garbage Time,Movement Shooter,Low Activity,1.03,1.57,0,0.23,1.52,5.56,0,22.81,23.79,0,37.19,9.16,49.4,0
1330,2019-20,Naz Mitrou-Long,26,IND,47,Too Few Games,Low Minute,Point of Attack,2.34,2.8,0,0.33,2.32,0,0,54.23,62.99,0,67.25,30.08,0,0
1331,2017-18,Naz Mitrou-Long,24,UTA,1,Too Few Games,Low Minute,Point of Attack,0,3.04,0,0.35,3.31,0,0,0,71.03,0,72.09,61.3,0,0
1332,2018-19,Naz Mitrou-Long,25,UTA,84,Garbage Time,Low Minute,Point of Attack,1.67,2.34,0,0.31,2.22,2.7,0,35.55,46.71,0,61.2,27.46,30.28,0
1333,2018-19,Isaiah Briscoe,22,ORL,559,Rotation,Primary Ball Handler,Point of Attack,3.42,3.38,0,0.31,1.97,3.68,6.67,78.02,79.09,0,61.2,20.08,35.76,73.87
1334,2018-19,Amile Jefferson,25,ORL,68,Garbage Time,Low Minute,Helper,2.07,2.63,0,0.32,3.72,0,0,46.22,57.24,0,64.45,71.58,0,0
1335,2019-20,Amile Jefferson,26,ORL,74,Garbage Time,Low Minute,Helper,3.87,3.49,0,0.39,4.88,50,0,84.37,81,0,80.14,88.22,99.44,0
1336,2017-18,Jaylen Morris,22,ATL,98,Too Few Games,Low Minute,Wing Stopper,0.71,1.72,0,0.28,1.63,0,0,19.44,27.32,0,52.44,11.44,0,0
1337,2018-19,Jaylen Morris,23,MIL,28,Too Few Games,Low Minute,Chaser,1.15,2.54,0,0.35,3.17,0,0,24.76,53.9,0,72.09,56.85,0,0
1338,2021-22,Jaylen Morris,26,SAS,16,Too Few Games,Low Minute,Chaser,4.29,3.23,0,0.4,4.12,0,0,88.69,75.78,0,81.63,79.09,0,0
1339,2019-20,Mychal Mulder,25,GSW,204,Too Few Games,Off Screen Shooter,Chaser,1.45,1.91,0,0.43,2.58,7.14,0,30.43,32.45,0,85.73,37.41,61.29,0
1340,2020-21,Mychal Mulder,26,GSW,766,Rotation,Off Screen Shooter,Chaser,0.87,1.05,0,0.13,1.24,6.38,0,20.93,15.94,0,16.67,4.44,55.91,0
1341,2021-22,Mychal Mulder,27,ORL/MIA,240,Garbage Time,Movement Shooter,Low Activity,0.76,1.3,0,0.2,1.39,6.67,0,19.74,18.73,0,29.7,6.48,57.98,0
1342,2017-18,Erik McCree,24,UTA,8,Too Few Games,Low Minute,Chaser,0,2.75,0,0.34,3.09,0,0,0,61.42,0,69.57,54.19,0,0
1343,2020-21,Amida Brimah,26,IND,29,Too Few Games,Low Minute,Anchor Big,3.41,3.04,0,0.28,3.34,0,0,77.7,71.03,0,52.44,62.05,0,0
1344,2021-22,Craig Sword,28,WAS,19,Too Few Games,Low Minute,Point of Attack,0,2.43,0,0.31,2.85,0,0,0,49.73,0,61.2,46.28,0,0
1345,2018-19,Dusty Hannahs,25,MEM,26,Too Few Games,Low Minute,Chaser,1.34,2.65,0,0.36,3.28,12.5,0,27.95,57.83,0,74.39,60.23,87.13,0
1346,2019-20,Dusty Hannahs,26,MEM,13,Too Few Games,Low Minute,Point of Attack,2.59,3.02,0,0.36,3.67,14.29,0,60.78,70.6,0,74.39,70.42,90.73,0
1347,2018-19,Billy Garrett,24,NYK,63,Too Few Games,Low Minute,Point of Attack,2.24,2.71,0,0.33,2.97,6.67,0,51.27,60.01,0,67.25,50.38,57.98,0
1348,2017-18,Rodney Purvis,23,ORL,290,Garbage Time,Off Screen Shooter,Low Activity,1.29,1.66,0,0.37,2.3,0,0,26.96,25.91,0,76.63,29.56,0,0
1349,2018-19,Tahjere McCall,24,BRK,8,Too Few Games,Low Minute,Point of Attack,11.84,4.06,0,0.37,3.5,0,0,99.94,88.78,0,76.63,66.29,0,0
1350,2021-22,Paul Watson,27,OKC,156,Garbage Time,Stationary Shooter,Helper,0.23,1.14,0,0.29,1.54,0,0,17.5,16.79,0,55.27,9.53,0,0
1351,2019-20,Paul Watson,25,ATL/TOR,87,Garbage Time,Low Minute,Helper,3.16,3.14,0,0.37,3.48,17.65,0,73.17,73.58,0,76.63,65.97,94.87,0
1352,2020-21,Paul Watson,26,TOR,297,Garbage Time,Movement Shooter,Helper,1.1,1.48,0,0.23,1.54,2.94,0,23.92,21.91,0,37.19,9.53,31.34,0
1353,2017-18,Aaron Jackson,31,HOU,34,Too Few Games,Low Minute,Point of Attack,3.52,3.2,0,0.32,3.09,10,0,79.51,75.11,0,64.45,54.19,78.87,0
1354,2018-19,Rawle Alkins,21,CHI,120,Garbage Time,Movement Shooter,Chaser,2.11,2.51,0,0.36,3.54,8.82,0,47.32,52.75,0,74.39,67.31,72.87,0
1355,2019-20,Grayson Allen,24,MEM,718,Key Rotation,Movement Shooter,Chaser,2.62,2.66,0,0.25,2.34,7.36,0,61.39,58.21,0,43.11,30.73,63.34,0
1356,2020-21,Grayson Allen,25,MEM,1259,Starter,Off Screen Shooter,Chaser,2,2.05,0,0.36,2.65,6.85,20,44.44,36.86,0,74.39,39.58,59.51,96.78
1357,2021-22,Grayson Allen,26,MIL,1805,Starter,Movement Shooter,Chaser,1.31,1.38,0,0.12,1.58,4.5,0,27.39,20.06,0,15.66,10.38,41.48,0
1358,2022-23,Grayson Allen,27,MIL,1972,Starter,Movement Shooter,Chaser,2.21,2.24,0,0.25,2.36,7.85,0,50.4,43.08,0,43.11,31.13,66.77,0
1359,2023-24,Grayson Allen,28,PHO,2513,Starter,Movement Shooter,Point of Attack,2.04,2.07,0,0.24,2.19,6.34,31.25,45.52,37.54,0,39.8,26.58,55.62,99.6
1360,2024-25,Grayson Allen,29,PHO,1544,Key Rotation,Movement Shooter,Chaser,2.52,2.55,0,0.26,2.73,10.69,7.14,59.12,54.24,0,46.12,42.27,81.98,74.85
1361,2025-26,Grayson Allen,30,PHO,1455,Starter,Primary Ball Handler,Chaser,3.76,3.72,0,0.43,4.23,6.76,0,83.12,84.79,0,85.73,80.9,58.97,0
1362,2018-19,Grayson Allen,23,UTA,416,Rotation,Secondary Ball Handler,Low Activity,4.04,3.87,0,0.68,4.88,11.25,0,86.39,86.75,0,97.3,88.22,84.18,0
1363,2019-20,Kostas Antetokounmpo,22,LAL,20,Too Few Games,Low Minute,Helper,3.26,3.1,0,0.35,3.43,0,0,75.17,72.64,0,72.09,64.72,0,0
1364,2020-21,Kostas Antetokounmpo,23,LAL,56,Garbage Time,Low Minute,Helper,5.19,3.92,0,0.59,4.98,25,0,94.85,87.38,0,95.21,89.05,97.82,0
1365,2018-19,Kostas Antetokounmpo,21,DAL,11,Too Few Games,Low Minute,Mobile Big,6.82,3.57,0,0.46,4.47,0,0,98.83,82.57,0,88.6,84.34,0,0
1366,2023-24,Udoka Azubuike,24,PHO,113,Garbage Time,Athletic Finisher,Anchor Big,2.9,2.88,0,0.29,3.77,0,0,67.88,65.57,0,55.27,72.73,0,0
1367,2020-21,Udoka Azubuike,21,UTA,57,Garbage Time,Low Minute,Anchor Big,3.63,3.24,0,0.26,4.34,0,0,81.19,76.17,0,46.12,82.66,0,0
1368,2021-22,Udoka Azubuike,22,UTA,195,Garbage Time,Athletic Finisher,Anchor Big,1.88,2.2,0,0.34,2.48,0,0,41.16,41.49,0,69.57,34.64,0,0
1369,2022-23,Udoka Azubuike,23,UTA,359,Garbage Time,Roll + Cut Big,Anchor Big,1.85,2.05,0,0.25,2.26,100,0,40.26,36.86,0,43.11,28.51,99.8,0
1370,2024-25,Marvin Bagley III,25,WAS/MEM,265,Garbage Time,Post Scorer,Anchor Big,3.48,3.32,0,0.27,4.33,12,0,78.93,77.98,0,49.23,82.53,86.1,0
1371,2018-19,Marvin Bagley III,19,SAC,1567,Key Rotation,Shot Creator,Helper,5.02,4.94,0,0.44,5.76,10.91,13.83,93.9,95.05,0,86.87,93.6,82.66,90.02
1372,2019-20,Marvin Bagley III,20,SAC,334,Key Rotation,Shot Creator,Mobile Big,4.03,3.85,0,0.25,3.39,20.59,5.26,86.31,86.42,0,43.11,63.42,96.91,71.15
1373,2020-21,Marvin Bagley III,21,SAC,1112,Key Rotation,Post Scorer,Helper,3.79,3.73,0,0.18,4.29,10.91,28.13,83.43,84.89,0,25.1,81.85,82.66,99.28
1374,2023-24,Marvin Bagley III,24,DET/WAS,1053,Rotation,Roll + Cut Big,Anchor Big,3.65,3.6,0,0.25,4.21,16.13,15,81.58,83.08,0,43.11,80.62,93.32,91.6
1375,2025-26,Marvin Bagley III,26,WAS/DAL,1193,Key Rotation,Roll + Cut Big,Mobile Big,3.59,3.55,0,0.28,4.26,16.87,0,80.64,82.23,0,52.44,81.41,94.56,0
1376,2021-22,Marvin Bagley III,22,SAC/DET,1146,Key Rotation,Roll + Cut Big,Mobile Big,3.42,3.39,0,0.2,3.29,7.76,11.11,78.02,79.33,0,29.7,60.66,66.17,84.64
1377,2022-23,Marvin Bagley III,23,DET,990,Key Rotation,Post Scorer,Anchor Big,3.6,3.55,0,0.33,3.97,11.76,21.28,80.75,82.23,0,67.25,76.49,85.41,97.7
1378,2022-23,Mo Bamba,24,ORL/LAL,768,Rotation,Stretch Big,Mobile Big,2.37,2.42,0,0.36,3.07,33.33,0,55.13,49.36,0,74.39,53.53,98.7,0
1379,2024-25,Mo Bamba,26,LAC/NOP,413,Rotation,Stretch Big,Anchor Big,1.74,1.9,0,0.13,2.64,28.57,0,37.24,32.05,0,16.67,39.16,98.47,0
1380,2018-19,Mo Bamba,20,ORL,766,Rotation,Athletic Finisher,Anchor Big,3.06,3.06,0,0.29,3.11,22.22,0,71.4,71.6,0,55.27,54.77,97.3,0
1381,2019-20,Mo Bamba,21,ORL,878,Rotation,Stretch Big,Anchor Big,1.92,2.01,0,0.23,2.11,0,0,42.24,35.66,0,37.19,24.46,0,0
1382,2020-21,Mo Bamba,22,ORL,725,Rotation,Stretch Big,Anchor Big,2.53,2.56,0,0.21,3.33,5.56,0,59.42,54.65,0,31.76,61.74,49.4,0
1383,2021-22,Mo Bamba,23,ORL,1824,Key Rotation,Stretch Big,Anchor Big,1.51,1.56,0,0.12,1.56,7.69,0,31.81,23.62,0,15.66,10.01,65.32,0
1384,2023-24,Mo Bamba,25,PHI,740,Rotation,Stretch Big,Anchor Big,2.5,2.54,0,0.16,2.64,13.33,0,58.57,53.9,0,20.95,39.16,89.21,0
1385,2018-19,Keita Bates-Diop,23,MIN,503,Rotation,Movement Shooter,Chaser,1.24,1.49,0,0.41,2.26,9.68,0,26.25,22.27,0,83.21,28.51,77.51,0
1386,2020-21,Keita Bates-Diop,25,SAS,245,Garbage Time,Athletic Finisher,Helper,2.64,2.7,0,0.3,3.14,7.5,0,62.02,59.58,0,58.25,55.68,64.28,0
1387,2021-22,Keita Bates-Diop,26,SAS,956,Rotation,Athletic Finisher,Wing Stopper,1.82,1.9,0,0.17,2.41,5.06,0,39.38,32.05,0,22.89,32.64,45.51,0
1388,2022-23,Keita Bates-Diop,27,SAS,1452,Key Rotation,Movement Shooter,Helper,2.39,2.41,0,0.08,3.69,9.71,20,55.55,48.94,0,14.23,70.76,77.79,96.78
1389,2023-24,Keita Bates-Diop,28,PHO/BRK,665,Rotation,Stationary Shooter,Wing Stopper,1.47,1.61,0,0.25,2.5,9.59,0,30.92,24.63,0,43.11,35.21,77.19,0
1390,2019-20,Keita Bates-Diop,24,MIN/DEN,744,Rotation,Stationary Shooter,Helper,2.44,2.49,0,0.19,3.58,13.16,0,56.99,51.93,0,27.4,68.29,88.92,0
1391,2019-20,Brian Bowen II,21,IND,31,Too Few Games,Low Minute,Helper,1.19,2.57,0,0.34,2.59,0,0,25.31,55,0,69.57,37.89,0,0
1392,2020-21,Brian Bowen II,22,IND,15,Too Few Games,Low Minute,Helper,2.34,2.82,0,0.29,3.16,0,0,54.23,63.6,0,55.27,56.49,0,0
1393,2024-25,Mikal Bridges,28,NYK,3036,Starter,Movement Shooter,Point of Attack,1.6,1.62,0,0.15,1.51,2.72,8.7,33.93,24.93,0,19.41,8.87,30.44,78.63
1394,2025-26,Mikal Bridges,29,NYK,2658,Starter,Movement Shooter,Point of Attack,1.65,1.67,0,0.13,1.46,2.87,0,35.14,26.2,0,16.67,7.86,31.05,0
1395,2018-19,Mikal Bridges,22,PHO,2417,Key Rotation,Movement Shooter,Wing Stopper,1.56,1.61,0,0.19,1.82,4.63,0,32.97,24.63,0,27.4,15.78,42.27,0
1396,2019-20,Mikal Bridges,23,PHO,2042,Starter,Movement Shooter,Wing Stopper,2.39,2.41,0,0.38,2.19,5.69,0,55.55,48.94,0,78.54,26.58,50.69,0
1397,2020-21,Mikal Bridges,24,PHO,2348,Star,Stationary Shooter,Point of Attack,1.83,1.86,0,0.21,2.13,3.95,9.09,39.67,30.82,0,31.76,25.06,37.73,79.44
1398,2021-22,Mikal Bridges,25,PHO,2854,Star,Stationary Shooter,Point of Attack,1.96,1.98,0,0.14,2.05,6.44,20,43.6,34.72,0,17.89,22.35,56.31,96.78
1399,2022-23,Mikal Bridges,26,PHO/BRK,2963,Star,Movement Shooter,Point of Attack,3.5,3.49,0,0.37,4.39,9.54,15,79.19,81,0,76.63,83.34,77.08,91.6
1400,2023-24,Mikal Bridges,27,BRK,2854,Starter,Secondary Ball Handler,Point of Attack,3.29,3.28,0,0.41,4.12,6.67,5.04,75.78,77.19,0,83.21,79.09,57.98,71.01
1401,2018-19,Miles Bridges,20,CHO,1696,Key Rotation,Movement Shooter,Helper,1.31,1.39,0,0.21,1.76,6.83,7.41,27.39,20.22,0,31.76,14.2,59.41,75.56
1402,2019-20,Miles Bridges,21,CHO,1995,Starter,Movement Shooter,Helper,1.99,2.03,0,0.27,2.54,5.1,0,44.21,36.2,0,49.23,36.26,45.93,0
1403,2020-21,Miles Bridges,22,CHO,1932,Starter,Movement Shooter,Wing Stopper,1.93,1.97,0,0.19,2.2,7.12,5.41,42.76,34.27,0,27.4,26.82,61.19,71.48
1404,2021-22,Miles Bridges,23,CHO,2837,Starter,Shot Creator,Wing Stopper,3.52,3.5,0,0.26,4.23,9.53,13.82,79.51,81.19,0,46.12,80.9,77.06,90.01
1405,2023-24,Miles Bridges,25,CHO,2581,Starter,Shot Creator,Wing Stopper,2.46,2.47,0,0.16,3.05,6.74,11.11,57.5,51.4,0,20.95,52.92,58.86,84.64
1406,2024-25,Miles Bridges,26,CHO,2029,Starter,Shot Creator,Wing Stopper,3.26,3.24,0,0.22,4.51,7.53,10.53,75.17,76.17,0,34.53,84.8,64.51,83.28
1407,2025-26,Miles Bridges,27,CHO,2340,Starter,Shot Creator,Wing Stopper,2.74,2.73,0,0.26,4,10.25,0,64.28,60.74,0,46.12,77.11,80.46,0
1408,2024-25,Bruce Brown,28,TOR/NOP,921,Key Rotation,Athletic Finisher,Chaser,1.92,1.99,0,0.22,2.65,4.72,8.33,42.24,35.04,0,34.53,39.58,42.82,77.6
1409,2023-24,Bruce Brown,27,IND/TOR,1865,Key Rotation,Secondary Ball Handler,Chaser,1.9,1.93,0,0.25,2.75,5.92,14.29,41.74,33.09,0,43.11,42.97,52.58,90.46
1410,2020-21,Bruce Brown,24,BRK,1451,Key Rotation,Athletic Finisher,Point of Attack,2.13,2.15,0,0.23,3.01,5,0,47.72,40,0,37.19,51.5,44.86,0
1411,2021-22,Bruce Brown,25,BRK,1774,Key Rotation,Athletic Finisher,Point of Attack,2.25,2.27,0,0.13,2.7,9.09,15.38,51.57,44.14,0,16.67,41.24,74.2,92.1
1412,2022-23,Bruce Brown,26,DEN,2280,Key Rotation,Primary Ball Handler,Chaser,1.92,1.96,0,0.18,2.53,5.51,16.22,42.24,33.85,0,25.1,36.08,49.17,93.29
1413,2025-26,Bruce Brown,29,DEN,1944,Key Rotation,Stationary Shooter,Point of Attack,1.81,1.84,0,0.18,2.45,4.17,0,39.05,30.37,0,25.1,33.86,39.12,0
1414,2018-19,Bruce Brown,22,DET,1449,Rotation,Athletic Finisher,Point of Attack,1.41,1.49,0,0.18,1.68,6.02,13.33,29.33,22.27,0,25.1,12.46,53.17,89.05
1415,2019-20,Bruce Brown,23,DET,1634,Starter,Primary Ball Handler,Point of Attack,2.4,2.42,0,0.28,2.8,5.19,15.38,55.86,49.36,0,52.44,44.95,46.39,92.1
1416,2022-23,Troy Brown Jr.,23,LAL,1860,Key Rotation,Stationary Shooter,Chaser,0.85,0.94,0,0.12,0.89,1.09,5.88,20.61,15.08,0,15.66,1.2,25.42,72.29
1417,2018-19,Troy Brown Jr.,19,WAS,730,Rotation,Athletic Finisher,Chaser,2.01,2.11,0,0.23,2.43,7.81,13.33,44.67,38.67,0,37.19,33.21,66.49,89.05
1418,2019-20,Troy Brown Jr.,20,WAS,1782,Starter,Secondary Ball Handler,Chaser,2.23,2.27,0,0.33,2.78,6.15,11.11,50.98,44.14,0,67.25,44.24,54.16,84.64
1419,2020-21,Troy Brown Jr.,21,WAS/CHI,523,Garbage Time,Stationary Shooter,Chaser,1.41,1.6,0,0.21,1.76,2.44,0,29.33,24.41,0,31.76,14.2,29.31,0
1420,2021-22,Troy Brown Jr.,22,CHI,1055,Rotation,Stationary Shooter,Helper,0.97,1.11,0,0.11,1.1,4.71,0,22.01,16.4,0,15.04,2.93,42.7,0
1421,2023-24,Troy Brown Jr.,24,MIN/DET,827,Rotation,Movement Shooter,Helper,1.19,1.33,0,0.27,1.81,6.94,0,25.31,19.28,0,49.23,15.51,60.09,0
1422,2022-23,Jalen Brunson,26,NYK,2379,Star,Shot Creator,Chaser,6.12,6.05,0,0.61,6.04,6.44,10.66,97.74,98.39,0,95.76,94.72,56.31,83.89
1423,2023-24,Jalen Brunson,27,NYK,2726,Star,Shot Creator,Low Activity,6.66,6.58,0,0.57,6.74,6.47,13.62,98.66,99.15,0,94.53,96.94,56.6,89.69
1424,2024-25,Jalen Brunson,28,NYK,2301,Star,Shot Creator,Low Activity,6.67,6.55,0,0.8,7.1,7.95,14.55,98.68,99.13,0,98.81,97.56,67.35,91.06
1425,2025-26,Jalen Brunson,29,NYK,2558,Star,Shot Creator,Low Activity,5.43,5.36,0,0.53,6,6.51,0,95.88,96.8,0,92.84,94.58,56.95,0
1426,2018-19,Jalen Brunson,22,DAL,1591,Key Rotation,Primary Ball Handler,Point of Attack,3.64,3.62,0,0.35,2.81,4,12.24,81.43,83.34,0,72.09,45.25,38.06,87.17
1427,2019-20,Jalen Brunson,23,DAL,1022,Rotation,Primary Ball Handler,Point of Attack,4.24,4.15,0,0.49,2.76,4.44,4.55,88.34,89.75,0,90.37,43.42,41.27,70.21
1428,2020-21,Jalen Brunson,24,DAL,1697,Key Rotation,Primary Ball Handler,Point of Attack,3.87,3.83,0,0.38,3.31,3.65,10.53,84.37,86.04,0,78.54,61.3,35.59,83.28
1429,2021-22,Jalen Brunson,25,DAL,2524,Starter,Shot Creator,Chaser,4.04,4.01,0,0.44,3.24,3.9,7.33,86.39,88.3,0,86.87,58.86,37.4,75.5
1430,2018-19,Jevon Carter,23,MEM,577,Rotation,Secondary Ball Handler,Point of Attack,1.83,1.98,0,0.39,2.29,4.72,9.52,39.67,34.72,0,80.14,29.29,42.82,80.71
1431,2021-22,Jevon Carter,26,BRK/MIL,905,Rotation,Secondary Ball Handler,Point of Attack,0.85,1.01,0,0.27,0.98,1.22,0,20.61,15.65,0,49.23,1.79,25.67,0
1432,2022-23,Jevon Carter,27,MIL,1812,Key Rotation,Primary Ball Handler,Point of Attack,0.98,1.06,0,0.17,0.9,1.81,0,22.07,16.04,0,22.89,1.24,26.87,0
1433,2019-20,Jevon Carter,24,PHO,945,Rotation,Secondary Ball Handler,Point of Attack,1.25,1.38,0,0.3,1.25,2.65,9.09,26.39,20.06,0,58.25,4.59,30.11,79.44
1434,2020-21,Jevon Carter,25,PHO,717,Rotation,Movement Shooter,Point of Attack,0.83,1.03,0,0.11,0.72,2.25,0,20.45,15.78,0,15.04,0.44,28.5,0
1435,2023-24,Jevon Carter,28,CHI,1004,Rotation,Movement Shooter,Chaser,0.48,0.65,0,0.13,0.53,1.1,0,18.12,14.19,0,16.67,0.07,25.47,0
1436,2024-25,Jevon Carter,29,CHI,321,Garbage Time,Movement Shooter,Point of Attack,0.86,1.23,0,0.19,1.55,1.79,0,20.77,17.9,0,27.4,9.7,26.77,0
1437,2020-21,Wendell Carter Jr.,21,CHI/ORL,1375,Key Rotation,Roll + Cut Big,Anchor Big,4.43,4.36,0,0.38,4.64,12.28,30.77,89.91,91.42,0,78.54,86.08,86.83,99.54
1438,2021-22,Wendell Carter Jr.,22,ORL,1852,Starter,Stretch Big,Helper,3.66,3.63,0,0.38,4.04,11.36,17.65,81.63,83.44,0,78.54,77.82,84.56,94.78
1439,2022-23,Wendell Carter Jr.,23,ORL,1690,Starter,Stretch Big,Anchor Big,3.51,3.48,0,0.52,4.19,15.67,16.67,79.36,80.9,0,92.39,80.4,93.02,93.56
1440,2023-24,Wendell Carter Jr.,24,ORL,1406,Star,Stretch Big,Anchor Big,3.74,3.7,0,0.44,3.56,7.27,0,82.73,84.43,0,86.87,67.8,62.68,0
1441,2024-25,Wendell Carter Jr.,25,ORL,1758,Starter,Stretch Big,Mobile Big,3.8,3.75,0,0.31,3.74,11.27,5.88,83.56,85.22,0,61.2,71.91,84.22,72.29
1442,2025-26,Wendell Carter Jr.,26,ORL,2232,Starter,Stretch Big,Mobile Big,3.53,3.51,0,0.36,4.03,8.7,0,79.67,81.36,0,74.39,77.6,71.95,0
1443,2018-19,Wendell Carter Jr.,19,CHI,1110,Key Rotation,Post Scorer,Mobile Big,3.57,3.54,0,0.57,3.71,13.33,0,80.38,82.04,0,94.53,71.19,89.21,0
1444,2019-20,Wendell Carter Jr.,20,CHI,1256,Starter,Roll + Cut Big,Mobile Big,4.2,4.13,0,0.42,4.36,14.81,0,88.03,89.6,0,84.37,82.99,92.1,0
1445,2018-19,Hamidou Diallo,20,OKC,526,Rotation,Athletic Finisher,Wing Stopper,3.44,3.4,0,0.16,3.91,9.23,0,78.31,79.54,0,20.95,75.25,75.42,0
1446,2019-20,Hamidou Diallo,21,OKC,896,Rotation,Athletic Finisher,Chaser,2.61,2.65,0,0.2,2.63,8.66,21.43,61.2,57.83,0,29.7,38.8,71.81,97.74
1447,2023-24,Hamidou Diallo,25,WAS,5,Too Few Games,Low Minute,Point of Attack,0,2.68,0,0.27,3.13,0,0,0,58.79,0,49.23,55.46,0,0
