RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,LEBRON Vs Role Average,Multi-Year LEBRON,O-LEBRON Box Impact,LEBRON Offensive Points Added,O-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,Multi-Year LEBRON_percentile,O-LEBRON Box Impact_percentile,LEBRON Offensive Points Added_percentile,O-LEBRON Vs Role Average_percentile,Multi-Year O-LEBRON,Predictive O-LEBRON,D-LEBRON Box Impact,LEBRON Defensive Points Saved,D-LEBRON Vs Role Average,Multi-Year D-LEBRON,Predictive D-LEBRON,Multi-Year O-LEBRON_percentile,Predictive O-LEBRON_percentile,D-LEBRON Box Impact_percentile,LEBRON Defensive Points Saved_percentile,D-LEBRON Vs Role Average_percentile,Multi-Year D-LEBRON_percentile,Predictive D-LEBRON_percentile
3013,2024-25,Phillip Wheeler,22,PHI,44,Too Few Games,Low Minute,Helper,-0.12,-0.08,-0.04,0.07,-0.15,0.05,0.65,-0.1,-0.07,0.18,56.78,70.33,52.52,18.92,57.69,54.27,56.33,70.45,69.87,61.54,0.49,-1,-0.05,-0.03,-0.12,0.16,-0.5,65.94,19.02,52.95,55.04,44.13,37.85,17.07
3014,2021-22,Malcolm Hill,26,ATL/CHI,212,Garbage Time,Movement Shooter,Point of Attack,-1.07,-0.93,-0.13,0.18,-1.04,-0.02,0,-0.77,-4.11,-0.07,28.68,33.23,47.85,30.45,28.85,51.54,33.32,38.39,50.02,47.92,-0.36,-1,-0.27,-0.59,0.04,0.36,-0.5,33.58,19.02,39.3,45.87,53.67,49.25,17.07
3015,2022-23,Malcolm Hill,27,CHI,9,Too Few Games,Low Minute,Helper,-0.47,-0.11,-0.35,0.01,-0.49,-0.05,0.08,-0.12,-0.02,0.24,46.98,68.99,36.1,7.8,47.48,50.66,36.21,69.62,71.99,64.81,-0.44,-0.86,-0.37,-0.08,-0.29,0.52,-0.04,30.63,44.94,33.41,53.22,34.7,58.56,62.43
3016,2024-25,Keaton Wallace,25,ATL,501,Rotation,Primary Ball Handler,Point of Attack,-0.74,-1.15,0.41,0.54,-0.72,-1.04,-0.08,-1.11,-11.97,-1.42,38.71,25.71,72.39,44.94,39.29,20.26,30.38,26.3,35.88,7.89,-0.5,-1,0.39,4.34,0.38,0.42,-0.5,27.56,19.02,74.12,70.13,70.4,53.48,17.07
3017,2025-26,Keaton Wallace,26,ATL,536,Rotation,Secondary Ball Handler,Point of Attack,-0.85,-1.25,0.39,0.54,-0.69,-0.39,0.16,-0.89,-12.06,-0.65,35.26,22.39,71.75,44.94,40.36,38.49,39.06,33.97,35.66,23.8,-0.45,-0.96,0.2,-1.63,0.26,0.6,0.06,30.43,39.62,66.71,39.59,64.59,63.16,66.61
3018,2021-22,Olivier Sarr,22,OKC,421,Rotation,Roll + Cut Big,Anchor Big,-1.4,-2.27,0.86,0.27,-1.9,-1.54,-0.35,-2.23,-19.35,-1.53,20.2,3.88,83.6,35.73,9.37,11.37,21.21,3.32,26.02,6.67,-0.87,-1,0.33,7.48,-0.01,0.52,-0.5,13.13,19.02,72.16,73.85,50.66,58.56,17.07
3019,2022-23,Olivier Sarr,23,OKC,114,Garbage Time,Athletic Finisher,Anchor Big,-0.68,-0.51,-0.17,0.13,-0.97,-0.17,0.26,-0.82,-1.17,0.79,40.61,50.71,45.87,26.32,30.79,46.24,42.99,36.58,59.24,82.13,-0.51,-1.21,-0.15,-0.41,-0.96,0.77,0.62,27.3,9.9,47.07,47.68,10.49,69.88,85.13
3020,2023-24,Olivier Sarr,24,OKC,98,Garbage Time,Low Minute,Anchor Big,-1.38,-0.89,-0.49,0.07,-1.31,-1.66,-0.16,-0.78,-1.8,-0.43,20.69,34.5,29.11,18.92,21,10,27.28,38,56.64,31.6,-0.74,-1.01,-0.53,-1,-1.23,0.58,0.19,17.08,18.56,25.46,42.64,5.64,62.09,72.26
3021,2023-24,Henri Drell,23,CHI,30,Too Few Games,Low Minute,Helper,-0.31,-0.21,-0.09,0.04,-0.36,0.29,-0.22,-0.25,-0.14,0.25,51.84,64.45,50.03,13.64,51.8,63,25.24,63.54,68.69,65.23,-0.74,-1,-0.11,-0.06,0.04,0.52,-0.5,17.08,19.02,49.54,53.83,53.67,58.56,17.07
3022,2021-22,Gabriel Lundberg,27,PHO,44,Too Few Games,Low Minute,Chaser,-1.14,-0.37,-0.77,0.04,-1.21,-0.23,-0.76,-0.43,-0.35,0.02,26.88,57.08,18.42,13.64,23.96,43.99,10.42,53.91,65.54,52.89,-0.74,-1,-0.78,-0.73,-0.25,-0.02,-0.5,17.08,19.02,15.35,44.5,36.59,28.48,17.07
3023,2022-23,Jaden Ivey,20,DET,2304,Starter,Primary Ball Handler,Point of Attack,-3.28,-1.29,-1.99,-1.16,-2.46,-3.33,-1.83,-0.79,-61.13,-1.49,1.08,21.26,1.54,0.49,3.31,0.73,0.61,37.85,2.83,7.09,-0.54,-1,-1.67,-94.75,-1.84,-1.29,-0.5,25.44,19.02,1.88,0.63,0.86,1.75,17.07
3024,2023-24,Jaden Ivey,21,DET,2218,Key Rotation,Secondary Ball Handler,Point of Attack,-2.44,-1.09,-1.35,0.04,-2.79,-1.59,-0.98,-1.15,-50.37,-0.37,5.32,27.83,6.6,13.64,1.61,10.82,6.57,24.9,5.35,34.19,-0.01,-0.24,-1.64,-62.27,-1.21,-0.97,-1.17,47.44,75.13,2,2.96,5.91,3.55,2.96
3025,2024-25,Jaden Ivey,22,DET,898,Starter,Primary Ball Handler,Point of Attack,-0.88,0.16,-1.03,0.88,-0.87,-1.18,0.3,0.2,2.82,-0.11,34.29,76.79,12.07,53.08,34.37,17.23,44.42,78.77,76.66,46.07,0.93,-0.15,-1.07,-18.72,-1.06,-0.63,-1.06,75.92,76.99,8.55,16.91,8.33,7.66,4.07
3026,2025-26,Jaden Ivey,23,DET/CHI,670,Rotation,Movement Shooter,Point of Attack,-1.18,-0.72,-0.46,0.54,-1.01,-0.71,0.29,-0.41,-11.52,-0.12,25.68,41.23,30.43,44.94,29.66,28.05,44.13,55.01,36.46,45.68,0.46,0.01,-0.61,-9.42,-0.59,-0.16,-0.77,64.89,80.87,21.6,25.37,21.72,21.23,8.67
3027,2022-23,Paolo Banchero,20,ORL,2430,Starter,Shot Creator,Helper,-0.48,-0.46,-0.02,3.01,0.26,-1.73,0.16,0.13,-23.31,-1.78,46.7,52.91,53.79,79.96,79.49,9.16,39.06,77.42,21.55,4.28,0.05,-1,0.13,-0.81,0.05,0.12,-0.5,50.24,19.02,63.61,43.82,54.11,35.36,17.07
3028,2023-24,Paolo Banchero,21,ORL,2799,Starter,Shot Creator,Wing Stopper,0.95,0.63,0.32,5.98,1.78,-0.38,1.79,1.01,35.66,-0.64,86.64,84.51,69.33,93.35,93.48,39,79.55,89.27,89.03,24.1,1.32,0.28,0.77,17.89,0.26,0.47,-0.01,82.79,85.47,84.44,82.52,64.59,55.67,63.72
3029,2024-25,Paolo Banchero,22,ORL,1582,Star,Shot Creator,Helper,1.46,1.78,-0.33,3.89,1.65,0.11,2.79,1.96,56.19,0.53,91.32,94.08,37.17,85.87,92.8,56.87,90.76,94.77,92.21,75.88,2.58,1.92,-0.31,-10.33,-0.41,0.21,0.14,93.92,95.54,36.98,24.39,29.1,41.72,69.88
3030,2025-26,Paolo Banchero,23,ORL,2502,Starter,Shot Creator,Wing Stopper,1.03,1.06,-0.03,5.48,1.28,-0.24,2.75,1.03,50.74,0.01,87.49,89.17,53.03,92.1,90.59,43.57,90.43,89.4,91.37,52.27,2.36,1.72,0.26,-5.48,-0.24,0.4,-0.04,92.77,94.83,69.47,31.11,37.22,52.12,62.43
3031,2022-23,Jabari Smith Jr.,19,HOU,2451,Starter,Movement Shooter,Wing Stopper,-2.77,-1.87,-0.9,-0.47,-1.47,-2.25,-1.29,-1.44,-94.19,-1.12,2.88,8.28,14.93,1.69,16.96,4.05,3.33,16.16,0.39,12.81,-0.9,-1,-0.03,-45.26,-1.13,-0.38,-0.5,11.45,19.02,54.38,6.19,7.06,13.62,17.07
3032,2023-24,Jabari Smith Jr.,20,HOU,2424,Starter,Movement Shooter,Helper,-0.61,-0.92,0.31,2.8,0.34,0.4,0.3,-0.54,-45.41,-0.05,42.72,33.41,68.94,78.3,80.87,66.03,44.42,48.49,6.96,49.02,-0.09,-0.67,0.89,15.25,0.45,0.39,-0.2,44.48,56.04,86.88,80.65,73.48,51.4,53.3
3033,2024-25,Jabari Smith Jr.,21,HOU,1716,Key Rotation,Movement Shooter,Helper,-0.55,-1.02,0.47,2.05,-0.68,0.15,1.15,-1.11,-35.67,-0.23,44.48,30.21,74.27,70.79,40.68,58.38,68.35,26.3,11.83,40.23,0.22,-0.33,0.42,16.44,0.38,0.93,0.18,56.41,72.44,75.03,81.38,70.4,75.5,71.69
3034,2025-26,Jabari Smith Jr.,22,HOU,2705,Starter,Movement Shooter,Helper,0.47,-0.37,0.84,4.97,0.64,0.98,1.57,-0.21,2.2,0.24,81.01,57.08,83.19,90.56,85.06,79.79,76.12,65.67,76.2,64.81,0.35,-0.8,0.85,42.31,0.74,1.22,0.5,61.41,48.45,85.9,92.11,83.92,82.58,82.2
3035,2023-24,Chet Holmgren,21,OKC,2413,Star,Stretch Big,Anchor Big,2.5,0.44,2.06,7.49,3.65,2.09,2.51,1.28,22.23,0.77,95.79,81.77,97.41,96.31,98.47,93.45,88.59,91.08,85.34,81.69,0.87,-1,2.37,103.71,1.31,1.64,-0.5,74.56,19.02,98.65,99.22,94.35,90,17.07
3036,2024-25,Chet Holmgren,22,OKC,877,Key Rotation,Shot Creator,Mobile Big,1.86,0.22,1.65,2.38,1.86,-0.17,3.43,0.15,4,-1.04,93.54,77.79,95.01,74.26,93.8,46.24,94.15,77.89,77.35,14.44,1.4,0.88,1.71,30.6,0.87,2.04,1.53,84.59,90.85,96.55,88.42,87.49,95.14,96.93
3037,2025-26,Chet Holmgren,23,OKC,1997,Star,Shot Creator,Mobile Big,4.72,1.36,3.36,8.86,4.18,2.79,5.73,1.28,67.43,0.31,99.1,91.82,99.83,97.94,98.93,96.56,98.86,91.08,93.45,68.14,1.9,0.1,2.9,143.04,2.48,3.83,2.19,90.28,82.38,99.59,99.75,99.41,99.82,99.56
3038,2022-23,Bennedict Mathurin,20,IND,2222,Starter,Secondary Ball Handler,Chaser,-2.52,-0.29,-2.23,-0.08,-2.66,-1.28,-0.93,-0.43,-13.79,0.36,4.63,60.93,0.81,5.09,2.17,15.28,7.38,53.91,33.26,70.04,0.36,-1,-2.23,-103.92,-1.64,-1.29,-0.5,61.87,19.02,0.24,0.41,1.86,1.75,17.07
3039,2023-24,Bennedict Mathurin,21,IND,1538,Key Rotation,Secondary Ball Handler,Chaser,-2.27,-0.61,-1.66,0.19,-1.74,-1.04,-0.74,0.08,-19.77,0.11,6.84,46.01,3.39,31.19,11.79,20.26,10.92,76.25,25.66,57.53,0.38,-0.13,-1.82,-54.21,-1.15,-1.12,-1.17,62.44,77.67,1.24,4.35,6.8,2.43,2.96
3040,2024-25,Bennedict Mathurin,22,IND,2149,Starter,Secondary Ball Handler,Chaser,-0.91,-0.18,-0.73,2.07,-0.99,0.08,0.17,-0.15,-8.08,0.41,33.42,65.83,19.57,71.01,30.25,55.84,39.53,68.31,41.93,71.95,0.71,-0.13,-0.84,-32.55,-0.33,-0.54,-1.18,71.52,77.67,13.39,10.14,32.82,9.43,2.84
3041,2025-26,Bennedict Mathurin,23,IND/LAC,1620,Starter,Shot Creator,Chaser,0.46,0.63,-0.17,2.97,-0.32,-0.35,1.09,0.29,7.6,-0.42,80.87,84.51,45.87,79.62,53,39.91,67.1,80.55,79.65,32.16,1.24,-0.3,-0.61,-8.69,0.07,-0.15,-0.93,81.41,73.32,21.6,26.35,55.37,21.47,5.84
3042,2022-23,Keegan Murray,22,SAC,2382,Starter,Movement Shooter,Helper,0,-0.16,0.16,3.68,0.37,0.82,0.6,0.38,-7.73,0.59,58.87,66.72,63.24,84.26,81.42,76.64,54.9,81.97,42.43,77.51,0.4,-1,0,7.94,0.23,0.2,-0.5,63.02,19.02,56.48,74.27,63.44,40.74,17.07
3043,2023-24,Keegan Murray,23,SAC,2589,Starter,Movement Shooter,Wing Stopper,1.04,0.08,0.95,5.68,0.61,1.85,1.69,0.07,4.41,0.96,87.61,75.03,85.7,92.65,84.54,91.57,78.17,75.95,77.57,85.36,0.8,-0.08,0.54,50.37,0.9,0.89,-0.08,73.31,78.88,78.74,94.25,88.12,74.13,60.47
3044,2024-25,Keegan Murray,24,SAC,2610,Starter,Movement Shooter,Wing Stopper,-0.44,-0.72,0.28,3.3,-0.46,0.34,1.17,-0.54,-38.32,0.07,47.95,41.23,67.94,82.11,48.5,64.2,68.89,48.49,10.31,55.6,0.16,-0.02,0.08,15.11,0.28,1.01,0.54,54.53,80.17,61.07,80.57,65.76,77.72,83.34
3045,2025-26,Keegan Murray,25,SAC,793,Starter,Movement Shooter,Wing Stopper,-0.33,-1.14,0.82,1.06,-0.75,0.07,1.14,-1.39,-17.91,-0.54,51.25,26.18,82.92,56.58,38.48,55.25,68.08,17.4,27.98,27.4,-0.1,-0.29,0.63,11.85,0.6,1.25,0.64,43.81,73.58,80.79,78.11,79.52,83.39,85.79
3046,2022-23,AJ Griffin,19,ATL,1401,Rotation,Off Screen Shooter,Chaser,-1.64,0.04,-1.68,0.72,-1.79,-0.67,0.05,-0.6,1.3,0.42,15.62,74.09,3.28,49.44,10.93,29.06,35.27,45.95,75.46,72.27,0.69,-1,-1.19,-49.03,-1.09,-0.64,-0.5,71.06,19.02,6.13,5.28,7.68,7.55,17.07
3047,2023-24,AJ Griffin,20,ATL,171,Garbage Time,Movement Shooter,Chaser,-1.7,-1.71,0.01,0.08,-1.81,-0.32,-0.92,-1.59,-6.28,-0.84,14.53,11.12,55.89,20.62,10.57,41.05,7.55,12.66,45.07,19.13,-0.95,-0.21,-0.22,0.03,0.52,0.03,-0.86,10.6,75.87,42.23,57.57,76.4,31.48,6.87
3048,2022-23,Shaedon Sharpe,19,POR,1779,Key Rotation,Movement Shooter,Chaser,-3.1,-1.26,-1.84,-0.7,-2.63,-1.76,-1.12,-1.06,-46.26,-0.51,1.55,22.09,2.37,1.2,2.31,8.78,4.71,27.91,6.6,28.5,-0.2,-1,-1.57,-67.29,-1.25,-0.92,-0.5,39.99,19.02,2.51,2.37,5.3,3.96,17.07
3049,2023-24,Shaedon Sharpe,20,POR,1059,Starter,Secondary Ball Handler,Chaser,-2.03,-1.02,-1.01,0.28,-1.97,-0.8,-0.75,-1.22,-21.97,-0.3,9.46,30.21,12.47,36.09,8.23,25.63,10.68,22.56,22.97,37.15,-0.14,-0.83,-0.75,-22.02,-0.5,-0.61,-0.98,42.91,46.74,16.57,15.03,25.27,8.08,5.06
3050,2024-25,Shaedon Sharpe,21,POR,2252,Starter,Secondary Ball Handler,Chaser,-1.07,0.08,-1.15,1.95,-1.25,-0.07,0.06,0.11,3.68,0.67,28.68,75.03,9.97,69.8,22.79,49.97,35.6,76.91,77.27,79.6,0.48,-0.4,-1.36,-52.85,-0.74,-0.42,-0.74,65.61,70.14,4.18,4.43,16.71,11.82,9.26
3051,2025-26,Shaedon Sharpe,22,POR,1471,Starter,Shot Creator,Chaser,-0.68,0.35,-1.03,1.63,-0.33,-1.49,0.65,0.49,8.24,-0.71,40.61,80.4,12.07,65.89,52.68,12.09,56.33,83.73,79.99,22.11,1.25,0.16,-0.83,-45.96,-0.79,-0.59,-0.96,81.57,83.67,13.73,6.03,15.05,8.78,5.47
3052,2022-23,TyTy Washington Jr.,21,HOU,433,Garbage Time,Secondary Ball Handler,Point of Attack,-0.76,-0.92,0.17,0.46,-1.01,0.05,-0.07,-0.83,-8.21,-0.27,37.96,33.41,63.56,42.64,29.66,54.27,30.84,36.12,41.71,38.25,-0.43,-1,-0.18,1.47,0.32,0.37,-0.5,30.85,19.02,45.11,64.64,67.69,50.24,17.07
3053,2025-26,TyTy Washington Jr.,24,LAC,88,Garbage Time,Low Minute,Chaser,0.17,-0.1,0.27,0.15,0.24,0.8,0.82,0.08,-0.88,0.29,76.43,69.48,67.6,28.25,79.07,76.17,60.99,76.25,61.26,67.23,0.39,-0.91,0.16,-0.35,0.52,0.43,-0.27,62.7,42.23,64.9,48.49,76.4,53.88,48.78
3054,2023-24,TyTy Washington Jr.,22,MIL,56,Garbage Time,Low Minute,Helper,-0.82,-0.55,-0.27,0.06,-0.77,-0.23,-0.38,-0.41,-0.67,-0.09,36.12,49.17,40.25,17.33,37.82,43.99,20.27,55.01,62.61,47.16,-0.89,-0.69,-0.36,-0.32,-0.13,0.51,-0.25,12.67,54.8,34.11,48.93,43.52,58.12,50.22
3055,2024-25,TyTy Washington Jr.,23,PHO,118,Garbage Time,Secondary Ball Handler,Chaser,0.13,0.09,0.03,0.19,0.08,1.12,1.2,0.07,0.22,0.68,75.94,75.3,56.79,31.19,76.6,82.28,69.61,75.95,74.14,79.81,0.86,-0.68,0.01,0.08,0.44,0.34,-0.16,74.39,55.58,56.92,58.6,72.97,48.14,55.54
3056,2022-23,Malaki Branham,19,SAS,1550,Key Rotation,Secondary Ball Handler,Chaser,-3.3,-1.87,-1.43,-0.8,-3.78,-2.05,-1.62,-1.98,-61.63,-1.22,0.98,8.28,5.55,0.85,0.1,5.77,1.6,6.03,2.74,10.95,-0.9,-1,-1.79,-47.16,-0.84,-0.72,-0.5,11.45,19.02,1.39,5.75,13.57,6.3,17.07
3057,2023-24,Malaki Branham,20,SAS,1594,Key Rotation,Movement Shooter,Chaser,-4.21,-2.24,-1.97,-1.68,-3.65,-2.83,-2.31,-1.97,-75.59,-1.37,0.1,4.2,1.71,0.15,0.14,1.66,0.15,6.21,1.2,8.51,-1.16,-1.17,-1.68,-66.62,-1.46,-1.15,-0.95,6.48,11.51,1.83,2.45,3.17,2.36,5.58
3058,2024-25,Malaki Branham,21,SAS,427,Garbage Time,Secondary Ball Handler,Low Activity,-2.29,-1.34,-0.95,0.04,-2.16,-1.04,-1.57,-1.29,-11.98,-0.75,6.61,19.8,13.74,13.64,5.77,20.26,1.77,20.29,35.85,21.29,-0.5,-1.1,-0.88,-8.54,-0.29,-1.08,-1.33,27.56,14.49,12.36,26.52,34.7,2.8,1.68
3059,2025-26,Malaki Branham,22,WAS,276,Garbage Time,Secondary Ball Handler,Helper,-0.59,-0.55,-0.04,0.32,-0.98,-0.09,-0.18,-0.71,-2.62,0.05,43.36,49.17,52.52,38.05,30.57,49.14,26.6,41.35,53.93,54.65,0.05,-1.31,-0.27,-1.34,-0.13,-0.22,-1.19,50.24,6.7,39.3,40.71,43.52,18.59,2.63
3060,2025-26,Blake Wesley,22,POR,361,Rotation,Shot Creator,Chaser,-0.62,-0.52,-0.1,0.42,-0.35,-1.43,0.23,-0.45,-6.39,-1.58,42.4,50.37,49.42,41.28,52.02,12.98,41.77,52.74,44.84,6.13,0.05,-1.3,0.1,-4.98,0.15,0.19,-0.34,50.24,7,62.19,31.82,59.28,40.17,44.46
3061,2022-23,Blake Wesley,19,SAS,669,Rotation,Primary Ball Handler,Point of Attack,-4.5,-3.63,-0.87,-0.82,-4.06,-4.54,-1.9,-3.57,-51.68,-3.83,0.04,0.12,15.45,0.81,0.04,0.05,0.53,0.02,5.03,0.02,-1.75,-1,-0.5,-12.45,-0.71,-0.14,-0.5,0.85,19.02,26.95,22.24,17.74,21.91,17.07
3062,2023-24,Blake Wesley,20,SAS,876,Rotation,Secondary Ball Handler,Point of Attack,-2.08,-2.05,-0.03,0.21,-1.93,-1.23,-0.71,-1.79,-37.64,-1.33,8.85,6.19,53.03,32.48,8.88,16.3,11.47,8.58,10.68,9.06,-1.01,-1.33,-0.14,-0.57,0.1,0.31,-0.49,9.28,6,47.7,46.11,56.92,46.41,36.3
3063,2024-25,Blake Wesley,21,SAS,683,Rotation,Slasher,Point of Attack,-1.67,-1.68,0.01,0.33,-1.66,-1.21,-0.62,-1.66,-23.66,-1.18,15.08,11.63,55.89,38.54,13.33,16.77,13.38,11.07,21.26,11.51,-0.92,-1.28,0,0.07,-0.03,0.3,-0.36,11.08,7.57,56.48,58.41,49.71,45.97,43.46
3064,2022-23,Jalen Duren,19,DET,1670,Key Rotation,Roll + Cut Big,Mobile Big,-0.79,-0.85,0.06,1.74,-1.36,-0.39,0.01,-1.5,-28.95,0.11,36.83,36.22,58.51,67.47,19.86,38.49,33.67,14.59,16.3,57.53,-0.19,-1,0.14,2.05,-0.5,0.2,-0.5,41.03,19.02,64.03,65.96,25.27,40.74,17.07
3065,2023-24,Jalen Duren,20,DET,1778,Key Rotation,Roll + Cut Big,Anchor Big,-0.45,-1.09,0.64,2.24,-0.57,-0.27,0.64,-1.13,-39.94,-0.16,47.58,27.83,78.55,72.75,44.82,42.54,56.06,25.37,9.31,43.74,-0.28,-0.97,0.56,23.58,-0.11,0.92,0.28,36.63,39.14,79.23,85.8,44.72,75.11,75.17
3066,2024-25,Jalen Duren,21,DET,2035,Key Rotation,Roll + Cut Big,Mobile Big,1.83,0.33,1.51,5.49,1.67,2.08,2.96,0.16,13.69,1.35,93.39,80.16,93.74,92.13,92.96,93.38,92.05,78.13,82.41,90.86,1.37,-0.39,1.52,63.39,0.73,1.59,0.58,83.85,70.49,95.14,96.68,83.62,89.18,84.33
3067,2025-26,Jalen Duren,22,DET,1976,Star,Shot Creator,Mobile Big,4.02,2.68,1.34,7.96,2.81,2.1,4.52,1.9,106.63,1.63,98.6,96.65,91.74,96.94,96.83,93.53,97.37,94.58,96.26,93.2,2.76,0.38,0.91,56.26,0.47,1.76,0.97,94.61,86.54,87.2,95.48,74.56,91.88,91.72
3068,2022-23,Tari Eason,21,HOU,1767,Rotation,Athletic Finisher,Helper,-0.31,-0.61,0.3,2.38,-1.19,1.05,0.53,-1.27,-22.42,0.68,51.84,46.01,68.58,74.26,24.45,80.92,52.93,20.77,22.49,79.81,0.12,-1,0.09,11.12,0.37,0.41,-0.5,53.13,19.02,61.65,77.42,69.89,52.82,17.07
3069,2023-24,Tari Eason,22,HOU,480,Key Rotation,Athletic Finisher,Wing Stopper,0.14,-0.64,0.78,0.78,0.33,1.6,1.87,-0.74,-6.26,0.88,76.05,44.77,82.02,50.8,80.68,89.22,80.76,39.93,45.16,83.97,0.21,-0.85,1.07,7.83,0.72,1.66,0.34,56.19,45.43,89.68,74.17,83.33,90.46,77.01
3070,2024-25,Tari Eason,23,HOU,1420,Key Rotation,Stationary Shooter,Wing Stopper,1.45,-0.14,1.59,3.49,1.38,2.49,2.56,-0.22,-4.14,0.91,91.19,67.59,94.57,83.18,91.38,95.33,89.1,65.17,49.9,84.58,0.66,-0.66,1.6,46.48,1.58,1.9,0.68,70.34,56.76,95.73,93.45,96.75,93.76,86.75
3071,2025-26,Tari Eason,24,HOU,1549,Key Rotation,Stationary Shooter,Wing Stopper,0.16,-0.59,0.75,2.55,-0.35,1.24,1.66,-0.87,-11.1,0.7,76.34,47.07,81.19,75.8,52.02,84.14,77.67,34.61,37.09,80.3,0.32,-0.38,0.52,15.58,0.54,1.34,1.22,60,70.86,78.23,80.81,77.13,85,94.96
3072,2022-23,Nikola Jovic,19,MIA,204,Garbage Time,Stationary Shooter,Helper,-0.75,-1.15,0.39,0.22,-0.81,0.62,0.01,-0.91,-4.72,0.16,38.25,25.71,71.75,33.23,36.34,71.78,33.67,33.19,48.32,60.44,-0.47,-1,0.1,1.62,0.46,0.48,-0.5,29.38,19.02,62.19,65,73.97,56.39,17.07
3073,2023-24,Nikola Jovic,20,MIA,896,Rotation,Stationary Shooter,Helper,0.32,-0.96,1.28,1.56,0.34,1.84,0.87,-0.68,-17.1,0.43,78.74,32.04,90.89,64.88,80.87,91.5,62.13,42.52,29.03,72.63,-0.07,-1.02,1.02,22.79,1.41,0.94,0.13,45.34,18.06,89.05,85.29,95.41,75.83,69.46
3074,2024-25,Nikola Jovic,21,MIA,1156,Key Rotation,Stationary Shooter,Helper,-0.04,-0.44,0.4,1.75,0.04,0.92,0.97,-0.41,-10.35,0.6,58.05,53.98,72.14,67.64,75.79,78.49,64.73,55.01,38.07,77.64,0.2,-0.76,0.45,9.29,0.32,0.77,0.43,55.91,50.64,76.1,75.73,67.69,69.88,79.84
3075,2025-26,Nikola Jovic,22,MIA,808,Rotation,Shot Creator,Helper,-0.84,-1.13,0.29,0.82,-0.44,-1.99,0.51,-0.93,-21.6,-2.18,35.6,26.49,68.28,51.86,49.17,6.18,52.15,32.4,23.51,1.91,-0.21,-0.72,0.49,-4.28,0.19,0.71,0.19,39.27,53.11,77.35,33.16,61.37,67.71,72.26
3076,2022-23,Max Christie,19,LAL,512,Rotation,Stationary Shooter,Chaser,-2.45,-2.27,-0.18,0,-2.47,-0.55,-0.95,-2.63,-24.53,-0.96,5.23,3.88,45.24,6.65,3.22,33.06,7.05,0.95,20.43,16.28,-1.15,-1,0.16,-1.88,0.42,0.2,-0.5,6.77,19.02,64.9,38.79,72.11,40.74,17.07
3077,2023-24,Max Christie,20,LAL,944,Rotation,Stationary Shooter,Point of Attack,-2.87,-2.66,-0.21,-0.23,-2.33,-1.35,-1.27,-2.29,-53.01,-1.27,2.4,1.44,43.62,3.18,4.19,14.25,3.63,2.71,4.59,9.94,-1.59,-1.52,-0.04,-4.18,-0.07,0.33,-0.24,1.99,2.47,53.59,33.29,47.17,47.53,50.74
3078,2024-25,Max Christie,21,LAL/DAL,2127,Key Rotation,Movement Shooter,Point of Attack,-1.37,-1.22,-0.15,1.44,-1.24,-0.61,-0.32,-1.12,-52.66,-0.43,20.97,23.36,46.99,63.03,23.17,30.96,22.28,25.78,4.76,31.6,-0.59,-1.43,-0.12,-6.53,-0.18,0.26,-0.19,23.56,3.92,48.92,29.47,40.5,43.96,53.79
3079,2025-26,Max Christie,22,DAL,2244,Starter,Movement Shooter,Point of Attack,-2.01,-1.23,-0.78,0.63,-2.26,-1.54,-0.63,-1.71,-71.47,-0.62,9.7,22.95,18.04,47.22,4.74,11.37,13.03,10.14,1.57,24.7,-0.51,-1.37,-0.55,-28.45,-0.92,-0.12,-0.17,27.3,5.14,24.34,11.78,11.63,23.2,54.84
3080,2025-26,Mark Williams,24,PHO,1416,Key Rotation,Roll + Cut Big,Mobile Big,0.75,-0.55,1.3,2.85,1.01,0.65,2.09,-0.13,-15.42,0.22,84.66,49.17,91.27,78.74,88.5,72.56,83.67,69.25,31.3,63.74,0.45,-0.15,1.14,37.86,0.42,1.64,0.87,64.56,76.99,90.69,90.86,72.11,90,90.24
3081,2022-23,Mark Williams,21,CHO,828,Rotation,Roll + Cut Big,Anchor Big,-0.46,-1.37,0.92,1.04,0.4,-0.29,0.96,-1.22,-23.79,-0.41,47.19,18.94,84.95,56.28,81.89,41.96,64.51,22.56,21.12,32.52,-0.28,-1,1.63,15.83,0.13,1.24,-0.5,36.63,19.02,96.12,80.96,58.24,82.99,17.07
3082,2023-24,Mark Williams,22,CHO,508,Key Rotation,Roll + Cut Big,Anchor Big,1.37,0.31,1.06,1.22,1.18,1.54,2.52,0.08,3.21,1.23,90.7,79.81,87.54,59.61,89.96,88.46,88.73,76.25,76.88,89.44,1.24,-0.87,1.1,11.02,0.31,1.29,0.88,81.41,44.29,90.06,77.34,67.15,83.95,90.34
