RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Post Up Shot Making,Post Up Impact Per 75 Possessions,Stable Post Up PPP,Post Up Shot Making Efficiency,Post Up Shooting Talent,Post Up Shot Quality,Post Up Shot Making_percentile,Post Up Impact Per 75 Possessions_percentile,Stable Post Up PPP_percentile,Post Up Shot Making Efficiency_percentile,Post Up Shooting Talent_percentile,Post Up Shot Quality_percentile
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,-0.44,-0.09,0.82,-0.96,-0.79,-0.67,8.38,7.77,3.43,13.42,9.04,17.67
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,0.04,0.01,0.88,-0.2,-0.27,-1.05,71.5,89.98,86.29,73.04,79.77,8.31
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,0.24,-0.01,0.88,0.39,-0.1,-1.84,85.01,12.25,86.29,91.18,85.05,0.91
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,0.04,0,0.87,-0.51,-0.35,-0.18,71.5,12.81,8.43,47.43,75.44,40.47
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,1.24,0.19,0.91,0.82,1.82,-0.54,96.19,96.47,90.24,95.62,97.92,22.17
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,4.48,0.81,1.01,2.26,5.52,0.05,99.84,99.6,98.31,99.69,99.85,53.7
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,2.44,0.55,1,1.65,3.27,-0.5,99.02,99.29,97.86,98.74,99.37,23.81
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,4.12,0.63,1,2.13,5.49,-0.37,99.75,99.44,97.86,99.53,99.83,29.64
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,1.71,0.1,0.93,0.99,2.86,0.79,97.98,93.74,92.81,96.6,99.07,82.24
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,0.12,-0.36,0.88,-0.32,1.22,-0.06,79.43,1.81,86.29,64.09,96.23,47.12
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,1.33,-0.1,0.91,0.94,2.08,0.29,96.76,7.4,90.24,96.19,98.36,64.41
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,0.24,-0.09,0.91,-0.28,0.57,-0.95,85.01,7.77,90.24,67.75,93.28,9.92
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,1.77,0.22,1.02,1.21,2.15,0.06,98.17,96.91,98.7,97.35,98.38,54.27
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,1.83,-0.03,0.97,0.95,2.59,0.27,98.36,11.02,96.14,96.25,98.73,63.87
177,2025-26,Karl-Anthony Towns,30,NYK,2292,Star,Shot Creator,Mobile Big,0.27,0,0.87,-0.21,1.02,0.78,86.11,12.81,8.43,72.47,95.57,82.05
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,-0.15,-0.02,0.86,-0.7,-0.58,1.3,32.79,11.6,7.29,29.39,54.5,91.31
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,-0.31,-0.05,0.85,-1,-0.66,1.25,13.7,9.86,6.22,11.81,49.42,90.74
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,-0.22,0,0.87,-0.77,-0.58,0.82,21.42,12.81,8.43,24.06,54.5,83.02
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,-0.16,0.06,0.91,-0.56,-0.35,1.68,31.12,92.22,90.24,41.48,75.44,95.12
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,0.14,0.1,0.93,-0.01,-0.01,0.74,81.13,93.74,92.81,82.49,86.88,81.13
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,0,0.04,0.91,-0.3,-0.24,2.12,64.13,91.32,90.24,65.92,80.79,97.54
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,0.47,0.14,0.94,0.5,0.25,0.06,90.46,95.14,93.75,92.72,90.45,54.27
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,-0.07,0,0.87,-0.62,-0.24,0.51,49.48,12.81,8.43,35.09,80.79,73.95
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,0.09,0,0.87,-0.35,-0.15,-0.22,77.17,12.81,8.43,61.92,83.77,37.45
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,-0.23,0,0.87,-0.98,-0.47,-0.16,20.35,12.81,8.43,12.72,65.69,41.48
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,0.23,0,0.87,-0.05,-0.1,0.03,84.79,12.81,8.43,80.72,85.05,52.44
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,-0.2,0.03,0.89,-0.74,-0.59,-0.27,24.09,91.03,87.87,26.11,53.5,34.71
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,-0.36,-0.14,0.76,-1.04,-0.72,-0.11,11.15,5.84,0.77,10.2,48,44.19
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,-0.19,-0.03,0.87,-0.71,-0.4,1.72,25.61,11.02,8.43,28.57,71.75,95.65
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,-0.56,-0.23,0.73,-1.41,-0.85,-0.3,5.35,3.41,0.25,3.34,0.66,33.23
193,2018-19,Justise Winslow,22,MIA,1960,Starter,Primary Ball Handler,Wing Stopper,-0.14,-0.04,0.84,-0.47,-0.53,-0.01,34.96,10.51,5.34,51.43,59.94,50.17
194,2021-22,Justise Winslow,25,LAC/POR,775,Rotation,Athletic Finisher,Wing Stopper,-0.14,0.02,0.89,-0.51,-0.38,1.04,34.96,90.44,87.87,47.43,73.53,87.43
195,2022-23,Justise Winslow,26,POR,776,Key Rotation,Athletic Finisher,Wing Stopper,-0.32,0,0.87,-0.87,-0.71,0.19,13.39,12.81,8.43,17.39,48.24,60.76
196,2021-22,Willie Cauley-Stein,28,DAL/PHI,183,Garbage Time,Athletic Finisher,Anchor Big,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
197,2015-16,Willie Cauley-Stein,22,SAC,1411,Key Rotation,Roll + Cut Big,Helper,-0.29,-0.22,0.76,-0.92,-0.66,0.29,14.9,3.62,0.77,15.06,49.42,64.41
198,2016-17,Willie Cauley-Stein,23,SAC,1421,Rotation,Roll + Cut Big,Mobile Big,-0.98,-0.52,0.74,-2.3,-0.83,1.16,1.48,0.91,0.33,0.13,3.42,89.2
199,2017-18,Willie Cauley-Stein,24,SAC,2044,Starter,Shot Creator,Mobile Big,-0.99,-0.17,0.85,-1.49,-0.56,0.37,1.35,4.71,6.22,2.65,56.89,68.06
200,2018-19,Willie Cauley-Stein,25,SAC,2213,Star,Post Scorer,Mobile Big,-0.65,-0.13,0.86,-1.13,-0.45,1.19,4,6.2,7.29,7.91,67.21,89.64
201,2019-20,Willie Cauley-Stein,26,GSW/DAL,1098,Key Rotation,Roll + Cut Big,Mobile Big,0.05,-0.12,0.85,-0.11,-0.08,-1.33,72.76,6.54,6.22,78.27,85.73,4.69
202,2020-21,Willie Cauley-Stein,27,DAL,906,Rotation,Roll + Cut Big,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
203,2020-21,Kelly Oubre Jr.,25,GSW,1687,Starter,Movement Shooter,Wing Stopper,-0.33,0.08,0.94,-0.9,-0.65,0.15,12.66,92.99,93.75,16,49.75,58.77
204,2023-24,Kelly Oubre Jr.,28,PHI,2055,Starter,Movement Shooter,Helper,-0.33,0,0.87,-1.02,-0.68,-0.34,12.66,12.81,8.43,11.12,48.71,30.61
205,2024-25,Kelly Oubre Jr.,29,PHI,2078,Starter,Stationary Shooter,Helper,-0.08,0,0.87,-0.57,-0.45,0.05,47.31,12.81,8.43,40.38,67.21,53.7
206,2025-26,Kelly Oubre Jr.,30,PHI,1519,Starter,Shot Creator,Wing Stopper,-0.09,0,0.87,-0.57,-0.4,-0.51,44.79,12.81,8.43,40.38,71.75,23.4
207,2018-19,Kelly Oubre Jr.,23,WAS/PHO,1923,Key Rotation,Movement Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
208,2019-20,Kelly Oubre Jr.,24,PHO,1933,Starter,Movement Shooter,Wing Stopper,0.13,0,0.87,0.02,-0.24,-0.41,80.35,12.81,8.43,83.69,80.79,27.94
209,2015-16,Kelly Oubre Jr.,20,WAS,671,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
210,2016-17,Kelly Oubre Jr.,21,WAS,1605,Key Rotation,Stationary Shooter,Wing Stopper,-0.16,0,0.87,-0.6,-0.57,0.31,31.12,12.81,8.43,37.23,55.79,65.32
211,2017-18,Kelly Oubre Jr.,22,WAS,2231,Starter,Stationary Shooter,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
212,2021-22,Kelly Oubre Jr.,26,CHO,1999,Key Rotation,Movement Shooter,Chaser,-0.12,0,0.87,-0.43,-0.54,-0.49,38.61,12.81,8.43,55.34,58.78,24.28
213,2022-23,Kelly Oubre Jr.,27,CHO,1548,Starter,Movement Shooter,Wing Stopper,-0.22,0,0.87,-0.7,-0.63,-0.02,21.42,12.81,8.43,29.39,50.46,49.39
214,2022-23,Frank Kaminsky,29,ATL/HOU,235,Garbage Time,Stretch Big,Mobile Big,0.02,0,0.87,-0.35,-0.3,-0.33,68.09,12.81,8.43,61.92,78.44,31.12
215,2019-20,Frank Kaminsky,26,PHO,777,Rotation,Stretch Big,Helper,-0.12,-0.02,0.88,-0.43,-0.11,0.98,38.61,11.6,86.29,55.34,84.78,86.52
216,2020-21,Frank Kaminsky,27,PHO,715,Rotation,Stretch Big,Anchor Big,-0.32,-0.02,0.89,-1.05,-0.3,0.61,13.39,11.6,87.87,10.05,78.44,77.04
217,2021-22,Frank Kaminsky,28,PHO,181,Garbage Time,Roll + Cut Big,Anchor Big,-0.61,0,0.87,-0.99,-0.56,1.02,4.85,12.81,8.43,12.22,56.89,87.24
218,2015-16,Frank Kaminsky,22,CHO,1708,Rotation,Stretch Big,Helper,-0.51,-0.13,0.82,-1.32,-0.55,0.46,6.46,6.2,3.43,4.54,57.82,72
219,2016-17,Frank Kaminsky,23,CHO,1954,Key Rotation,Stretch Big,Anchor Big,-0.16,-0.12,0.85,-0.59,0.01,-0.72,31.12,6.54,6.22,38.2,87.27,16.28
220,2017-18,Frank Kaminsky,24,CHO,1835,Key Rotation,Stationary Shooter,Helper,-0.05,0.01,0.89,-0.33,0.06,-0.82,53.13,89.98,87.87,63.62,88.05,13.13
221,2018-19,Frank Kaminsky,25,CHO,755,Rotation,Stretch Big,Helper,0.08,0.51,1.02,-0.06,0.02,0.68,76.25,99.2,98.7,80.41,87.41,79.37
222,2015-16,Devin Booker,19,PHO,2108,Starter,Off Screen Shooter,Chaser,0.19,0.16,0.96,0.15,-0.1,0.62,83.4,95.7,95.46,87.31,85.05,77.39
223,2016-17,Devin Booker,20,PHO,2731,Starter,Shot Creator,Chaser,0.47,0.15,0.96,0.37,0.36,-1.73,90.46,95.46,95.46,90.74,91.71,1.61
224,2017-18,Devin Booker,21,PHO,1865,Starter,Shot Creator,Chaser,0.18,0.14,0.94,-0.05,0.19,-1.24,82.93,95.14,93.75,80.72,89.71,5.76
225,2018-19,Devin Booker,22,PHO,2230,Starter,Shot Creator,Chaser,0.81,0.13,0.97,0.99,0.62,-1.07,93.98,94.78,96.14,96.6,93.65,8
226,2019-20,Devin Booker,23,PHO,2512,Star,Shot Creator,Chaser,0.53,0.02,0.91,0.58,0.49,-0.34,91.53,90.44,90.24,93.57,92.67,30.61
227,2020-21,Devin Booker,24,PHO,2270,Star,Shot Creator,Chaser,0.38,0.16,0.99,0.29,0.28,-0.44,88.91,95.7,97.37,89.57,90.79,26.77
228,2021-22,Devin Booker,25,PHO,2345,Star,Shot Creator,Chaser,0.03,-0.04,0.88,-0.15,-0.19,-1.52,70.05,10.51,86.29,76.06,82.63,3.06
229,2022-23,Devin Booker,26,PHO,1835,Star,Shot Creator,Chaser,0.92,0.21,1.02,0.7,0.79,-1.65,94.8,96.76,98.7,94.68,94.62,1.95
230,2023-24,Devin Booker,27,PHO,2447,Star,Shot Creator,Chaser,0.25,0.09,0.99,-0.05,0.03,-1.48,85.48,93.36,97.37,80.72,87.54,3.5
231,2024-25,Devin Booker,28,PHO,2795,Star,Shot Creator,Chaser,0.11,0.23,1.1,-0.23,-0.15,-1.24,78.61,97.08,99.81,70.93,83.77,5.76
232,2025-26,Devin Booker,29,PHO,2146,Starter,Shot Creator,Helper,-0.38,0,0.87,-0.94,-0.43,-0.06,10.27,12.81,8.43,14.27,68.94,47.12
233,2024-25,Cameron Payne,30,NYK,1090,Rotation,Primary Ball Handler,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
234,2015-16,Cameron Payne,21,OKC,698,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
235,2023-24,Cameron Payne,29,MIL/PHI,1304,Rotation,Primary Ball Handler,Chaser,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
236,2019-20,Cameron Payne,25,PHO,183,Key Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
237,2020-21,Cameron Payne,26,PHO,1080,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
238,2021-22,Cameron Payne,27,PHO,1278,Key Rotation,Primary Ball Handler,Low Activity,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
239,2022-23,Cameron Payne,28,PHO,968,Rotation,Primary Ball Handler,Low Activity,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
240,2016-17,Cameron Payne,22,OKC/CHI,462,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
241,2017-18,Cameron Payne,23,CHI,582,Key Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
242,2018-19,Cameron Payne,24,CHI/CLE,712,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
243,2015-16,Myles Turner,19,IND,1367,Key Rotation,Post Scorer,Helper,-0.04,-0.08,0.85,-0.4,0.55,-1.33,55.59,8.3,6.22,57.98,93.13,4.69
244,2016-17,Myles Turner,20,IND,2541,Star,Roll + Cut Big,Anchor Big,-0.07,-0.01,0.88,-0.43,-0.09,0.06,49.48,12.25,86.29,55.34,85.43,54.27
245,2017-18,Myles Turner,21,IND,1836,Star,Roll + Cut Big,Anchor Big,0.09,0.13,0.93,-0.14,0.27,-0.04,77.17,94.78,92.81,76.63,90.71,48.38
246,2018-19,Myles Turner,22,IND,2119,Star,Roll + Cut Big,Mobile Big,0.18,-0.15,0.86,0.04,0.28,-1.16,82.93,5.55,7.29,84.09,90.79,6.68
247,2019-20,Myles Turner,23,IND,1826,Star,Versatile Big,Anchor Big,0.65,0.03,0.91,0.55,1.15,-1.07,92.63,91.03,90.24,93.2,95.95,8
248,2020-21,Myles Turner,24,IND,1455,Star,Stretch Big,Mobile Big,-0.5,-0.01,0.89,-1.11,-0.65,0.87,6.74,12.25,87.87,8.38,49.75,84.41
249,2021-22,Myles Turner,25,IND,1235,Key Rotation,Versatile Big,Mobile Big,0.41,0.39,1.02,0.17,0.79,0.17,89.42,98.71,98.7,87.75,94.62,59.62
250,2022-23,Myles Turner,26,IND,1825,Star,Versatile Big,Anchor Big,1.02,0.32,1.04,0.59,1.58,0,95.31,98.24,99.26,93.73,97.38,50.8
251,2023-24,Myles Turner,27,IND,2077,Star,Stretch Big,Mobile Big,0.2,0.16,1.01,-0.22,0.53,-0.05,83.69,95.7,98.31,71.78,92.99,47.65
252,2024-25,Myles Turner,28,IND,2174,Star,Stretch Big,Mobile Big,0.35,0.04,0.97,-0.05,0.56,0.6,88.22,91.32,96.14,80.72,93.21,76.69
253,2025-26,Myles Turner,29,MIL,1885,Starter,Stretch Big,Mobile Big,-0.99,0,0.87,-1.86,-0.79,1.49,1.35,12.81,8.43,0.69,9.04,93.48
254,2021-22,Trey Lyles,26,DET/SAC,1536,Rotation,Stretch Big,Helper,-0.02,0.37,1.04,-0.25,0.03,0.87,59.91,98.6,99.26,70.02,87.54,84.41
255,2022-23,Trey Lyles,27,SAC,1247,Rotation,Movement Shooter,Low Activity,-0.45,-0.11,0.84,-1.34,-0.7,0.76,8.03,6.88,5.34,4.38,48.36,81.54
256,2023-24,Trey Lyles,28,SAC,1158,Key Rotation,Stationary Shooter,Helper,-0.03,0.06,0.92,-0.5,-0.4,-0.52,58.02,92.22,91.55,48.44,71.75,23.09
257,2024-25,Trey Lyles,29,SAC,1349,Rotation,Movement Shooter,Helper,0.08,0.13,0.97,-0.22,-0.24,0.1,76.25,94.78,96.14,71.78,80.79,56.44
258,2019-20,Trey Lyles,24,SAS,1271,Rotation,Stationary Shooter,Helper,0.04,0,0.87,-0.09,-0.36,0.23,71.5,12.81,8.43,79.21,74.88,62.33
259,2020-21,Trey Lyles,25,SAS,358,Rotation,Movement Shooter,Wing Stopper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
260,2015-16,Trey Lyles,20,UTA,1382,Rotation,Athletic Finisher,Helper,-0.13,0.02,0.88,-0.58,-0.52,-0.39,36.6,90.44,86.29,39.37,61,28.85
261,2016-17,Trey Lyles,21,UTA,1158,Rotation,Movement Shooter,Helper,-0.4,-0.27,0.79,-1.31,-0.62,0.48,9.54,2.82,1.59,4.69,51.2,72.76
262,2017-18,Trey Lyles,22,DEN,1391,Rotation,Versatile Big,Helper,-0.31,0.36,0.98,-0.82,-0.11,0.72,13.7,98.52,96.72,20.72,84.78,80.6
263,2018-19,Trey Lyles,23,DEN,1120,Rotation,Versatile Big,Helper,-0.38,-0.17,0.87,-0.89,-0.1,0.82,10.27,4.71,8.43,16.47,85.05,83.02
264,2021-22,Stanley Johnson,25,LAL,1094,Key Rotation,Stationary Shooter,Wing Stopper,0,0,0.87,-0.23,-0.43,0.47,64.13,12.81,8.43,70.93,68.94,72.44
265,2018-19,Stanley Johnson,22,DET/NOP,1207,Rotation,Movement Shooter,Wing Stopper,0.12,0.05,0.91,0.12,-0.22,-0.5,79.43,91.77,90.24,86.8,81.65,23.81
266,2019-20,Stanley Johnson,23,TOR,150,Garbage Time,Shot Creator,Helper,-0.06,0,0.87,-0.51,-0.56,0.38,51.56,12.81,8.43,47.43,56.89,68.35
267,2020-21,Stanley Johnson,24,TOR,1006,Rotation,Movement Shooter,Wing Stopper,-0.13,0,0.87,-0.64,-0.53,0.07,36.6,12.81,8.43,33.61,59.94,54.96
268,2022-23,Stanley Johnson,26,SAS,469,Rotation,Stationary Shooter,Wing Stopper,0.04,0,0.87,-0.37,-0.41,-0.28,71.5,12.81,8.43,60.35,70.73,34.08
269,2015-16,Stanley Johnson,19,DET,1687,Key Rotation,Shot Creator,Chaser,-0.43,-0.22,0.76,-1.19,-0.68,0.31,8.63,3.62,0.77,6.96,48.71,65.32
270,2016-17,Stanley Johnson,20,DET,1371,Rotation,Secondary Ball Handler,Chaser,-0.19,0,0.87,-0.74,-0.62,-0.1,25.61,12.81,8.43,26.11,51.2,44.72
271,2017-18,Stanley Johnson,21,DET,1894,Key Rotation,Stationary Shooter,Wing Stopper,0.03,-0.09,0.82,-0.14,-0.32,0.33,70.05,7.77,3.43,76.63,77.27,66.02
272,2015-16,Jerian Grant,23,NYK,1265,Rotation,Slasher,Point of Attack,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
273,2018-19,Jerian Grant,26,ORL,939,Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
274,2019-20,Jerian Grant,27,WAS,80,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
275,2016-17,Jerian Grant,24,CHI,1028,Rotation,Shot Creator,Point of Attack,-0.24,0.14,0.93,-0.91,-0.54,-1.56,19.31,95.14,92.81,15.59,58.78,2.65
276,2017-18,Jerian Grant,25,CHI,1686,Key Rotation,Primary Ball Handler,Point of Attack,-0.04,0,0.87,-0.29,-0.44,-0.33,55.59,12.81,8.43,66.96,68.09,31.12
277,2020-21,Bobby Portis,25,MIL,1372,Key Rotation,Post Scorer,Anchor Big,0.14,0.05,0.94,-0.13,0.61,-0.37,81.13,91.77,93.75,77.29,93.58,29.64
278,2021-22,Bobby Portis,26,MIL,2028,Starter,Versatile Big,Mobile Big,-0.25,-0.13,0.9,-0.55,0.18,-1.07,18.39,6.2,89.24,42.55,89.59,8
279,2022-23,Bobby Portis,27,MIL,1819,Star,Versatile Big,Helper,0.62,-0.01,0.96,0.16,1.63,-0.74,92.31,12.25,95.46,87.59,97.53,15.65
280,2023-24,Bobby Portis,28,MIL,2008,Key Rotation,Post Scorer,Helper,1.1,-0.18,0.94,0.56,2.28,-0.94,95.46,4.54,93.75,93.35,98.48,10.11
281,2024-25,Bobby Portis,29,MIL,1244,Key Rotation,Versatile Big,Mobile Big,0.32,-0.54,0.89,-0.32,1.6,-0.78,87.5,0.82,87.87,64.09,97.43,14.11
282,2025-26,Bobby Portis,30,MIL,1619,Key Rotation,Versatile Big,Helper,0.82,0,0.87,0.4,1.83,0.21,94.11,12.81,8.43,91.31,97.99,61.57
283,2019-20,Bobby Portis,24,NYK,1393,Key Rotation,Versatile Big,Anchor Big,-0.07,-0.42,0.83,-0.32,0.71,-0.51,49.48,1.34,4.15,64.09,94.19,23.4
284,2018-19,Bobby Portis,23,CHI/WAS,1298,Starter,Versatile Big,Mobile Big,0.34,-0.24,0.87,0.15,0.73,-0.94,88.06,3.18,8.43,87.31,94.3,10.11
285,2015-16,Bobby Portis,20,CHI,1102,Rotation,Post Scorer,Helper,-0.02,-0.26,0.81,-0.35,0.16,-0.6,59.91,2.99,2.78,61.92,89.34,20.22
286,2016-17,Bobby Portis,21,CHI,1000,Rotation,Athletic Finisher,Helper,-0.14,-0.07,0.86,-0.66,-0.23,-0.24,34.96,8.65,7.29,32.31,81.26,36.44
287,2017-18,Bobby Portis,22,CHI,1642,Key Rotation,Post Scorer,Mobile Big,0.68,0.13,0.92,0.78,0.98,0.43,92.98,94.78,91.55,95.34,95.43,70.39
288,2015-16,Kevon Looney,19,GSW,21,Too Few Games,Low Minute,Helper,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
289,2016-17,Kevon Looney,20,GSW,447,Garbage Time,Roll + Cut Big,Helper,-0.11,0,0.87,-0.75,-0.57,-0.1,40.79,12.81,8.43,25.39,55.79,44.72
290,2017-18,Kevon Looney,21,GSW,910,Rotation,Roll + Cut Big,Helper,-0.01,-0.02,0.87,-0.25,-0.38,-0.37,61.83,11.6,8.43,70.02,73.53,29.64
291,2018-19,Kevon Looney,22,GSW,1481,Key Rotation,Roll + Cut Big,Mobile Big,0,0,0.87,-0.14,-0.38,0.03,64.13,12.81,8.43,76.63,73.53,52.44
292,2019-20,Kevon Looney,23,GSW,262,Garbage Time,Athletic Finisher,Helper,-0.01,0,0.87,-0.26,-0.34,1.28,61.83,12.81,8.43,69.29,76.24,91.09
293,2020-21,Kevon Looney,24,GSW,1161,Rotation,Roll + Cut Big,Anchor Big,0.01,0,0.87,-0.26,-0.35,0.85,66.49,12.81,8.43,69.29,75.44,83.94
294,2021-22,Kevon Looney,25,GSW,1732,Key Rotation,Roll + Cut Big,Anchor Big,-0.16,-0.05,0.86,-0.54,-0.53,0.37,31.12,9.86,7.29,44.25,59.94,68.06
295,2022-23,Kevon Looney,26,GSW,1958,Key Rotation,Roll + Cut Big,Anchor Big,-0.16,0.04,0.92,-0.61,-0.5,1.22,31.12,91.32,91.55,36.09,63.02,90.11
296,2023-24,Kevon Looney,27,GSW,1195,Rotation,Roll + Cut Big,Mobile Big,-0.22,0,0.87,-0.93,-0.54,-0.65,21.42,12.81,8.43,14.74,58.78,18.24
297,2024-25,Kevon Looney,28,GSW,1142,Rotation,Roll + Cut Big,Anchor Big,-0.12,0,0.9,-0.68,-0.42,-0.04,38.61,12.81,89.24,30.58,69.75,48.38
298,2025-26,Kevon Looney,29,NOP,283,Rotation,Athletic Finisher,Mobile Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
299,2015-16,Rashad Vaughn,19,MIL,1001,Rotation,Off Screen Shooter,Low Activity,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
300,2016-17,Rashad Vaughn,20,MIL,459,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
301,2017-18,Rashad Vaughn,21,MIL/BRK/ORL,212,Garbage Time,Stationary Shooter,Low Activity,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
302,2020-21,Christian Wood,25,HOU,1326,Star,Shot Creator,Mobile Big,-0.28,-0.07,0.89,-0.69,-0.01,0.44,15.72,8.65,87.87,29.95,86.88,70.99
303,2021-22,Christian Wood,26,HOU,2094,Starter,Shot Creator,Mobile Big,-0.68,-0.01,0.92,-1.06,-0.41,2.34,3.59,12.25,91.55,9.7,70.73,98.39
304,2023-24,Christian Wood,28,LAL,872,Rotation,Stationary Shooter,Low Activity,-0.55,-0.29,0.81,-1.6,-0.66,0.18,5.51,2.56,2.78,1.89,49.42,60.25
305,2018-19,Christian Wood,23,MIL/NOP,250,Garbage Time,Shot Creator,Anchor Big,-0.51,0,0.87,-1.29,-0.48,0.9,6.46,12.81,8.43,4.91,64.71,85.07
306,2015-16,Christian Wood,20,PHI,145,Garbage Time,Roll + Cut Big,Helper,0.08,0,0.87,-0.16,-0.4,0.55,76.25,12.81,8.43,75.46,71.75,75.12
307,2016-17,Christian Wood,21,CHO,107,Garbage Time,Athletic Finisher,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
308,2022-23,Christian Wood,27,DAL,1738,Key Rotation,Shot Creator,Mobile Big,0.78,0.11,0.98,0.6,1.11,0.73,93.86,94.19,96.72,93.92,95.75,80.79
309,2019-20,Christian Wood,24,DET,1325,Key Rotation,Athletic Finisher,Anchor Big,-0.2,-0.16,0.84,-0.59,-0.26,0.94,24.09,5.06,5.34,38.2,80.16,85.67
310,2017-18,Jordan Mickey,23,MIA,284,Garbage Time,Roll + Cut Big,Anchor Big,-0.01,0,0.87,-0.33,-0.38,-1.16,61.83,12.81,8.43,63.62,73.53,6.68
311,2015-16,Jordan Mickey,21,BOS,57,Garbage Time,Low Minute,Anchor Big,-0.01,0,0.87,-0.45,-0.51,0.3,61.83,12.81,8.43,53.54,62.19,64.94
312,2016-17,Jordan Mickey,22,BOS,141,Garbage Time,Roll + Cut Big,Mobile Big,-0.06,0,0.87,-0.78,-0.6,0.17,51.56,12.81,8.43,23.21,52.79,59.62
