RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Midrange Talent,Midrange Shot Making,Midrange Shot Creation,Midrange Pull Up Talent,Midrange Pull Up Shot Making,Midrange Pull Up Shot Making Efficiency,Stable Long Midrange FG%,Stable Short Midrange FG%,Midrange FGM Per 75,Midrange Pull Up FGM Per 75,Midrange Talent_percentile,Midrange Shot Making_percentile,Midrange Shot Creation_percentile,Midrange Pull Up Talent_percentile,Midrange Pull Up Shot Making_percentile,Midrange Pull Up Shot Making Efficiency_percentile,Stable Long Midrange FG%_percentile,Stable Short Midrange FG%_percentile,Midrange FGM Per 75_percentile,Midrange Pull Up FGM Per 75_percentile,Midrange Shot Making Efficiency,Midrange Pull Up FG%,Midrange Shot Making Efficiency_percentile,Midrange Pull Up FG%_percentile
1342,2017-18,Erik McCree,24,UTA,8,Too Few Games,Low Minute,Chaser,-0.78,0,-1.28,-0.73,0,-0.35,40.28,39.86,,0,18.67,65.88,15.56,23.66,66.52,60.21,43.02,38.37,,0,-0.3,0,61.23,0
1343,2020-21,Amida Brimah,26,IND,29,Too Few Games,Low Minute,Anchor Big,-0.58,-0.03,-0.83,-0.58,-0.04,-0.59,41.43,41.79,,0,39.4,60.19,31.37,41.05,58.99,46.15,71.54,59.18,,0,-0.56,0,45.91,0
1344,2021-22,Craig Sword,28,WAS,19,Too Few Games,Low Minute,Point of Attack,-0.74,0.02,-1.42,-0.69,0.02,-0.28,40.69,42.59,,0,22.26,68.68,11.85,28.35,69.33,63.76,53.8,66.2,,0,-0.25,0,63.91,0
1345,2018-19,Dusty Hannahs,25,MEM,26,Too Few Games,Low Minute,Chaser,-0.4,-0.04,-0.05,-0.44,-0.04,-0.41,40.34,39.51,,0,55.3,58.48,62.22,53.76,58.99,56.89,44.92,35.01,,0,-0.36,0,58.17,0
1346,2019-20,Dusty Hannahs,26,MEM,13,Too Few Games,Low Minute,Point of Attack,-0.16,-0.05,0.41,-0.24,-0.05,-0.39,40.39,39.32,,2.59,69.77,56.77,78.38,66.45,57.52,57.87,46.42,32.96,,97.37,-0.36,33.33,58.17,38.25
1347,2018-19,Billy Garrett,24,NYK,63,Too Few Games,Low Minute,Point of Attack,0.09,0.1,0.55,-0.05,0.04,-0.25,40.46,40.81,3.38,2.82,78.98,75.88,82.55,74.68,71.73,65.4,48.65,48.91,92.91,98.15,-0.1,45.45,71.09,77.22
1348,2017-18,Rodney Purvis,23,ORL,290,Garbage Time,Off Screen Shooter,Low Activity,-0.55,-0.44,-0.38,-0.56,-0.43,-0.98,38.73,40.59,1.95,1.3,42.25,14.01,49.07,43.06,13.31,23.13,23.08,46.65,71.53,85.57,-0.95,34.48,23.57,44.32
1349,2018-19,Tahjere McCall,24,BRK,8,Too Few Games,Low Minute,Point of Attack,-0.61,0.03,-0.68,-0.6,0.03,-0.24,40.34,40.27,,0,35.92,70.1,37.04,38.69,70.71,65.93,44.92,43.37,,0,-0.2,0,66.42,0
1350,2021-22,Paul Watson,27,OKC,156,Garbage Time,Stationary Shooter,Helper,-0.51,0.02,-0.53,-0.51,0.02,-0.31,40.69,43.39,,0.23,46.11,68.68,43.59,47.82,69.33,62.26,53.8,74.37,,48.53,-0.27,100,62.91,97.76
1351,2019-20,Paul Watson,25,ATL/TOR,87,Garbage Time,Low Minute,Helper,-0.51,-0.1,-0.41,-0.52,-0.11,-0.54,40.39,38.03,,0,46.11,48.33,48.18,46.87,46.92,48.98,46.42,24.48,,0,-0.5,0,49.85,0
1352,2020-21,Paul Watson,26,TOR,297,Garbage Time,Movement Shooter,Helper,-0.74,-0.19,-0.82,-0.74,-0.2,-0.95,41.43,40.8,,0,22.26,36.17,31.73,22.61,34.16,24.67,71.54,48.76,,0,-0.89,0,26.92,0
1353,2017-18,Aaron Jackson,31,HOU,34,Too Few Games,Low Minute,Point of Attack,-0.77,-0.19,-0.76,-0.56,0.15,-0.18,40.28,40.06,,0,19.63,36.17,34.03,43.06,78.65,68.83,43.02,41.13,,0,-0.44,0,53.59,0
1354,2018-19,Rawle Alkins,21,CHI,120,Garbage Time,Movement Shooter,Chaser,-0.49,-0.23,-0.1,-0.47,-0.21,-0.81,40.34,39.17,,0,47.87,31.02,60.33,51.44,32.71,32.24,44.92,31.92,,0,-0.81,0,30.88,0
1355,2019-20,Grayson Allen,24,MEM,718,Key Rotation,Movement Shooter,Chaser,0.4,0.54,0.46,0.52,0.58,0.97,41.19,42.01,1.51,0.73,85.71,88.35,79.89,87.75,89.48,94.34,65.25,61,59.85,71.16,0.95,42.86,94.12,69.07
1356,2020-21,Grayson Allen,25,MEM,1259,Starter,Off Screen Shooter,Chaser,-0.54,-0.34,0.01,-0.4,-0.24,-0.66,39.21,41.31,0.86,0.51,42.99,20.47,64.67,56.72,28.99,41.8,27.26,54.03,37.45,63.31,-0.86,40,28.53,58.96
1357,2021-22,Grayson Allen,26,MIL,1805,Starter,Movement Shooter,Chaser,-0.33,0.03,-0.13,-0.24,0.05,0.03,39.97,41.34,0.62,0.34,59.85,70.1,59.17,66.45,72.76,76.48,36.95,54.37,28.93,55.63,-0.01,45.95,74.3,79.06
1358,2022-23,Grayson Allen,27,MIL,1972,Starter,Movement Shooter,Chaser,-0.88,-0.62,-0.14,-0.85,-0.65,-1.78,40.78,40.2,,0.11,11.73,6.85,58.76,13.83,5.8,3.39,56.43,42.59,,38.96,-1.66,22.22,4.79,24.53
1359,2023-24,Grayson Allen,28,PHO,2513,Starter,Movement Shooter,Point of Attack,-0.57,-0.2,-0.2,-0.52,-0.2,-0.45,41.19,42.88,,0.15,40.3,34.96,56.51,46.87,34.16,54.8,65.25,69.62,,42.24,-0.42,45.45,54.52,77.22
1360,2024-25,Grayson Allen,29,PHO,1544,Key Rotation,Movement Shooter,Chaser,-0.73,-0.44,-0.21,-0.68,-0.43,-1.18,41.83,40.46,0.57,0.12,23.41,14.01,56.08,29.5,13.31,15.13,78.5,45.54,27.33,39.68,-1.2,27.78,13.97,30.28
1361,2025-26,Grayson Allen,30,PHO,1455,Starter,Primary Ball Handler,Chaser,-0.37,-0.25,0.22,-0.32,-0.27,-0.74,42.5,40.62,1.22,0.25,57.24,28.55,72.61,61.59,25.51,36.48,88.58,46.91,50.15,49.82,-0.67,37.04,39.56,50.57
1362,2018-19,Grayson Allen,23,UTA,416,Rotation,Secondary Ball Handler,Low Activity,-0.28,-0.26,0.35,-0.25,-0.28,-0.98,40.57,39.91,1.39,0.78,63.17,27.68,76.62,65.74,24.62,23.13,50.8,39.84,56.01,72.65,-0.89,33.33,26.92,38.25
1363,2019-20,Kostas Antetokounmpo,22,LAL,20,Too Few Games,Low Minute,Helper,-1.91,,,-1.65,,,40.68,39.87,,0,0.64,,,0.95,,,52.94,38.8,,0,,0,,0
1364,2020-21,Kostas Antetokounmpo,23,LAL,56,Garbage Time,Low Minute,Helper,-0.59,-0.07,-1.08,-0.63,-0.05,-0.68,41.43,40.26,,0,38.2,53.19,21.7,34.75,57.52,40.43,71.54,43.22,,0,-0.8,0,31.51,0
1365,2018-19,Kostas Antetokounmpo,21,DAL,11,Too Few Games,Low Minute,Mobile Big,-0.52,-0.06,-0.52,-0.56,-0.04,-0.57,40.34,39.51,,0,45.11,54.8,43.85,43.06,58.99,47.3,44.92,35.01,,0,-0.62,0,42.57,0
1366,2023-24,Udoka Azubuike,24,PHO,113,Garbage Time,Athletic Finisher,Anchor Big,-0.8,-0.1,-1.39,-0.75,-0.08,-0.92,42.07,42.64,,0,17.2,48.33,12.69,21.85,51.63,26.12,81.68,67.52,,0,-0.97,0,22.7,0
1367,2020-21,Udoka Azubuike,21,UTA,57,Garbage Time,Low Minute,Anchor Big,-0.74,-0.04,-1.28,-0.68,-0.03,-0.58,41.43,41.79,,0,22.26,58.48,15.56,29.5,60.72,46.76,71.54,59.18,,0,-0.65,0,40.81,0
1368,2021-22,Udoka Azubuike,22,UTA,195,Garbage Time,Athletic Finisher,Anchor Big,-0.7,-0.06,-1.54,-0.75,-0.05,-0.45,40.69,43.12,,0,26.29,54.8,8.97,21.85,57.52,54.8,53.8,71.79,,0,-0.45,0,52.93,0
1369,2022-23,Udoka Azubuike,23,UTA,359,Garbage Time,Roll + Cut Big,Anchor Big,-0.77,-0.09,-1.75,-0.81,-0.16,-0.81,42.24,44.06,,0,19.63,50.1,5.27,16.67,39.11,32.24,85.05,80.8,,0,-0.45,0,52.93,0
1370,2024-25,Marvin Bagley III,25,WAS/MEM,265,Garbage Time,Post Scorer,Anchor Big,-0.42,-0.16,-0.84,-0.29,0.02,-0.13,41.42,42.3,1.34,0.13,53.77,39.74,30.83,63.34,69.33,71.12,71.16,63.8,54.5,40.61,-0.81,25,30.88,26.25
1371,2018-19,Marvin Bagley III,19,SAC,1567,Key Rotation,Shot Creator,Helper,0.63,0.39,0.15,0.7,0.63,0.53,41.05,41.45,3.08,0.59,89.13,85.72,69.89,89.95,90.16,88.4,62.62,55.68,90.62,66.22,0.2,36.62,81.2,49.54
1372,2019-20,Marvin Bagley III,20,SAC,334,Key Rotation,Shot Creator,Mobile Big,-0.44,-0.72,-0.37,-0.55,-0.55,-0.81,41.64,36.65,2.5,0.33,52.22,4.5,49.51,43.91,8.49,32.24,75.16,18.79,83.25,54.81,-0.91,33.33,25.52,38.25
1373,2020-21,Marvin Bagley III,21,SAC,1112,Key Rotation,Post Scorer,Helper,-0.2,-0.21,-0.47,-0.17,-0.04,-0.32,39.74,41.15,2.06,0.13,67.91,33.58,45.86,69.7,58.99,61.68,33.64,52.67,74.19,40.61,-0.53,30.77,47.93,34.59
1374,2023-24,Marvin Bagley III,24,DET/WAS,1053,Rotation,Roll + Cut Big,Anchor Big,-0.5,-0.3,-1.12,-0.62,-0.28,-0.84,39.67,44.57,1.77,0.17,46.89,23.69,20.32,36.21,24.62,30.49,32.83,85.45,67.08,43.98,-0.84,45.45,29.4,77.22
1375,2025-26,Marvin Bagley III,26,WAS/DAL,1193,Key Rotation,Roll + Cut Big,Mobile Big,-0.07,0.39,-1.26,-0.28,0.25,0.65,41.66,45.63,1.41,0.09,73.71,85.72,16.1,64.05,82.42,90.39,75.66,90.92,56.7,36.98,0.76,60,91.58,95.01
1376,2021-22,Marvin Bagley III,22,SAC/DET,1146,Key Rotation,Roll + Cut Big,Mobile Big,-0.24,-0.23,-0.44,-0.25,-0.13,-0.44,39.19,42.47,2.18,0.16,65.71,31.02,46.9,65.74,43.63,55.36,27,65.22,76.76,43.27,-0.56,22.73,45.91,25.13
1377,2022-23,Marvin Bagley III,23,DET,990,Key Rotation,Post Scorer,Anchor Big,0.32,0.31,-0.21,0.08,0.12,-0.17,41.33,45.97,2.9,0.37,84.38,83.71,56.08,78.67,77.21,69.21,69.96,92.39,88.77,57.22,0.08,34.48,77.66,44.32
1378,2022-23,Mo Bamba,24,ORL/LAL,768,Rotation,Stretch Big,Mobile Big,-0.96,-0.29,-1.88,-1.02,-0.33,-1.25,42.09,41.73,0.49,0,7.82,24.85,3.13,6.65,20.15,13.04,83.15,58.5,24.9,0,-1.01,0,20.84,0
1379,2024-25,Mo Bamba,26,LAC/NOP,413,Rotation,Stretch Big,Anchor Big,-0.82,-0.15,-1.94,-0.8,-0.1,-0.55,41.83,43.44,0.83,0,15.71,40.93,2.44,17.45,48.44,48.42,78.5,74.84,36.53,0,-0.67,0,39.56,0
1380,2018-19,Mo Bamba,20,ORL,766,Rotation,Athletic Finisher,Anchor Big,-0.61,-0.26,-1.32,-0.93,-0.42,-1.26,41.25,35.81,1.36,0.15,35.92,27.68,14.46,9.72,13.84,12.67,67.74,16.62,55.02,42.24,-0.71,25,36.71,26.25
1381,2019-20,Mo Bamba,21,ORL,878,Rotation,Stretch Big,Anchor Big,-0.87,-0.25,-1.88,-0.79,-0.03,-0.21,38.61,36.15,0.56,0.21,12.19,28.55,3.13,18.3,60.72,67.31,22.05,17.44,27.01,47.06,-0.98,50,22.19,85.91
1382,2020-21,Mo Bamba,22,ORL,725,Rotation,Stretch Big,Anchor Big,-0.21,0.08,-0.87,-0.37,0.09,0.17,40.23,43.54,1.67,0.46,67.33,74.13,29.9,58.53,75.59,80.87,42.08,75.6,64.65,61.37,0.07,45,77.17,75.92
1383,2021-22,Mo Bamba,23,ORL,1824,Key Rotation,Stretch Big,Anchor Big,-0.92,-0.54,-1.28,-0.84,-0.38,-1.14,38.35,39.09,0.88,0.22,9.7,9.49,15.56,14.56,16.44,16.42,20.35,31.14,38.22,47.78,-1.33,30.56,10.48,34.42
1384,2023-24,Mo Bamba,25,PHI,740,Rotation,Stretch Big,Anchor Big,-1.05,-0.41,-2,-1.06,-0.32,-1.25,40.87,41.77,0.51,0,5.55,15.84,1.71,5.64,20.97,13.04,58.7,58.77,25.59,0,-1.56,0,6.1,0
1385,2018-19,Keita Bates-Diop,23,MIN,503,Rotation,Movement Shooter,Chaser,-0.66,-0.42,-0.36,-0.74,-0.54,-1.38,38.51,38.48,0.8,0.36,30.37,15.22,49.94,22.61,8.72,9.3,21.34,27.14,35.4,56.67,-1.07,22.73,18.61,25.13
1386,2020-21,Keita Bates-Diop,25,SAS,245,Garbage Time,Athletic Finisher,Helper,-0.47,-0.2,-0.23,-0.49,-0.19,-1.01,40.85,38.43,,0.15,49.61,34.96,55.35,49.64,35.35,21.67,58.28,26.78,,42.24,-1.05,16.67,19.33,20.98
1387,2021-22,Keita Bates-Diop,26,SAS,956,Rotation,Athletic Finisher,Wing Stopper,-0.73,-0.38,-1.11,-0.83,-0.43,-1.44,39.44,40.85,0.76,0.15,23.41,17.74,20.7,15.23,13.31,8.16,29.59,49.5,33.82,42.24,-1.18,33.33,14.58,38.25
1388,2022-23,Keita Bates-Diop,27,SAS,1452,Key Rotation,Movement Shooter,Helper,-0.35,-0.14,-0.42,-0.42,-0.19,-0.57,40.78,41.19,,0.27,58.62,42.38,47.88,55.33,35.35,47.3,56.43,53,,51.37,-0.41,36.67,55.13,49.67
1389,2023-24,Keita Bates-Diop,28,PHO/BRK,665,Rotation,Stationary Shooter,Wing Stopper,-0.66,-0.25,-0.57,-0.64,-0.25,-0.94,41.77,43.45,,0.11,30.37,28.55,41.92,33.6,27.85,25.11,77.54,74.97,,38.96,-0.9,40,26.16,58.96
1390,2019-20,Keita Bates-Diop,24,MIN/DEN,744,Rotation,Stationary Shooter,Helper,-0.73,-0.44,-0.62,-0.83,-0.54,-1.53,39.96,35.62,0.38,0.1,23.41,14.01,39.65,15.23,8.72,6.54,36.7,16.3,21.96,38.08,-1.22,18.18,13.38,21.97
1391,2019-20,Brian Bowen II,21,IND,31,Too Few Games,Low Minute,Helper,-0.37,-0.03,-0.3,-0.47,0,-0.16,40.11,40.45,,0,57.24,60.19,52.59,51.44,66.52,69.75,39.83,45.29,,0,-0.34,0,59.17,0
1392,2020-21,Brian Bowen II,22,IND,15,Too Few Games,Low Minute,Helper,-0.6,-0.01,-1.16,-0.6,0,-0.41,40.85,43.15,,0,36.98,63.86,19.07,38.69,66.52,56.89,58.28,72.22,,0,-0.51,0,49.37,0
1393,2024-25,Mikal Bridges,28,NYK,3036,Starter,Movement Shooter,Point of Attack,1.36,1.63,-0.21,1.16,1.45,1.19,45.56,49.9,3.03,1.88,95.18,96.97,56.08,94.09,96.38,96,98.6,98.92,89.99,93.64,1.25,48.11,96.47,83.73
1394,2025-26,Mikal Bridges,29,NYK,2658,Starter,Movement Shooter,Point of Attack,0.5,0.75,-0.24,0.42,0.64,0.66,43.18,46.64,2.15,1.31,87.29,91.13,54.87,86.31,90.34,90.55,93,94.17,76.03,85.74,0.77,47.45,91.73,82.49
1395,2018-19,Mikal Bridges,22,PHO,2417,Key Rotation,Movement Shooter,Wing Stopper,-0.61,-0.09,-0.67,-0.59,-0.09,-0.24,39.79,37.95,0.39,0.21,35.92,50.1,37.54,39.64,50.01,65.93,34.63,24.12,22.29,47.06,-0.23,34.15,65,43.66
1396,2019-20,Mikal Bridges,23,PHO,2042,Starter,Movement Shooter,Wing Stopper,-0.73,-0.22,-1.17,-0.88,-0.35,-0.94,41.08,36.3,0.54,0.31,23.41,32.27,18.73,12.19,18.47,25.11,63.08,17.77,26.5,53.74,-0.62,40,42.57,58.96
1397,2020-21,Mikal Bridges,24,PHO,2348,Star,Stationary Shooter,Point of Attack,-0.18,0.26,-0.79,-0.21,0.23,0.34,41.96,46.23,1.13,0.62,68.82,82.45,32.91,67.65,81.51,85.43,80.62,93.26,47.09,67.25,0.38,49.37,85.53,85.58
1398,2021-22,Mikal Bridges,25,PHO,2854,Star,Stationary Shooter,Point of Attack,0.41,0.84,-0.77,0.62,1.19,1.57,37.05,52.64,2.06,1.14,85.88,92.06,33.74,88.83,94.99,98.08,16.23,99.68,74.19,82.11,0.98,50,94.47,85.91
1399,2022-23,Mikal Bridges,26,PHO/BRK,2963,Star,Movement Shooter,Point of Attack,1.09,1.02,0.44,1.26,1.25,0.71,41.97,45.46,3.23,2.43,93.48,93.72,79.34,94.72,95.35,91.32,80.69,90.18,91.87,96.78,0.52,47.2,88.12,81.92
1400,2023-24,Mikal Bridges,27,BRK,2854,Starter,Secondary Ball Handler,Point of Attack,0.15,0.02,0.63,0.13,-0.07,-0.51,38.82,43.58,2.38,1.57,80.62,68.68,84.8,80.16,53.66,51.2,23.73,75.92,81.22,89.75,-0.38,40.54,57.08,62.17
1401,2018-19,Miles Bridges,20,CHO,1696,Key Rotation,Movement Shooter,Helper,-0.63,-0.34,-0.31,-0.71,-0.5,-1.28,38.32,37.49,0.56,0.13,33.53,20.47,52.12,26.05,9.99,12.06,20.17,22.01,27.01,40.61,-0.89,17.65,26.92,21.89
1402,2019-20,Miles Bridges,21,CHO,1995,Starter,Movement Shooter,Helper,-0.16,-0.24,0.2,-0.09,-0.19,-0.39,42.38,32.73,1.05,0.23,69.77,29.76,71.93,73.31,35.35,57.87,87.4,14.32,44.4,48.53,-0.45,26.09,52.93,28.56
1403,2020-21,Miles Bridges,22,CHO,1932,Starter,Movement Shooter,Wing Stopper,-0.67,-0.4,-0.52,-0.63,-0.39,-0.94,38.78,38.57,0.57,0.1,29.38,16.44,43.85,34.75,15.78,25.11,23.46,27.81,27.33,38.08,-0.91,21.74,25.52,24.37
1404,2021-22,Miles Bridges,23,CHO,2837,Starter,Shot Creator,Wing Stopper,0.69,0.84,0.26,0.7,0.82,0.67,39.54,40.81,1.23,0.33,89.91,92.06,74.06,89.95,92.15,90.69,30.87,48.91,50.43,54.81,0.77,32.91,91.73,38.08
1405,2023-24,Miles Bridges,25,CHO,2581,Starter,Shot Creator,Wing Stopper,0.64,0.63,0.55,0.64,0.6,0.13,39.19,40.14,1.87,0.79,89.22,89.78,82.55,89.1,89.76,79.59,27,42.23,69.86,73.03,0.2,34.59,81.2,44.64
1406,2024-25,Miles Bridges,26,CHO,2029,Starter,Shot Creator,Wing Stopper,0.71,0.43,1.03,0.6,0.24,-0.16,38.74,39.31,2.07,0.47,90.13,86.48,93.24,88.66,82,69.75,23.14,32.89,74.4,61.88,0.09,27.66,77.88,30.2
1407,2025-26,Miles Bridges,27,CHO,2340,Starter,Shot Creator,Wing Stopper,0.81,0.8,0.68,0.89,0.84,0.7,39.59,46.73,2.05,0.22,91.1,91.68,86.1,91.88,92.38,91.05,31.68,94.4,73.94,47.78,0.69,33.33,90.89,38.25
1408,2024-25,Bruce Brown,28,TOR/NOP,921,Key Rotation,Athletic Finisher,Chaser,-0.95,-1.18,-0.18,-0.91,-1.13,-2.26,39.23,38.97,1.67,0.84,8.46,0.78,57.18,10.56,0.94,0.82,27.48,30.4,64.65,74.52,-2.11,35,1.18,45.38
1409,2023-24,Bruce Brown,27,IND/TOR,1865,Key Rotation,Secondary Ball Handler,Chaser,-0.12,-0.06,0.08,-0.25,-0.27,-0.74,42.8,41.17,1.9,0.75,71.46,54.8,67.23,65.74,25.51,36.48,90.82,52.78,70.51,71.61,-0.38,39.39,57.08,57.7
1410,2020-21,Bruce Brown,24,BRK,1451,Key Rotation,Athletic Finisher,Point of Attack,-0.06,0.36,-1.38,-0.58,-0.02,-0.12,40.98,45.23,1.49,0.23,74.1,85.06,12.9,41.05,62.9,71.59,60.97,89.21,59.21,48.53,0.56,37.5,88.83,51.61
1411,2021-22,Bruce Brown,25,BRK,1774,Key Rotation,Athletic Finisher,Point of Attack,-1.14,-1.01,-1.33,-0.72,-0.35,-0.92,38.28,39.65,1.33,0.15,4.06,1.54,14.14,24.98,18.47,26.12,19.96,36.3,54.06,42.24,-1.92,24.14,2.23,26.04
1412,2022-23,Bruce Brown,26,DEN,2280,Key Rotation,Primary Ball Handler,Chaser,-0.4,-0.32,-0.02,-0.32,-0.25,-0.66,38.53,38.93,1.25,0.59,55.3,21.89,63.29,61.59,27.85,41.8,21.5,30.01,51.33,66.22,-0.75,37.5,34.55,51.61
1413,2025-26,Bruce Brown,29,DEN,1944,Key Rotation,Stationary Shooter,Point of Attack,-0.84,-0.74,-0.36,-0.77,-0.66,-1.62,39.07,35.81,0.87,0.25,14.34,4.15,49.94,19.89,5.57,4.88,25.83,16.62,37.85,49.82,-1.69,27.66,4.37,30.2
1414,2018-19,Bruce Brown,22,DET,1449,Rotation,Athletic Finisher,Point of Attack,-0.66,-0.3,-0.43,-0.67,-0.37,-1.09,39.64,35.63,0.49,0.13,30.37,23.69,47.26,30.45,17.21,18.26,32.36,16.33,24.9,40.61,-0.86,38.46,28.53,54.56
1415,2019-20,Bruce Brown,23,DET,1634,Starter,Primary Ball Handler,Point of Attack,-0.5,-0.53,0.25,-0.41,-0.49,-0.9,39.42,38.23,1.13,0.09,46.89,9.87,73.63,55.94,10.33,27.38,29.26,25.71,47.09,36.98,-0.95,17.39,23.57,21.85
1416,2022-23,Troy Brown Jr.,23,LAL,1860,Key Rotation,Stationary Shooter,Chaser,-0.79,-0.38,-0.75,-0.7,-0.32,-0.85,41.4,39.43,0.48,0.23,17.98,17.74,34.45,27.05,20.97,29.9,70.96,34.14,24.56,48.53,-0.99,34.29,21.7,43.92
1417,2018-19,Troy Brown Jr.,19,WAS,730,Rotation,Athletic Finisher,Chaser,-0.37,-0.39,0.09,-0.3,-0.35,-0.94,39.7,34.9,1.32,0.73,57.24,17.12,67.75,62.86,18.47,25.11,33.13,15.36,53.67,71.16,-1.02,33.33,20.4,38.25
1418,2019-20,Troy Brown Jr.,20,WAS,1782,Starter,Secondary Ball Handler,Chaser,-0.12,-0.26,0.18,-0.31,-0.48,-0.77,38.47,36.05,1.66,1.05,71.46,27.68,71.28,62.19,10.83,34.63,21.17,17.17,64.28,79.86,-0.48,35.81,51.08,47.42
1419,2020-21,Troy Brown Jr.,21,WAS/CHI,523,Garbage Time,Stationary Shooter,Chaser,-0.41,-0.08,-0.6,-0.41,-0.07,-0.36,39.88,43.34,1.13,0.77,54.42,51.62,40.58,55.94,53.66,59.72,35.99,73.96,47.09,72.21,-0.38,45.83,57.08,78.68
1420,2021-22,Troy Brown Jr.,22,CHI,1055,Rotation,Stationary Shooter,Helper,-0.63,-0.24,-0.67,-0.61,-0.24,-0.84,40.5,41.44,0.52,0.21,33.53,29.76,37.54,37.39,28.99,30.49,49.37,55.6,25.92,47.06,-0.88,31.58,27.56,36.07
1421,2023-24,Troy Brown Jr.,24,MIN/DET,827,Rotation,Movement Shooter,Helper,-0.62,-0.3,-0.31,-0.59,-0.3,-1.02,42.98,40.81,0.75,0.49,34.8,23.69,52.12,39.64,22.8,21.11,91.99,48.91,33.47,62.53,-0.96,40.74,23.08,62.73
1422,2022-23,Jalen Brunson,26,NYK,2379,Star,Shot Creator,Chaser,3.02,2.6,2.09,3.3,2.84,1.2,46.26,48.12,4.97,2.79,99.09,98.77,99.9,99.32,99.04,96.09,99.15,97.35,98.61,98.08,1.23,48.24,96.33,83.89
1423,2023-24,Jalen Brunson,27,NYK,2726,Star,Shot Creator,Low Activity,3.98,3.66,2.39,4.29,4,1.6,43.09,50,5.69,3.45,99.75,99.64,99.97,99.86,99.77,98.22,92.61,98.99,99.56,99.19,1.61,49.12,98.25,85.26
1424,2024-25,Jalen Brunson,28,NYK,2301,Star,Shot Creator,Low Activity,3.01,2.69,1.95,3.33,3,1.42,42.34,50.99,4.67,2.71,99.07,98.88,99.67,99.39,99.16,97.55,86.87,99.32,97.99,97.85,1.39,49.41,97.41,85.65
1425,2025-26,Jalen Brunson,29,NYK,2558,Star,Shot Creator,Low Activity,3.4,2.97,2.12,3.72,3.3,1.41,47.58,46.68,5.12,2.68,99.44,99.22,99.91,99.59,99.44,97.48,99.62,94.23,98.89,97.73,1.37,51.25,97.27,91.29
1426,2018-19,Jalen Brunson,22,DAL,1591,Key Rotation,Primary Ball Handler,Point of Attack,0.41,0.26,0.88,0.49,0.24,0.18,40.22,44.16,2.44,1.25,85.88,82.45,90.97,87.15,82,81.01,41.97,81.68,82.42,84.54,0.27,40.91,82.97,63.12
1427,2019-20,Jalen Brunson,23,DAL,1022,Rotation,Primary Ball Handler,Point of Attack,1.01,0.62,1.17,1.02,0.53,0.66,41.44,44.32,3.02,1.94,92.87,89.61,95.28,93.2,88.54,90.55,72.51,83.15,89.9,94.09,0.86,45.76,92.94,78.55
1428,2020-21,Jalen Brunson,24,DAL,1697,Key Rotation,Primary Ball Handler,Point of Attack,1.14,1.07,0.91,1.3,1.16,1.32,44.35,47.17,2.9,1.73,93.84,94.05,91.53,94.91,94.81,96.78,96.78,95.76,88.77,91.81,1.33,50.97,97.08,91.18
1429,2021-22,Jalen Brunson,25,DAL,2524,Starter,Shot Creator,Chaser,2.55,2.39,1.47,2.87,2.68,1.82,44.54,49.23,4.21,2.45,98.54,98.48,97.92,98.95,98.88,98.9,97.15,98.5,97.01,96.86,1.78,48.49,98.81,84.31
1430,2018-19,Jevon Carter,23,MEM,577,Rotation,Secondary Ball Handler,Point of Attack,-0.64,-0.59,0.21,-0.52,-0.52,-1.44,36.89,38.18,0.92,0.72,32.48,7.71,72.28,46.87,9.35,8.16,15.85,25.39,39.7,70.83,-1.6,25.58,5.36,28.33
1431,2021-22,Jevon Carter,26,BRK/MIL,905,Rotation,Secondary Ball Handler,Point of Attack,-0.36,-0.09,-0.03,-0.31,-0.1,-0.38,39.55,42.98,1.05,0.97,57.82,50.1,62.89,62.19,48.44,58.73,30.98,70.47,44.4,78.06,-0.37,42.86,57.5,69.07
1432,2022-23,Jevon Carter,27,MIL,1812,Key Rotation,Primary Ball Handler,Point of Attack,-0.38,-0.22,0.04,-0.26,-0.13,-0.36,43.26,39.58,1.35,1.19,56.74,32.27,65.71,65.35,43.63,59.72,93.41,35.72,54.76,83.2,-0.56,44.03,45.91,73.07
1433,2019-20,Jevon Carter,24,PHO,945,Rotation,Secondary Ball Handler,Point of Attack,-0.37,-0.09,0.06,-0.31,-0.08,-0.36,40.91,37.07,0.73,0.65,57.24,50.1,66.45,62.19,51.63,59.72,59.23,20.38,32.64,68.45,-0.41,42.5,55.13,68.27
1434,2020-21,Jevon Carter,25,PHO,717,Rotation,Movement Shooter,Point of Attack,-0.27,0.08,-0.39,-0.26,0.07,0.29,43.36,43.9,1.45,1.14,63.79,74.13,48.85,65.35,74.33,84.1,93.8,79.13,57.94,82.11,0.35,52.38,84.8,92.19
1435,2023-24,Jevon Carter,28,CHI,1004,Rotation,Movement Shooter,Chaser,-0.27,-0.13,0.01,-0.27,-0.14,-0.44,45.46,43.66,2.01,1.6,63.79,43.56,64.67,64.68,42.02,55.36,98.39,76.54,72.94,90.28,-0.31,47.25,60.73,82.01
1436,2024-25,Jevon Carter,29,CHI,321,Garbage Time,Movement Shooter,Point of Attack,-0.36,-0.11,-0.04,-0.32,-0.1,-0.56,41.94,44,1.28,0.85,57.82,46.39,62.53,61.59,48.44,47.86,79.87,80.04,52.33,74.84,-0.55,53.33,46.5,92.81
