RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Transition Shot Creation,Avg Speed Offense,Avg Speed Defense,Movement Speed Rating,Offensive Transition Frequency Impact,Transition Frequency Impact,Perimeter Isolation Defense,Stable And 1s Per 75,Post Defense,Screen Assists Per 75 Possessions,Transition Shot Creation_percentile,Avg Speed Offense_percentile,Avg Speed Defense_percentile,Movement Speed Rating_percentile,Offensive Transition Frequency Impact_percentile,Transition Frequency Impact_percentile,Perimeter Isolation Defense_percentile,Stable And 1s Per 75_percentile,Post Defense_percentile,Screen Assists Per 75 Possessions_percentile,Finishing Talent,Screening Talent,Usage Rate,True Usage,Stable True Usage%,Defensive Playmaking,Finishing Talent_percentile,Screening Talent_percentile,Usage Rate_percentile,True Usage_percentile,Stable True Usage%_percentile,Defensive Playmaking_percentile
78,2015-16,Ronnie Price,32,PHO,1211,Rotation,Primary Ball Handler,Point of Attack,-0.22,4.74,4.25,0.07,0.3,0.59,0.21,0.12,-1.48,0,63.74,72.92,89.87,59.3,79.43,88.69,74.24,16.25,2.43,0,-1.02,1.05,13.7,31.21,31.48,2.88,10.17,91.59,18.36,68.55,64.35,51.54
79,2016-17,Ronnie Price,33,PHO,134,Garbage Time,Shot Creator,Chaser,-0.96,4.81,4.17,0.35,0.05,-0.08,-0.43,0.24,-0.58,0.54,29.17,80.35,82.22,89.97,60.34,36.57,48.65,36.28,35.43,64.87,-1.02,0.58,9,25.81,26.37,4.41,10.17,82.85,2,50.22,41.38,94.16
80,2016-17,Jose Calderon,35,LAL/ATL,539,Garbage Time,Primary Ball Handler,Point of Attack,-1.12,4.74,3.99,0.07,-0.31,-0.78,0.95,0.17,-0.98,0.35,20.32,72.92,54.67,59.3,21.7,6.28,89.33,22.04,13.91,54.2,-0.76,0.32,14.4,34.41,34.49,2.74,25.96,74.51,23.1,77.43,74.68,45.81
81,2015-16,Jose Calderon,34,NYK,2024,Starter,Primary Ball Handler,Point of Attack,-1.11,4.67,3.82,0,-1.28,-1.61,1.71,0.11,-1.67,0,20.82,63.79,24.06,48.05,0.15,0.26,96.3,15.56,1.23,0,-0.95,0.82,12.6,32.89,33.15,1.8,13.15,88.21,11.75,73.2,70.09,19.35
82,2017-18,Jose Calderon,36,CLE,914,Rotation,Primary Ball Handler,Point of Attack,-0.64,4.64,4.2,-0.03,-0.49,-0.67,0.37,0.12,-1.11,0.95,46.52,59.43,85.37,43.35,11.63,8.78,78.57,16.25,9.52,74.61,-0.53,1.87,11.6,26.31,26.86,2.84,43.45,98.02,7.46,52.18,43.69,49.86
83,2018-19,Jose Calderon,37,DET,632,Rotation,Primary Ball Handler,Low Activity,-1.68,4.86,3.92,0.19,-0.15,-0.37,-1.21,0.16,-0.95,0.23,1.63,84.61,40.93,75.04,34.11,19.06,11.16,20.65,15.04,45.97,-0.86,-1.18,10.9,30.79,31.34,2.49,18.23,10.1,5.28,67.39,63.79,36.23
84,2016-17,Alan Anderson,34,LAC,308,Garbage Time,Movement Shooter,Chaser,-0.8,3.99,4.25,-0.65,-0.58,-0.5,-0.64,0.3,-0.69,0.12,37.91,3.02,89.87,1.46,8.35,14.04,36.92,51.93,28.44,39.13,-0.53,-0.56,13.7,19.35,20.33,2.03,43.45,30.55,18.36,23.92,10.83,23.75
85,2015-16,Alan Anderson,33,WAS,192,Garbage Time,Movement Shooter,Wing Stopper,-0.66,4.38,3.9,-0.26,0.27,0.47,-0.16,0.42,-0.27,0,45.35,24.73,37.29,15.21,77.99,85.02,61.94,80.3,55.55,0,-0.75,0.75,15.4,22.32,23.21,1.59,26.79,86.74,30.33,35.24,24.61,16.75
86,2015-16,Chuck Hayes,32,HOU,24,Too Few Games,Low Minute,Anchor Big,,4.73,3.87,0.19,0.06,0.01,-1.28,0.3,-0.31,0,,71.77,32.27,75.04,61.69,59.84,9.26,51.93,53.31,0,-0.92,0.31,10.5,15.45,23.39,1.95,14.64,74.08,4.32,16.96,25.52,22.14
87,2016-17,John Lucas III,34,MIN,11,Too Few Games,Low Minute,Point of Attack,,4.01,3.84,-0.53,0.02,0.05,-0.88,0.34,,0,,3.51,27.1,3.02,55.85,63.82,24.18,63.4,,0,-0.73,-0.29,16.1,30.43,31.95,3.81,28.42,43.82,35.93,66.23,66.11,85.12
88,2015-16,Tim Duncan,39,SAS,1537,Starter,Post Scorer,Anchor Big,-1.01,3.96,3.71,-0.39,-0.3,-0.15,-1.06,0.49,2.37,0.13,26.6,2.57,12.15,7.43,22.46,31.19,16.36,88.26,99.03,39.74,0.58,0.12,17.6,29.29,29.43,3.24,87.76,66.5,48.78,62.66,56.08,68.36
89,2024-25,Jahlil Okafor,29,IND,3,Too Few Games,Low Minute,Helper,,3.7,5.53,-0.84,0,0.04,-0.48,0.34,,0,,0.72,99.81,0.62,52.72,62.95,46,63.4,,0,-2.05,0.42,0,12.5,27.27,3.37,0.41,78.23,0,15.39,45.77,73.54
90,2018-19,Jahlil Okafor,23,NOP,935,Rotation,Post Scorer,Anchor Big,-0.6,4.61,3.99,0.26,-0.35,-0.71,-0.15,0.63,2.15,3.28,48.46,55.56,54.67,82.66,19.37,7.77,62.45,95.04,98.46,87.42,1.12,1.06,19.9,27.6,27.7,2.7,93.79,91.73,65.39,56.86,48.1,44.14
91,2019-20,Jahlil Okafor,24,NOP,467,Rotation,Post Scorer,Anchor Big,-0.46,4.57,3.86,0.22,-0.23,0.09,-0.14,0.56,0.95,4.07,54.47,49.97,30.57,78.48,27.61,67.09,62.89,92.48,91.09,90.7,1.05,1.34,19.9,31.55,31.19,3.02,93.26,95.15,65.39,69.57,63.25,58.26
92,2015-16,Jahlil Okafor,20,PHI,1591,Starter,Post Scorer,Helper,-0.43,4.21,4,-0.14,-0.77,-1.85,-1.23,0.63,0.27,0.1,55.76,11.17,56.62,27.86,3.93,0.07,10.57,95.04,78.29,38.21,3.21,-1.53,27.3,36.47,36.49,2.09,99.48,4.84,92.11,81.69,79.42,25.12
93,2016-17,Jahlil Okafor,21,PHI,1134,Key Rotation,Post Scorer,Anchor Big,-0.76,4.33,4.03,-0.02,-0.94,-1.34,-1.38,0.54,0.32,2.05,40.02,19.35,62.01,44.95,1.51,0.88,6.78,91.45,79.74,82.42,1.47,-0.81,24.1,34.3,34.39,3,95.73,20.21,84.58,77.01,74.36,57.02
94,2017-18,Jahlil Okafor,22,PHI/BRK,353,Rotation,Post Scorer,Anchor Big,-0.7,4.51,3.93,0.16,-0.71,-0.9,-0.33,0.45,2.19,3.26,43.37,40.53,43.39,71.7,4.94,4.41,53.85,84.32,98.52,87.26,0.17,1.12,21,28.95,29.16,2.86,78.54,92.67,71.56,61.27,54.62,50.51
95,2020-21,Jahlil Okafor,25,DET,347,Rotation,Post Scorer,Anchor Big,-0.9,4.25,4,-0.1,0.13,-0.17,-0.44,0.28,0.45,4.3,32.34,13.52,56.62,33.16,67.82,29.82,48.22,46.45,82.81,91.61,0.17,0.66,16.8,24.18,24.33,2.16,78.54,84.66,41.93,43.17,30.69,26.84
96,2017-18,Emmanuel Mudiay,21,DEN/NYK,1244,Rotation,Slasher,Point of Attack,1.02,5.07,4,0.27,0.36,0.29,0.04,0.4,-0.53,0.32,92.94,95.84,56.62,83.89,82.77,78.89,69.26,77.3,38.73,52.21,-0.27,0.05,24.4,42.81,42.92,2.86,60.43,62.94,85.36,90.63,90.72,50.51
97,2018-19,Emmanuel Mudiay,22,NYK,1607,Starter,Slasher,Point of Attack,1.78,4.98,3.9,0.18,0.14,0.19,1.08,0.3,0.21,0.32,98.4,92.38,37.29,74.06,68.88,73.87,91.1,51.93,76.67,52.21,-0.09,-0.95,25.6,45.07,45.89,2.6,69.19,15.96,88.59,92.99,93.82,40.16
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,,4.67,3.82,0.13,-0.06,-0.05,-0.88,0.34,,0,,63.79,24.06,67.93,44.18,39.09,24.18,63.4,,0,-2,-0.04,18.6,42.43,36.86,3.22,1.9,57.54,56.45,90.31,80.25,67.62
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,0.98,4.89,3.91,0.09,0.25,0.26,-1.5,0.25,0.16,0.51,92.57,86.96,38.92,62.17,76.86,77.47,4.38,38.83,74.85,63.47,-0.25,-0.89,22.6,38.8,38.15,2.65,61.53,17.55,78.54,85.51,83.01,42.08
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,1.53,4.98,3.87,0.18,1.18,0.51,0.09,0.31,-1.51,0,97.2,92.38,32.27,74.06,97.82,86.26,70.71,54.78,2.14,0,-0.9,0.73,25.7,48.33,48.34,1.89,15.79,86.31,88.78,95.82,95.99,21.11
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,0.94,4.92,3.89,0.25,0.73,0.24,0.8,0.3,-1.03,0.26,91.99,89.11,35.68,81.63,93.5,76.62,87.43,51.93,11.84,47.94,-0.15,-0.13,22.6,39.84,40.41,2.5,66.44,52.95,78.54,86.91,87.29,36.59
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,0.33,4.87,4.02,0.2,1.04,0.81,-0.07,0.09,-0.34,0.14,80.76,85.32,60.36,76.33,97.05,93.17,65.54,14.63,51.54,40.17,-0.53,-0.09,17.2,38.6,38.95,3.24,43.45,55,45.18,85.32,84.8,68.36
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-0.32,4.86,4.02,0.19,0.42,0.31,-1.44,0.14,-0.44,0.24,59.84,84.61,60.36,75.04,85.51,79.6,5.47,17.92,44.86,46.62,-0.45,-1.13,16.6,38.88,38.9,3.69,48.97,11.24,40.03,85.64,84.72,82.5
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,0.1,4.62,3.94,-0.05,0.28,0.57,-1.05,0.16,-0.21,0.33,74.77,56.78,45.28,40.17,78.45,88.11,16.65,20.65,59.33,52.78,-0.52,0.22,16.6,39,38.94,3.02,44.13,70.63,40.03,85.86,84.75,58.26
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.01,4.7,3.93,0.03,-0.09,-0.3,-1.03,0.17,-1.24,0.24,71.38,67.58,43.39,53.1,40.36,22.62,17.49,22.04,6.26,46.62,-0.54,-0.21,17.7,39.62,39.46,3.07,42.76,48.27,49.61,86.68,85.77,60.69
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.5,4.78,4.24,0.11,0.32,-0.15,0.22,0.25,-1.1,0,52.84,77.61,89,65.14,80.65,31.19,74.56,38.83,9.64,0,-0.54,0.68,16.1,39.13,38.75,2.41,42.76,85.19,35.93,86.06,84.5,33.8
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,0.12,4.62,4.09,-0.01,0.29,0.38,-0.5,0.21,-1.1,0.39,75.35,56.78,71.41,46.28,78.89,82.21,44.62,29.21,9.64,56.59,-0.66,-0.06,13.6,34.28,34.26,4.65,34.06,56.52,17.72,76.96,73.88,95.82
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,0.78,4.71,4.27,0.04,0.41,0.63,-0.39,0.28,0.21,0.26,89.8,69.32,91.12,54.52,84.92,89.65,51.01,46.45,76.67,47.94,-0.4,-0.04,12.7,29.85,30.18,4.96,52.62,57.54,12.29,64.28,58.95,97.57
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,0.83,4.64,3.9,-0.03,0.12,-0.09,0.53,0.16,-1.04,0.07,90.46,59.43,37.29,43.35,67.04,35.75,82.18,20.65,11.48,37.11,-0.49,-1.01,14.1,36.45,36.82,3.77,45.99,14.23,21.14,81.61,80.18,84.16
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,979,Rotation,Primary Ball Handler,Point of Attack,-1.07,4.62,4.11,-0.05,-0.19,-0.47,-0.96,0.12,-0.62,0,23.1,56.78,74.49,40.17,30.64,15.11,20.49,16.25,32.52,0,-1.1,-0.71,10.7,25.38,25.75,1.78,7.57,23.61,4.86,48.26,37.91,18.94
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-1.12,4.59,4,-0.08,-0.62,-0.98,-0.16,0.09,-0.18,0.49,20.32,52.57,56.62,36.16,7.11,3.31,61.94,14.63,61.24,62.56,-0.88,0.31,16.2,35.43,33.15,2.76,16.96,74.08,36.66,79.58,70.09,46.54
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,-0.16,4.82,3.95,0.15,0.83,0.18,0.79,0.14,-1.22,0.34,66.26,81.38,47.26,70.4,95.16,73.22,87.17,17.92,6.66,53.49,-0.61,-1.46,16.3,39.34,39.32,3.04,37.32,5.48,37.51,86.29,85.44,59.18
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-1.12,4.66,4.02,0.12,-0.04,-0.05,-0.66,0.29,-0.37,0,20.32,62.34,60.36,66.7,46.74,39.09,35.79,49.24,49.82,0,-0.57,0.03,13.3,17.57,23.47,2.37,40.1,61.71,15.83,19.73,26.05,32.61
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-0.42,4.69,3.85,0.05,0.47,0.78,-1.01,0.32,-0.72,0.08,56.22,66.5,28.89,56.19,87.07,92.75,18.35,58,26.74,37.51,-0.08,-0.64,17.2,24.86,25.35,3.68,69.58,26.6,45.18,46.07,35.68,82.26
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-1.42,4.39,3.84,-0.25,-0.15,-0.12,-0.52,0.47,0.16,0.23,7.02,25.71,27.1,16.08,34.11,33.25,43.36,86.39,74.85,45.97,-0.64,-0.82,15.1,25.06,25.22,3.19,35.41,19.8,28.32,46.88,35.07,66.39
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,-0.7,4.68,3.97,0.04,-0.49,-0.26,-0.67,0.32,-0.56,0.31,43.37,65.11,50.92,54.52,11.63,24.74,35.06,58,36.75,51.53,0.21,-0.14,20.9,30.04,30.39,3.4,79.82,52.21,70.94,64.99,59.77,74.77
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.86,4.64,3.97,0,-0.35,-0.92,-0.92,0.31,-0.18,0.36,34.65,59.43,50.92,48.05,19.37,4.09,22.29,54.78,61.24,54.77,-0.43,0.04,19.3,27.73,27.89,2.84,50.34,62.31,61.14,57.4,49,49.86
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-1.39,4.42,3.7,-0.13,0.09,0.06,-0.41,0.43,-0.3,0.97,8.01,29.14,11.55,29.17,64.6,64.66,49.89,81.71,53.84,74.87,-0.75,-0.69,17.1,22.31,22.75,3.26,26.79,24.69,44.33,35.17,22.17,69.15
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,0.01,4.82,4,0.18,-0.39,-0.29,0.05,0.23,-0.77,0,71.9,81.38,56.62,74.06,16.86,23.05,69.63,33.81,23.99,0,-0.35,-0.1,15.8,22.76,23.41,2.61,55.75,54.54,33.55,36.76,25.58,40.52
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-0.92,4.51,4.23,-0.13,-0.14,-0.65,0.04,0.2,-0.54,0,31.33,40.53,88.31,29.17,34.99,9.28,69.26,27.26,37.98,0,-1.27,-0.57,11,16.68,17.85,1.52,4.71,29.97,5.57,18.44,4.1,16.2
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,,4.57,2.47,0.03,-0.03,-0.02,-1.72,0.34,,0,,49.97,0.25,53.1,48.26,42.04,1.99,63.4,,0,-2.04,,11.1,22.22,30.45,3.15,0.74,,5.86,34.74,59.97,64.63
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.51,4.7,4.09,0.06,0.01,-0.16,-1.05,0.24,-0.48,0.24,52.45,67.58,71.41,57.63,54.19,30.5,16.65,36.28,41.78,46.62,-0.63,-0.41,15.6,22.8,24.07,3.14,36.07,37.55,31.77,36.98,29.35,64.14
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-0.76,4.67,3.99,0.32,0.46,0.37,-0.57,0.25,-0.38,0,40.02,63.79,54.67,87.99,86.78,81.92,40.42,38.83,48.96,0,-0.27,0.62,14.5,20.6,21.78,2.18,60.43,83.8,23.92,27.91,16.86,27.32
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,-0.9,4.48,3.83,0.01,0.33,0.64,-0.97,1,-0.24,3.68,32.34,36.46,25.62,49.74,81.11,89.92,20.05,99.61,57.6,88.88,0.79,0.02,17.6,25.46,25.54,2.9,90.52,61.13,48.78,48.58,36.71,52.32
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,-0.11,4.49,3.87,0.14,1.35,1.48,-0.55,0.98,0.2,3.22,67.87,37.96,32.27,69.2,98.75,98.54,41.44,99.45,76.28,87.13,1.76,-0.8,23.8,31.45,31.41,3.32,96.92,20.6,83.41,69.28,64.13,71.53
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,0.03,4.21,3.64,-0.14,0.17,0.56,-0.59,1.05,1.26,4.34,72.5,11.17,7.85,27.86,71.19,87.78,39.41,99.71,93.94,91.79,2.45,0.1,23.5,31.75,31.72,3.65,98.73,65.45,82.09,70.2,65.2,81.72
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,0.22,4.08,3.5,-0.38,0.08,0.49,0.1,1.28,1.53,4.04,78.03,5.38,2.88,7.93,63.57,85.71,71.06,99.93,95.68,90.59,2.23,-0.17,25.7,33.88,33.53,2.73,98.34,50.49,88.78,75.75,71.63,45.26
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,-1.01,3.96,3.84,-0.39,-0.11,-0.18,-0.28,0.88,-0.02,3.9,26.6,2.57,27.1,7.43,38.07,29.24,56.41,99.03,68.36,89.95,2.27,0.63,21.7,28.94,28.65,3.08,98.44,84.03,74.56,61.19,52.3,61.2
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-1.25,4.15,3.69,-0.2,-0.21,0.15,-0.69,0.76,0.59,4.51,13.62,8.04,10.78,20.85,29.08,71.21,33.73,98.06,85.76,92.58,-0.03,-0.64,18.9,25.41,25.47,3.25,71.31,26.6,58.18,48.4,36.32,68.81
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,-1.1,4.02,3.69,-0.33,-0.38,-0.09,0.29,0.97,1.06,4.36,21.33,3.86,10.78,10.6,17.57,35.75,76.5,99.41,92.17,91.87,1.73,-1.07,20.2,29.32,29.18,2.43,96.8,12.76,67.1,62.75,54.74,34.37
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,0.02,4.14,3.75,-0.32,-0.83,-1.12,1.13,0.24,-1.01,0.21,72.25,7.59,15.88,11.12,2.89,2.13,91.64,36.28,12.61,44.6,-0.56,1.13,16.4,37.41,38.1,3.6,41.2,92.76,38.46,83.33,82.8,80.55
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,0.51,4.45,4.01,-0.22,-1.09,-1.3,1.29,0.56,-1.17,0.3,85.04,32.72,58.63,18.93,0.68,1.01,93.27,92.48,7.8,50.8,0.49,-0.08,19.6,39.75,39.82,3.47,86.27,55.63,63.37,86.8,86.24,76.89
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-1.12,4.25,3.8,-0.21,-0.11,-0.25,-0.33,0.38,-0.48,0.21,20.32,13.52,21.56,19.87,38.07,25.22,53.85,74,41.78,44.6,-0.37,0.63,16.8,34.96,35.01,3.13,54.52,84.03,41.93,78.7,76.12,63.75
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-0.91,4.45,4.28,-0.09,-0.11,-0.2,-0.81,0.25,-0.71,0,31.93,32.72,91.85,34.56,38.07,28.08,27.58,38.83,27.21,0,-0.75,0.19,13.7,16.39,20.82,2.18,26.79,69.5,18.36,18.09,12.76,27.32
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,,4.19,3.75,-0.35,-0.04,-0.02,-0.86,0.33,-0.21,0,,9.83,15.88,9.49,46.74,42.04,25.17,60.87,59.33,0,-2.04,-0.31,12.9,26.12,30.66,3.1,0.74,42.73,13.52,51.57,61.15,62.36
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-0.54,4.52,4.04,-0.12,-0.1,-0.31,-0.6,0.2,-0.35,0.16,51.19,42.04,63.65,30.63,39.26,21.95,38.84,27.26,50.97,41.32,-0.39,-0.69,15.5,22.37,23.52,3.35,53.28,24.69,31.16,35.36,26.29,72.86
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,-0.42,4.51,4.04,-0.16,-0.67,-0.43,-0.37,0.11,-1.51,0.41,56.22,40.53,63.65,25.46,5.86,16.8,52.01,15.56,2.14,57.83,-0.26,-0.93,10.3,25.47,25.67,5.05,60.93,16.47,3.79,48.65,37.32,97.96
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,0.23,4.84,4.14,0.17,0.49,-0.1,-0.76,0.31,-1.01,0.06,78.26,82.85,78.81,72.87,87.66,34.77,29.84,54.78,12.61,36.85,0.63,-1.43,18.1,35.34,35.84,4.57,88.46,5.88,52.64,79.35,78.06,95.36
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.75,4.69,4.08,0.06,-0.43,0.06,-0.23,0.22,-1.13,0.5,40.57,66.5,69.77,57.63,14.76,64.66,58.93,31.29,8.88,63.07,-0.63,-1.06,12.8,28.98,29.26,4.99,36.07,13.09,12.9,61.33,55.03,97.67
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-0.81,4.55,4.1,-0.08,-0.61,-0.33,-0.59,0.15,-0.59,0.23,37.3,47.02,72.94,36.16,7.4,20.98,39.41,19.23,34.66,45.97,-0.6,-2.07,11.3,25.47,24.14,4.69,38.1,1.38,6.42,48.65,29.62,96.05
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,0.23,4.65,4.09,-0.02,-0.64,-0.52,0.97,0.2,-1.56,0.23,78.26,60.81,71.41,44.95,6.52,13.32,89.53,27.26,1.79,45.97,0.73,-1.19,16.3,35.15,35.46,4.99,89.88,9.81,37.51,79.07,77.06,97.67
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,-0.19,4.71,4.14,-0.09,-0.04,0.07,-0.65,0.26,-0.8,0,65.09,69.32,78.81,34.56,46.74,65.58,36.31,41.45,22.25,0,0.55,-1.39,22.1,38.93,40.49,2.15,87.25,6.27,76.37,85.73,87.39,26.55
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,0.2,4.9,4.23,0.1,0.06,0.06,-0.18,0.25,-0.88,0.52,77.55,87.89,88.31,63.82,61.69,64.66,61.1,38.83,18.27,63.96,-0.24,-0.95,16.6,34.98,35.48,5.39,62.05,15.96,40.03,78.73,77.15,98.99
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.09,4.97,4.25,0.3,0.04,-0.13,0.33,0.43,-0.51,0.29,74.47,91.87,89.87,86.46,58.88,32.48,77.57,81.71,40.17,50.15,0.61,-1.62,17.2,35.2,35.72,4.71,88.2,3.96,45.18,79.18,77.81,96.23
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,-0.22,4.41,3.95,-0.26,0.05,0.27,0.8,0.35,-0.49,0.52,63.74,27.97,47.26,15.21,60.34,77.95,87.43,66.52,41.25,63.96,0.38,-1.15,12.9,30.26,30.17,5.85,84.12,10.7,13.52,65.68,58.92,99.49
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,0.28,4.75,4.03,0.08,-0.05,-0.73,-0.87,0.25,-1.38,0.12,79.47,74.12,62.01,60.64,45.69,7.3,24.66,38.83,3.72,39.13,0.32,-1.45,14.4,32.71,32.78,4.5,82.75,5.64,23.1,72.71,68.99,94.85
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,-0.77,4.53,3.78,-0.01,-0.08,-0.12,-0.66,0.51,-0.31,0,39.45,43.77,19.15,46.28,41.73,33.25,35.79,89.6,53.31,0,-0.59,-0.03,22.5,35.42,34.72,3.51,38.71,58.36,78.11,79.57,75.42,78
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,-1.52,4.6,3.93,-0.04,-0.05,-0.23,-0.93,0.22,-0.78,0,4.4,54.11,43.39,41.59,45.69,26.51,21.8,31.29,23.54,0,-1.03,0.68,15.1,23.85,24.48,2.32,9.87,85.19,28.32,41.65,31.28,31.31
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,-1.17,4.27,3.23,-0.27,0.07,0.22,-1.24,0.33,-0.24,0,17.5,14.66,0.62,14.4,62.72,75.79,10.25,60.87,57.6,0,-0.79,0.24,23.1,39.4,37.52,3.07,23.51,71.45,80.62,86.35,81.69,60.69
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,,4.91,4.24,0.37,-0.06,-0.1,-0.23,0.34,-0.27,0,,88.41,89,91.04,44.18,34.77,58.93,63.4,55.55,0,-2.04,-0.68,4.8,10.53,26.13,3.19,0.74,25.1,0.51,15.1,40.15,66.39
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,,4.99,4.68,0.45,0.01,0.02,-0.93,0.32,,0,,92.96,99.14,94.61,54.19,60.95,21.8,58,,0,-2.12,-0.5,0,7.14,25.26,2.23,0.02,33.13,0,14.87,35.32,28.63
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,-0.53,5.09,4.15,0.54,0.46,0.44,-0.93,0.23,-0.3,0.59,51.58,96.45,80.06,97.1,86.78,84.08,21.8,33.81,53.84,66.65,-0.2,-2.21,14.9,21.64,22.19,2.79,63.88,1.03,26.84,32.31,19.08,47.79
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,0.06,5.27,4.27,0.71,0.83,0.79,-0.73,0.27,-0.54,0.87,73.49,98.71,91.12,98.88,95.16,92.91,31.59,44.06,37.98,73.58,-0.08,-1.92,15.5,22.01,22.52,2.5,69.58,1.93,31.16,33.87,20.8,36.59
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,,0,0,-4.54,-0.01,-0.03,-0.83,0.35,,0,,0,0,0,51.19,40.97,26.64,66.52,,0,-2,0.37,0,0,31.76,3.16,1.9,76.32,0,0,65.4,65.09
