RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Playmaking Talent,Touches Per 75,Playmaking Talent_percentile,Touches Per 75_percentile
3765,2019-20,J.J. Barea,35,DAL,450,Rotation,Primary Ball Handler,Point of Attack,0.65,91.81,87.46,97.66
3766,2016-17,Kevin Durant,28,GSW,2070,Star,Shot Creator,Helper,1.03,65.27,91.55,73.2
3767,2017-18,Kevin Durant,29,GSW,2325,Star,Shot Creator,Wing Stopper,1.57,71.17,95.77,80.9
3768,2018-19,Kevin Durant,30,GSW,2702,Star,Shot Creator,Wing Stopper,1.36,71.18,94.2,80.91
3769,2025-26,Kevin Durant,37,HOU,2801,Starter,Shot Creator,Helper,1.25,50.02,93.43,44.47
3770,2015-16,Kevin Durant,27,OKC,2578,Star,Shot Creator,Wing Stopper,1.48,65.91,95.01,74.11
3771,2022-23,Kevin Durant,34,BRK/PHO,1672,Star,Shot Creator,Wing Stopper,1.18,68.66,92.77,77.53
3772,2023-24,Kevin Durant,35,PHO,2791,Star,Shot Creator,Wing Stopper,1.63,68.73,96.07,77.67
3773,2024-25,Kevin Durant,36,PHO,2265,Star,Shot Creator,Wing Stopper,1.27,63.5,93.53,70.73
3774,2020-21,Kevin Durant,32,BRK,1157,Star,Shot Creator,Wing Stopper,1.28,72.56,93.6,82.66
3775,2021-22,Kevin Durant,33,BRK,2047,Star,Shot Creator,Wing Stopper,1.7,70.96,96.36,80.69
3776,2015-16,Al Horford,29,ATL,2631,Star,Post Scorer,Anchor Big,0.53,73.48,85.44,83.49
3777,2025-26,Al Horford,39,GSW,933,Key Rotation,Movement Shooter,Mobile Big,0.01,65.99,75.1,74.26
3778,2016-17,Al Horford,30,BOS,2193,Star,Versatile Big,Anchor Big,0.98,77.73,91.03,88.01
3779,2017-18,Al Horford,31,BOS,2277,Star,Versatile Big,Anchor Big,0.55,72.82,85.82,82.88
3780,2018-19,Al Horford,32,BOS,1973,Star,Post Scorer,Anchor Big,0.49,71.74,84.99,81.61
3781,2020-21,Al Horford,34,OKC,782,Star,Versatile Big,Anchor Big,0.47,70.36,84.59,79.9
3782,2021-22,Al Horford,35,BOS,2005,Key Rotation,Versatile Big,Mobile Big,0.27,62.91,81.25,69.79
3783,2022-23,Al Horford,36,BOS,1921,Star,Stationary Shooter,Helper,-0.44,54.98,56.59,54.53
3784,2023-24,Al Horford,37,BOS,1740,Key Rotation,Stationary Shooter,Helper,-0.31,45.44,63.54,34.19
3785,2024-25,Al Horford,38,BOS,1659,Key Rotation,Stationary Shooter,Helper,-0.69,49.55,39.84,43.17
3786,2019-20,Al Horford,33,PHI,2026,Starter,Versatile Big,Anchor Big,0.19,66.57,80.06,75.03
3787,2015-16,Mike Conley,28,MEM,1761,Star,Primary Ball Handler,Point of Attack,1.21,99.65,92.98,99.36
3788,2016-17,Mike Conley,29,MEM,2292,Star,Primary Ball Handler,Point of Attack,1.73,98.57,96.48,99.25
3789,2017-18,Mike Conley,30,MEM,373,Star,Shot Creator,Chaser,0.65,86.25,87.46,94.84
3790,2018-19,Mike Conley,31,MEM,2342,Star,Primary Ball Handler,Point of Attack,1.99,93.48,97.79,98.21
3791,2022-23,Mike Conley,35,UTA/MIN,2028,Star,Primary Ball Handler,Point of Attack,1.49,83.73,95.26,93.07
3792,2023-24,Mike Conley,36,MIN,2193,Star,Primary Ball Handler,Chaser,0.57,86.82,86.23,95.13
3793,2024-25,Mike Conley,37,MIN,1756,Key Rotation,Primary Ball Handler,Chaser,0.2,77.56,80.3,87.84
3794,2025-26,Mike Conley,38,MIN,967,Rotation,Primary Ball Handler,Point of Attack,-0.32,63.96,63.22,71.34
3795,2019-20,Mike Conley,32,UTA,1363,Starter,Primary Ball Handler,Point of Attack,1.31,82.27,93.81,91.92
3796,2020-21,Mike Conley,33,UTA,1498,Star,Primary Ball Handler,Point of Attack,1.8,84.96,96.88,94.09
3797,2021-22,Mike Conley,34,UTA,2058,Star,Primary Ball Handler,Point of Attack,1.96,85.92,97.62,94.59
3798,2019-20,Jeff Green,33,UTA/HOU,960,Rotation,Stationary Shooter,Helper,-0.67,46.3,41.44,35.97
3799,2023-24,Jeff Green,37,HOU,1307,Rotation,Stretch Big,Helper,-0.68,40.98,40.56,25.99
3800,2024-25,Jeff Green,38,HOU,396,Rotation,Stationary Shooter,Helper,-0.67,41.01,41.44,26.06
3801,2025-26,Jeff Green,39,HOU,151,Garbage Time,Versatile Big,Helper,-0.98,27.06,14.53,15.78
3802,2015-16,Jeff Green,29,MEM/LAC,2253,Starter,Shot Creator,Wing Stopper,-0.1,58.75,71.69,62.15
3803,2016-17,Jeff Green,30,ORL,1534,Key Rotation,Shot Creator,Wing Stopper,-0.36,55.69,60.94,55.92
3804,2020-21,Jeff Green,34,BRK,1835,Key Rotation,Stationary Shooter,Wing Stopper,-0.75,48.32,34.52,40.33
3805,2018-19,Jeff Green,32,WAS,2097,Key Rotation,Movement Shooter,Helper,-0.21,50.92,67.63,46.17
3806,2017-18,Jeff Green,31,CLE,1828,Key Rotation,Shot Creator,Wing Stopper,-0.24,52.19,66.43,48.65
3807,2021-22,Jeff Green,35,DEN,1849,Key Rotation,Versatile Big,Helper,-0.39,43.18,59.56,29.72
3808,2022-23,Jeff Green,36,DEN,1091,Rotation,Versatile Big,Helper,-0.31,49.35,63.54,42.68
3809,2015-16,Corey Brewer,29,HOU,1669,Key Rotation,Stationary Shooter,Chaser,-0.27,42.47,65.11,28.46
3810,2016-17,Corey Brewer,30,HOU/LAL,1281,Rotation,Stationary Shooter,Chaser,-0.15,40.61,69.72,25.32
3811,2017-18,Corey Brewer,31,LAL/OKC,1208,Rotation,Stationary Shooter,Chaser,-0.53,34.62,50.97,18.89
3812,2018-19,Corey Brewer,32,PHI/SAC,492,Rotation,Movement Shooter,Chaser,-0.31,38.99,63.54,23.09
3813,2019-20,Corey Brewer,33,SAC,33,Too Few Games,Low Minute,Chaser,-0.73,41.1,36.44,26.15
3814,2017-18,Brandan Wright,30,MEM/HOU,381,Rotation,Roll + Cut Big,Anchor Big,-1.09,55.57,7.85,55.7
3815,2015-16,Brandan Wright,28,MEM,212,Garbage Time,Roll + Cut Big,Anchor Big,-0.73,51.27,36.44,46.85
3816,2016-17,Brandan Wright,29,MEM,447,Rotation,Roll + Cut Big,Helper,-0.75,51.86,34.52,48.01
3817,2019-20,Joakim Noah,34,LAC,50,Too Few Games,Low Minute,Helper,-0.39,78.32,59.56,88.52
3818,2018-19,Joakim Noah,33,MEM,693,Rotation,Roll + Cut Big,Anchor Big,-0.27,89.92,65.11,96.8
3819,2016-17,Joakim Noah,31,NYK,1015,Key Rotation,Roll + Cut Big,Anchor Big,-0.4,81.82,59.04,91.44
3820,2017-18,Joakim Noah,32,NYK,40,Too Few Games,Low Minute,Helper,-0.64,83.93,43.86,93.2
3821,2015-16,Joakim Noah,30,CHI,635,Rotation,Roll + Cut Big,Anchor Big,-0.35,92.52,61.46,97.89
3822,2016-17,Spencer Hawes,28,CHO/MIL,797,Rotation,Roll + Cut Big,Anchor Big,-0.61,61.67,45.89,67.48
3823,2015-16,Spencer Hawes,27,CHO,1035,Rotation,Versatile Big,Anchor Big,-0.24,55.03,66.43,54.65
3824,2016-17,Thaddeus Young,28,IND,2237,Starter,Roll + Cut Big,Mobile Big,-0.5,62.19,52.8,68.37
3825,2017-18,Thaddeus Young,29,IND,2607,Starter,Post Scorer,Mobile Big,-0.04,57.38,73.62,59.48
3826,2018-19,Thaddeus Young,30,IND,2489,Star,Post Scorer,Helper,0.55,61.55,85.82,67.2
3827,2023-24,Thaddeus Young,35,TOR/PHO,440,Rotation,Roll + Cut Big,Mobile Big,-0.24,67.28,66.43,75.94
3828,2021-22,Thaddeus Young,33,SAS/TOR,845,Rotation,Roll + Cut Big,Helper,-0.12,70.38,71.07,79.93
3829,2022-23,Thaddeus Young,34,TOR,795,Garbage Time,Post Scorer,Helper,-0.69,67,39.84,75.59
3830,2015-16,Thaddeus Young,27,BRK,2408,Starter,Shot Creator,Helper,-0.35,74.56,61.46,84.56
3831,2019-20,Thaddeus Young,31,CHI,1591,Key Rotation,Stationary Shooter,Helper,0.01,63.96,75.1,71.34
3832,2020-21,Thaddeus Young,32,CHI,1652,Key Rotation,Post Scorer,Anchor Big,0.31,82.01,81.85,91.67
3833,2015-16,Rodney Stuckey,29,IND,1275,Key Rotation,Secondary Ball Handler,Chaser,0.46,61.32,84.35,66.81
3834,2016-17,Rodney Stuckey,30,IND,696,Rotation,Shot Creator,Chaser,-0.42,79.11,57.85,89.36
3835,2017-18,Nick Young,32,GSW,1393,Key Rotation,Off Screen Shooter,Low Activity,-1.4,40.82,0.69,25.68
3836,2015-16,Nick Young,30,LAL,1033,Rotation,Off Screen Shooter,Chaser,-0.78,42.61,32,28.69
3837,2016-17,Nick Young,31,LAL,1556,Key Rotation,Off Screen Shooter,Wing Stopper,-0.61,44.66,45.89,32.81
3838,2018-19,Nick Young,33,DEN,37,Too Few Games,Low Minute,Chaser,-0.9,27.63,20.93,15.86
3839,2017-18,Marco Belinelli,31,ATL/PHI,1947,Key Rotation,Off Screen Shooter,Low Activity,-0.38,56.41,59.97,57.37
3840,2015-16,Marco Belinelli,29,SAC,1672,Key Rotation,Off Screen Shooter,Chaser,-0.16,47.48,69.36,38.66
3841,2018-19,Marco Belinelli,32,SAS,1815,Key Rotation,Movement Shooter,Low Activity,-0.68,50.47,40.56,45.28
3842,2019-20,Marco Belinelli,33,SAS,883,Rotation,Movement Shooter,Low Activity,-0.61,40.29,45.89,24.83
3843,2016-17,Marco Belinelli,30,CHO,1777,Key Rotation,Off Screen Shooter,Low Activity,-0.23,47.6,66.8,38.93
3844,2018-19,Jason Smith,32,WAS/MIL/NOP,191,Garbage Time,Stretch Big,Anchor Big,-0.91,67.55,19.94,76.31
3845,2015-16,Jason Smith,29,ORL,1181,Rotation,Athletic Finisher,Helper,-1.28,67.11,2.05,75.69
3846,2016-17,Jason Smith,30,WAS,1068,Rotation,Athletic Finisher,Mobile Big,-1.23,66.43,3.23,74.88
3847,2017-18,Jason Smith,31,WAS,285,Garbage Time,Athletic Finisher,Mobile Big,-0.9,65.15,20.93,73.06
3848,2019-20,Jared Dudley,34,LAL,364,Garbage Time,Stationary Shooter,Helper,-1,57.78,13.15,60.23
3849,2020-21,Jared Dudley,35,LAL,81,Garbage Time,Low Minute,Helper,-0.71,52.99,37.89,50.69
3850,2016-17,Jared Dudley,31,PHO,1362,Key Rotation,Off Screen Shooter,Helper,-0.6,78.53,46.64,88.84
3851,2017-18,Jared Dudley,32,PHO,686,Rotation,Stationary Shooter,Helper,-0.27,73.45,65.11,83.44
3852,2018-19,Jared Dudley,33,BRK,1220,Key Rotation,Stationary Shooter,Helper,-0.82,64.89,27.93,72.55
3853,2015-16,Jared Dudley,30,WAS,2098,Key Rotation,Stationary Shooter,Helper,-0.4,66.24,59.04,74.66
3854,2018-19,Wilson Chandler,31,PHI/LAC,1176,Key Rotation,Shot Creator,Wing Stopper,-0.59,45.51,47.2,34.39
3855,2019-20,Wilson Chandler,32,BRK,734,Key Rotation,Movement Shooter,Helper,-0.72,55.65,37.08,55.85
3856,2016-17,Wilson Chandler,29,DEN,2197,Starter,Shot Creator,Wing Stopper,-0.24,56.66,66.43,57.89
3857,2017-18,Wilson Chandler,30,DEN,2346,Starter,Shot Creator,Wing Stopper,-0.42,45.44,57.85,34.19
3858,2016-17,Aaron Brooks,32,IND,894,Rotation,Primary Ball Handler,Point of Attack,-0.5,76.72,52.8,87.03
3859,2017-18,Aaron Brooks,33,MIN,189,Garbage Time,Secondary Ball Handler,Point of Attack,-0.97,79.32,15.29,89.5
3860,2015-16,Aaron Brooks,31,CHI,1108,Rotation,Primary Ball Handler,Point of Attack,0.18,82.57,79.81,92.15
3861,2015-16,Arron Afflalo,30,NYK,2371,Starter,Shot Creator,Wing Stopper,-0.29,61.52,64.3,67.19
3862,2017-18,Arron Afflalo,32,ORL,682,Rotation,Versatile Big,Low Activity,-0.78,41.57,32,26.74
3863,2016-17,Arron Afflalo,31,SAC,1580,Key Rotation,Shot Creator,Wing Stopper,-0.56,50.59,49.26,45.64
3864,2015-16,Tiago Splitter,31,ATL,580,Rotation,Post Scorer,Anchor Big,-0.49,52.48,53.47,49.41
3865,2016-17,Tiago Splitter,32,PHI,76,Too Few Games,Low Minute,Helper,-0.62,71.1,45.05,80.81
3866,2015-16,Carl Landry,32,PHI,569,Rotation,Post Scorer,Anchor Big,-0.82,65.57,27.93,73.65
3867,2015-16,Josh McRoberts,28,MIA,595,Rotation,Shot Creator,Anchor Big,-0.26,79.58,65.55,89.76
3868,2016-17,Josh McRoberts,29,MIA,381,Rotation,Athletic Finisher,Anchor Big,-0.01,93.23,74.6,98.15
3869,2017-18,Josh McRoberts,30,DAL,6,Too Few Games,Low Minute,Helper,,40.38,,24.95
3870,2020-21,Marc Gasol,36,LAL,993,Rotation,Stretch Big,Anchor Big,0.09,66.14,77.24,74.58
3871,2015-16,Marc Gasol,31,MEM,1791,Starter,Post Scorer,Anchor Big,0.68,77.51,87.77,87.79
3872,2016-17,Marc Gasol,32,MEM,2531,Star,Shot Creator,Anchor Big,1.23,86.1,93.22,94.74
3873,2017-18,Marc Gasol,33,MEM,2408,Star,Versatile Big,Anchor Big,0.86,98.04,89.91,99.2
3874,2018-19,Marc Gasol,34,MEM/TOR,2436,Star,Versatile Big,Anchor Big,0.45,90.54,84.2,97.15
3875,2019-20,Marc Gasol,35,TOR,1161,Key Rotation,Versatile Big,Anchor Big,-0.07,70.17,72.71,79.61
3876,2015-16,Ramon Sessions,29,WAS,1667,Rotation,Slasher,Point of Attack,0.43,75.77,83.85,86.12
3877,2017-18,Ramon Sessions,31,NYK/WAS,392,Garbage Time,Slasher,Point of Attack,0.12,85.62,78.17,94.48
3878,2016-17,Ramon Sessions,30,CHO,811,Rotation,Slasher,Point of Attack,-0.36,79.3,60.94,89.49
3879,2016-17,Joel Anthony,34,SAS,122,Garbage Time,Athletic Finisher,Helper,-1.21,37.35,3.52,21.08
3880,2015-16,Joel Anthony,33,DET,96,Garbage Time,Low Minute,Helper,-1.07,21.66,8.71,15.29
3881,2015-16,C.J. Watson,31,ORL,656,Key Rotation,Primary Ball Handler,Point of Attack,-0.29,67.89,64.3,76.82
3882,2016-17,C.J. Watson,32,ORL,1012,Rotation,Secondary Ball Handler,Chaser,-0.35,60.74,61.46,65.71
3883,2019-20,Anthony Tolliver,34,POR/SAC/MEM,872,Rotation,Movement Shooter,Helper,-1.44,42.58,0.52,28.65
3884,2018-19,Anthony Tolliver,33,MIN,1067,Rotation,Movement Shooter,Low Activity,-1.11,48.14,6.95,39.96
3885,2020-21,Anthony Tolliver,35,PHI,99,Garbage Time,Low Minute,Helper,-0.66,33.89,42.17,18.35
3886,2016-17,Anthony Tolliver,31,SAC,1477,Key Rotation,Stationary Shooter,Helper,-0.38,56.33,59.97,57.22
3887,2015-16,Anthony Tolliver,30,DET,1341,Rotation,Stationary Shooter,Anchor Big,-1.25,61.21,2.73,66.68
3888,2017-18,Anthony Tolliver,32,DET,1757,Key Rotation,Movement Shooter,Helper,-0.88,78.34,22.72,88.6
3889,2017-18,Andre Ingram,32,LAL,64,Too Few Games,Low Minute,Chaser,-0.33,36.17,62.56,20.04
3890,2018-19,Andre Ingram,33,LAL,15,Too Few Games,Low Minute,Chaser,,50,,44.31
3891,2015-16,Michael Beasley,27,HOU,363,Rotation,Shot Creator,Helper,-0.72,67.44,37.08,76.17
3892,2018-19,Michael Beasley,30,LAL,277,Garbage Time,Shot Creator,Helper,-0.34,65.94,62.04,74.17
3893,2016-17,Michael Beasley,28,MIL,935,Rotation,Shot Creator,Helper,-0.74,63.51,35.71,70.77
3894,2017-18,Michael Beasley,29,NYK,1653,Key Rotation,Post Scorer,Helper,-0.31,68.68,63.54,77.57
3895,2015-16,O.J. Mayo,28,MIL,1090,Key Rotation,Movement Shooter,Chaser,-0.36,60.79,60.94,65.86
3896,2023-24,Derrick Rose,35,MEM,399,Rotation,Slasher,Point of Attack,0.08,75,76.93,84.96
3897,2017-18,Derrick Rose,29,CLE/MIN,419,Rotation,Primary Ball Handler,Point of Attack,-0.35,62.09,61.46,68.27
3898,2018-19,Derrick Rose,30,MIN,1380,Key Rotation,Shot Creator,Chaser,0.62,68.37,86.99,77.21
3899,2016-17,Derrick Rose,28,NYK,2082,Starter,Shot Creator,Point of Attack,0.55,90.06,85.82,96.93
3900,2020-21,Derrick Rose,32,DET/NYK,1279,Starter,Slasher,Point of Attack,1.54,84.01,95.57,93.29
3901,2021-22,Derrick Rose,33,NYK,636,Key Rotation,Primary Ball Handler,Point of Attack,1.33,83.39,93.96,92.8
3902,2022-23,Derrick Rose,34,NYK,338,Rotation,Secondary Ball Handler,Point of Attack,-0.1,77.57,71.69,87.85
3903,2015-16,Derrick Rose,27,CHI,2098,Starter,Slasher,Point of Attack,0.51,89.05,85.2,96.46
3904,2019-20,Derrick Rose,31,DET,1298,Key Rotation,Slasher,Point of Attack,1.22,88.18,93.08,95.97
3905,2019-20,Russell Westbrook,31,HOU,2049,Star,Shot Creator,Point of Attack,1.78,73.16,96.69,83.27
3906,2022-23,Russell Westbrook,34,LAL/LAC,2126,Key Rotation,Shot Creator,Helper,1.62,77.41,96,87.72
3907,2023-24,Russell Westbrook,35,LAC,1529,Key Rotation,Shot Creator,Helper,0.42,71.99,83.57,82.04
3908,2021-22,Russell Westbrook,33,LAL,2678,Starter,Shot Creator,Chaser,1.22,82.72,93.08,92.28
3909,2015-16,Russell Westbrook,27,OKC,2750,Star,Shot Creator,Point of Attack,3.13,93.14,99.5,98.11
3910,2016-17,Russell Westbrook,28,OKC,2802,Star,Shot Creator,Point of Attack,3.18,99.57,99.57,99.35
3911,2017-18,Russell Westbrook,29,OKC,2914,Star,Shot Creator,Point of Attack,3.24,94.44,99.6,98.58
3912,2018-19,Russell Westbrook,30,OKC,2630,Star,Shot Creator,Point of Attack,3.16,86.8,99.55,95.11
3913,2025-26,Russell Westbrook,37,SAC,1853,Starter,Shot Creator,Wing Stopper,0.79,76.41,89.23,86.68
3914,2020-21,Russell Westbrook,32,WAS,2369,Star,Shot Creator,Point of Attack,2.55,90,98.76,96.86
3915,2024-25,Russell Westbrook,36,DEN,2092,Key Rotation,Shot Creator,Wing Stopper,0.86,74.85,89.91,84.84
3916,2022-23,Kevin Love,34,CLE/MIA,1240,Rotation,Movement Shooter,Helper,-0.53,70.05,50.97,79.49
3917,2023-24,Kevin Love,35,MIA,924,Rotation,Movement Shooter,Mobile Big,-0.44,81.61,56.59,91.27
3918,2024-25,Kevin Love,36,MIA,251,Garbage Time,Versatile Big,Helper,-0.62,78.72,45.05,88.98
3919,2025-26,Kevin Love,37,UTA,613,Rotation,Movement Shooter,Helper,-0.47,58.97,54.76,62.49
3920,2015-16,Kevin Love,27,CLE,2425,Star,Versatile Big,Helper,0,77.16,74.79,87.53
3921,2016-17,Kevin Love,28,CLE,1885,Star,Versatile Big,Helper,0.07,71.19,76.71,80.93
3922,2017-18,Kevin Love,29,CLE,1651,Star,Versatile Big,Mobile Big,-0.05,69.18,73.38,78.47
3923,2018-19,Kevin Love,30,CLE,598,Key Rotation,Versatile Big,Helper,0.38,74.88,82.94,84.89
3924,2019-20,Kevin Love,31,CLE,1780,Starter,Versatile Big,Anchor Big,-0.07,70.2,72.71,79.65
3925,2020-21,Kevin Love,32,CLE,622,Key Rotation,Versatile Big,Helper,-0.15,76.48,69.72,86.77
3926,2021-22,Kevin Love,33,CLE,1665,Rotation,Versatile Big,Helper,-0.25,71.54,65.99,81.4
3927,2020-21,Danilo Gallinari,32,ATL,1222,Key Rotation,Shot Creator,Helper,-0.35,64.29,61.46,71.71
3928,2021-22,Danilo Gallinari,33,ATL,1672,Key Rotation,Shot Creator,Low Activity,-0.19,57.23,68.32,59.13
3929,2017-18,Danilo Gallinari,29,LAC,671,Starter,Shot Creator,Helper,-0.41,60.64,58.44,65.47
3930,2018-19,Danilo Gallinari,30,LAC,2059,Star,Shot Creator,Helper,-0.03,70.82,73.91,80.54
3931,2023-24,Danilo Gallinari,35,WAS/DET/MIL,629,Rotation,Versatile Big,Mobile Big,-0.72,61.33,37.08,66.85
3932,2019-20,Danilo Gallinari,31,OKC,1834,Star,Shot Creator,Helper,0.29,64.71,81.59,72.31
3933,2015-16,Danilo Gallinari,27,DEN,1839,Star,Shot Creator,Wing Stopper,0.63,57.86,87.08,60.36
3934,2016-17,Danilo Gallinari,28,DEN,2134,Star,Shot Creator,Wing Stopper,-0.14,52.3,70.17,48.89
3935,2016-17,Eric Gordon,28,HOU,2323,Starter,Secondary Ball Handler,Chaser,0.71,45.42,88.15,34.16
3936,2017-18,Eric Gordon,29,HOU,2154,Starter,Secondary Ball Handler,Chaser,0.35,47.43,82.56,38.57
3937,2018-19,Eric Gordon,30,HOU,2158,Starter,Movement Shooter,Chaser,0.34,45.06,82.49,33.62
3938,2019-20,Eric Gordon,31,HOU,1016,Key Rotation,Stationary Shooter,Chaser,-0.28,42.92,64.75,29.26
3939,2020-21,Eric Gordon,32,HOU,789,Key Rotation,Primary Ball Handler,Chaser,0.11,59.51,77.9,63.24
3940,2021-22,Eric Gordon,33,HOU,1670,Starter,Primary Ball Handler,Wing Stopper,0.13,56.35,78.43,57.28
3941,2022-23,Eric Gordon,34,HOU/LAC,1965,Starter,Secondary Ball Handler,Wing Stopper,0.11,49.02,77.9,41.82
3942,2015-16,Eric Gordon,27,NOP,1481,Starter,Secondary Ball Handler,Chaser,0,49.16,74.79,42.18
3943,2024-25,Eric Gordon,36,PHI,768,Rotation,Stationary Shooter,Helper,-0.7,45.82,38.8,34.91
3944,2025-26,Eric Gordon,37,PHI,74,Too Few Games,Low Minute,Chaser,-0.84,51.5,26.48,47.26
3945,2023-24,Eric Gordon,35,PHO,1893,Starter,Stationary Shooter,Chaser,-0.03,46.42,73.91,36.28
3946,2020-21,D.J. Augustin,33,MIL/HOU,1129,Rotation,Primary Ball Handler,Point of Attack,0.38,67.72,82.94,76.54
3947,2021-22,D.J. Augustin,34,HOU/LAL,883,Rotation,Primary Ball Handler,Point of Attack,-0.57,71.01,48.62,80.71
3948,2016-17,D.J. Augustin,29,ORL,1538,Rotation,Primary Ball Handler,Point of Attack,-0.06,83.65,73.08,92.97
3949,2017-18,D.J. Augustin,30,ORL,1760,Key Rotation,Primary Ball Handler,Point of Attack,1.01,82.29,91.3,91.93
3950,2018-19,D.J. Augustin,31,ORL,2269,Starter,Primary Ball Handler,Point of Attack,1.34,77.07,94.05,87.36
3951,2019-20,D.J. Augustin,32,ORL,1420,Key Rotation,Primary Ball Handler,Point of Attack,0.57,80.75,86.23,90.73
3952,2015-16,D.J. Augustin,28,OKC/DEN,1178,Rotation,Primary Ball Handler,Point of Attack,1.41,78.94,94.48,89.21
3953,2025-26,Brook Lopez,37,LAC,1576,Key Rotation,Versatile Big,Mobile Big,-0.92,30.95,19.03,16.85
3954,2017-18,Brook Lopez,29,LAL,1735,Key Rotation,Versatile Big,Anchor Big,-0.57,56.99,48.62,58.61
3955,2018-19,Brook Lopez,30,MIL,2322,Star,Stationary Shooter,Anchor Big,-1.1,44.68,7.35,32.86
3956,2019-20,Brook Lopez,31,MIL,1817,Star,Versatile Big,Anchor Big,-0.77,42.52,32.73,28.53
3957,2020-21,Brook Lopez,32,MIL,1902,Star,Stretch Big,Anchor Big,-0.95,37.03,16.82,20.82
3958,2021-22,Brook Lopez,33,MIL,298,Garbage Time,Stretch Big,Anchor Big,-0.67,38.47,41.44,22.49
3959,2022-23,Brook Lopez,34,MIL,2373,Star,Versatile Big,Anchor Big,-1,40.56,13.15,25.25
3960,2023-24,Brook Lopez,35,MIL,2411,Star,Stretch Big,Anchor Big,-1,36.7,13.15,20.54
3961,2024-25,Brook Lopez,36,MIL,2546,Star,Stretch Big,Anchor Big,-0.73,43.87,36.44,30.89
3962,2015-16,Brook Lopez,27,BRK,2457,Starter,Post Scorer,Anchor Big,0.31,58.67,81.85,61.92
3963,2016-17,Brook Lopez,28,BRK,2222,Starter,Versatile Big,Anchor Big,0.46,60.99,84.35,66.23
3964,2015-16,Jerryd Bayless,27,MIL,1505,Key Rotation,Primary Ball Handler,Point of Attack,-0.32,66.8,63.22,75.29
3965,2018-19,Jerryd Bayless,30,MIN,657,Rotation,Primary Ball Handler,Point of Attack,-0.16,84.78,69.36,93.94
3966,2016-17,Jerryd Bayless,28,PHI,72,Too Few Games,Low Minute,Point of Attack,0.04,113.04,76.02,99.96
3967,2017-18,Jerryd Bayless,29,PHI,925,Key Rotation,Movement Shooter,Point of Attack,-0.81,44.59,29.05,32.74
3968,2015-16,Jason Thompson,29,GSW/TOR,471,Garbage Time,Post Scorer,Helper,-1.1,69.49,7.35,78.86
3969,2015-16,Brandon Rush,30,GSW,1055,Rotation,Movement Shooter,Chaser,-1.02,46.14,11.9,35.62
3970,2016-17,Brandon Rush,31,MIN,1030,Key Rotation,Stationary Shooter,Chaser,-0.66,33.75,42.17,18.28
3971,2019-20,Robin Lopez,31,MIL,958,Rotation,Versatile Big,Anchor Big,-0.82,37.76,27.93,21.78
3972,2023-24,Robin Lopez,35,MIL,65,Garbage Time,Low Minute,Anchor Big,-0.88,37.77,22.72,21.81
3973,2015-16,Robin Lopez,27,NYK,2219,Starter,Post Scorer,Anchor Big,-1.49,64.79,0.22,72.42
3974,2021-22,Robin Lopez,33,ORL,612,Rotation,Post Scorer,Anchor Big,-0.35,45.78,61.46,34.87
3975,2020-21,Robin Lopez,32,WAS,1354,Rotation,Post Scorer,Anchor Big,-1.13,42.15,6.11,27.81
3976,2016-17,Robin Lopez,28,CHI,2271,Starter,Post Scorer,Anchor Big,-0.75,44.43,34.52,32.32
3977,2017-18,Robin Lopez,29,CHI,1690,Key Rotation,Post Scorer,Anchor Big,-0.82,48.8,27.93,41.3
3978,2018-19,Robin Lopez,30,CHI,1606,Key Rotation,Post Scorer,Anchor Big,-0.97,47.59,15.29,38.89
3979,2022-23,Robin Lopez,34,CLE,299,Garbage Time,Post Scorer,Anchor Big,-0.97,41.21,15.29,26.23
3980,2015-16,Marreese Speights,28,GSW,832,Garbage Time,Athletic Finisher,Helper,-0.66,75.49,42.17,85.74
3981,2016-17,Marreese Speights,29,LAC,1286,Rotation,Stretch Big,Anchor Big,-1.03,67.85,11.23,76.73
3982,2017-18,Marreese Speights,30,ORL,675,Rotation,Versatile Big,Anchor Big,-0.68,73.56,40.56,83.59
3983,2015-16,Roy Hibbert,29,LAL,1878,Key Rotation,Post Scorer,Helper,-1.45,46.93,0.45,37.56
3984,2016-17,Roy Hibbert,30,CHO/DEN,682,Rotation,Post Scorer,Anchor Big,-1.1,30.19,7.35,16.56
3985,2016-17,JaVale McGee,29,GSW,739,Garbage Time,Roll + Cut Big,Anchor Big,-1.19,49.48,4.04,43.01
3986,2017-18,JaVale McGee,30,GSW,616,Garbage Time,Roll + Cut Big,Anchor Big,-1.27,51.6,2.29,47.46
3987,2018-19,JaVale McGee,31,LAL,1671,Key Rotation,Roll + Cut Big,Anchor Big,-1.19,51.62,4.04,47.48
3988,2019-20,JaVale McGee,32,LAL,1130,Rotation,Roll + Cut Big,Anchor Big,-0.99,48.88,13.84,41.46
3989,2021-22,JaVale McGee,34,PHO,1172,Rotation,Roll + Cut Big,Anchor Big,-1.49,58.22,0.22,61.08
3990,2023-24,JaVale McGee,36,SAC,339,Garbage Time,Roll + Cut Big,Anchor Big,-1.14,55.81,5.75,56.3
3991,2015-16,JaVale McGee,28,DAL,370,Rotation,Roll + Cut Big,Helper,-0.8,55.15,29.99,54.85
3992,2022-23,JaVale McGee,35,DAL,355,Garbage Time,Roll + Cut Big,Anchor Big,-1.28,50.24,2.05,44.9
