RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Offensive Rebounding Talent,Offensive Rebounding Chances Per 75 Possessions,Offensive Rebounding Crashing Skill,Offensive Rebounds Per Game,Stable Offensive Rebounds Per 75,Offensive Rebounding Conversion Skill,Adjusted Offensive Rebounding Success Rate,Percentage of Offensive Rebounds Contested,Defensive Rebounding Talent,Defensive Reb Per 75 Possessions,Offensive Rebounding Talent_percentile,Offensive Rebounding Chances Per 75 Possessions_percentile,Offensive Rebounding Crashing Skill_percentile,Offensive Rebounds Per Game_percentile,Stable Offensive Rebounds Per 75_percentile,Offensive Rebounding Conversion Skill_percentile,Adjusted Offensive Rebounding Success Rate_percentile,Percentage of Offensive Rebounds Contested_percentile,Defensive Rebounding Talent_percentile,Defensive Reb Per 75 Possessions_percentile,Defensive Rebounding Conversion Skill,Defensive Rebounding Crashing Skill,Defensive Rebounds Per Game,Stable Defensive Rebounds Per 75,Percentage of Defensive Rebounds Contested,Adjusted Defensive Rebounding Success Rate,Defensive Rebounding Conversion Skill_percentile,Defensive Rebounding Crashing Skill_percentile,Defensive Rebounds Per Game_percentile,Stable Defensive Rebounds Per 75_percentile,Percentage of Defensive Rebounds Contested_percentile,Adjusted Defensive Rebounding Success Rate_percentile
3577,2025-26,Branden Carlson,26,OKC,488,Rotation,Stretch Big,Anchor Big,-0.57,5.18,0.59,0.69,2.13,-0.21,46.03,48.28,-0.9,6.9,43.99,77.8,74.2,60.16,73.12,39.57,70.33,56.85,32.75,84.45,0.26,-2.09,2.26,6.7,15.79,92.23,73,3.78,55.34,83.12,40.9,95.3
3578,2025-26,Walter Clayton Jr.,22,UTA/MEM,1411,Rotation,Primary Ball Handler,Point of Attack,-0.86,1.06,-0.39,0.36,0.67,-0.72,65.79,8,-0.84,2.85,30.97,20.72,31.01,37.92,15.54,17.02,94.97,22.92,35.16,25.26,-1.67,0,1.65,2.92,15.79,73.55,3.34,44.34,41.94,6.89,40.9,82.46
3579,2025-26,Isaiah Crawford,24,HOU,92,Garbage Time,Low Minute,Helper,-1.63,1.24,0.63,0.21,1.41,0.51,100,33.33,-1.4,5.19,9.58,23.02,75.5,26.35,53.47,78,98.11,36.79,15.59,66.78,0.29,-0.68,0.93,5.06,15.38,162.5,74.19,20.98,26.64,58.43,39.54,99.48
3580,2024-25,Isaiah Crawford,23,SAC,46,Garbage Time,Low Minute,Helper,-1.74,3.83,0.28,0.07,1.23,-0.1,25,100,-1.65,5.53,7.61,66.72,63.23,19.7,45.94,46.4,23.7,97.85,9.01,70.86,-0.2,0.01,0.47,5.24,28.57,70,47.49,45,19.54,62.36,81.23,70.76
3581,2024-25,Cui Yongxi,21,BRK,10,Too Few Games,Low Minute,Chaser,-2.06,6,-0.36,0,1.35,-0.09,0,0,-1.9,6,1.75,81.79,32.43,0,51.07,47.06,0,0,3.12,76.1,-0.09,0.1,0.4,5.18,0,50,54.36,49.73,18.7,61.07,0,17.87
3582,2024-25,Zyon Pullin,23,MEM,3,Too Few Games,Low Minute,Point of Attack,-2.14,0,-0.02,0,1.59,-0.01,0,0,-1.99,0,0.31,0,48.99,0,60.43,55.21,0,0,0.83,0,-0.07,0.03,0,4.73,0,0,55.77,46.3,0,50.71,0,0
3583,2024-25,Jesse Edwards,24,MIN,5,Too Few Games,Low Minute,Point of Attack,-2.12,0,0.37,0,1.52,-0.04,0,0,-1.97,0,0.53,0,66.69,0,58.04,51.6,0,0,1.29,0,-0.07,0.02,0,4.57,0,0,55.77,45.61,0,46.82,0,0
3584,2025-26,Tristan Enaruna,24,CLE,85,Garbage Time,Low Minute,Point of Attack,-1.23,3.53,0.11,0.78,2.58,0.55,87.5,28.57,-1.63,2.88,18.02,62.86,56.03,64.95,80.16,79.32,97.9,32.8,9.48,25.73,-0.25,-0.1,0.78,3.62,0,350,45,39.18,24.15,21.6,0,99.88
3585,2024-25,Enrique Freeman,24,IND,181,Garbage Time,Athletic Finisher,Mobile Big,-1.2,7.42,1.74,0.5,2.01,-0.82,28.95,72.73,-1.36,3.59,18.94,87.75,93.9,48.34,70.94,13.66,28.63,91.93,16.74,38.48,-0.8,-1.16,0.86,3.89,26.32,54.29,20.42,12.77,25.42,29.49,75.68,21.11
3586,2025-26,Enrique Freeman,25,MIN,37,Too Few Games,Low Minute,Mobile Big,-1.81,0,0.59,0.5,1.74,0.1,0,0,-1.62,7.14,6.02,0,74.2,48.34,64.44,61.89,0,0,9.77,86.59,-0.09,1.44,2,5.85,12.5,266.67,54.36,97.17,49.01,72.39,30.28,99.75
3587,2024-25,Isaac Jones,24,SAC,304,Garbage Time,Roll + Cut Big,Helper,-0.79,7.11,1.32,0.55,2.48,-0.57,37.93,68.18,-1.02,4.12,33.89,86.52,89.13,52.26,79.01,22.7,45,87.09,27.99,49.73,-0.94,-0.28,0.88,4.25,37.14,63.64,16.3,32.06,25.74,38.79,94.88,42.91
3588,2025-26,Isaac Jones,25,SAC/DET,36,Too Few Games,Low Minute,Mobile Big,-1.85,4.35,1.14,0.29,1.9,0.23,50,50,-1.8,3.13,5.27,71.74,86.37,32.06,68.5,68.03,78.83,58.42,5.27,29.5,-0.29,-0.87,0.43,4.16,0,0,42.79,16.99,19.02,36.58,0,0
3589,2025-26,Chaz Lanier,24,DET,262,Garbage Time,Off Screen Shooter,Low Activity,-0.92,1.82,0.65,0.24,1.21,-0.45,61.54,37.5,-1.49,2.03,28.28,33.17,76.03,28.55,45.23,27.87,93.41,42.39,13.01,17.87,-1.18,0,0.44,2.5,0,68.18,10.33,44.34,19.15,2.39,0,63.2
3590,2024-25,Jamison Battle,23,TOR,1042,Rotation,Movement Shooter,Low Activity,0.35,2.56,0.33,0.63,1.3,0.3,52.86,48.65,0.22,4.19,76.81,47.61,65.08,56.86,48.97,71.16,86.59,57.45,74.73,50.72,-0.38,0.22,2.05,4.22,23.14,62.05,37.64,56.41,50.57,37.93,66.49,37.18
3591,2025-26,Jamison Battle,24,TOR,517,Garbage Time,Stationary Shooter,Low Activity,-0.45,1.91,1.1,0.33,1.44,0.23,74.07,45,-0.43,4.75,49.52,34.92,85.66,35.16,54.71,68.03,96.75,52.44,51.22,60.38,-0.7,0.44,1.13,4.76,17.39,95.83,23.91,68.49,30.66,51.39,46.83,95.89
3592,2024-25,Armel Traore,22,LAL,67,Garbage Time,Low Minute,Helper,-1.69,4.35,0.35,0.22,1.34,-0.42,25,50,-1.33,7.17,8.43,71.74,65.77,27.06,50.71,29.19,23.7,58.42,17.57,86.77,-0.11,0.52,1.44,6.2,23.08,65,52.93,72.78,37.45,77.23,66.16,48.97
3593,2024-25,Riley Minix,24,SAS,7,Too Few Games,Low Minute,Helper,-2.1,0,0.57,0,1.47,-0.02,0,0,-1.94,10,0.85,0,73.61,0,56.01,53.86,0,0,2.1,97.57,-0.02,0.4,2,5.6,50,50,59.74,66.35,49.01,68.52,98.35,17.87
3594,2024-25,Quincy Olivari,23,LAL,10,Too Few Games,Low Minute,Wing Stopper,-2.06,0,0.08,0,1.38,-0.06,0,0,-1.92,0,1.75,0,54.62,0,52.25,49.69,0,0,2.71,0,-0.18,0.44,0,4.22,0,0,48.46,68.49,0,37.93,0,0
3595,2025-26,Jahmir Young,25,MIA,58,Garbage Time,Low Minute,Point of Attack,-1.78,1.76,-0.17,0.14,1.41,-0.03,66.67,50,-1.75,1.07,6.66,31.95,40.96,22.18,53.47,52.81,95.04,58.42,6.36,16.34,-0.32,-0.58,0.14,2.73,0,66.67,41.04,23,16.92,4.5,0,55.56
3596,2024-25,Jahmir Young,24,CHI,30,Too Few Games,Low Minute,Point of Attack,-1.86,1.14,0,0.17,1.47,-0.05,100,0,-1.79,2.21,5.19,21.63,50.01,23.77,56.01,50.6,98.11,0,5.46,18.76,-0.3,-0.54,0.33,3.92,0,100,42.18,24.02,17.79,30.35,0,96.24
3597,2024-25,Tolu Smith,24,DET,22,Too Few Games,Low Minute,Mobile Big,0.71,15.34,0.05,4,3.24,-0.03,44.44,75,0.25,6.82,84.45,99.67,53.18,99.6,88.79,52.81,65.44,93.39,75.73,83.75,-0.16,-0.53,4,5.52,25,66.67,49.78,24.25,83.75,67.26,71.41,55.56
3598,2025-26,Tolu Smith,25,DET,137,Garbage Time,Roll + Cut Big,Mobile Big,-0.79,8.64,-0.06,1.47,4.92,-0.18,73.33,36.36,-1.21,7.23,33.89,92.35,46.6,86.06,98.29,41.46,96.69,41.04,21.29,87.19,-0.1,-1.92,1.8,6.57,14.81,93.1,53.7,4.87,45.15,81.64,37.83,95.49
3599,2024-25,Daniss Jenkins,23,DET,23,Too Few Games,Low Minute,Point of Attack,-1.98,1.79,-0.15,0,1.19,-0.06,0,0,-1.79,3.26,3.1,32.6,42.04,0,44.31,49.69,0,0,5.46,31.74,-0.11,0.24,0.29,4.48,50,66.67,52.93,57.41,17.63,44.31,98.35,55.56
3600,2025-26,Daniss Jenkins,24,DET,1455,Rotation,Primary Ball Handler,Point of Attack,-0.11,1.5,-0.46,0.71,1.29,0.28,89.47,17.65,-0.97,2.85,62.77,27.09,27.92,61.56,48.54,70.35,97.99,25.57,29.97,25.26,-1.28,0.03,1.6,2.92,6.96,99.14,8.14,46.3,40.74,6.89,22.05,96.21
3601,2024-25,Spencer Jones,23,DEN,125,Garbage Time,Stationary Shooter,Point of Attack,-1.16,4.29,0.99,0.4,2.12,-0.04,57.14,62.5,-1.58,2.53,20.12,71.22,83.79,40.97,72.92,51.6,90.64,78.24,10.84,21.36,-0.57,-0.89,0.45,3.24,55.56,64.29,29.02,16.72,19.35,12.98,99.31,45.81
3602,2025-26,Spencer Jones,24,DEN,1417,Key Rotation,Stationary Shooter,Wing Stopper,0.51,3.57,0.31,1.17,1.96,-0.67,58.14,37.33,-0.77,3.45,80.76,63.33,64.27,79.74,69.87,18.6,91.58,42.36,38.14,35.31,-1.01,-0.3,2.09,3.5,17.91,73.63,14.43,31.29,51.4,18.52,48.79,82.63
3603,2025-26,RayJ Dennis,24,IND/LAC/ATL,206,Rotation,Secondary Ball Handler,Point of Attack,-1.11,2.73,0,0.47,1.43,-0.46,53.33,25,-1.17,3.04,21.58,50.98,50.01,46.32,54.33,27.33,87.1,29.23,22.63,28,-0.4,1.11,1.06,3.4,5.56,85.71,36.74,92.62,29.47,16.28,21.11,93.23
3604,2024-25,RayJ Dennis,23,IND,70,Garbage Time,Low Minute,Point of Attack,-1.65,2.48,-0.49,0.18,1.27,-0.36,40,0,-1.43,4.93,9.22,46.16,26.29,24.32,47.6,32.04,50.56,0,14.67,63.11,-0.65,-0.02,0.91,4.96,20,62.5,25.71,43.25,26.31,56.28,55.18,38.64
3605,2025-26,Malevy Leons,26,GSW,276,Rotation,Athletic Finisher,Helper,0.04,2.19,1.64,1.2,3.73,0.98,187.5,16.67,-1.05,3.04,67.57,40.39,93.05,80.56,92.74,88.66,99.84,24.95,26.87,28,-1.05,0.34,0.92,3.33,21.74,164.29,13.31,62.86,26.46,15.01,61.53,99.49
3606,2024-25,Malevy Leons,25,OKC,21,Too Few Games,Low Minute,Helper,-1.96,3.41,0.98,0.17,1.69,-0.06,50,100,-1.82,3.49,3.56,61.34,83.57,23.77,63.19,49.69,78.83,97.85,4.92,36.31,-0.12,-0.12,0.33,4.57,0,100,52.24,38.42,17.79,46.82,0,96.24
3607,2024-25,Alex Ducas,24,OKC,125,Garbage Time,Movement Shooter,Low Activity,-1.01,5.66,2.28,0.43,2.31,-0.19,45,55.56,-1.38,4.81,24.8,80.52,96.93,43.5,76.51,40.89,67.01,68.52,16.01,61.17,0.12,-1.42,0.81,4.86,29.41,73.91,67.1,9.41,24.66,53.94,83.24,83.27
3608,2024-25,Yuki Kawamura,23,MEM,93,Garbage Time,Low Minute,Point of Attack,-1.69,0.37,-0.59,0,0.56,-0.21,0,0,-1.32,4.43,8.43,17.48,21.48,0,8.94,39.57,0,0,18,54.87,-0.34,0.68,0.55,4.63,8.33,92.31,39.86,80.22,20.81,48.29,22.91,95.31
3609,2025-26,Yuki Kawamura,24,CHI,209,Rotation,Secondary Ball Handler,Point of Attack,-0.93,1.33,-0.2,0.39,1.26,-0.2,87.5,0,-0.79,4.22,27.77,24.27,39.5,40.26,47.24,40.24,97.9,0,37.25,51.22,-0.28,0.44,1.44,4.34,0,144.44,43.15,68.49,37.45,40.94,0,99.36
3610,2025-26,Cooper Flagg,19,DAL,2344,Starter,Shot Creator,Helper,0.12,2.52,0.27,1.23,1.32,0.71,54.09,29.07,0.56,5.76,70.27,46.93,62.77,81.24,49.92,83.68,87.98,33.49,82.75,73.43,0.47,0.59,5.43,5.74,16.58,89.62,79.38,76.03,93.17,70.7,43.51,94.72
3611,2025-26,Dylan Harper,19,SAS,1558,Key Rotation,Shot Creator,Point of Attack,-0.72,1.89,-1.12,0.78,1.28,-0.09,69.23,38.89,0.03,4.18,36.79,34.55,6.2,64.95,48.16,47.06,96.1,44.5,68.95,50.47,0.71,0.68,2.61,4.2,20,87.38,85.69,80.22,62.57,37.46,55.18,94.07
3612,2025-26,VJ Edgecombe,20,PHI,2623,Starter,Primary Ball Handler,Point of Attack,0.85,2.54,0.38,1.63,1.7,1.64,68.54,37.7,0.31,4.16,86.54,47.23,67.16,88.46,63.44,95.61,96.02,43.15,77.39,50.21,0.47,0.31,4.01,4.17,18.6,82.24,79.38,61.21,84.03,36.83,50.96,92.02
3613,2025-26,Ace Bailey,19,UTA,1988,Starter,Movement Shooter,Helper,0.77,2.9,-0.18,1.44,1.84,0.99,64.2,41.35,-0.86,3.48,85.46,53.88,40.46,85.61,67.03,88.9,94.63,47.75,34.51,35.95,-0.3,-0.36,2.75,3.52,20.2,103.13,42.18,28.88,65.42,19.03,56.66,98.47
3614,2025-26,Jeremiah Fears,19,NOP,2112,Key Rotation,Primary Ball Handler,Point of Attack,-1.27,2.48,-1.2,0.73,1.03,-2.42,43.17,28.33,0.16,4.03,16.99,46.16,5.09,62.44,36.27,0.1,61.72,32.78,73.27,47.95,0.3,1.31,2.93,4.05,13.75,82.47,74.56,95.83,68.99,33.68,34.16,92.12
3615,2025-26,Tre Johnson,19,WAS,1443,Key Rotation,Secondary Ball Handler,Chaser,-0.7,1.34,-0.5,0.48,0.74,-0.39,54.72,13.79,-0.67,3.43,37.92,24.43,25.67,46.94,20.18,30.73,88.79,24.19,41.67,34.87,-1.11,-0.14,2.35,3.48,8.51,88.13,11.82,37.67,57.38,18.11,23.3,94.35
3616,2025-26,Nolan Traore,19,BRK,1243,Key Rotation,Primary Ball Handler,Point of Attack,-1.99,1.12,-2.44,0.25,0.47,-1.47,41.18,35.71,-1.31,2.54,2.95,21.34,0.17,28.97,4.69,2.88,54.87,40.51,18.37,21.48,-1.94,-1.25,1.52,2.63,14.12,83.33,1.68,11.64,39.2,3.35,35.27,92.51
3617,2025-26,Kon Knueppel,20,CHO,2551,Starter,Movement Shooter,Chaser,0.55,2.91,0.02,1.2,1.4,0.29,50.26,32.99,0.75,4.82,81.64,54.03,51.28,80.56,53.1,70.79,82.56,36.78,86.43,61.37,-0.21,0.75,4.14,4.82,15.82,78.64,47.1,82.89,85.1,52.89,41.1,89.76
3618,2025-26,Derik Queen,21,NOP,2023,Key Rotation,Shot Creator,Mobile Big,0.1,4.38,-0.7,1.68,2.37,0.17,56.67,58.82,1.32,7.58,69.66,72.06,17.1,89.14,77.52,65.57,90.4,73,93.4,89.39,0.32,-0.58,5.38,7.51,26.61,84.5,75.37,23,92.96,89.9,76.49,92.89
3619,2025-26,Rasheer Fleming,21,PHO,673,Rotation,Stationary Shooter,Helper,0.88,2.78,2.35,1.04,3.13,1.13,121.28,28.07,-1.01,3.73,86.93,51.77,97.39,75.91,87.53,90.93,99.67,32.61,28.31,41.49,-0.53,-0.81,1.22,3.81,16.42,136.73,30.63,17.98,32.62,27.12,43.01,99.31
3620,2025-26,Asa Newell,20,ATL,500,Rotation,Stationary Shooter,Helper,0.49,5.93,0.53,1,2.98,0.69,54.32,59.09,-1.28,3.58,80.12,81.48,72.42,73.87,85.7,83.25,88.24,73.48,19.25,38.25,-0.66,-1.5,1.18,3.69,30.77,75.36,25.37,8.46,31.83,23.48,85.71,86.23
3621,2025-26,Noa Essengue,19,CHI,6,Too Few Games,Low Minute,Helper,-2.18,0,-0.06,0,1.51,-0.16,0,0,-1.99,0,0.02,0,46.6,0,57.74,42.48,0,0,0.83,0,-0.07,0.04,0,4.3,0,0,55.77,46.74,0,39.9,0,0
3622,2025-26,Egor Demin,19,BRK,1308,Starter,Primary Ball Handler,Chaser,-0.88,1.5,-0.83,0.4,0.64,-0.96,41.18,19.05,-0.15,4.06,29.99,27.09,13.1,40.97,13.56,10.14,54.87,26.29,61.77,48.63,-0.12,-0.36,2.77,4.09,21.53,67.92,52.24,28.88,65.77,34.9,60.95,62.3
3623,2025-26,Kasparas Jakucionis,19,MIA,945,Rotation,Shot Creator,Chaser,0.94,2.67,0.82,0.81,1.58,0.04,61.43,23.26,-0.19,3.44,87.73,49.65,80.32,66.44,60.07,58.69,93.38,28.59,60.06,35.1,-1.64,0.38,1.79,3.51,15.79,95.96,3.65,64.94,44.83,18.72,40.9,95.91
3624,2025-26,Jase Richardson,20,ORL,587,Rotation,Secondary Ball Handler,Point of Attack,-0.49,2.44,0.16,0.39,1.34,-0.09,56.76,33.33,-1.15,2.57,47.69,45.48,58.08,40.26,50.71,47.06,90.43,36.79,23.15,21.89,-0.52,0.33,0.78,2.76,14.29,80.77,31,62.28,24.15,4.84,35.49,91.34
3625,2025-26,Will Riley,19,WAS,1632,Key Rotation,Secondary Ball Handler,Low Activity,0.2,2.03,-0.18,0.76,1.24,0.18,61.54,25,-0.92,3.37,72.96,36.98,40.46,64.16,46.43,66.11,93.41,29.23,31.97,33.78,0.29,-0.75,2.11,3.42,10.9,109.09,74.19,19.27,51.8,16.86,26.7,98.71
3626,2025-26,Liam McNeeley,20,CHO,368,Rotation,Movement Shooter,Low Activity,-0.4,3.5,0.96,0.42,1.38,-0.11,41.94,46.15,0.03,6.06,51.82,62.43,83.15,42.79,52.25,45.77,57.44,54.06,68.95,76.7,0.17,0.75,1.94,5.9,13.33,75.95,69.32,82.89,48.1,73.16,32.71,86.97
3627,2025-26,Khaman Maluach,19,PHO,411,Garbage Time,Roll + Cut Big,Mobile Big,-0.45,4.14,-3.62,1.07,4.2,0.53,119.51,28.57,-0.06,7.57,49.52,70.02,0,76.88,95.67,78.56,99.65,32.8,65.21,89.31,-0.6,0.07,1.83,7.26,5.95,215.38,27.95,48.3,45.93,88.05,21.39,99.71
3628,2025-26,Hugo Gonzalez,19,BOS,1084,Rotation,Stationary Shooter,Wing Stopper,1.17,4.73,3.01,0.84,2.17,1.76,47.69,40.32,0.94,6.35,90.44,74.72,99.08,67.81,73.92,96.3,74.78,46.78,89.48,79.68,0.13,2.26,2.49,6.28,15.22,77.31,67.55,99.8,60.16,78.22,39.09,88.63
3629,2025-26,Joan Beringer,19,MIN,314,Garbage Time,Roll + Cut Big,Mobile Big,-0.2,7.53,-1.66,1.13,4.62,-0.44,69.23,48.89,-0.94,5.04,59.81,88.27,1.56,78.45,97.43,28.34,96.1,57.82,31.07,64.66,-1.62,-0.48,1.18,5.01,14.89,92.16,3.83,25.61,31.83,57.3,38.13,95.27
3630,2025-26,Collin Murray-Boyles,20,TOR,1246,Key Rotation,Roll + Cut Big,Mobile Big,0.39,7.75,-0.69,2.33,3.89,-0.08,53.63,51.88,0,4.5,77.71,89.13,17.49,95.14,93.74,48.03,87.61,64.16,67.79,56.23,-1.59,0.15,2.67,4.51,23.68,71.03,4.17,52.36,63.76,45.26,68.04,74.87
3631,2025-26,Carter Bryant,20,SAS,818,Rotation,Stationary Shooter,Helper,0.01,1.85,1.16,0.54,1.71,0.14,95,28.95,0.24,6.05,66.72,33.75,86.78,51.67,63.69,64.25,98.06,33.41,75.41,76.59,-0.02,1.15,1.96,5.98,14.39,113.01,59.74,93.3,48.42,74.39,36.49,98.89
3632,2025-26,Noah Penda,21,ORL,757,Rotation,Stationary Shooter,Helper,1.32,5.27,1.31,1.14,3.17,1.43,63.21,44.78,0.12,5.67,91.85,78.29,88.95,78.89,87.97,93.97,94.23,52.28,72.07,72.41,-0.31,0.42,2.03,5.62,21.67,86.96,41.57,67.18,50.2,68.99,61.4,93.93
3633,2025-26,Amari Williams,24,BOS,146,Garbage Time,Athletic Finisher,Anchor Big,-1.67,5.65,-1,0.41,2.16,-0.42,45,44.44,-0.96,7.5,8.76,80.42,8.73,42.04,73.71,29.19,67.01,51.5,30.31,88.79,-0.47,-1.28,1.41,6.81,29.03,91.18,33.19,11.3,36.76,84.21,82.6,95.13
3634,2025-26,Danny Wolf,21,BRK,1187,Key Rotation,Movement Shooter,Helper,-0.05,3.33,0.06,1,1.8,-0.45,55.34,31.58,1.93,7.08,64.99,60.2,53.6,73.87,66.08,27.87,89.43,35.55,97.24,86.12,1.37,1.57,3.93,6.98,25.45,91.43,94.96,97.88,82.95,85.82,73.83,95.16
3635,2025-26,Maxime Raynaud,22,SAC,1964,Key Rotation,Roll + Cut Big,Mobile Big,-0.95,5.05,-1.07,1.92,2.6,1.24,53.38,40.14,1.76,7.58,26.97,77.02,7.37,91.67,80.37,92.17,87.26,46.7,96.59,89.39,1.05,0.62,5.59,7.51,20.53,99.28,91.27,77.34,93.71,89.9,57.54,96.23
3636,2025-26,Adou Thiero,21,LAL,149,Garbage Time,Athletic Finisher,Helper,-0.86,4.52,1.54,0.36,2.12,0.06,50,33.33,-1.22,4.54,30.97,73.16,91.91,37.92,72.92,59.89,78.83,36.79,21.1,56.86,-0.16,1.28,0.76,4.62,26.32,111.76,49.78,95.49,23.9,48.04,75.68,98.84
3637,2025-26,Micah Peavy,24,NOP,913,Rotation,Movement Shooter,Point of Attack,0.1,3.68,1.17,0.75,1.81,0.8,51.11,43.48,-1.19,2.75,69.66,64.86,86.9,63.36,66.33,85.37,83.77,50.44,21.88,23.93,-1.49,-0.51,1.16,2.86,12.68,72.45,5.11,24.85,31.35,6.28,31.06,79.54
3638,2025-26,Tyrese Proctor,21,CLE,545,Rotation,Secondary Ball Handler,Chaser,-1.2,1.08,-0.89,0.22,0.83,-0.56,73.33,18.18,-0.54,3.48,18.94,20.93,11.29,27.06,25,23.05,96.69,25.77,46.71,35.95,-0.65,0.7,1.06,3.6,11.32,94.64,25.71,81.07,29.47,21.07,27.62,95.73
3639,2025-26,Ben Saraf,19,BRK,916,Key Rotation,Slasher,Chaser,-1.07,1.12,-1.08,0.45,0.85,-1.14,71.43,20,-0.85,2.87,22.99,21.34,7.17,44.77,26.39,6.9,96.31,26.57,34.92,25.6,-1.19,-0.45,1.64,2.98,9.72,167.44,10.13,26.51,41.82,7.8,24.84,99.52
3640,2025-26,Kam Jones,23,IND,616,Rotation,Primary Ball Handler,Point of Attack,-0.38,1.21,-1.03,0.41,0.92,-0.85,71.43,6.67,-0.86,2.55,52.69,22.62,8.12,42.04,30.42,12.78,96.31,22.79,34.51,21.61,-2.37,0.17,1.22,2.72,6.67,102.27,0.41,53.48,32.62,4.32,21.69,98.41
3641,2025-26,Sion James,23,CHO,1843,Key Rotation,Movement Shooter,Point of Attack,-0.02,2.64,0.35,0.6,1.02,-0.53,39.84,30.61,0.32,4.71,65.84,49.01,65.77,55.3,35.8,24.43,50.4,34.77,77.56,59.78,-0.13,0.4,2.9,4.71,15.13,82.93,51.41,66.35,68.4,50.24,38.87,92.38
3642,2025-26,Vladislav Goldin,24,MIA,24,Garbage Time,Low Minute,Helper,-1.98,1.32,-0.48,0.33,2.52,0.08,300,0,-1.83,7.5,3.1,24.06,26.92,35.16,79.5,60.93,99.96,0,4.63,88.79,-0.12,-0.78,0.67,5.79,16.67,300,52.24,18.59,22.07,71.36,43.62,99.83
3643,2025-26,Mohamed Diawara,20,NYK,634,Garbage Time,Stationary Shooter,Helper,-1.07,1.69,-0.13,0.22,0.97,-0.86,53.57,60,-0.69,4.55,22.99,30.59,43.02,27.06,32.87,12.46,87.51,74.45,41.03,57.04,-0.28,-0.57,1.14,4.57,11.39,103.95,43.15,23.22,30.89,46.82,27.79,98.52
3644,2025-26,Koby Brea,23,PHO,84,Garbage Time,Low Minute,Chaser,-1.71,0,0.24,0.08,0.95,0.09,0,0,-1.51,3.09,8.09,0,61.64,20.03,31.94,61.45,0,0,12.53,28.84,-0.09,1.49,0.58,3.78,0,350,54.36,97.47,21.08,26.22,0,99.88
3645,2025-26,Yang Hansen,20,POR,300,Garbage Time,Post Scorer,Helper,-0.66,5.98,0.43,0.47,2.3,-0.29,41.67,45,-1.55,5.28,39.94,81.71,69.18,46.32,76.32,35.6,56.36,52.44,11.4,67.84,-1.1,-3.48,1.07,5.22,34.78,62.16,12.16,0.51,29.7,62.02,92.6,37.48
3646,2025-26,Cedric Coward,22,MEM,1598,Key Rotation,Movement Shooter,Wing Stopper,0.81,3.8,1.23,1.34,1.84,0.92,50.3,45.78,1.55,6.23,85.98,66.26,87.79,83.7,67.03,87.57,82.59,53.72,95.45,78.34,-0.37,2.12,4.53,6.18,19.57,80.29,38.2,99.71,88.2,76.79,54.29,91.18
3647,2025-26,John Tonje,24,BOS,42,Too Few Games,Low Minute,Point of Attack,-1.88,0.86,-0.04,0,0.92,-0.3,0,0,-1.72,4.74,4.8,19.03,47.82,0,30.42,35.12,0,0,7.29,60.23,-0.3,1.21,1,4.8,16.67,300,42.18,94.47,27.48,52.45,43.62,99.83
3648,2025-26,Rocco Zikarsky,19,MIN,36,Too Few Games,Low Minute,Anchor Big,-1.84,1.03,-0.26,0.4,1.86,-0.04,200,0,-1.63,12.5,5.44,20.42,36.99,40.97,67.5,51.6,99.86,0,9.48,99.68,0.12,-0.68,2.4,7.89,0,1200,67.1,20.98,58.22,92.28,0,99.97
3649,2025-26,Javon Small,23,MEM,830,Key Rotation,Primary Ball Handler,Point of Attack,0.66,1.84,0.86,0.88,1.55,0.76,87.8,19.44,0.06,3.89,83.51,33.54,81.06,69.56,59.19,84.74,97.96,26.51,70.1,45,0.43,0.53,2.24,3.95,21.74,133.33,78.29,73.3,54.82,31.09,61.53,99.22
3650,2025-26,Max Shulga,23,BOS,36,Garbage Time,Low Minute,Point of Attack,-1.79,0,0.97,0.27,2.26,0.36,0,0,-1.74,2.71,6.41,0,83.37,30.95,75.74,73.37,0,0,6.56,23.41,0.04,0.08,0.27,3.93,0,0,63.13,48.74,17.58,30.57,0,0
3651,2025-26,Alijah Martin,24,TOR,146,Garbage Time,Movement Shooter,Point of Attack,-1.47,3.98,-0.87,0.39,2.21,-0.26,60,22.22,-1.47,3.06,12.75,68.32,11.87,40.26,74.75,37.21,92.42,27.64,13.7,28.34,-0.4,-0.29,0.52,3.55,16.67,109.09,36.74,31.68,20.58,19.87,43.62,98.71
3652,2025-26,Kobe Sanders,23,LAC,1353,Rotation,Movement Shooter,Chaser,-0.26,1.78,0.91,0.43,0.83,-0.33,46.03,37.93,-0.38,3.38,57.62,32.32,82.22,43.5,25,33.58,70.33,43.33,53.02,34.01,-0.77,0.08,1.82,3.44,16.94,77.99,21.51,48.74,45.77,17.23,45.23,89.27
3653,2025-26,Dylan Cardwell,24,SAC,907,Rotation,Roll + Cut Big,Mobile Big,3.55,7.62,2.5,3.34,5.74,2.01,81.67,40.14,1.01,7.47,99.71,88.69,97.86,98.81,99.44,97.8,97.64,46.7,90.3,88.66,0.29,-1.29,4.2,7.33,24.32,92.5,74.19,11.19,85.78,88.59,69.79,95.4
3654,2025-26,Chucky Hepburn,22,TOR,13,Too Few Games,Low Minute,Point of Attack,-2.2,0,0.02,0,1.38,-0.04,0,0,-2,2.68,0,0,51.28,0,52.25,51.6,0,0,0.66,23.07,-0.04,-0.07,0.5,4.41,0,50,58.26,40.62,19.71,42.64,0,17.87
