RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Offensive Rebounding Talent,Offensive Rebounding Chances Per 75 Possessions,Offensive Rebounding Crashing Skill,Offensive Rebounds Per Game,Stable Offensive Rebounds Per 75,Offensive Rebounding Conversion Skill,Adjusted Offensive Rebounding Success Rate,Percentage of Offensive Rebounds Contested,Defensive Rebounding Talent,Defensive Reb Per 75 Possessions,Offensive Rebounding Talent_percentile,Offensive Rebounding Chances Per 75 Possessions_percentile,Offensive Rebounding Crashing Skill_percentile,Offensive Rebounds Per Game_percentile,Stable Offensive Rebounds Per 75_percentile,Offensive Rebounding Conversion Skill_percentile,Adjusted Offensive Rebounding Success Rate_percentile,Percentage of Offensive Rebounds Contested_percentile,Defensive Rebounding Talent_percentile,Defensive Reb Per 75 Possessions_percentile,Defensive Rebounding Conversion Skill,Defensive Rebounding Crashing Skill,Defensive Rebounds Per Game,Stable Defensive Rebounds Per 75,Percentage of Defensive Rebounds Contested,Adjusted Defensive Rebounding Success Rate,Defensive Rebounding Conversion Skill_percentile,Defensive Rebounding Crashing Skill_percentile,Defensive Rebounds Per Game_percentile,Stable Defensive Rebounds Per 75_percentile,Percentage of Defensive Rebounds Contested_percentile,Adjusted Defensive Rebounding Success Rate_percentile
3655,2025-26,Curtis Jones,24,DEN,88,Garbage Time,Low Minute,Point of Attack,-1.59,0.42,-0.11,0.2,1.16,-0.35,200,0,-1.56,3.71,10.53,17.51,43.84,25.25,42.76,32.53,99.86,0,11.19,41.07,-0.01,0.11,0.9,4.14,0,180,60.3,50.15,26.07,36.21,0,99.55
3656,2025-26,Miles Kelly,23,DAL,134,Garbage Time,Movement Shooter,Chaser,-1.37,2.1,0.17,0.36,1.42,-0.32,62.5,20,-1.2,4.86,14.71,38.6,58.62,37.92,54.03,34.18,93.83,26.57,21.59,62.11,-0.53,1.47,1.36,4.86,26.32,65.52,30.63,97.41,35.85,53.94,75.68,51.37
3657,2025-26,Jahmai Mashack,23,MEM,673,Key Rotation,Athletic Finisher,Helper,-0.81,1.74,-0.11,0.74,1.24,-1.26,76.67,34.78,-0.68,3,33.07,31.58,43.84,62.83,46.43,5,97.27,39.87,41.4,27.3,-1.34,-0.39,1.87,3.13,6.9,120.83,7.06,28.17,46.8,10.58,21.98,99.03
3658,2025-26,Ryan Nembhard,22,DAL,1171,Rotation,Primary Ball Handler,Point of Attack,-1.21,0.87,-1.34,0.22,0.46,-1.33,46.43,15.38,-0.32,3.71,18.66,19.16,3.29,27.06,4.23,4.22,71.42,24.77,55.26,41.07,-0.65,0.08,2.02,3.76,6.61,104.31,25.71,48.74,50.01,25.63,21.66,98.55
3659,2025-26,Yanic Konan Niederhauser,22,LAC,424,Rotation,Roll + Cut Big,Mobile Big,-0.69,8.44,0,0.9,3.12,-0.19,42.05,67.57,-0.08,6.92,38.36,91.68,50.01,70.38,87.42,40.89,57.86,86.32,64.37,84.66,-0.74,-0.72,1.95,6.69,25,52.63,22.39,19.98,48.21,83.04,71.41,19.91
3660,2025-26,Lachlan Olbrich,22,CHI,344,Garbage Time,Roll + Cut Big,Mobile Big,0.5,2.86,0.89,1.22,4.25,0.52,173.08,15.56,-0.55,6.69,80.42,53.13,81.79,81,95.82,78.32,99.78,24.83,46.37,82.83,-0.43,-0.5,1.81,6.46,10.45,159.52,35.31,25.05,45.48,80.47,26.04,99.45
3661,2025-26,Will Richard,23,GSW,1377,Key Rotation,Movement Shooter,Point of Attack,0.89,2.89,2.05,0.97,1.76,0.52,63.81,38.81,-0.81,2.71,87.12,53.68,95.83,73.09,65.03,78.32,94.52,44.47,36.38,23.41,-1.12,0.43,1.52,2.79,17.14,82.68,11.65,67.84,39.2,5.23,46.04,92.21
3662,2025-26,Chris Youngblood,23,OKC/POR,185,Garbage Time,Movement Shooter,Low Activity,-0.99,2.2,0.38,0.21,1.47,-0.01,70,14.29,-1.08,4.01,25.55,40.58,67.16,26.35,56.01,55.21,96.21,24.21,25.66,47.46,-0.98,-0.11,0.62,4.19,23.81,75,15.25,38.82,21.56,37.19,68.43,85.03
3663,2025-26,Drake Powell,20,BRK,1320,Key Rotation,Movement Shooter,Chaser,-0.72,0.85,-0.56,0.33,0.64,-0.83,72.41,14.29,-1.08,2.52,36.79,19,23.05,35.16,13.56,13.46,96.6,24.21,25.66,21.24,-0.86,-0.41,1.43,2.61,14.44,90,18.44,27.49,37.15,3.25,36.66,94.77
3664,2025-26,Brooks Barnhizer,23,OKC,348,Garbage Time,Stationary Shooter,Helper,-0.46,3.3,1.54,0.48,1.98,-0.27,63.33,36.84,-0.39,6,49.16,59.7,91.91,46.94,70.28,36.77,94.27,41.72,52.68,76.1,0.23,0.62,1.48,5.85,5.08,95.16,71.76,77.34,38.32,72.39,21.03,95.82
3665,2025-26,Taelon Peter,23,IND,492,Rotation,Movement Shooter,Chaser,-1.08,0.86,-0.82,0.26,0.8,-0.45,83.33,10,-0.99,3.44,22.66,19.03,13.46,30.11,23.41,27.87,97.73,23.15,29.21,35.1,-0.66,-1.05,1.29,3.57,12.24,98,25.37,14.35,34.39,20.33,29.78,96.11
3666,2025-26,LJ Cryer,24,GSW,292,Rotation,Off Screen Shooter,Chaser,-0.19,0,-0.12,0.22,0.69,0.06,0,0,-0.26,3.13,60.23,0,43.36,27.06,16.77,59.89,0,0,57.5,29.5,-0.36,-0.14,1.33,3.4,4.17,2400,38.77,37.67,35.03,16.28,20.69,100
3667,2025-26,Chris Manon,24,LAL,46,Garbage Time,Low Minute,Point of Attack,-1.81,3.33,-0.3,0.22,1.69,0.09,50,50,-1.57,6.06,6.02,60.2,35.21,27.06,63.19,61.45,78.83,58.42,11.08,76.7,-0.31,-0.04,0.89,5.43,25,88.89,41.57,41.99,25.93,65.81,71.41,94.49
3668,2018-19,Vince Carter,42,ATL,1330,Rotation,Movement Shooter,Helper,-0.36,2.53,-0.22,0.41,0.83,-0.45,33.33,45.16,-0.89,4.26,53.52,47.07,38.67,42.04,25,27.87,33.9,52.7,33.14,51.9,-2.16,-0.44,2.14,4.29,24.54,53.97,0.85,26.83,52.41,39.59,70.59,20.84
3669,2019-20,Vince Carter,43,ATL,876,Rotation,Movement Shooter,Helper,-0.58,2.72,0.16,0.3,0.76,-1.21,28.13,44.44,-1.09,4.31,43.43,50.82,58.08,32.93,21.14,5.83,27.4,51.5,25.19,52.84,-1.98,0,1.77,4.36,23.58,65.03,1.46,44.34,44.44,41.52,67.79,49.15
3670,2015-16,Vince Carter,39,MEM,1005,Rotation,Movement Shooter,Helper,0.13,3.57,0.66,0.52,1.19,-0.22,33.7,64.52,-0.26,4.36,70.57,63.33,76.28,50.28,44.31,39.11,36.07,81,57.5,53.83,-0.65,0.29,1.92,4.41,25.22,59.9,25.71,60.23,47.75,42.64,73.26,30.28
3671,2016-17,Vince Carter,40,MEM,1800,Starter,Movement Shooter,Helper,-0.46,3.07,-0.84,0.49,0.81,-0.86,25.71,52.78,-0.61,4.17,49.16,56.54,12.66,47.68,24.02,12.46,25,65.19,43.88,50.31,-0.55,0.22,2.62,4.2,20.94,57.88,29.78,56.41,62.75,37.46,58.9,25.94
3672,2017-18,Vince Carter,41,SAC,1026,Key Rotation,Movement Shooter,Low Activity,-0.71,3.1,-0.69,0.31,0.71,-0.25,22.22,66.67,-0.6,4.88,37.41,56.91,17.49,33.75,18.16,37.67,22.18,83.67,44.3,62.42,-0.47,-0.25,2.24,4.9,23.08,55.32,33.19,33.18,54.82,54.81,66.16,22.36
3673,2015-16,Dirk Nowitzki,37,DAL,2364,Starter,Versatile Big,Helper,-0.32,2.1,-0.47,0.69,0.86,-0.15,43.7,69.23,-0.13,7.22,55.21,38.6,27.46,60.16,27,43.16,63.11,88.33,62.43,87.07,0.55,-1.39,5.83,7.17,31.58,66.62,81.92,9.85,94.49,87.37,87.17,55.53
3674,2016-17,Dirk Nowitzki,38,DAL,1424,Key Rotation,Versatile Big,Helper,-0.58,1.76,-0.7,0.43,0.65,-0.1,38.33,47.83,0.92,8.96,43.43,31.95,17.1,43.5,14.13,46.4,46.23,56.28,89.2,95.21,1.34,-1.37,6.11,8.81,33.64,74.32,94.69,10.11,95.37,95.75,91.15,84.03
3675,2017-18,Dirk Nowitzki,39,DAL,1900,Key Rotation,Versatile Big,Helper,-0.68,1.56,-0.31,0.29,0.46,-0.25,28.57,63.64,0.4,8.35,38.9,28.2,34.73,32.06,4.23,37.67,27.81,79.73,79.21,93.04,0.5,-1.93,5.4,8.26,32.69,66.35,80.36,4.75,93.03,93.82,88.98,54.75
3676,2018-19,Dirk Nowitzki,40,DAL,795,Rotation,Versatile Big,Helper,-0.73,1.34,-0.51,0.1,0.31,-0.71,18.52,40,-0.48,7.15,36.43,24.43,25.26,20.51,0.66,17.29,20.27,45.41,49.24,86.7,-0.41,-2.1,3,7.03,28.1,64.29,36.16,3.71,70.3,86.34,80.12,45.81
3677,2015-16,Paul Pierce,38,LAC,1230,Rotation,Shot Creator,Helper,-0.66,1.54,-0.78,0.18,0.42,-1.05,25.53,25,-0.16,5.41,39.94,27.84,14.49,24.32,2.86,8.32,24.89,29.23,61.3,69.39,-1,-0.18,2.56,5.4,30.46,57.05,14.62,35.91,61.69,65.17,85.28,24.61
3678,2016-17,Paul Pierce,39,LAC,277,Garbage Time,Stationary Shooter,Helper,-1.2,1.08,-0.27,0.04,0.36,-0.3,12.5,100,-1.01,6.47,18.94,20.93,36.57,19.2,1.51,35.12,19.05,97.85,28.31,80.82,0.07,-0.32,1.88,6.25,23.4,81.03,64.69,30.34,46.94,77.78,67.25,91.47
3679,2015-16,Nazr Mohammed,38,OKC,19,Too Few Games,Low Minute,Anchor Big,-1.91,1.79,-0.16,0.2,1.67,0.02,100,100,-1.9,5.49,4.42,32.6,41.5,25.25,62.66,57.57,98.11,97.85,3.12,70.35,-0.11,-0.43,0.6,5.28,66.67,75,52.93,27,21.26,63.05,99.51,85.03
3680,2015-16,Elton Brand,36,PHI,225,Garbage Time,Roll + Cut Big,Anchor Big,-1.18,3.44,-0.63,0.53,1.5,0.29,42.86,66.67,-1.19,8.71,19.55,61.78,19.7,50.93,57.14,70.79,60.16,83.67,21.88,94.49,0.43,-4.13,3.18,8.04,29.63,70.13,78.29,0.25,73.52,92.86,83.67,71.51
3681,2015-16,Andre Miller,39,MIN/SAS,461,Garbage Time,Shot Creator,Point of Attack,-0.93,2.8,0.7,0.31,1.11,-0.04,37.5,58.33,-0.73,3.43,27.77,52.19,77.44,33.75,40.25,51.6,43.51,72.15,39.65,34.87,-0.53,0.38,1,3.63,20.51,59.09,30.63,64.94,27.48,21.94,57.48,28.37
3682,2015-16,Jason Terry,38,HOU,1258,Rotation,Movement Shooter,Chaser,-0.47,1.23,-0.34,0.19,0.46,-0.41,34.15,14.29,-1.66,1.93,48.67,22.95,33.24,24.79,4.23,29.65,36.72,24.21,8.7,17.57,-1.61,-0.02,0.9,2.07,12.31,58.56,3.9,43.25,26.07,0.34,29.95,27.25
3683,2016-17,Jason Terry,39,MIL,1365,Rotation,Movement Shooter,Chaser,-0.52,1.05,-0.47,0.2,0.47,-0.61,41.67,6.67,-1.1,2.58,46.45,20.56,27.46,25.25,4.69,20.9,56.36,22.79,24.78,21.94,-0.29,0.19,1.23,2.69,9.89,62.76,42.79,54.66,32.84,3.93,25.09,39.75
3684,2017-18,Jason Terry,40,MIL,814,Rotation,Movement Shooter,Chaser,-0.48,0.92,-0.25,0.1,0.3,-0.71,25,0,-1.28,1.98,48.14,19.54,37.41,20.51,0.54,17.29,23.7,0,19.25,17.7,-1.24,-0.4,0.84,2.18,13.95,64.18,9.06,27.87,25.12,0.58,34.72,45.42
3685,2015-16,Metta World Peace,36,LAL,590,Rotation,Shot Creator,Wing Stopper,-0.26,4.77,0.19,0.54,1.29,0.76,27.14,68.42,-0.18,4.58,57.62,75.08,59.71,51.67,48.54,84.74,26.32,87.32,60.52,57.53,-0.94,-0.05,2,4.63,12.86,59.83,16.3,41.5,49.01,48.29,31.51,30.12
3686,2016-17,Metta World Peace,37,LAL,160,Garbage Time,Shot Creator,Helper,-1.16,3.79,0.18,0.2,1.28,-0.62,31.25,20,-1.33,3.5,20.12,66.19,59.16,25.25,48.16,20.48,31.32,26.57,17.57,36.51,0.2,-0.17,0.6,3.93,13.33,71.43,70.62,36.31,21.26,30.57,32.71,75.99
3687,2015-16,Manu Ginobili,38,SAS,1134,Key Rotation,Secondary Ball Handler,Chaser,-0.1,2.78,0.08,0.45,0.89,-0.06,31.71,57.69,-0.26,3.98,63.25,51.77,54.62,44.77,28.61,49.69,32.05,71.41,57.5,46.87,-0.01,0.68,2.07,4.03,20.83,64.86,60.3,80.22,51.09,33.12,58.39,48.34
3688,2016-17,Manu Ginobili,39,SAS,1291,Key Rotation,Secondary Ball Handler,Chaser,-0.1,2.73,0.08,0.41,0.82,-0.04,31.46,53.57,-0.4,3.66,63.25,50.98,54.62,42.04,24.37,51.6,31.74,66.06,52.32,39.84,-0.56,0.57,1.87,3.72,16.28,59.17,29.51,74.98,46.8,24.44,42.59,28.6
3689,2017-18,Manu Ginobili,40,SAS,1299,Rotation,Secondary Ball Handler,Low Activity,-0.31,2.83,0.1,0.29,0.58,0.15,20.43,42.11,-0.5,3.62,55.6,52.73,55.47,32.06,10.26,64.62,21.26,48.58,48.44,39.05,-0.21,0.53,1.91,3.69,21.77,56.36,47.1,73.3,47.51,23.48,61.74,23.73
3690,2015-16,Andrea Bargnani,30,BRK,634,Rotation,Athletic Finisher,Mobile Big,-0.15,3.32,0.12,0.61,1.68,0.9,50.91,57.14,-1.2,4.16,61.52,60.03,56.45,55.94,62.91,87.3,83.28,70.56,21.59,50.21,-0.41,-0.83,1.5,4.24,31.88,53.49,36.16,17.67,38.66,38.54,87.56,20.35
3691,2015-16,LaMarcus Aldridge,30,SAS,2261,Star,Post Scorer,Helper,0.8,6.27,0.43,2.38,2.99,1.27,49.16,71.02,0.22,7.84,85.86,83.15,69.18,95.42,85.85,92.51,77.72,90.35,74.73,90.87,2.26,-1.38,6.16,7.78,28.73,77.42,99.27,10.06,95.53,91.71,81.94,88.71
3692,2016-17,LaMarcus Aldridge,31,SAS,2335,Star,Post Scorer,Helper,0.96,6.04,0.04,2.39,2.86,1.87,49.14,66.28,-0.44,5.91,88.05,82,52.65,95.52,83.87,97.02,77.66,83.41,50.88,75.18,1.05,-1.24,4.88,5.89,29.34,63.59,91.27,11.79,90.31,73.02,83.14,42.82
3693,2017-18,LaMarcus Aldridge,32,SAS,2509,Star,Post Scorer,Anchor Big,1.81,8.3,-0.43,3.28,3.75,1.57,46.33,67.89,-0.83,6.01,95.2,91.14,29.16,98.71,92.87,95.08,71.22,86.84,35.57,76.27,0.27,-2.32,5.17,5.99,29.38,64.13,73.42,2.68,91.89,74.56,83.18,45.15
3694,2018-19,LaMarcus Aldridge,33,SAS,2687,Star,Post Scorer,Anchor Big,0.6,7.34,-0.71,3.1,3.44,0.69,48.08,72.51,-0.94,6.83,82.66,87.4,16.71,98.18,90.42,83.25,75.53,91.73,31.07,83.88,0.72,-2.68,6.09,6.8,29.21,67.17,85.87,1.53,95.31,84.12,82.96,59.12
3695,2019-20,LaMarcus Aldridge,34,SAS,1754,Star,Post Scorer,Anchor Big,0.09,4.38,-0.28,1.94,2.13,0.46,50,65.05,-1.3,6.03,69.25,72.06,36.07,91.86,73.12,76.52,78.83,81.74,18.66,76.44,0.39,-3.12,5.45,6.01,26.3,66.44,77.31,0.75,93.26,74.83,75.63,55.04
3696,2020-21,LaMarcus Aldridge,35,SAS/BRK,674,Key Rotation,Post Scorer,Anchor Big,-0.97,3.3,-0.2,0.73,1.06,-0.1,31.67,78.95,-1.29,5.42,26.28,59.7,39.5,62.44,37.97,46.4,32.03,95.88,19.05,69.52,0.32,-2.37,3.81,5.41,32.32,66,75.37,2.41,81.74,65.39,88.39,53.35
3697,2021-22,LaMarcus Aldridge,36,BRK,1050,Rotation,Post Scorer,Mobile Big,0.64,5.61,0.36,1.55,2.5,0.66,46.5,60.27,-0.62,6.44,83.23,80.27,66.21,87.22,79.28,82.61,71.67,75.65,43.45,80.59,0.45,-1.93,3.94,6.38,33.51,66.31,78.88,4.75,83.05,79.5,91.02,54.63
3698,2015-16,Randy Foye,32,DEN/OKC,1641,Rotation,Secondary Ball Handler,Chaser,-0.65,2.23,-0.59,0.3,0.59,-1.26,25.81,16.67,-0.89,3.04,40.46,41.13,21.48,32.93,10.8,5,25.03,24.95,33.14,28,-1.18,0.26,1.63,3.11,19.7,59.19,10.33,58.4,41.5,10.21,54.65,28.65
3699,2016-17,Randy Foye,33,BRK,1284,Key Rotation,Secondary Ball Handler,Chaser,-0.93,2.2,-0.85,0.13,0.3,-1.03,11.54,44.44,0.21,4.05,27.77,40.58,12.43,21.61,0.54,8.75,18.97,51.5,74.51,48.39,-0.45,0.69,2.12,4.09,10.96,57.03,34.19,80.7,52,34.9,26.78,24.6
3700,2015-16,Rudy Gay,29,SAC,2379,Starter,Shot Creator,Wing Stopper,0.11,4.58,0.42,1.47,1.56,0.41,35.4,63.11,0.17,5.37,69.94,73.51,68.71,86.06,59.53,74.94,39.28,79.25,73.61,69.01,1.31,0.14,5.04,5.37,25.21,70.88,94.35,51.87,91.21,64.64,73.25,74.19
3701,2016-17,Rudy Gay,30,SAC,1013,Star,Shot Creator,Wing Stopper,0.24,4.52,0.48,1.17,1.32,-0.72,29.91,54.29,0.76,5.79,74.28,73.16,70.76,79.74,49.92,17.02,29.59,67.07,86.64,73.88,2.34,0.57,5.17,5.76,23.87,71.1,99.42,74.98,91.89,70.97,68.66,75.14
3702,2017-18,Rudy Gay,31,SAS,1231,Key Rotation,Shot Creator,Helper,1.32,5.75,0.67,1.33,2.32,1.15,41.99,55.26,0.99,6.67,91.85,80.88,76.5,83.36,76.64,91.17,57.66,68.37,90.06,82.6,0.36,0.4,3.77,6.61,24.19,59.07,76.65,66.35,81.34,81.99,69.44,28.32
3703,2018-19,Rudy Gay,32,SAS,1842,Star,Shot Creator,Wing Stopper,0.2,3.81,0.27,0.91,1.27,0.74,34.24,60.32,1.85,8.18,72.96,66.45,62.77,70.83,47.6,84.37,36.89,75.72,97,92.34,1.77,0.99,5.9,8.1,21.13,71.15,97.81,90.54,94.62,93.11,59.62,75.26
3704,2019-20,Rudy Gay,33,SAS,1461,Key Rotation,Shot Creator,Helper,0.78,3.08,0.47,0.91,1.48,1.11,49.19,59.02,1.26,7.34,85.59,56.72,70.49,70.83,56.5,90.74,77.8,73.38,92.98,87.88,1.9,0.74,4.49,7.27,18.94,78.59,98.46,82.53,87.88,88.12,52.05,89.75
3705,2020-21,Rudy Gay,34,SAS,1358,Key Rotation,Movement Shooter,Wing Stopper,0.26,2.63,0.21,0.67,1.14,1.23,43.75,47.62,0.79,7.05,74.83,48.79,60.47,58.89,41.94,92.08,63.21,56.01,87.08,85.78,1.78,0.02,4.14,6.98,26.44,76.32,97.85,45.61,85.1,85.82,76.04,87.51
3706,2021-22,Rudy Gay,35,UTA,1038,Rotation,Movement Shooter,Helper,1.63,4.1,0.51,1,1.96,0.63,50,56.36,0.66,6.67,94.02,69.59,71.66,73.87,69.87,81.73,78.83,69.76,84.72,82.6,0.94,0.09,3.4,6.59,27.81,70.83,89.82,49.25,76.72,81.75,79.54,74
3707,2022-23,Rudy Gay,36,UTA,816,Rotation,Shot Creator,Helper,-0.06,3.7,0.42,0.59,1.46,0.47,41.77,60.61,-0.01,5.75,64.77,65.22,68.71,54.68,55.52,76.84,56.99,75.98,67.44,73.3,0.2,0.43,2.32,5.7,23.08,71.43,70.62,67.84,56.62,70.13,66.16,75.99
3708,2015-16,JJ Redick,31,LAC,2097,Starter,Off Screen Shooter,Chaser,-0.98,1.24,-0.99,0.13,0.21,-1.34,14.71,10,-1.61,2.32,26.09,23.02,9.04,21.61,0.12,4.1,19.38,23.15,10.14,19.57,-1.54,0.27,1.72,2.39,9.3,53.09,4.66,59.01,43.25,1.64,24.32,20.09
3709,2016-17,JJ Redick,32,LAC,2198,Starter,Off Screen Shooter,Chaser,-0.96,0.97,-0.78,0.14,0.22,-1.15,20,9.09,-1.07,2.75,26.55,19.88,14.49,22.18,0.14,6.75,20.82,23.05,26.09,23.93,-0.97,0.37,2.05,2.81,11.25,56.74,15.52,64.42,50.57,5.53,27.51,24.15
3710,2019-20,JJ Redick,35,NOP,1581,Key Rotation,Off Screen Shooter,Low Activity,-0.87,0.81,-0.44,0.17,0.25,-1.25,27.78,20,-0.99,3.09,30.55,18.73,28.68,23.77,0.22,5.24,27,26.57,29.21,28.84,-0.69,-0.07,2.35,3.15,9.93,65.89,24.17,40.62,57.38,10.97,25.18,52.91
3711,2017-18,JJ Redick,33,PHI,2116,Starter,Off Screen Shooter,Chaser,-1.11,1.24,-1,0.13,0.18,-1.56,12.86,11.11,-1.09,2.87,21.58,23.02,8.73,21.61,0.02,2.36,19.13,23.49,25.19,25.6,-0.8,0.08,2.41,2.92,8.88,62.83,20.42,48.74,58.52,6.89,23.72,39.97
3712,2018-19,JJ Redick,34,PHI,2379,Key Rotation,Off Screen Shooter,Low Activity,-0.81,0.89,-0.54,0.26,0.32,-0.96,38.46,25,-1.27,2.47,33.07,19.32,23.97,30.11,0.81,10.14,46.46,29.23,19.66,20.84,-1.58,0.04,2.18,2.52,10.84,59.07,4.21,46.74,53.23,2.66,26.65,28.32
3713,2020-21,JJ Redick,36,NOP/DAL,723,Rotation,Off Screen Shooter,Low Activity,-0.64,0.55,-0.31,0.09,0.28,-0.58,40,0,-0.8,3.01,41.01,17.82,34.73,20.3,0.39,22.27,50.56,0,36.74,27.56,-1.15,0.14,1.36,3.16,10,65.93,10.92,51.87,35.85,11.24,25.21,53.1
3714,2015-16,Thabo Sefolosha,31,ATL,1758,Key Rotation,Stationary Shooter,Wing Stopper,-0.41,3.87,-0.57,0.69,1.14,0.17,30.23,63.46,1.23,5.94,51.31,67.13,22.68,60.16,41.94,65.57,30.11,79.57,92.66,75.52,0.06,1.01,3.76,5.92,17.38,67.14,64.21,90.89,81.2,73.51,46.81,58.93
3715,2016-17,Thabo Sefolosha,32,ATL,1596,Key Rotation,Movement Shooter,Wing Stopper,0.09,4.39,-0.19,0.87,1.28,0.42,29.51,48.15,0.57,5.01,69.25,72.13,39.99,69.18,48.16,75.18,29.2,56.72,82.95,64.25,0.47,0.9,3.48,5.02,23.61,61.54,79.38,88.09,77.8,57.52,67.9,35.36
3716,2019-20,Thabo Sefolosha,35,HOU,436,Garbage Time,Stationary Shooter,Helper,-0.1,4.06,0.66,0.51,1.66,0.27,45.65,42.86,-0.43,5.78,63.25,69.08,76.28,49.89,62.31,69.91,69.34,49.36,51.22,73.8,0.22,0.48,1.76,5.72,16.67,81.82,71.46,70.66,44.21,70.36,43.62,91.74
3717,2017-18,Thabo Sefolosha,33,UTA,806,Rotation,Stationary Shooter,Wing Stopper,0.26,4.25,0.16,0.76,1.38,-0.24,33.72,34.48,1.05,6.15,74.83,70.9,58.08,64.16,52.25,38.11,36.14,39.67,90.77,77.69,0.53,0.33,3.47,6.09,26.52,65.67,81.33,62.28,77.7,75.88,76.31,52.12
3718,2018-19,Thabo Sefolosha,34,UTA,609,Rotation,Stationary Shooter,Low Activity,-1,2.34,0.15,0.16,0.56,-0.5,21.05,37.5,0.06,6.88,25.14,43.47,57.67,23.24,8.94,25.61,21.5,42.39,70.1,84.32,-0.33,0.43,2.3,6.74,17.39,69.7,40.4,67.84,56.21,83.45,46.83,69.78
3719,2020-21,Rajon Rondo,34,ATL/LAC,769,Rotation,Primary Ball Handler,Chaser,-0.87,1.8,-1.94,0.4,0.91,-0.01,50,44.44,0.05,4.49,30.55,32.8,0.8,40.97,29.77,55.21,78.83,51.5,69.69,56.07,-0.9,0.69,2.04,4.53,11.96,67.15,17.47,80.7,50.35,45.84,28.99,58.99
3720,2018-19,Rajon Rondo,32,LAL,1369,Starter,Primary Ball Handler,Chaser,-0.58,2.8,-1.15,0.74,0.9,0.01,32.38,41.18,0.83,5.38,43.43,52.19,5.8,62.83,29.28,56.96,32.93,47.51,87.84,69.07,0.31,0.96,4.54,5.37,11.96,69.21,74.92,89.62,88.27,64.64,28.99,67.43
3721,2019-20,Rajon Rondo,33,LAL,984,Key Rotation,Primary Ball Handler,Chaser,-0.68,2.32,-1.42,0.48,0.88,0.28,38.33,39.13,0.26,4.42,38.9,43.08,2.75,46.94,28.13,70.35,46.23,44.95,76,54.71,-0.2,0.8,2.48,4.46,7.56,70,47.49,84.72,60.03,43.81,22.46,70.76
3722,2017-18,Rajon Rondo,31,NOP,1705,Key Rotation,Primary Ball Handler,Point of Attack,-1.17,3.46,-1.31,0.48,0.67,-0.41,19.25,38.71,0.58,4.84,19.94,61.98,3.75,46.94,15.54,29.65,20.59,44.32,83.12,61.75,0.41,1.33,3.57,4.85,10.78,59.79,77.75,96.1,78.96,53.62,26.59,30.07
3723,2015-16,Rajon Rondo,29,SAC,2537,Starter,Slasher,Point of Attack,-0.4,3.97,-0.76,1.07,1.1,0.38,28.31,38.96,1.29,5.05,51.82,68.17,15.16,76.88,39.74,74,27.58,44.83,93.15,64.89,0.02,1.16,4.97,5.06,10.61,61.94,62.01,93.47,90.74,58.43,26.29,36.78
3724,2016-17,Rajon Rondo,30,CHI,1843,Starter,Slasher,Point of Attack,0.18,4.77,-0.61,1.06,1.5,0.73,32.02,30.14,1.11,5.79,72.37,75.08,20.58,76.6,57.14,84.18,32.42,34.43,91.35,73.88,1.02,1.56,4.09,5.77,9.22,65.58,90.84,97.83,84.7,71.14,24.24,51.81
3725,2021-22,Rajon Rondo,35,LAL/CLE,698,Rotation,Primary Ball Handler,Chaser,-0.63,2.13,-0.62,0.38,0.83,0.02,37.5,33.33,0.07,4.86,41.52,39.29,20.07,39.26,25,57.57,43.51,36.79,70.44,62.11,-0.44,0.44,2.38,4.89,10.75,68.38,34.79,68.49,57.92,54.64,26.54,63.88
3726,2021-22,Kyle Lowry,35,MIA,2133,Star,Primary Ball Handler,Chaser,-0.63,1.79,-0.28,0.52,0.6,-0.96,35.11,39.39,-0.09,4.37,41.52,32.6,36.07,50.28,11.22,10.14,38.55,45.21,63.89,53.97,-2.47,0.48,3.95,4.39,16.47,57.77,0.32,70.66,83.21,42.18,43.22,25.73
3727,2022-23,Kyle Lowry,36,MIA,1718,Star,Primary Ball Handler,Helper,0.02,2.8,0,0.78,0.96,-0.62,35.25,37.21,-0.07,4,67.13,52.19,50.01,64.95,32.43,20.48,38.9,42.27,64.81,47.27,-1.94,0.58,3.31,4.03,16.48,54.49,1.68,75.51,75.24,33.12,43.3,21.32
3728,2023-24,Kyle Lowry,37,MIA/PHI,1690,Key Rotation,Primary Ball Handler,Chaser,-0.19,2.23,-0.13,0.57,0.78,-0.92,34.34,38.24,-0.85,3.58,60.23,41.13,43.02,53.46,22.24,11.02,37.05,43.64,34.92,38.25,-1.52,-0.29,2.67,3.62,18.13,54.42,4.82,31.68,63.76,21.6,49.59,21.26
3729,2024-25,Kyle Lowry,38,PHI,659,Rotation,Movement Shooter,Helper,-0.72,1.98,-0.15,0.31,0.7,-1.04,33.33,27.27,-0.68,3.16,36.79,36.07,42.04,33.75,17.52,8.56,33.9,31.86,41.4,30.05,-1.46,-0.32,1.6,3.3,17.86,57.73,5.48,30.34,40.74,14.29,48.55,25.68
3730,2025-26,Kyle Lowry,39,PHI,118,Garbage Time,Movement Shooter,Chaser,-1.73,0.3,-0.59,0,0.49,-0.35,0,0,-1.44,2.65,7.76,17.43,21.48,0,5.45,32.53,0,0,14.28,22.72,-0.4,0.5,0.64,3.31,22.22,69.23,36.74,71.69,21.78,14.49,63.09,67.46
