RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Rim Shot Making,Rim Shot Making Efficiency,Rim Shot Attempts Per 75 Possessions,Stable Rim FG%,Stable Short Midrange FG%,Floater Talent,Paint Shooting Talent,Paint Shot Making,Paint Shot Making Efficiency,Short Mid Range FG%,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Rim Shot Attempts Per 75 Possessions_percentile,Stable Rim FG%_percentile,Stable Short Midrange FG%_percentile,Floater Talent_percentile,Paint Shooting Talent_percentile,Paint Shot Making_percentile,Paint Shot Making Efficiency_percentile,Short Mid Range FG%_percentile,Rim FG%,Rim FG%_percentile
2263,2020-21,Donta Hall,23,ORL,179,Garbage Time,Athletic Finisher,Anchor Big,0.07,-0.05,5.43,67.82,43.52,-0.55,-0.84,0,-0.49,57.14,68.72,65.59,81.82,85.55,75.46,44.63,12.39,62.96,50.16,95.85,77.78,94.71
2264,2019-20,Donta Hall,22,DET/BRK,133,Too Few Games,Athletic Finisher,Anchor Big,0.02,-0.11,4.89,65.33,40.63,-0.5,-0.65,0.2,0.04,66.67,63.81,62.8,75.42,66.25,47,49.63,30.55,79.21,77.35,97.66,72.22,87.04
2265,2019-20,Matt Thomas,25,TOR,440,Garbage Time,Off Screen Shooter,Low Activity,-0.09,-0.39,0.88,60.12,40.41,-0.5,0.05,0,1.42,45.45,46.2,47.65,19.81,29.76,44.76,49.63,78.22,62.96,97.46,77.24,36.36,20.12
2266,2020-21,Matt Thomas,26,TOR/UTA,327,Garbage Time,Off Screen Shooter,Low Activity,-0.03,-0.04,0.89,64.02,41.28,-0.35,-0.1,-0.15,0.16,30.77,55.8,66,19.88,55.97,53.69,60.85,73.19,38.89,80.63,35.89,62.5,56.04
2267,2021-22,Matt Thomas,27,CHI,459,Garbage Time,Movement Shooter,Low Activity,-0.06,-0.21,0.08,65.89,39.17,-0.83,-0.26,-0.22,0.45,0,50.75,57.85,17.19,70.66,31.92,20.9,65.23,30.75,87.46,0,100,97.87
2268,2019-20,Tariq Owens,24,PHO,15,Too Few Games,Low Minute,Helper,-0.03,-0.39,4.84,63.29,39.87,-1.22,-0.72,0.03,-0.29,0,55.8,47.65,74.81,49.91,38.8,5.53,22.99,67.67,63.03,0,50,25
2269,2019-20,Javonte Green,26,BOS,468,Garbage Time,Athletic Finisher,Chaser,-0.31,-1.03,4.91,63.84,40.82,0.01,-0.41,0.11,0.12,44.44,23.63,17.96,75.68,54.62,49.08,76.73,54.6,74.61,79.59,74.23,64.06,62.08
2270,2020-21,Javonte Green,27,BOS/CHI,474,Rotation,Athletic Finisher,Chaser,-0.09,-0.32,3.72,66.8,41.5,-0.61,-0.68,-0.1,-0.39,36.36,46.2,51.65,58.79,78.5,56.2,38.98,27.25,45.39,56.67,48.5,70.83,83.8
2271,2021-22,Javonte Green,28,CHI,1519,Key Rotation,Stationary Shooter,Wing Stopper,-0.42,-0.74,4.42,67.74,40.6,-0.62,-0.67,-0.32,-0.08,35.71,16.41,29.03,69.39,85.18,46.75,38,28.37,21.77,73.25,46.77,68.68,77.92
2272,2022-23,Javonte Green,29,CHI,480,Rotation,Stretch Big,Helper,-0.22,-0.61,4.37,69.25,43.86,-0.36,-0.82,-0.15,-0.8,42.86,31.09,35.25,68.63,90.82,78.83,60.17,13.86,38.89,29.53,68.81,72.41,87.33
2273,2023-24,Javonte Green,30,CHI,230,Garbage Time,Stationary Shooter,Helper,0.23,-0.25,6.48,69.44,45.08,-0.48,-0.69,0.11,-0.67,62.5,77.99,55.75,90.22,91.31,88.52,51.29,26.07,74.61,38.26,97.38,75,91.01
2274,2024-25,Javonte Green,31,NOP/CLE,1258,Key Rotation,Stationary Shooter,Wing Stopper,-0.45,-1.08,2.92,64.69,40.12,-0.68,-0.77,-0.36,-0.97,30.23,14.94,16.32,46.38,61.53,42,32.06,17.92,18.63,20.6,35.29,63.37,59.41
2275,2025-26,Javonte Green,32,DET,1419,Rotation,Stationary Shooter,Helper,-0.72,-1.68,3,63.43,43.26,-0.94,-1.05,-0.49,-1.51,40.48,6.17,4.3,47.48,51.15,73.06,16.16,4.59,11.12,5.94,61.98,61.02,51.28
2276,2021-22,Juwan Morgan,24,TOR/BOS,31,Too Few Games,Low Minute,Helper,0.01,-0.21,1.17,65.89,42.59,-1.18,-1.5,,,0,62.52,57.85,22.43,70.66,66.2,10.12,1.9,,,0,100,97.87
2277,2019-20,Juwan Morgan,22,UTA,134,Garbage Time,Stretch Big,Helper,-0.1,-0.6,4.41,63.85,40.45,-1.22,-0.7,,-0.1,100,44.9,35.89,69.15,54.72,45.29,5.53,25.12,,72.41,98.68,64.71,64.28
2278,2020-21,Juwan Morgan,23,UTA,147,Garbage Time,Stretch Big,Mobile Big,-0.09,-0.65,3.57,64.61,41.79,-1.13,-0.7,-0.04,-0.27,0,46.2,33.12,56.31,60.85,59.18,12.19,25.12,55.54,64.09,0,66.67,70.21
2279,2021-22,Hassani Gravett,25,ORL,171,Too Few Games,Primary Ball Handler,Point of Attack,-0.08,-0.33,0.9,63.36,44.31,-0.4,-0.23,0.28,-0.13,80,47.68,51.08,19.97,50.59,83.09,57.57,66.84,82.07,70.85,98.61,25,18.6
2280,2021-22,Shaq Buchanan,25,MEM,10,Too Few Games,Low Minute,Chaser,-0.02,-0.34,6.82,65.03,42.59,-1.18,-0.63,0.01,-0.45,0,57.58,50.44,92.26,63.96,66.2,10.12,32.72,64.77,52.92,0,50,25
2281,2021-22,Tyler Hall,24,NYK,2,Too Few Games,Low Minute,Point of Attack,,,0,65.43,42.59,-1.18,-1.5,,,0,,,0,66.8,66.2,10.12,1.9,,,0,0,0
2282,2020-21,Keljin Blevins,25,POR,75,Garbage Time,Low Minute,Chaser,-0.1,-0.88,2.6,61.88,41.18,-0.57,-0.35,-0.03,-0.71,16.67,44.9,23.04,41.24,39.61,52.87,42.84,59.11,57.68,35.37,23.95,33.33,19.23
2283,2021-22,Keljin Blevins,26,POR,349,Rotation,Movement Shooter,Low Activity,-0.38,-1.39,2.52,58.59,41.7,-0.43,-0.44,-0.17,-0.94,28.57,18.48,8.43,40,23.31,58.02,55.38,52.32,36.61,22.08,32.48,37.5,20.17
2284,2021-22,Jaysean Paige,27,DET,7,Too Few Games,Low Minute,Chaser,,,0,65.43,42.59,-1.18,-0.63,,-0.43,0,,,0,66.8,66.2,10.12,32.72,,54.13,0,0,0
2285,2021-22,Xavier Moon,27,LAC,137,Garbage Time,Primary Ball Handler,Point of Attack,-0.09,-0.4,1.56,64.28,41.99,-0.54,0.37,-0.26,0.36,36.36,46.2,46.97,26.26,58.12,60.9,45.85,85.8,26.86,85.44,48.5,50,25
2286,2022-23,Xavier Moon,28,LAC,20,Too Few Games,Low Minute,Point of Attack,0.01,-0.28,0,66.77,44.11,-1.19,-0.24,,-0.97,50,62.52,54.02,0,77.92,81.2,8.97,66.2,,20.6,87.26,0,0
2287,2023-24,Xavier Moon,29,LAC,119,Garbage Time,Secondary Ball Handler,Point of Attack,-0.23,-1.32,1.77,62.7,44,-0.46,0.06,-0.07,-0.36,46.15,30.04,9.96,28.89,45.44,80.04,52.79,78.61,50.26,58.41,79.15,16.67,18.38
2288,2021-22,Ahmad Caver,25,IND,1,Too Few Games,Low Minute,Chaser,0,-0.24,37.5,65.89,42.59,-1.18,-1.5,,,0,60.92,56.53,99.97,70.66,66.2,10.12,1.9,,,0,100,97.87
2289,2020-21,Anthony Edwards,19,MIN,2314,Starter,Shot Creator,Chaser,0.38,0.15,6.56,60.3,37.12,-0.92,-0.9,-0.56,-1.73,33.54,83.23,72.83,90.63,30.44,20.54,16.94,9.12,8.46,3.2,42.27,59.62,46.52
2290,2021-22,Anthony Edwards,20,MIN,2466,Starter,Shot Creator,Helper,0.32,0.11,5.93,63.48,36.39,-1.13,-0.71,-0.53,-1.41,32.26,81.44,71.58,85.94,51.41,18.02,12.19,24.17,9.54,7.75,38.22,63.12,58.58
2291,2022-23,Anthony Edwards,21,MIN,2842,Starter,Shot Creator,Chaser,1.47,0.83,6.47,64.58,39.65,-0.73,-0.34,-0.83,-1.29,37.89,96.78,89.93,90.12,60.59,36.3,27.76,59.87,2.93,10.3,53.13,64.26,62.85
2292,2023-24,Anthony Edwards,22,MIN,2770,Star,Shot Creator,Wing Stopper,1,0.54,5.64,68.66,40.87,1.08,0.56,1.16,-0.6,40.06,93.57,84.03,83.44,88.91,49.76,93.09,88.56,94.96,42.82,61.01,69.05,79.12
2293,2024-25,Anthony Edwards,23,MIN,2871,Star,Shot Creator,Helper,0.62,0.39,4.61,63.85,42.55,0.3,1.58,-0.17,0.19,41.91,88.71,80.08,72.02,54.72,65.94,84.21,96.07,36.61,81.24,66.33,63.31,59.23
2294,2025-26,Anthony Edwards,24,MIN,2109,Star,Shot Creator,Chaser,1.3,1.07,4.58,70.49,45.81,0.46,2.06,0.54,0.56,46.4,95.86,93.49,71.66,94.09,91.84,87,97.49,87.93,89.49,80.09,71.38,84.82
2295,2020-21,LaMelo Ball,19,CHO,1469,Key Rotation,Primary Ball Handler,Chaser,0.31,0.22,5.79,56.71,41.46,1.46,0.48,0.67,-0.02,40.5,81.09,75.11,84.83,18.42,55.85,95.5,87.56,90.21,75.23,62.08,54.39,32.54
2296,2021-22,LaMelo Ball,20,CHO,2422,Star,Primary Ball Handler,Chaser,0.13,0.04,4.62,56.15,40.07,1.74,0.54,0.57,-0.16,39.08,72.76,69.24,72.19,17.4,41.48,96.51,88.34,88.46,69.34,57.05,53.97,31.89
2297,2022-23,LaMelo Ball,21,CHO,1268,Star,Primary Ball Handler,Low Activity,-0.13,-0.34,4.13,58.48,40.39,0.79,0.56,-0.97,-0.46,37.59,41.1,50.44,65.09,22.99,44.58,90.54,88.56,1.68,52.28,52.41,54.36,32.51
2298,2023-24,LaMelo Ball,22,CHO,711,Star,Primary Ball Handler,Low Activity,0.77,0.35,5.77,60.72,44.02,1.49,0.87,0.84,-0.08,44.33,91.01,79.01,84.48,32.68,80.52,95.65,92.1,92.46,73.25,74.09,57.02,38.6
2299,2024-25,LaMelo Ball,23,CHO,1505,Star,Shot Creator,Chaser,0.43,0.26,4.26,57.85,44.76,3.72,1.58,1.48,0.13,44.98,84.52,76.28,67,21.23,86.58,99.48,96.07,96.68,79.81,76.1,54.24,32.25
2300,2025-26,LaMelo Ball,24,CHO,1956,Star,Primary Ball Handler,Low Activity,0.88,1.42,3.16,60.41,41.99,1.47,1.44,-0.21,0.23,41.09,92.27,96.74,49.86,31.14,60.9,95.53,95.7,31.84,82.35,63.82,57.4,40.23
2301,2020-21,James Wiseman,19,GSW,836,Starter,Post Scorer,Anchor Big,0,-0.18,6.89,72.29,36.89,-0.88,-0.97,-0.71,-1.68,31,60.92,59.47,92.55,97.09,19.61,18.55,6.58,4.53,3.63,36.41,75.9,93.1
2302,2024-25,James Wiseman,23,IND,5,Too Few Games,Low Minute,Helper,,,0,66.5,45.29,-0.68,-1.51,0.02,,100,,,0,75.98,89.47,32.06,1.56,66.42,,98.68,0,0
2303,2025-26,James Wiseman,24,IND,58,Too Few Games,Low Minute,Mobile Big,0.14,-0.15,4.23,67.64,44.49,-1.29,-0.72,-0.12,-0.63,50,73.58,60.87,66.39,84.43,84.74,2.54,22.99,42.61,40.76,87.26,71.43,84.83
2304,2022-23,James Wiseman,21,GSW/DET,867,Key Rotation,Post Scorer,Anchor Big,-0.28,-0.56,6.75,70.39,45.28,-0.6,-0.6,-0.03,-0.63,46.27,25.91,37.98,91.86,93.93,89.43,40.08,36.48,57.68,40.76,79.74,72.05,86.71
2305,2023-24,James Wiseman,22,DET,1091,Rotation,Roll + Cut Big,Anchor Big,0.71,1.07,5.8,73.96,42.62,-1.11,-0.9,-0.36,-0.93,41.59,90.06,93.49,84.89,98.63,67.4,13.2,9.12,18.63,22.71,65.19,77.14,94.33
2306,2024-25,Killian Hayes,23,BRK,162,Too Few Games,Primary Ball Handler,Wing Stopper,0.16,-0.2,1.57,66.93,43.21,-0.23,-0.44,0.03,-0.68,35.71,74.82,58.43,26.46,79.57,72.67,67.72,52.32,67.67,37.4,46.77,71.43,84.83
2307,2020-21,Killian Hayes,19,DET,670,Key Rotation,Primary Ball Handler,Point of Attack,-0.13,-0.39,1.87,56.94,43.11,0.8,-0.21,0.04,-0.97,43.84,41.1,47.65,30.3,19.03,71.63,90.62,68.01,68.81,20.6,72.65,41.18,21.27
2308,2021-22,Killian Hayes,20,DET,1647,Key Rotation,Primary Ball Handler,Point of Attack,0.1,0.24,2.29,63.51,40.11,0.01,-0.6,0.01,-1.47,38.24,71.26,75.67,36.38,51.64,41.97,76.73,36.48,64.77,6.55,54.04,62.14,55.16
2309,2022-23,Killian Hayes,21,DET,2154,Starter,Primary Ball Handler,Point of Attack,-0.38,-0.82,1.59,60.13,40.53,-0.15,-0.18,-0.09,-1.2,39.32,18.48,25.72,26.7,29.79,46.12,70.8,69.63,46.96,12.73,57.74,54.84,33.32
2310,2023-24,Killian Hayes,22,DET,1008,Key Rotation,Primary Ball Handler,Chaser,-0.12,-0.21,0.89,67.84,43.83,0.07,-0.19,-0.21,-0.89,43.9,42.34,57.85,19.88,85.63,78.57,78.57,69.11,31.84,24.76,72.78,72,86.61
2311,2024-25,Deni Avdija,24,POR,2161,Key Rotation,Primary Ball Handler,Helper,-0.39,-0.64,5.51,65.63,38.81,-0.02,0.22,0.02,0.25,35.1,17.94,33.63,82.6,68.69,29.18,75.69,82.63,66.42,82.99,45.32,65.43,66.84
2312,2025-26,Deni Avdija,25,POR,2131,Starter,Shot Creator,Helper,-0.68,-0.86,6.12,66.09,40.66,0.85,-0.18,0.67,-0.92,39.11,7.05,23.89,87.39,72.58,47.3,91.11,69.63,90.21,23.23,57.12,65.85,68.11
2313,2020-21,Deni Avdija,20,WAS,1257,Key Rotation,Stationary Shooter,Wing Stopper,-0.3,-0.67,1.88,65.14,42.61,-0.79,-0.71,-0.43,-1.15,42.62,24.54,32.27,30.37,64.77,67.25,23.09,24.17,14.23,13.93,68.47,66.18,69.1
2314,2021-22,Deni Avdija,21,WAS,1984,Key Rotation,Stationary Shooter,Wing Stopper,-0.52,-0.94,3.25,63.48,41.3,-0.41,-0.45,-0.26,-0.73,40.17,12.16,20.83,51.19,51.41,53.93,56.91,51.61,26.86,33.88,61.27,62.64,57.14
2315,2022-23,Deni Avdija,22,WAS,2020,Key Rotation,Movement Shooter,Wing Stopper,-0.53,-0.84,3.97,67.15,37.48,-0.58,-0.92,-0.66,-2.05,31.58,11.76,24.99,62.88,80.72,21.92,41.91,8.48,5.6,1.3,37.08,67.28,73.81
2316,2023-24,Deni Avdija,23,WAS,2257,Starter,Shot Creator,Wing Stopper,-0.88,-1.26,5.4,70.04,36.45,-0.72,-0.61,-0.39,-1.31,32.45,3.59,11.29,81.34,93.12,18.18,28.59,35.32,16.49,9.8,38.63,70.81,83.73
2317,2023-24,Obi Toppin,25,IND,1730,Key Rotation,Stationary Shooter,Wing Stopper,0.48,0.57,5.29,75.5,43.4,-0.56,-0.63,-0.39,-0.15,42.86,85.82,84.59,80.04,99.45,74.55,43.69,32.72,16.49,69.89,68.81,78.08,95.07
2318,2024-25,Obi Toppin,26,IND,1545,Key Rotation,Stationary Shooter,Helper,1.03,1.66,4.71,75.26,47.66,-0.31,-0.45,0.45,-0.16,51.72,93.87,98.14,73.28,99.35,96.66,63.35,51.61,86.14,69.34,92.15,78.43,95.21
2319,2025-26,Obi Toppin,27,IND,386,Rotation,Movement Shooter,Helper,-0.12,-0.46,5.46,71.27,46.6,-0.58,-0.57,0.03,-1.04,56.52,42.34,43.73,82.18,95.85,94.07,41.91,39.91,67.67,17.65,95.68,76.27,93.48
2320,2020-21,Obi Toppin,22,NYK,683,Rotation,Stationary Shooter,Low Activity,-0.11,-0.36,5.04,66.16,43.42,-0.48,-0.37,0.13,0.24,46.43,43.57,49.34,77.06,73.16,74.72,51.29,57.63,75.93,82.73,80.12,67.78,75.42
2321,2021-22,Obi Toppin,23,NYK,1230,Rotation,Stationary Shooter,Low Activity,0.02,-0.07,7.93,70.43,39.2,-0.53,-0.67,-0.03,-1.06,29.73,63.81,64.77,96.34,94.04,32.28,46.97,28.37,57.68,16.99,34.53,71.88,86.31
2322,2022-23,Obi Toppin,24,NYK,1050,Rotation,Stationary Shooter,Low Activity,-0.68,-1.52,4.45,70.01,36.86,-0.39,-0.69,-0.6,-0.85,17.95,7.05,6.67,69.72,92.97,19.51,58.21,26.07,7.04,26.95,24.45,71.88,86.31
2323,2020-21,Onyeka Okongwu,20,ATL,601,Rotation,Roll + Cut Big,Anchor Big,0.08,0.16,6.31,70.9,42.87,-0.45,-0.79,0.02,-0.34,43.59,69.77,73.21,88.65,95.01,69.44,53.83,16.15,66.42,59.82,71.73,75.73,92.9
2324,2021-22,Onyeka Okongwu,21,ATL,992,Rotation,Roll + Cut Big,Anchor Big,-0.01,-0.13,6.38,71.48,46.74,-0.55,-0.64,0,0.49,54.55,59.23,61.84,89.34,96.1,94.42,44.63,31.57,62.96,88.17,94.43,74.12,90.2
2325,2022-23,Onyeka Okongwu,22,ATL,1849,Key Rotation,Roll + Cut Big,Mobile Big,0.32,0.23,6.6,72.12,44.44,-1.02,-0.93,-0.42,-0.86,44.9,81.44,75.39,90.87,96.86,84.6,14.23,8.07,14.91,26.32,75.86,73.29,88.84
2326,2023-24,Onyeka Okongwu,23,ATL,1405,Key Rotation,Roll + Cut Big,Mobile Big,0.31,0.06,5.74,72.15,44.14,-0.7,-0.99,-0.25,-0.6,44.78,81.09,69.94,84.3,96.92,81.5,30.18,5.94,27.79,42.82,75.46,74.01,90.09
2327,2024-25,Onyeka Okongwu,24,ATL,2064,Star,Roll + Cut Big,Mobile Big,-0.13,-0.38,6.35,69.62,47.16,-0.85,-0.82,0.35,-0.29,49.06,41.1,48.26,89.08,91.83,95.7,19.92,13.86,83.89,63.03,86.26,70.24,82.42
2328,2025-26,Onyeka Okongwu,25,ATL,2270,Starter,Stationary Shooter,Mobile Big,-0.44,-0.72,3.62,68.44,45.02,0.1,-0.22,0.69,0.33,45.3,15.53,29.95,57.27,88.13,88.23,79.4,67.4,90.46,84.75,76.98,68.8,78.45
2329,2021-22,Tyrese Haliburton,21,SAC/IND,2694,Starter,Primary Ball Handler,Low Activity,0.54,1.08,2.02,64.76,45.22,2.83,1.97,1.17,1.62,46.38,87.41,93.64,32.38,61.98,89.11,98.75,97.24,95.02,98.25,80.04,64.43,63.43
2330,2022-23,Tyrese Haliburton,22,IND,1883,Star,Primary Ball Handler,Low Activity,1.79,1.91,4.25,67.03,45.5,1.6,1.98,0.32,1.18,46.5,97.77,98.94,66.78,80.19,90.35,96.16,97.29,83.25,96.18,80.3,67.12,73.17
2331,2023-24,Tyrese Haliburton,23,IND,2224,Star,Primary Ball Handler,Low Activity,1.13,1.5,3.23,67.68,49.51,2.55,1.99,1.54,1.11,52.55,94.78,97.2,50.89,84.82,98.68,98.46,97.33,96.93,95.52,92.94,68.14,76.47
2332,2024-25,Tyrese Haliburton,24,IND,2451,Star,Primary Ball Handler,Low Activity,0.54,0.95,1.92,69.71,51.19,0.77,2.08,0.89,1.3,54.92,87.41,91.85,31.14,92.13,99.42,90.39,97.53,92.91,96.84,94.78,71.54,85.68
2333,2020-21,Tyrese Haliburton,20,SAC,1746,Starter,Primary Ball Handler,Chaser,0.2,0.44,1.96,65.98,45.47,3.42,1.08,0.43,1.02,47.4,76.61,81.56,31.57,71.35,90.24,99.29,93.81,85.79,94.75,82.76,67.37,74.1
2334,2020-21,Devin Vassell,20,SAS,1056,Rotation,Stationary Shooter,Chaser,-0.17,-0.5,1.41,64.78,41.64,-0.28,-0.37,0.01,-0.42,40,36.17,41.19,24.73,62.2,57.43,65.44,57.63,64.77,54.73,59.2,65.85,68.11
2335,2021-22,Devin Vassell,21,SAS,1937,Starter,Movement Shooter,Chaser,0.08,0.17,2.1,65.47,42.91,-0.28,-0.12,0.22,-0.07,43.13,69.77,73.6,33.39,67.46,70.14,65.44,72.46,79.98,73.64,70.2,65.49,67
2336,2022-23,Devin Vassell,22,SAS,1178,Starter,Secondary Ball Handler,Chaser,0.14,0.09,2.9,63.77,40.07,-0.6,0.33,-0.61,-0.3,35.79,73.58,70.86,46.06,53.98,41.48,40.08,85.09,6.79,62.25,47.27,61.46,52.7
2337,2023-24,Devin Vassell,23,SAS,2248,Starter,Secondary Ball Handler,Chaser,0.87,1.16,3.17,70.02,48.57,0.8,1.23,1.41,0.96,50.95,92.2,94.71,50.08,93.07,97.89,90.62,94.72,96.39,94.2,91.22,71.36,84.76
2338,2024-25,Devin Vassell,24,SAS,1983,Starter,Secondary Ball Handler,Chaser,-0.14,-0.31,2.74,63.49,44.28,0.15,0.92,0.31,0.85,44.31,39.72,52.21,43.4,51.47,82.86,80.79,92.59,83.02,93.17,74.06,62,54.52
2339,2025-26,Devin Vassell,25,SAS,1984,Starter,Movement Shooter,Helper,-0.66,-1.54,1.29,63.99,42.53,-0.37,0.16,0.12,0.47,40.87,7.61,6.34,23.43,55.68,65.86,59.58,81.16,75.3,87.91,63.01,60.56,49.8
2340,2025-26,Isaac Okoro,25,CHI,1695,Key Rotation,Stationary Shooter,Wing Stopper,-0.17,-0.39,4.27,64.18,40.38,-0.77,-0.69,-0.32,-0.74,28.57,36.17,47.65,67.14,57.19,44.47,24.36,26.07,21.77,33.37,32.48,63.05,58.41
2341,2020-21,Isaac Okoro,20,CLE,2173,Starter,Movement Shooter,Point of Attack,0.66,0.74,4.22,59.72,37.71,-1.06,-0.97,-0.64,-1.96,31.76,89.31,88.19,66.22,27.95,22.98,13.59,6.58,6.05,1.63,37.43,58.37,43.08
2342,2021-22,Isaac Okoro,21,CLE,1981,Key Rotation,Stationary Shooter,Point of Attack,0.17,0.13,4.34,63.26,36.98,-0.72,-1.18,-0.98,-2.55,22.5,75.25,72.26,68.2,49.72,19.97,28.59,3.22,1.6,0.17,27,62.56,56.93
2343,2022-23,Isaac Okoro,22,CLE,1652,Key Rotation,Stationary Shooter,Wing Stopper,0.11,0.27,3.33,66.4,44.51,-0.61,-0.66,-0.3,-0.68,45.95,71.77,76.56,52.49,74.88,84.97,38.98,29.27,23.4,37.4,78.73,66.21,69.33
2344,2023-24,Isaac Okoro,23,CLE,1887,Key Rotation,Stationary Shooter,Point of Attack,0.08,-0.02,4.06,62.87,42.27,-0.59,-0.73,-0.36,-0.97,39.66,69.77,66.86,64.12,46.64,63.63,40.96,21.67,18.63,20.6,58.52,61.58,53.23
2345,2024-25,Isaac Okoro,24,CLE,1053,Key Rotation,Stationary Shooter,Point of Attack,-0.42,-0.96,3.47,64.86,42.49,-0.78,-0.94,-0.48,-1.65,31.25,16.41,20.24,54.72,62.6,65.47,23.73,7.7,11.63,4.01,36.6,63.64,60.26
2346,2020-21,Patrick Williams,19,CHI,1983,Starter,Athletic Finisher,Wing Stopper,-0.09,-0.22,3.24,64.46,39.77,-0.39,-0.27,-0.08,-0.2,37.29,46.2,57.45,51.06,59.74,37.66,58.21,64.59,48.51,67.39,51.15,64.57,63.92
2347,2021-22,Patrick Williams,20,CHI,422,Key Rotation,Athletic Finisher,Wing Stopper,-0.06,-0.25,2.55,66.43,43.44,-0.24,-0.06,-0.09,0.16,47.62,50.75,55.75,40.49,75.16,74.84,67.33,74.7,46.96,80.63,83.28,68.97,78.94
2348,2022-23,Patrick Williams,21,CHI,2323,Starter,Stationary Shooter,Wing Stopper,-1.01,-1.78,3.07,63.21,38.55,-0.59,-0.49,-0.55,-0.66,33.33,2.53,3.26,48.59,49.28,27.66,40.96,48.56,8.79,38.83,39.52,61.86,53.97
2349,2023-24,Patrick Williams,22,CHI,1174,Key Rotation,Stationary Shooter,Wing Stopper,-0.84,-1.62,3.3,59.98,42.2,-0.57,-0.17,-0.41,-0.36,39.68,4.18,5.17,52.05,28.99,62.89,42.84,70.13,15.42,58.41,58.68,55.34,34.77
2350,2024-25,Patrick Williams,23,CHI,1576,Key Rotation,Stationary Shooter,Wing Stopper,-0.73,-1.44,2.7,56.23,43.23,-0.46,-0.67,-0.39,-1.33,42.05,5.92,7.65,42.83,17.51,72.8,52.79,28.37,16.49,9.4,66.65,50,25
2351,2025-26,Patrick Williams,24,CHI,1411,Key Rotation,Stationary Shooter,Wing Stopper,-1.11,-2.54,2.47,56.77,37.02,-0.68,-0.54,-0.82,-1.24,27.5,1.83,0.37,39.18,18.61,20.16,32.06,42.98,3.09,11.41,31.63,49,24.66
2352,2020-21,Precious Achiuwa,21,MIA,737,Garbage Time,Roll + Cut Big,Mobile Big,-0.68,-1.46,9.09,62.55,38.93,-0.7,-0.67,-0.64,-1.11,28.95,7.05,7.31,98.19,44.32,30.01,30.18,28.37,6.05,14.94,33.56,61.88,54.04
2353,2023-24,Precious Achiuwa,24,TOR/NYK,1624,Key Rotation,Athletic Finisher,Mobile Big,0.05,-0.14,6.41,66.13,38.18,-0.63,-0.81,-0.51,-1.4,31.87,67.1,61.34,89.53,72.91,25.39,36.95,14.66,10.4,7.97,37.66,66.05,68.72
2354,2024-25,Precious Achiuwa,25,NYK,1170,Key Rotation,Roll + Cut Big,Mobile Big,-0.59,-1.08,6.05,63.34,40.19,-0.9,-0.55,-0.61,-0.72,35.79,9.65,16.32,86.88,50.48,42.53,17.82,41.99,6.79,34.59,47.27,62.11,55.07
2355,2025-26,Precious Achiuwa,26,SAC,1685,Key Rotation,Athletic Finisher,Wing Stopper,-0.09,-0.34,5.78,68.37,45.54,0.28,-0.4,0.05,-0.58,46.12,46.2,50.44,84.71,87.92,90.47,83.75,55.38,69.89,44.18,79.12,68.68,77.92
2356,2021-22,Precious Achiuwa,22,TOR,1725,Key Rotation,Shot Creator,Helper,-1.87,-2.55,5.26,60.39,37.32,-0.8,-1.1,-1,-2.53,34.27,0.26,0.33,79.74,31.02,21.32,22.49,3.88,1.51,0.19,43.47,58.82,44.24
2357,2022-23,Precious Achiuwa,23,TOR,1140,Key Rotation,Athletic Finisher,Helper,0.06,-0.05,5.93,69.73,39.12,-0.67,-0.81,-0.52,-1.73,34.55,67.78,65.59,85.94,92.22,31.42,33.28,14.66,9.96,3.2,44.05,70.95,84.12
2358,2022-23,Aaron Nesmith,23,IND,1816,Key Rotation,Movement Shooter,Wing Stopper,-0.63,-1.15,3.28,61,40.28,-0.65,-0.66,-0.48,-0.53,35.96,8.5,14,51.77,34.22,43.75,35.02,29.27,11.63,47.71,47.62,58.43,43.18
2359,2023-24,Aaron Nesmith,24,IND,1995,Starter,Stationary Shooter,Wing Stopper,0.56,0.75,3.32,65.31,45.29,-0.54,-0.22,0.55,0.46,46.94,87.77,88.38,52.41,66.16,89.47,45.85,67.4,88.11,87.67,81.63,64.86,64.79
2360,2024-25,Aaron Nesmith,25,IND,1123,Key Rotation,Movement Shooter,Wing Stopper,0.07,-0.03,3.24,67.36,46.48,0.27,-0.4,0.16,-0.32,50,68.72,66.37,51.06,82.68,93.75,83.56,55.38,77.4,61.08,87.26,68,76.05
2361,2025-26,Aaron Nesmith,26,IND,1335,Starter,Off Screen Shooter,Wing Stopper,-0.89,-1.55,2.54,59.05,44.31,-0.2,-0.52,-0.47,-0.91,44.23,3.48,6.2,40.32,25.09,83.09,68.97,45.24,11.98,23.7,73.84,52.63,29.65
2362,2020-21,Aaron Nesmith,21,BOS,669,Rotation,Movement Shooter,Low Activity,-0.17,-0.54,2.09,63.84,43.42,-0.11,-0.59,-0.09,-0.66,46.43,36.17,39.01,33.3,54.62,74.72,72.38,37.61,46.96,38.83,80.12,63.16,58.64
