RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shooting Talent,3PT Shot Making,C&S 3PT Shot Making,3PT Pull Up Talent,3PT Pull Up Shot Making,3PT Pull Up Shot Creation,3PT Shot Creation,3PT Shot Making Efficiency,C&S 3PT Shot Making Efficiency,Stable FG3%,3PT Shooting Talent_percentile,3PT Shot Making_percentile,C&S 3PT Shot Making_percentile,3PT Pull Up Talent_percentile,3PT Pull Up Shot Making_percentile,3PT Pull Up Shot Creation_percentile,3PT Shot Creation_percentile,3PT Shot Making Efficiency_percentile,C&S 3PT Shot Making Efficiency_percentile,Stable FG3%_percentile,Stable C&S 3PT%,Stable ATB 3PT%,Stable Pull Up 3PT%,3PT Functional Versatility,Stable 3PTA Per 75,Off-Ball Gravity,Stable Corner 3PT%,3PT Attempt Rate,Stable C&S 3PT%_percentile,Stable ATB 3PT%_percentile,Stable Pull Up 3PT%_percentile,3PT Functional Versatility_percentile,Stable 3PTA Per 75_percentile,Off-Ball Gravity_percentile,Stable Corner 3PT%_percentile,3PT Attempt Rate_percentile
75,2015-16,Marcin Gortat,31,WAS,2256,Starter,Post Scorer,Anchor Big,-0.73,0.06,-0.03,-0.93,,,-1.33,-0.09,-0.13,34.86,28.44,70.67,70.48,16.71,,,0.49,67.16,61.26,26.9,0,34.87,31,-1.07,0.04,-0.34,38,0.13,0,54,7.61,20.89,0.27,8.23,28.01,7.36
76,2016-17,Marcin Gortat,32,WAS,2556,Star,Post Scorer,Anchor Big,-0.84,0,-0.04,-0.9,,,-1.27,-0.19,-0.15,35.71,22.05,61.14,69.53,19.08,,,2.01,60.34,60.2,49.47,0,34.74,33,,0.05,-1.56,39,0.3,0,49.69,49.31,,0.64,0.27,59.49,8.13
77,2017-18,Marcin Gortat,33,WAS,2075,Key Rotation,Post Scorer,Mobile Big,-1.83,,,-0.97,,,,,,36,4.3,,,10.85,,,,,,59.16,0,35,33,,0.03,-1.68,39,0,0,59.36,49.31,,0.03,0.2,59.49,0
78,2015-16,Ronnie Price,32,PHO,1211,Rotation,Primary Ball Handler,Point of Attack,0.09,-0.16,-0.01,-0.26,-0.37,-0.22,0.16,-0.39,0,34.86,74.61,32.43,72.17,69.06,9.34,71.95,78.67,45.36,69.59,26.9,0,33.45,30.47,-0.14,5.93,0.68,39.74,64.9,0,23.99,2.31,69.15,66.5,63.29,84.19,89.99
79,2016-17,Ronnie Price,33,PHO,134,Garbage Time,Shot Creator,Chaser,-0.3,-0.15,-0.24,-0.31,-0.03,-0.74,-0.3,-0.62,-0.54,34.8,56.8,33.57,30.16,66.06,45.89,52.38,65.2,31.81,33.43,25.71,0,34.22,32.9,-0.47,4.55,-0.26,38.49,70.83,0,37.35,46.42,55.18,45.39,11.07,44.56,93.94
80,2016-17,Jose Calderon,35,LAL/ATL,539,Garbage Time,Primary Ball Handler,Point of Attack,-0.38,-0.25,-0.28,-0.3,-0.09,-0.47,-0.39,-0.83,-0.68,35.01,52.18,23.5,25.93,66.91,30.81,63.73,60.65,21.62,25.82,32.86,0,35.16,32.8,-0.52,4.44,-0.13,37.22,47.76,0,68.32,40.72,52.71,43.9,17.15,11.74,68.68
81,2015-16,Jose Calderon,34,NYK,2024,Starter,Primary Ball Handler,Point of Attack,0.48,0.58,0.56,-0.03,0.01,-0.17,-0.15,0.76,0.93,37.91,85.17,89.48,91.6,78.71,61.13,73.22,70.64,90.84,92,90.9,0,36.97,31.56,0.39,3.9,0.54,39.62,44.62,0,93.56,15.89,85.8,36.06,57.52,82.43,62.98
82,2017-18,Jose Calderon,36,CLE,914,Rotation,Primary Ball Handler,Point of Attack,0.33,0.46,0.35,0.02,0.03,0,0,1.02,1.16,38.97,81.91,87.18,87.15,80.26,66.13,78.01,74.61,93.92,94.66,96.27,0,36.89,32.82,0.26,3.99,1.05,40.62,52.43,0,93,41.53,82.45,37.33,76.4,92.42,76.79
83,2018-19,Jose Calderon,37,DET,632,Rotation,Primary Ball Handler,Low Activity,-0.68,-0.33,-0.26,-0.52,-0.24,-0.98,-0.42,-1.21,-0.76,33.82,31.75,18.24,28.01,47.49,15.2,40.13,59.3,10.68,22.4,10.11,0,33.18,32.09,-0.83,3.35,0.25,37.78,47.5,0,21.43,24.28,35.51,29.58,44.21,21.84,68.21
84,2016-17,Alan Anderson,34,LAC,308,Garbage Time,Movement Shooter,Chaser,0.08,-0.02,-0.14,-0.12,0,-0.49,0.14,-0.22,-0.2,35.36,74.22,54.13,52.06,75.2,57.95,62.82,78.2,58.25,56.51,40.69,0,35.19,32.9,-0.2,5.4,-0.05,37.66,55,0,68.94,46.42,67.18,58.91,22.21,19.73,80.52
85,2015-16,Alan Anderson,33,WAS,192,Garbage Time,Movement Shooter,Wing Stopper,0.17,-0.02,-0.18,-0.33,0.05,-1,-0.32,-0.1,-0.2,34.66,77.56,54.13,39.4,64.78,71.3,38.61,64.29,66.47,56.51,22.3,0,34.73,31.02,-0.4,6.91,-0.03,37.78,62.71,0,49.04,11.16,58.18,79.77,23.87,21.84,88.39
86,2015-16,Chuck Hayes,32,HOU,24,Too Few Games,Low Minute,Anchor Big,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,1.37,-0.02,38,0,0,59.36,7.61,,13.98,24.39,28.01,0
87,2016-17,John Lucas III,34,MIN,11,Too Few Games,Low Minute,Point of Attack,-0.5,0,,-0.5,0,-0.67,-0.26,-0.19,,35.85,43.79,61.14,,50,57.95,55.55,66.87,60.34,,53.94,0,34.87,32.89,-1.08,3.78,-0.01,39,25,0,54,42.63,20.25,34.54,25.03,59.49,29.6
88,2015-16,Tim Duncan,39,SAS,1537,Starter,Post Scorer,Anchor Big,-0.73,0.06,-0.04,-0.93,,,-1.33,-0.05,-0.09,34.71,28.44,70.67,69.53,16.71,,,0.49,69.46,64.19,23.47,0,34.74,31,-1.05,0.09,0.19,38,0.45,0,49.69,7.61,22.51,2.25,40.57,28.01,8.84
89,2024-25,Jahlil Okafor,29,IND,3,Too Few Games,Low Minute,Helper,-2.24,,,-1.03,,,,,,36,0,,,1.93,,,,,,59.16,0,35,33,,4.47,0,39,0,0,59.36,49.31,,44.39,25.9,59.49,0
90,2018-19,Jahlil Okafor,23,NOP,935,Rotation,Post Scorer,Anchor Big,-0.72,0.05,-0.03,-0.48,0,-1.06,-0.63,-0.06,-0.02,35.68,29.1,69.6,70.48,52.27,57.95,35.24,48.49,68.9,68.45,48.59,0,34.73,32.79,-0.84,0.26,0.12,38,1.38,0,49.04,38.29,34.87,6.4,36.31,28.01,11.63
91,2019-20,Jahlil Okafor,24,NOP,467,Rotation,Post Scorer,Anchor Big,-0.86,0,-0.09,-0.56,-0.02,-1.19,-0.9,-0.19,-0.12,35.97,20.65,61.14,63.11,42.37,49.41,27.65,24.61,60.34,61.96,58.29,0,35.11,32.89,-0.86,0.37,-0.5,38.78,1.85,0,66.93,42.63,33.53,7.6,4.77,52.02,12.39
92,2015-16,Jahlil Okafor,20,PHI,1591,Starter,Post Scorer,Helper,-0.61,0,-0.07,-0.46,0,-1.08,-0.59,-0.19,-0.16,34.56,36.27,61.14,66.04,54.25,57.95,34.06,50.94,60.34,59.45,20.1,0,34.73,30.8,-0.66,0.18,0.81,37.79,0.77,0,49.04,4.54,45.47,4.77,68.48,22.14,9.99
93,2016-17,Jahlil Okafor,21,PHI,1134,Key Rotation,Post Scorer,Anchor Big,-1.76,,,-0.9,,,,,,36,5.28,,,19.08,,,,,,59.16,0,35,33,,0.05,1.42,39,0,0,59.36,49.31,,0.64,85.49,59.49,0
94,2017-18,Jahlil Okafor,22,PHI/BRK,353,Rotation,Post Scorer,Anchor Big,-0.73,-0.02,-0.12,-0.58,-0.02,-1.18,-0.51,-0.27,-0.25,35.82,28.44,54.13,57.22,39.61,49.41,28.32,55.44,54.48,52.85,52.96,0,34.74,32.89,-0.53,0.6,-0.1,39.12,2.9,0,49.69,42.63,52.13,9.65,18.94,71.97,13.48
95,2020-21,Jahlil Okafor,25,DET,347,Rotation,Post Scorer,Anchor Big,-0.8,-0.09,-0.17,-0.61,-0.04,-1.2,-0.68,-0.53,-0.45,36.47,24.04,40.66,41.74,35.71,42.89,26.68,44.96,36.53,38.55,72.96,0,35.68,33.89,-0.85,1.14,0.07,38.78,8.82,0,77.9,81.29,34.16,12.73,32.82,52.02,17.48
96,2017-18,Emmanuel Mudiay,21,DEN/NYK,1244,Rotation,Slasher,Point of Attack,-0.42,-0.39,-0.38,0.05,-0.14,0.15,0.38,-1.05,-1.03,34.39,49.42,14.96,16.67,81.13,23.89,82.08,82.99,14.65,13.23,17.04,0,32.61,32.59,-0.24,4.35,0.48,40.68,28.14,0,17.76,33.35,65.56,42.53,54.96,92.75,34.22
97,2018-19,Emmanuel Mudiay,22,NYK,1607,Starter,Slasher,Point of Attack,-0.26,-0.25,-0.33,0.07,-0.02,-0.2,0.24,-0.53,-0.64,34.54,58.77,23.5,20.29,81.65,49.41,72.56,80.29,36.53,27.9,19.74,0,33.6,32.64,0.34,4.74,1.52,38.15,28.38,0,25.74,34.5,84.53,48.84,87.42,35.75,34.68
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,-2.09,,,-1.02,,,,,,35,1.61,,,3.54,,,,,,30.54,0,34,33,,3.01,0.04,38,0,0,32.55,49.31,,25.55,30.45,28.01,0
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,-0.31,-0.09,-0.19,-0.04,0.02,-0.23,0.13,-0.46,-0.53,35.6,56.18,40.66,37.37,78.45,63.81,71.51,77.98,40.81,33.91,47.03,0,35.29,33.13,-0.13,3.72,1.07,37.84,26.61,0,70.96,64.9,69.47,33.67,76.91,24.24,32
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-0.52,-0.7,-0.74,0.17,-0.13,0.29,0.68,-1.08,-1.28,33.48,42.37,4.77,3.66,84.07,25.16,84.88,87.98,13.64,8.09,7.3,0,33.64,31.26,-0.07,4.17,-0.09,37.39,25.64,0,26.59,13.58,71.6,39.87,19.6,14.37,30.83
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-0.9,-0.85,-0.28,-1.28,-1.15,-0.49,-0.18,-1.45,-0.5,34.08,17.89,2.87,25.93,0.17,0.51,62.82,69.64,6.18,35.54,12.61,0,34.11,30.93,-0.68,4.6,0.93,37.08,32.3,0,35.2,7.1,44.15,46.42,72.56,9.93,40.64
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,-0.27,-0.02,0.01,-0.2,-0.17,-0.15,0.1,-0.27,0.08,36.64,58.26,54.13,73.8,72.17,20.81,73.81,77.31,54.48,73.08,75.85,0,35.18,32.67,0.08,3.52,1.07,40,28.9,0,68.72,34.82,76.25,31.28,76.91,86.96,35.53
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-0.73,-0.45,-0.44,-0.4,-0.18,-0.53,-0.36,-1.43,-1.3,35.22,28.44,12.19,13.14,59.58,19.91,61.43,62.39,6.42,7.76,37.6,0,35.11,33.54,-0.96,4.21,0.48,37.48,33.9,0,66.93,73.9,27.93,40.36,54.96,15.75,43.67
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,-0.11,0.06,0.05,-0.11,-0.09,0.12,-0.08,-0.07,0.11,36.84,66.66,70.67,76.38,75.52,30.81,81.23,72.51,68.39,74.33,79.09,0,36,32.66,-0.28,4.85,1.02,38.3,37.14,0,83.67,34.69,63.75,50.45,75.44,39.6,48.89
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.03,-0.1,-0.25,0.23,0.11,-0.03,0.14,-0.33,-0.51,36.64,70.26,39.43,29,85.6,79.21,76.99,78.2,49.67,35.08,75.85,0,34,34.59,-0.15,6.04,1.23,42.82,45.92,0,32.55,94.95,68.87,68.19,81.31,98.99,65.44
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.31,-0.27,-0.48,0.2,0.18,-0.52,0.2,-0.74,-1.2,34.14,56.18,21.98,11.24,84.72,83.91,61.75,79.51,25.68,9.88,13.23,0,34.35,31.46,-0.35,3.52,0.11,37.58,33.97,0,39.94,15.13,60.76,31.28,35.6,17.74,43.89
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,-0.24,-0.04,-0.06,-0.34,-0.14,-0.59,-0.21,-0.31,-0.01,35.91,59.92,49.8,67.32,64.01,23.89,58.69,68.55,51.25,69.04,57.02,0,35.16,32.29,-0.39,3.58,0.26,38.52,40.33,0,68.32,27.48,58.67,31.95,44.7,45.16,54.9
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,-0.61,-0.28,-0.21,-0.38,-0.22,-0.05,-0.37,-0.98,-0.63,35.61,36.27,21.09,34.25,61.29,16.87,76.57,61.82,16.59,28.44,47.22,0,34.89,31.7,-1.03,3.37,0.64,38.31,39.33,0,56.59,17.06,23.62,29.83,61.71,39.78,52.73
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,-0.54,-0.31,-0.12,-0.44,-0.44,-0.1,0.32,-0.91,-0.34,34.55,41,19.37,57.22,56.04,7.28,75.35,81.79,18.81,46.11,19.93,0,33.38,31.86,-0.58,2.93,0.85,38.47,28.25,0,23.07,19,49.65,24.95,69.87,43.96,34.36
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,934,Rotation,Primary Ball Handler,Point of Attack,-0.64,-0.48,-0.52,-0.17,-0.09,-0.23,-0.13,-1.56,-1.61,33.54,34.44,11.06,9.5,73.51,30.81,71.51,71.2,4.5,3.57,7.62,34.81,32.48,32.43,-1.01,5.33,0.07,37.51,62.84,79.39,17.17,29.76,24.85,57.83,32.82,16.17,88.5
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,0.25,0.28,0.36,-0.23,-0.17,0.06,-0.3,0.24,0.49,39.36,80.09,82.63,87.45,70.57,20.81,79.61,65.2,80.34,84.85,97.38,0,36.3,33.15,-0.27,6.81,1.26,42.92,58.71,0,88.34,65.44,64.24,78.52,81.92,99.12,84.54
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,0.23,0.41,0.28,0.17,0.17,0.04,0.05,0.45,0.44,39.26,79.27,86.2,85.31,84.07,83.26,79.08,75.95,85.36,83.75,97.15,0,37.57,34.92,0.36,4.63,2.18,40.9,38.44,0,96.17,96.56,85,47.05,95.38,94.13,51.16
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-1.61,,,-0.93,,,,,,35,6.11,,,16.71,,,,,,30.54,0,35,31,,1.06,-0.01,38,0,0,59.36,7.61,,12.36,25.03,28.01,0
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-0.23,-0.12,-0.22,-0.34,-0.01,-1.03,-0.62,-0.59,-0.61,34.84,60.43,36.92,33.01,64.01,53.08,36.84,49.2,33.28,29.53,26.38,0,34.4,32.91,-0.5,5.75,0.17,37.2,49.04,0,41.2,47.88,53.71,63.84,39.42,11.54,70.79
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.59,-0.46,-0.59,-0.51,0.08,-1.59,-0.77,-0.94,-1.11,33.13,37.58,11.88,7.12,48.85,76.32,5.61,38.07,17.79,11.51,4.73,0,32.08,33.33,-0.94,6.85,-0.61,38.01,62.11,0,15.73,68.95,29.25,79.02,3.15,32.94,87.92
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,-0.31,-0.34,-0.32,-0.53,-0.17,-1.22,-0.5,-0.9,-0.72,33.29,56.18,17.66,21.32,46.34,20.81,24.99,55.98,19.17,24.19,5.96,0,32.82,32.21,-0.61,5.98,0.37,37.87,44.19,0,18.9,25.91,48.04,67.26,50.08,25.05,62.02
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.13,-0.17,-0.14,-0.68,-0.18,-1.34,-0.8,-0.61,-0.33,35.11,65.44,31.27,52.06,28.03,19.91,17.21,35.65,32.25,47.03,34.98,0,34.94,32.27,-0.56,7.27,0.3,37.71,50.99,0,57.63,27,50.65,83.41,46.73,20.36,74.56
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.09,-0.21,-0.29,-0.64,-0.04,-1.43,-0.93,-0.85,-0.75,34.37,67.5,26.79,24.7,32.09,42.89,13.33,20.89,20.69,22.93,16.7,0,33.85,32.79,-0.85,8.89,-0.33,38.4,76.32,0,29.67,38.29,34.16,94.02,8.63,42.52,96.43
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,-0.31,-0.3,-0.26,-0.43,-0.2,-1.04,-0.41,-1,-0.69,32.83,56.18,20,28.01,56.89,18.35,36.21,59.68,15.98,25.45,3.37,0,33.49,30.17,-0.61,4.81,-0.1,36.47,47.43,0,24.5,1.4,48.04,50.01,18.94,5.15,68.11
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-0.51,-0.38,-0.43,-0.46,-0.05,-1.13,-0.77,-0.71,-0.73,33.56,43.21,15.54,13.67,54.25,39.84,30.94,38.07,27.19,23.66,7.66,0,33.81,30.82,-0.75,4.39,-0.07,37.33,55.56,0,29.01,5.16,40.24,43.08,21.02,13.29,81.07
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,-0.64,0.02,-0.13,-0.97,,,-0.93,-0.1,-0.13,36.26,34.44,65.69,55.13,10.85,,,20.89,66.47,61.26,69.08,0,35,33,-1.1,5.38,0.18,39.34,100,0,59.36,49.31,18.95,58.56,40,76.88,99.32
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.17,-0.24,-0.43,-0.09,0.15,-0.84,-0.39,-0.68,-0.95,34.99,63.27,24.27,13.67,76.3,82.08,47.28,60.65,28.47,15.75,30.18,0,34.08,33.44,-0.61,6.39,-0.59,39.03,54,0,34.4,72.08,48.04,72.95,3.33,69.93,79.33
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-0.76,0.01,-0.12,-0.93,,,-1.31,-0.1,-0.14,34.86,26.51,63.84,57.22,16.71,,,1.27,66.47,60.73,26.9,0,34.87,31,-1.07,0.23,-0.09,38,1.11,0,54,7.61,20.89,5.74,19.6,28.01,11.22
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,-0.79,-0.06,-0.18,-0.43,0.08,-1.22,-0.88,-0.37,-0.51,35.39,24.49,45.72,39.4,56.89,76.32,24.99,27.04,47.23,35.08,41.36,0,34.62,33.22,-1.04,0.29,0.05,38.7,2.03,0,46.22,66.07,23.11,6.75,31.3,50.04,12.62
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,-0.72,-0.01,-0.13,-0.41,0.06,-0.96,-0.38,-0.24,-0.42,35.39,29.1,57.78,55.13,58.7,73.43,41.31,61.12,56.96,40.7,41.36,0,34.48,32.9,-0.88,0.24,0.64,39,1.28,0,42.72,46.42,32.22,5.91,61.71,59.49,11.53
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,-0.58,0.07,0.08,-0.49,-0.07,-0.91,-0.08,-0.06,0.17,34.8,38.2,71.91,78.15,50.98,35.2,43.93,72.51,68.9,76.52,25.71,0,34.09,32.17,-0.73,0.31,0.27,37.79,1.91,0,34.68,25.34,41.44,6.99,45.26,22.14,12.47
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,-0.92,-0.15,-0.09,-0.76,-0.22,-1.33,-0.49,-0.72,-0.29,33.51,16.84,33.57,63.11,23.32,16.87,17.67,56.38,26.5,49.99,7.51,0,32.81,31.55,-0.88,0.4,-0.01,39,2.22,0,18.8,15.79,32.22,7.97,25.03,59.49,12.9
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,-1,-0.19,-0.21,-0.65,-0.1,-1.23,-0.75,-0.8,-0.68,35.54,12.93,29.04,34.25,31.03,29.23,23.75,39.64,22.94,25.82,45.28,0,34.84,33.56,-0.51,0.28,0.25,38.78,1.66,0,52.9,74.35,53.31,6.6,44.21,52.02,12.12
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.91,-0.07,-0.12,-0.67,-0.06,-1.36,-0.92,-0.46,-0.3,35.13,17.3,43.94,57.22,28.99,36.82,16.09,22.29,40.81,49.17,35.75,0,34.36,33.78,-0.24,0.43,0.61,38.78,2.87,0,40.36,78.89,65.56,8.09,60.55,52.02,13.42
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,-0.82,0.04,-0.03,-0.57,0.01,-1.22,-0.68,-0.18,-0.16,34.25,22.95,68.44,70.48,40.81,61.13,24.99,44.96,61.21,59.45,14.81,0,33.26,32.9,-0.09,0.43,0.02,38.13,3.06,0,21.81,46.42,70.98,8.09,28.3,35.13,13.62
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-0.66,-0.77,-0.58,-0.18,-0.47,0.5,0.76,-1.82,-1.51,32.7,33.26,3.92,7.32,73.12,6.28,88.82,88.92,2.32,4.63,2.91,0,31.73,31.88,-0.72,4.16,-0.08,39.4,43.33,0,15,19.22,42.02,39.68,20.43,78.9,60.51
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,-0.5,-0.45,-0.55,0.18,0.01,0.08,0.37,-1.08,-1.34,34.93,43.79,12.19,8.29,84.24,61.13,80.2,82.83,13.64,6.94,28.85,0,34.82,33.24,-0.62,4.19,0.85,37.31,33.1,0,52.45,68.13,47.42,40.1,69.87,12.89,41.82
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-0.13,-0.21,-0.23,0,-0.13,0.23,0.71,-0.79,-0.49,34.51,65.44,26.79,31.33,79.57,25.16,83.55,88.32,23.3,36.08,19.35,0,33.85,32.38,-0.49,5.14,0.01,37.72,47.17,0,29.67,28.88,54.31,55.02,27.05,20.61,67.72
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-0.27,-0.02,-0.15,-0.93,,,-0.66,-0.19,-0.25,34.8,58.26,54.13,48.09,16.71,,,46.37,60.34,52.85,25.71,0,34.96,31,-0.66,3.7,-0.38,37.72,52.63,0,58.12,7.61,45.47,33.4,7.3,20.61,77.04
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-0.54,-0.02,-0.16,-0.9,,,-0.98,-0.29,-0.25,35.71,41,54.13,44.26,19.08,,,15.07,52.7,52.85,49.47,0,34.87,33,-1.12,4.31,-0.14,38.78,50,0,54,49.31,17.58,41.78,16.69,52.02,71.87
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-0.94,-1.01,-0.89,-0.51,-0.19,-0.81,-0.36,-1.52,-1.48,33.73,15.83,1.25,1.67,48.85,19.11,48.67,62.39,5.02,5.03,9.23,0,33.95,32.68,-1.14,6.76,-0.9,37.22,62.32,0,31.63,34.88,16.33,77.82,1.24,11.74,88.13
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,-0.43,0,-0.14,-0.06,0.11,-0.25,-0.2,-0.26,-0.49,35.95,48.71,61.14,52.06,77.66,79.21,70.9,68.92,55.5,36.08,57.92,0,35.8,33.53,-0.14,3.03,0.92,36.56,43.12,0,80.23,73.72,69.15,25.75,72.16,5.7,60.29
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,-0.78,-0.61,-0.38,-0.54,-0.54,-0.04,0.16,-1.52,-0.99,33.45,25.19,6.95,16.67,44.94,4.66,76.82,78.67,5.02,14.53,7.07,0,32.29,31.24,-0.57,3.61,1.04,38.43,30.11,0,16.38,13.45,50.24,32.27,76.08,43.22,37.14
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.38,-0.02,-0.03,-0.34,-0.13,-0.28,-0.13,-0.24,0.05,36.95,52.18,54.13,70.48,64.01,25.16,70.01,71.2,56.96,71.86,80.9,0,36.63,33.45,-0.38,3.41,0.96,37.98,36.17,0,91.25,72.41,59.2,30.17,73.54,27.58,47.35
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-0.72,-0.4,-0.3,-0.55,-0.31,-0.48,-0.34,-1.31,-0.8,34.01,29.1,14.42,23.6,43.64,11.64,63.33,63.42,8.58,20.91,11.77,0,32.76,31.88,-0.97,4.31,0.31,39.4,55.73,0,18.51,19.22,27.18,41.78,47.26,78.9,81.29
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,-0.37,-0.17,-0.03,-0.36,-0.36,0.13,0.23,-0.53,-0.08,37.09,52.83,31.27,70.48,62.76,9.62,81.57,80.07,36.53,64.92,83.57,0,36.44,32.7,-0.13,3.66,1.13,38.62,33.2,0,89.73,36.76,69.47,32.84,78.52,48.73,42.05
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,-0.13,0.03,-0.19,0.07,0.14,-0.25,0.4,0.03,-0.42,35.18,65.44,67.08,37.37,81.65,81.51,70.9,83.39,73.32,40.7,36.7,0,35.41,31.79,0.05,2.27,0.13,37.58,16.25,0,73.02,18.02,75.35,19.54,37.14,17.74,22.04
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,-0.33,-0.11,-0.17,-0.15,-0.07,-0.41,0.18,-0.41,-0.29,35.71,54.81,38.07,41.74,74.19,35.2,65.63,79.2,44.16,49.99,49.47,0,34.98,32.91,-0.03,2.66,0.51,38.61,25.86,0,58.61,47.88,72.8,22.58,56.23,48.27,31.18
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,-0.44,-0.3,-0.22,-0.25,-0.24,-0.13,0.04,-0.86,-0.59,36.23,48,20,33.01,69.53,15.2,74.42,75.77,20.28,30.58,68.58,0,35.09,32.29,-0.25,4.03,0.73,39.35,35.42,0,66.29,27.48,65.2,37.73,65.57,77.82,46.13
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,-0.51,-0.28,-0.37,-0.05,-0.01,-0.05,0.1,-0.73,-0.84,35.49,43.21,21.09,17.29,78.06,53.08,76.57,77.31,26.04,19.73,44.22,0,34.68,34.11,-0.23,3.63,0.87,38.48,40.89,0,48.04,90.17,66.13,32.55,70.68,44.19,55.75
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,-0.47,-0.07,-0.22,-0.09,0.12,-0.58,-0.28,-0.39,-0.64,36.35,45.8,43.94,33.01,76.3,80.05,59.28,65.94,45.36,27.9,70.99,0,34.37,33.43,-0.24,2.97,1.01,40.87,30.9,0,40.8,71.41,65.56,25.26,75.12,94.04,38.41
