Season,Player,Team,Pos,PG,SG,SF,PF,C,Primary_Position,Second_Position,SourceURL
2021-22,Lance Stephenson,ATL,SG,1,36,45,18,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lance Stephenson,IND,PG,23,53,24,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Landry Shamet,PHO,SG,3,84,13,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Langston Galloway,2TM,SG,48,31,21,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Langston Galloway,BRK,SG,4,57,38,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Langston Galloway,MIL,SG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Larry Nance Jr.,2TM,PF,0,0,0,50,50,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Larry Nance Jr.,NOP,PF,0,0,0,65,35,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Larry Nance Jr.,POR,C,0,0,0,47,53,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lauri Markkanen,CLE,SF,0,9,64,27,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,LeBron James,LAL,C,0,0,6,44,50,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Leandro Bolmaro,MIN,SF,0,30,56,15,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lindell Wigginton,MIL,PG,75,25,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lindy Waters III,OKC,SG,9,42,45,4,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lonnie Walker IV,SAS,SG,6,61,33,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lonzo Ball,CHI,PG,82,18,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Lou Williams,ATL,PG,84,16,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Louis King,SAC,SF,0,8,56,35,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luguentz Dort,OKC,SG,8,72,20,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luka Dončić,DAL,PG,80,19,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luka Garza,DET,C,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luke Kennard,LAC,SG,21,74,5,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luke Kornet,3TM,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luke Kornet,BOS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luke Kornet,CLE,C,0,0,0,13,87,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Luke Kornet,MIL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,M.J. Walker,PHO,SG,0,65,35,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mac McClung,2TM,SG,57,43,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mac McClung,CHI,PG,0,100,0,0,0,SG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mac McClung,LAL,SG,65,36,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malachi Flynn,TOR,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malcolm Brogdon,IND,PG,60,38,3,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malcolm Hill,2TM,SG,0,9,64,28,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malcolm Hill,ATL,SG,0,24,65,11,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malcolm Hill,CHI,SF,0,5,63,32,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malik Beasley,MIN,SG,15,76,10,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malik Fitts,2TM,PF,0,0,0,79,21,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malik Fitts,BOS,PF,0,0,0,94,6,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malik Fitts,UTA,PF,0,0,0,67,33,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malik Monk,LAL,SG,21,55,24,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Malik Newman,CLE,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mamadi Diakite,OKC,PF,0,0,0,10,90,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marcus Garrett,MIA,SG,2,62,36,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marcus Morris,LAC,PF,0,7,49,40,4,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marcus Smart,BOS,PG,63,37,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Markelle Fultz,ORL,PG,69,30,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Markieff Morris,MIA,PF,0,0,0,76,24,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marko Simonovic,CHI,C,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Markus Howard,DEN,SG,26,70,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marquese Chriss,DAL,PF,0,0,2,31,67,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marvin Bagley III,2TM,PF,0,0,0,78,21,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marvin Bagley III,DET,PF,0,0,0,60,40,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Marvin Bagley III,SAC,PF,0,0,1,92,8,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mason Jones,LAL,SG,4,72,24,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mason Plumlee,CHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Matisse Thybulle,PHI,SG,9,41,49,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Matt Mooney,NYK,SG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Matt Ryan,BOS,SF,0,52,48,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Matt Thomas,CHI,SG,51,49,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Maurice Harkless,SAC,SF,0,2,75,24,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Max Strus,MIA,SF,0,15,47,37,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Maxi Kleber,DAL,PF,0,0,0,53,48,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,McKinley Wright IV,MIN,PG,77,23,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Melvin Frazier,OKC,SG,11,89,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Micah Potter,DET,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Michael Porter Jr.,DEN,SF,0,0,91,9,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mikal Bridges,PHO,SF,0,8,88,3,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mike Conley,UTA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mike Muscala,OKC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Miles Bridges,CHO,PF,0,0,21,69,10,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Miles McBride,NYK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mitchell Robinson,NYK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Miye Oni,UTA,SG,0,10,84,6,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mo Bamba,ORL,C,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Monte Morris,DEN,PG,91,9,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Montrezl Harrell,2TM,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Montrezl Harrell,CHO,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Montrezl Harrell,WAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moritz Wagner,ORL,C,0,0,0,31,70,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Brown,2TM,C,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Brown,CLE,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Brown,DAL,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Moody,GSW,SG,3,67,28,2,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Wright,2TM,PF,0,15,55,23,7,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Wright,DAL,PF,0,16,59,25,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Moses Wright,LAC,PF,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mychal Mulder,2TM,PG,87,13,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mychal Mulder,MIA,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Mychal Mulder,ORL,PG,84,16,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Myles Powell,PHI,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Myles Turner,IND,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Naji Marshall,NOP,SF,0,24,56,20,1,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nassir Little,POR,SF,0,0,64,35,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nate Hinton,IND,SG,0,66,35,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nathan Knight,MIN,PF,0,0,0,27,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Naz Reid,MIN,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Neemias Queta,SAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nemanja Bjelica,GSW,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nerlens Noel,NYK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nic Claxton,BRK,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nick Richards,CHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nickeil Alexander-Walker,2TM,SG,3,42,41,14,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nickeil Alexander-Walker,NOP,SG,4,40,42,15,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nickeil Alexander-Walker,UTA,SG,0,61,38,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nicolas Batum,LAC,PF,0,0,0,89,12,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nik Stauskas,2TM,SG,0,38,62,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nik Stauskas,BOS,SG,0,84,16,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nik Stauskas,MIA,SG,0,9,91,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nikola Jokić,DEN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Nikola Vučević,CHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Norman Powell,2TM,SF,4,21,68,6,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Norman Powell,LAC,SG,44,56,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Norman Powell,POR,SF,0,18,75,7,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Norvel Pelle,UTA,C,0,0,0,5,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,OG Anunoby,TOR,SF,3,27,61,9,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Obi Toppin,NYK,PF,0,0,0,98,2,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Olivier Sarr,OKC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Omer Yurtseven,MIA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Onyeka Okongwu,ATL,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Oshae Brissett,IND,SF,0,0,32,68,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Otto Porter Jr.,GSW,PF,0,0,0,64,36,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,P.J. Tucker,MIA,PF,0,0,0,96,4,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,P.J. Washington,CHO,C,0,0,0,47,53,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,PJ Dozier,DEN,SG,0,16,60,25,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paris Bass,PHO,SF,0,0,100,0,0,SF,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Pascal Siakam,TOR,PF,0,0,9,58,33,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Pat Connaughton,MIL,SF,1,28,58,13,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Patrick Beverley,MIN,PG,96,4,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Patrick Williams,CHI,PF,0,0,0,89,11,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Patty Mills,BRK,SG,18,68,14,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paul George,LAC,PF,0,0,40,55,6,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paul Millsap,2TM,C,0,0,0,33,67,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paul Millsap,BRK,C,0,0,0,45,55,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paul Millsap,PHI,C,0,0,0,4,96,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paul Reed,PHI,C,0,0,0,39,61,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Paul Watson,OKC,SF,0,16,32,51,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Payton Pritchard,BOS,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Petr Cornelie,DEN,PF,0,0,0,78,22,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Precious Achiuwa,TOR,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Quentin Grimes,NYK,SG,14,76,10,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Quinndary Weatherspoon,GSW,SG,29,57,14,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,R.J. Hampton,ORL,SG,20,76,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,RJ Barrett,NYK,SF,0,2,93,5,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,RJ Nembhard Jr.,CLE,SG,43,51,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rajon Rondo,2TM,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rajon Rondo,CLE,PG,97,3,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rajon Rondo,LAL,PG,89,12,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Raul Neto,WAS,PG,90,10,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rayjon Tucker,2TM,SG,9,64,26,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rayjon Tucker,DEN,SG,23,71,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rayjon Tucker,MIL,SG,0,60,40,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Reggie Bullock,DAL,SF,0,11,65,24,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Reggie Jackson,LAC,SG,76,24,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Reggie Perry,2TM,PF,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Reggie Perry,IND,PF,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Reggie Perry,POR,PF,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Richaun Holmes,SAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Ricky Rubio,CLE,PG,47,53,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rob Edwards,OKC,SG,19,17,64,0,0,SF,PG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Robert Covington,2TM,PF,0,1,9,84,7,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Robert Covington,LAC,PF,0,4,29,66,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Robert Covington,POR,PF,0,0,1,90,9,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Robert Williams,BOS,C,0,0,0,42,58,C,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Robert Woodard II,SAC,SF,0,0,48,52,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Robin Lopez,ORL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rodney Hood,2TM,SF,0,3,29,57,11,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rodney Hood,LAC,SF,0,16,61,23,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rodney Hood,MIL,PF,0,0,22,65,13,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rodney McGruder,DET,SG,2,56,41,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Romeo Langford,2TM,SG,2,44,51,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Romeo Langford,BOS,SG,3,43,52,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Romeo Langford,SAS,SG,0,64,36,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Royce O'Neale,UTA,SF,0,18,78,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rudy Gay,UTA,PF,0,0,0,77,23,PF,C,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rudy Gobert,UTA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
2021-22,Rui Hachimura,WAS,PF,0,0,19,77,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2022_play-by-play.html
