RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Screener Rim Defense,Rim Protection,Rim Contests Per 75 Possessions,Rim Points Saved Per 75 Possessions,Stable Rim DFGA Per 75 Possessions,Help Defensive Activity,Help Defense Talent,Help Effectiveness Rating,Percentage of Shots at Rim Contested,Post Defense,Screener Rim Defense_percentile,Rim Protection_percentile,Rim Contests Per 75 Possessions_percentile,Rim Points Saved Per 75 Possessions_percentile,Stable Rim DFGA Per 75 Possessions_percentile,Help Defensive Activity_percentile,Help Defense Talent_percentile,Help Effectiveness Rating_percentile,Percentage of Shots at Rim Contested_percentile,Post Defense_percentile,Stable Rim dFG% vs. Expected,Perimeter Isolation Defense,Matchup Difficulty,Guarded Shooting Talent,Passing Lane Defense,Deflections Per 75 Possessions,% of Time Guarding Primary Ball Handlers,Guarded 3PT Shooting Talent,Guarded Midrange Talent,% of Time Guarding Usage Tier 1 Players,Stable Rim dFG% vs. Expected_percentile,Perimeter Isolation Defense_percentile,Matchup Difficulty_percentile,Guarded Shooting Talent_percentile,Passing Lane Defense_percentile,Deflections Per 75 Possessions_percentile,% of Time Guarding Primary Ball Handlers_percentile,Guarded 3PT Shooting Talent_percentile,Guarded Midrange Talent_percentile,% of Time Guarding Usage Tier 1 Players_percentile,Off-Ball Chaser Defense,Ball Screen Navigation,Guarded 3PT Shot Creation,3PT Contests Per 75 Possessions,Steals Per 75 Possessions,Pickpocket Rating,Defensive Miles Per 75 Possessions,Loose Ball Recovery Rate,Stable Steals Per 75,Stable Bad Pass Steals Per 75,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Guarded 3PT Shot Creation_percentile,3PT Contests Per 75 Possessions_percentile,Steals Per 75 Possessions_percentile,Pickpocket Rating_percentile,Defensive Miles Per 75 Possessions_percentile,Loose Ball Recovery Rate_percentile,Stable Steals Per 75_percentile,Stable Bad Pass Steals Per 75_percentile,Stable Lost Ball Steals Per 75,Blocks Per 75 Possessions,Stable Blocks Per 75,Stable Recovered Blocks Per 75,Stable Recovered Blocks%,Block Rate on Contests,Defensive Playmaking,Screener Mobile Defense,Rim Deterrence,Rim Deterrence Per 100,Stable Lost Ball Steals Per 75_percentile,Blocks Per 75 Possessions_percentile,Stable Blocks Per 75_percentile,Stable Recovered Blocks Per 75_percentile,Stable Recovered Blocks%_percentile,Block Rate on Contests_percentile,Defensive Playmaking_percentile,Screener Mobile Defense_percentile,Rim Deterrence_percentile,Rim Deterrence Per 100_percentile,DHO Coverage Versatility,Defensive Role Versatility,Overall Coverage Versatility,P&R Coverage Versatility,DHO Coverage Versatility_percentile,Defensive Role Versatility_percentile,Overall Coverage Versatility_percentile,P&R Coverage Versatility_percentile
2056,2019-20,Darius Bazley,19,OKC,1130,Rotation,Stationary Shooter,Helper,0.78,-0.13,6.96,0.19,5.28,0.02,0.18,0.22,39,-0.12,90.38,49.92,83.98,68.75,84.8,70.29,72.69,82.36,62.41,64.11,0.01,-1.98,-1.94,-0.31,1.51,0.96,5.65,-0.16,-0.26,4.81,47.26,0.49,0.39,15.95,36.4,35.18,48.23,40.31,18.75,25.8,-0.1,-0.88,-0.49,6.51,0.74,0.19,1.27,80.56,0.82,0.61,55.97,19.35,25.62,99,31.77,31.19,64.58,95.62,9.46,17.84,0.26,1.31,1.28,0.88,60.32,9.62,2.87,-0.93,0.04,-0.18,20.62,85.97,85.49,91.6,98.31,74.55,50.98,33.23,53.87,30.03,37.93,61.54,96.63,46.69,59.83,83.56,18.91,64.11
2057,2020-21,Darius Bazley,20,OKC,1714,Starter,Secondary Ball Handler,Helper,0.39,-0.11,6.38,0.23,4.12,-0.39,-0.34,-0.22,37.8,-0.52,83.56,51.52,79.05,70.22,75.16,51.83,48.45,53.47,55.84,39.46,0.04,-0.7,-0.19,-0.08,1.4,0.92,2.49,-0.14,-0.09,16.03,20.89,33.24,58.69,54.19,35.05,34.74,25.64,42,48.6,74.56,-1.16,-0.77,-0.29,5.22,0.61,0.13,1.21,83.78,0.69,0.54,19.66,27.32,42.76,96.83,25.83,26.22,40.67,96.5,2.69,7.35,0.19,0.52,0.53,0.3,57.9,5.05,1.83,0.29,-0.18,-0.12,14.88,55.5,41.98,48.75,52.83,50.64,19.84,80.44,38.72,34.77,39.61,57.04,95.81,44.68,65.73,65.33,17.43,56.21
2058,2021-22,Darius Bazley,21,OKC,1924,Starter,Stationary Shooter,Wing Stopper,0.48,0.13,7.19,-0.13,5.03,-0.22,-0.51,-1.34,38.6,0.08,85.42,68.87,85.42,30.25,82.78,62.12,30.11,4.68,59.99,71.93,0.01,0.61,1.55,0.26,2.41,1.53,7.58,0.07,0.2,26.22,47.26,83.64,95.16,91.27,55.97,47.72,58,69.99,88.98,95.16,0.28,-0.07,-0.11,5.49,1.09,0.21,1.26,73.58,1.1,0.86,68.44,55.98,59.95,97.51,56.99,33.83,60.56,89.52,43.97,79.25,0.25,1.32,1.3,0.89,60.35,11.67,3.34,-0.67,-0.72,-0.67,19.13,86.17,85.99,91.74,98.45,82.33,72.44,44.88,15.27,7.36,33.48,65.27,96.12,48.72,41.98,93.72,17.87,71.52
2059,2022-23,Darius Bazley,22,OKC/PHO,616,Rotation,Athletic Finisher,Wing Stopper,-0.66,0.29,9.43,1.53,6.44,0.16,0,-0.71,45.1,0.01,45.22,77.44,96.47,94.62,91.66,73.53,67.67,20.53,86.67,69.62,-0.02,-0.08,-0.07,-0.07,3.32,2.09,5.7,-0.18,-0.1,10.81,78.12,65.18,65.52,55.65,77.32,65.97,48.47,38.64,46.82,50.6,-1.68,-0.67,-0.29,5.53,1.28,0.06,1.3,70,1.22,0.98,5.84,33.43,42.76,97.66,70.4,23.92,76.17,84.51,62.9,90.59,0.21,1.98,1.84,1.14,59.18,15.53,4.19,0.36,-0.59,-0.65,15.81,94.3,94.13,95.95,91.54,91.24,91.45,82.06,19.52,7.99,42.37,66.47,103.43,39.17,77.51,95.62,37.61,35.11
2060,2023-24,Darius Bazley,23,PHI/UTA,152,Too Few Games,Shot Creator,Helper,-0.35,0.03,9.19,1.29,5.94,4.36,4.02,-0.33,49.4,0.17,57.94,62.49,95.59,92.51,88.97,99.83,99.78,43.76,93.72,75.16,-0.03,-0.55,-0.64,-0.23,3.15,1.94,6.77,-0.24,-0.25,6.84,84.18,41.44,32.98,27.26,73.81,61.29,54.33,34.08,20.2,31.89,-1.68,-0.68,-0.23,3.87,1.45,0.24,1.33,80,1.24,0.82,5.84,33.03,47.77,83.64,79.15,37.9,85.48,94.79,65.25,72.05,0.38,1.69,1.39,1,59.34,17.5,3.89,-0.44,-0.7,-0.39,48,91.42,87.73,94.07,92.91,94.04,87,55.39,15.83,17.52,37.14,49.14,104.37,49.22,56.17,33.27,41.86,73.01
2061,2020-21,Jordan Bone,23,ORL,196,Garbage Time,Secondary Ball Handler,Point of Attack,-1.23,-0.39,3.73,0.33,1.69,-0.59,-0.6,-0.45,44.4,-0.77,24.79,23.39,37.19,73.84,22.85,26.96,19.76,34.4,84.71,23.99,-0.02,-0.52,-0.54,-0.23,2.05,1.68,7.69,0.01,-0.24,6.62,78.12,43.36,38.55,27.26,46.67,52.47,58.45,61.27,21.89,30.86,0.15,0.56,-0.08,1.49,0.37,0,1.23,100,0.84,0.64,64.1,76.34,63.34,33.78,20.26,0,48.19,97.38,10.97,24.2,0.29,0,0.2,0.17,58.11,0,2.36,-1.18,-0.35,-0.18,25.87,0,6.04,26.84,59.28,0,32.35,23.22,29.59,30.03,40,59.86,109.96,34.85,66.23,77.52,71.58,21.86
2062,2019-20,Jordan Bone,22,DET,53,Garbage Time,Low Minute,Point of Attack,-2.57,-0.22,3.57,-1.79,1.97,-0.38,-0.35,-0.4,38.5,,1.99,40.29,35.29,2.56,28.68,52.64,47.6,37.9,59.43,,0.01,-1.47,-0.43,-0.37,1.43,0.71,7.82,-0.15,-0.26,4.81,47.26,4.76,45,10.57,35.31,32.86,59.15,41.23,18.75,25.8,-0.2,-0.19,-0.04,1.43,0.71,0,1.07,0,1.08,0.74,52.18,51.69,67.14,33.3,30.01,0,21.68,0,40.78,52.06,0.37,0,0.43,0.3,58.44,0,2.78,-2.28,0.42,0.23,44.84,0,30.84,48.75,73.75,0,47.4,1.57,75.11,72.8,20,51.77,113.04,,0,43.1,86.14,
2063,2019-20,Ignas Brazdeikis,21,NYK,53,Garbage Time,Low Minute,Helper,-2.33,-0.3,2.14,1.09,2.04,-0.11,-0.11,-0.37,20,-0.4,4.2,31.71,25.71,90.51,30.44,66.5,62.82,40.73,4.2,47.47,-0.01,-0.46,-0.59,-0.44,2.14,2.14,4.52,-0.19,-0.43,1.92,69.88,47.12,35.97,6.76,48.91,67.38,40.06,37.73,5.27,20.69,-0.81,-0.53,-0.52,3.57,0,0,1.21,100,0.98,0.67,31.65,40,22.39,77.18,0,0,40.67,97.38,26.13,31.11,0.37,0.71,0.72,0.3,58.18,10,2.92,-1.92,-0.69,-0.22,44.84,67.62,62.07,48.75,62.13,75.94,53.38,5.86,16.07,27.22,40,37.9,114.84,27.78,66.23,9.43,92.1,8.46
2064,2020-21,Ignas Brazdeikis,22,NYK/PHI/ORL,249,Starter,Movement Shooter,Helper,-0.88,-0.36,5.5,-0.65,3.15,-0.33,-0.37,-0.46,42.2,-1.16,36.54,26.18,67.9,11.22,60.14,56.74,45.31,33.81,77.34,8.05,-0.01,-1.24,-1.16,-0.35,1.74,1.45,2.97,-0.2,-0.23,3.93,69.88,10.25,9.97,12.19,39.99,45.44,28.32,36.98,23.14,23.77,-0.63,-0.73,-0.42,3.19,0.58,0.29,1.2,72.73,0.89,0.6,37.59,29.89,32.06,67.2,24.74,45.34,37.74,88.39,15.81,16.03,0.37,0.43,0.5,0.24,57.79,5.77,2.43,-0.75,-0.56,-0.28,44.84,48.94,38.47,37.9,49.59,54.66,34.37,41.55,20.76,23.31,47.69,53.29,105.2,47.73,91.33,49.37,46.06,68.15
2065,2021-22,Ignas Brazdeikis,23,ORL,536,Rotation,Movement Shooter,Low Activity,-1.73,-0.08,3.51,0.74,2.77,-0.5,-0.77,-1.36,30.8,-0.44,12.58,54.22,34.59,85.16,50.89,40.93,5.29,4.41,21.57,44.86,0.01,-1.02,-1.32,-0.27,1.42,0.88,5.16,-0.19,-0.23,11.45,47.26,17.98,5.98,20.73,35.23,34.27,45.18,37.73,23.14,53.97,0.47,-0.71,-0.31,2.97,0.67,0.13,1.28,66.67,0.85,0.65,74.68,31.32,41.18,61.16,28.01,26.22,68.91,77.98,12.05,26.51,0.27,0.2,0.26,0.19,57.5,2.94,2.08,-1.23,0.13,0.14,22.27,29.89,11.22,30.22,41.23,41.23,24.92,21.37,60.37,64.9,36,57.28,104.45,49.26,50.73,66.46,42.22,73.16
2066,2022-23,Moses Brown,23,LAC/BRK,294,Garbage Time,Athletic Finisher,Anchor Big,-0.89,0.63,9,1.91,7.09,3.04,3.14,1.01,38.4,-0.79,36.06,88.3,94.92,96.62,94.66,99.36,99.16,95.6,59,22.95,-0.03,-1.18,-1.18,-0.39,1.6,1.48,4.65,-0.55,-0.4,4.82,84.18,12.18,9.43,9.28,37.48,46.23,41.17,13.94,6.82,25.84,-1.62,-1.06,-0.63,2.47,0.49,0.37,1.27,27.27,0.8,0.5,7.05,8.38,12.28,49.18,22.31,57.45,64.58,41.39,8.02,3.98,0.38,1.73,1.52,0.82,58.28,11.02,3.12,-0.75,1.28,0.53,48,91.93,89.98,90.2,65.68,79.93,63.38,41.55,94.21,88.74,26.67,50.15,85.44,27.36,14.74,36.69,1.43,8.27
2067,2020-21,Moses Brown,21,OKC,920,Key Rotation,Roll + Cut Big,Anchor Big,-0.28,0.54,8.77,0.53,7.51,2.4,2.23,-0.14,42.3,-0.31,60.93,85.92,94.06,80.48,96.38,96.41,95.05,60.17,77.64,53.31,-0.03,-0.68,-0.67,-0.3,3.01,2.14,2.87,-0.52,-0.22,11.19,84.18,34.32,31.37,17.03,70.46,67.38,27.56,15.97,25.12,52.8,-2.22,-1.2,-0.67,2.98,1.18,0.31,1.16,41.94,1.17,0.83,0.79,4.05,10.01,61.42,63.47,48.32,29.08,45.38,55.55,73.82,0.34,1.79,1.72,1.13,59.82,13.2,3.97,0.56,0.36,-0.15,36.37,92.36,93.08,95.85,96.43,86.7,88.4,85.84,72.57,32.24,24.81,47.62,85.28,23.06,11.01,28.75,1.37,4.73
2068,2019-20,Moses Brown,20,POR,33,Garbage Time,Low Minute,Anchor Big,-2.07,-0.05,10.42,-3.79,7.2,1.01,0.91,-0.29,47.6,-0.13,7.32,56.46,98.58,0.58,95.07,82.35,81.03,47.66,91.47,63.6,0.02,-0.43,-0.37,-0.4,4.17,3.13,3.11,-0.69,-0.4,3.58,37.58,48.65,48.57,8.7,89.11,88.36,29.46,6.57,6.82,23.2,-2.03,-1.33,-0.75,2.08,1.04,0,1.25,100,1.13,0.76,1.72,2.14,6.14,41.59,53.56,0,55.98,97.38,48.71,58.29,0.38,1.04,0.83,0.56,58.62,6.25,3.42,-1.82,0.03,0,48,79.96,69.16,79.74,80.8,57.08,75.44,7.35,53.16,47.46,20,38.36,83.47,17.86,0,9.73,0.5,2.95
2069,2023-24,Moses Brown,24,POR,200,Garbage Time,Roll + Cut Big,Anchor Big,-1.23,0.73,8.68,1.28,6.82,4,3.39,-1.27,32.4,0.03,24.79,90.52,93.58,92.41,93.51,99.73,99.39,5.56,26.42,70.2,-0.04,-0.76,-0.74,-0.39,1.48,1.11,3.46,-0.71,-0.33,10.71,87.96,29.84,27.37,9.28,36.01,37.08,31.81,5.91,11.47,50.04,-1.82,-1.17,-0.56,2.4,0.92,0.55,1.26,22.22,1.05,0.62,3.62,4.64,18.33,47.58,44.25,77.74,60.56,40.94,36.14,19.87,0.46,1.29,1.15,0.63,58.48,10,3.04,-0.88,1.12,0.48,72,85.55,82.01,83.41,75.78,75.94,59.18,35.32,92.13,87.05,27.37,42.99,80.93,17.31,17.29,16.29,0.07,2.88
2070,2021-22,Moses Brown,22,DAL/CLE,344,Garbage Time,Roll + Cut Big,Anchor Big,-0.7,0.8,9.44,1.64,7.69,3.04,2.72,-0.27,40.6,-0.02,43.84,91.85,96.51,95.26,97.05,99.36,98.17,49.06,71.19,68.36,-0.03,-1.01,-0.69,-0.26,1.49,1.17,4.21,-0.54,-0.26,12.51,84.18,18.35,30.32,22.31,36.17,38.28,37.57,14.59,18.75,59.19,-1.54,-1.54,-0.39,3.5,0.74,0.42,1.26,47.06,0.94,0.59,8.73,0.86,34.61,75.47,31.77,64.03,60.56,48.58,20.97,14.57,0.41,1.7,1.52,0.81,57.31,9.94,3.1,-1.02,1,0.53,58.48,91.61,89.98,89.83,35.14,75.81,62.36,29.59,90.16,88.74,34.19,46.94,86.3,31.04,44.4,26.95,1.86,13.35
2071,2024-25,Moses Brown,25,IND/DAL,119,Garbage Time,Roll + Cut Big,Anchor Big,-1.09,0.75,10.8,1.32,8.19,2.39,2.22,-0.06,48.7,,29.33,91.01,99,92.84,98.19,96.28,94.92,67.09,92.98,,-0.02,-0.5,-0.46,-0.29,4.55,3.13,6.24,-0.65,-0.32,7.91,78.12,44.62,43.32,18.3,92.22,88.36,51.58,8.11,12.22,36.57,-1.86,-0.92,-0.68,3.13,1.7,0.28,1.22,50,1.38,0.9,3.29,16.57,9.56,65.5,87.51,43.79,44.45,50.35,79.11,83.84,0.43,1.14,0.99,0.5,58.19,7.41,3.85,-0.85,0.57,0.18,64.66,82.34,76.91,75.52,62.63,63.8,85.99,36.6,80.45,68.62,29.52,61.87,83.64,25.1,24.25,84.75,0.6,6.5
2072,2019-20,Nic Claxton,20,BRK,187,Garbage Time,Athletic Finisher,Helper,-0.79,0.34,8.46,2.18,5.77,0.82,0.66,-0.57,40.2,-0.12,40.26,79.24,92.55,97.58,87.92,80.57,78.16,27.42,69.4,64.11,-0.04,-0.75,-0.73,-0.33,1.13,0.94,6.11,-0.41,-0.27,4.05,87.96,30.45,28.14,13.99,31.84,34.98,50.96,24,17.5,24.01,-0.91,-0.9,-0.62,4.7,0.19,0,1.15,75,0.77,0.59,28.46,18.01,12.84,94.29,19.15,0,27.61,90.44,5.82,14.57,0.29,1.5,1.29,0.51,57.73,7.92,2.75,-0.62,-0.62,-0.41,25.87,88.82,85.71,76.25,47.9,66.55,46.22,47.16,18.54,16.55,33.33,58.09,89.21,27.01,38.86,70,5.05,7.96
2073,2020-21,Nic Claxton,21,BRK,594,Rotation,Roll + Cut Big,Mobile Big,0.2,0.64,7.77,0.26,5.46,0.9,0.74,-0.53,36.6,1.04,78.67,88.43,88.84,71.4,86,81.33,78.97,29.48,48.79,91.95,-0.03,0.12,-0.21,-0.05,3.21,2.47,5.58,-0.26,-0.01,18.97,84.18,71.62,57.78,58.71,75.18,76.2,47.72,32.79,62.88,83.83,-0.93,-0.74,-0.4,5.67,1.42,0.68,1.36,46.88,1.32,0.74,27.8,29.11,33.84,98,77.8,86.45,91.53,48.47,74.1,52.06,0.55,2.47,2.28,1.35,58.77,15.27,4.74,2.8,-0.29,0.05,86.59,97.02,97.05,97.67,84.6,90.73,96.53,98.8,32.74,55.23,45.58,70.68,112.71,38.72,86.95,99.09,84.96,33.17
2074,2021-22,Nic Claxton,22,BRK,974,Rotation,Roll + Cut Big,Mobile Big,0.49,0.95,6.48,1.4,5.08,1.12,1.31,0.74,33.5,-0.73,85.61,93.74,80,93.58,83.18,83.36,85.27,93.16,32.06,26.15,-0.07,0.58,0.47,-0.03,2.62,1.99,6.23,-0.34,-0.05,16.34,95.58,82.97,81.65,62.2,61.21,62.96,51.5,27.8,55.61,75.84,-0.27,-0.75,-0.24,5.88,0.9,0.26,1.32,43.59,0.96,0.68,49.94,28.56,46.87,98.45,42.69,40.87,82.76,46.29,23.49,33.62,0.31,1.91,1.83,0.84,55.49,11.92,3.59,0.17,0.46,-0.07,29.52,93.39,93.97,90.69,15.27,83.04,80.36,77.67,76.45,39.18,50.77,57.82,103.96,43.27,95.96,68.88,39.95,50.83
2075,2022-23,Nic Claxton,23,BRK,2271,Key Rotation,Roll + Cut Big,Mobile Big,2.02,1.28,8.69,1.37,8.03,1.54,2.01,1.77,44,-0.03,97.44,97.1,93.65,93.36,97.87,87.2,92.95,98.98,83.41,68.03,-0.09,0.47,0.07,-0.06,3.59,2.82,7.66,-0.39,-0.02,15.61,98.16,80.87,71.15,57.3,81.72,83.28,58.34,25.12,61.18,73.02,-1.07,-0.74,-0.39,3.57,1.06,0.29,1.34,50,1.06,0.75,22.88,29.11,34.61,77.18,54.87,45.34,87.92,50.35,37.58,55.08,0.31,3.08,3.01,1.75,58.76,20.57,5.26,2.19,-0.44,-0.84,29.52,98.77,99.27,99.31,84.38,96.72,98.64,97.68,25.33,4.08,50.07,58.03,103.29,42.56,95.35,69.65,37.09,48.3
2076,2023-24,Nic Claxton,24,BRK,2116,Star,Roll + Cut Big,Mobile Big,0.26,1.18,9.04,1.3,7.91,0.5,0.49,-0.1,42.6,1.04,80.1,96.38,95.07,92.62,97.57,77.52,76.15,63.81,78.64,91.95,-0.07,0.05,-0.16,-0.11,2.59,1.98,5.51,-0.49,-0.13,16.06,95.58,69.63,60.18,48.69,60.46,62.63,47.19,18.5,41.31,74.75,-0.43,-0.64,-0.38,3.28,0.82,0.21,1.27,55.41,0.86,0.63,44.29,35.03,35.56,69.44,36.96,33.83,64.58,59.58,13.13,22.04,0.26,2.59,2.52,1.6,60.82,18.91,4.33,1.83,0.02,-0.44,20.62,97.5,98.21,98.94,99.26,95.39,93.28,96.41,52.28,15.15,43.97,52.85,97.44,47.01,82.25,47.45,20.91,65.34
2077,2024-25,Nic Claxton,25,BRK,1880,Key Rotation,Roll + Cut Big,Mobile Big,2.28,1.09,7.64,0.69,6.21,1.28,1.06,-0.58,45.2,1.4,98.06,95.39,88.13,84.16,90.61,84.83,82.49,26.79,86.88,94.89,-0.05,0.1,0.04,0.01,3.18,2.37,6.25,-0.39,0,17.62,90.89,71.06,70.05,67.64,74.52,73.88,51.64,25.12,64.54,80.09,-1.25,-1.06,-0.46,2.9,1.25,0.44,1.33,43.28,1.25,0.8,16.9,8.38,28.54,59.48,68.36,66.22,85.48,46.16,66.5,68.13,0.45,2.01,1.96,1.18,59.15,20.2,4.33,-0.65,-0.48,-0.64,69.39,94.58,95.48,96.37,91.09,96.57,93.28,45.81,23.65,8.21,47.63,59.12,109.32,87.77,91.27,74.35,68.01,99.97
2078,2025-26,Nic Claxton,26,BRK,1920,Starter,Roll + Cut Big,Mobile Big,0.69,0.37,0,0,5.66,1.08,1.05,0.01,,1.13,89.22,80.79,0,36.89,87.25,82.89,82.38,72.12,,93.03,-0.03,-0.13,0.14,-0.02,0.62,0,8.35,-0.41,-0.05,16.93,84.18,63.25,73.42,63.65,22.56,0,61.16,24,55.61,77.93,-0.87,-0.72,-0.4,0,0.87,0.25,1.05,0,0.92,0.65,29.87,30.63,33.84,0,40.51,39.36,21.11,0,18.96,26.51,0.3,1.49,1.46,0.81,57.7,0,2.32,-0.67,-1.35,-1.43,27.79,88.73,88.95,89.83,47.13,0,31.31,44.88,3.57,0.34,56.63,50.5,114.03,73.67,99.15,37.79,89.93,99.55
2079,2019-20,Luguentz Dort,20,OKC,820,Key Rotation,Stationary Shooter,Point of Attack,-0.6,0.34,4.61,0.77,2.26,-0.58,-0.69,-0.92,31.2,-0.23,47.66,79.24,51.89,85.83,36.21,28.69,10.5,12.54,22.69,58.14,0.01,2.75,2.65,0.65,2.6,1.97,24,0.53,0.42,34.14,47.26,99.58,99.42,99.68,60.65,62.21,95.18,99.35,98.28,99.09,-0.77,-0.44,0.62,5.33,1.39,0.76,1.38,60.34,1.32,0.67,32.9,43.07,98.86,97.17,76.21,89.7,94.3,67.46,74.1,31.11,0.62,0.18,0.22,0.1,57.86,1.77,3.19,-1.62,0.58,0.09,91.99,28.46,7.58,17.6,51.7,37.79,66.39,11.04,80.72,60.26,37.78,55.03,117.4,32.46,58.83,56.34,96.43,15.71
2080,2020-21,Luguentz Dort,21,OKC,1543,Starter,Secondary Ball Handler,Point of Attack,0.37,0.39,4.72,-0.44,1.99,-0.58,-0.55,-0.31,31.3,0.32,83.13,81.53,53.87,17.41,29.18,28.69,25.53,45.4,22.97,79.74,0.05,2.78,3.54,0.74,2.56,1.9,15.26,0.55,0.62,35.55,14.68,99.64,100,99.93,59.84,59.78,81.08,99.48,99.8,99.29,0.87,0.59,0.57,4.49,1.06,0.4,1.22,67.69,1.07,0.68,85.56,77.18,98.29,92.32,54.87,61.33,44.45,81.36,39.1,33.62,0.4,0.45,0.46,0.31,58.91,5.6,3.54,-0.77,1.25,0.55,55.17,50.4,34.24,50.33,87.49,53.87,78.9,40.82,93.84,89.56,40,56.75,107.67,50.83,66.23,64.01,58.96,78.76
2081,2021-22,Luguentz Dort,22,OKC,1665,Starter,Movement Shooter,Point of Attack,0.4,0.15,3.84,-0.11,1.93,-0.54,-0.23,0.54,27.2,-0.43,83.72,69.84,38.54,31.15,27.79,34.85,56.85,90.53,13.85,45.55,0.02,3.34,3.21,0.62,2.56,1.97,19.72,0.48,0.47,38.57,37.58,99.98,99.93,99.57,59.84,62.21,89.56,99.03,98.84,99.7,0.07,0.8,0.59,4.15,1,0.41,1.23,57.89,1.03,0.63,61.52,81.6,98.52,88.36,50.69,62.72,48.19,63.2,33.26,22.04,0.41,0.39,0.41,0.15,55.62,5.92,3.15,0.13,0.32,0.06,58.48,45.7,28.32,23.53,15.55,55.68,64.63,76.68,70.59,56.5,45,56.06,106.87,48.08,85.28,60.64,54.13,69.49
2082,2022-23,Luguentz Dort,23,OKC,2272,Starter,Movement Shooter,Point of Attack,-0.87,0.21,4.44,-0.2,2.62,-0.48,-0.48,-0.36,31,0.55,37.01,73.38,48.66,27.26,46.55,43.3,34.18,41.59,22.14,84.88,0.05,2.74,2.79,0.58,2.58,1.81,18.82,0.42,0.48,38.15,14.68,99.54,99.61,99.28,60.27,56.93,88.03,98.13,98.94,99.68,1.1,3.12,0.5,3.31,1.17,0.41,1.28,59.6,1.16,0.75,90.42,99.81,97,70.28,62.83,62.72,68.91,65.86,53.76,55.08,0.4,0.36,0.37,0.21,58.18,6.07,3.68,-0.54,0.43,0.17,55.17,43.17,23.54,32.99,62.13,56.56,82.26,50.45,75.5,67.72,34.44,51.63,109.88,51.6,45.1,42.61,71.17,80.65
2083,2023-24,Luguentz Dort,24,OKC,2246,Starter,Movement Shooter,Point of Attack,0.34,0.54,4.33,0.26,2.13,-0.42,-0.52,-0.54,29.8,1.02,82.39,85.92,46.65,71.4,32.61,49.46,28.91,28.82,18.91,91.65,-0.04,3.16,3.22,0.76,2.6,2.11,21.89,0.67,0.56,43.3,87.96,99.92,99.95,99.96,60.65,66.71,92.58,99.8,99.49,99.9,1.36,-1.28,0.6,3.19,1.13,0.64,1.31,52.76,1.13,0.54,93.75,2.66,98.67,67.2,60.09,84.14,79.67,55.94,48.71,7.35,0.6,0.75,0.75,0.45,58.7,14.03,3.68,0.22,0.18,0.21,90.76,69.46,64.23,71.58,82.62,88.62,82.26,78.69,63.28,71.17,51.63,46.13,110.03,46.06,96.77,24.5,71.95,61.72
2084,2024-25,Luguentz Dort,25,OKC,2073,Starter,Movement Shooter,Point of Attack,0.6,0.37,3.98,0.5,1.98,-0.42,-0.33,-0.1,30.7,-0.52,87.79,80.79,40.81,79.55,28.92,49.46,49.35,63.81,21.24,39.46,-0.02,3.11,2.81,0.51,3.5,2.79,16.9,0.47,0.32,32.6,78.12,99.9,99.63,98.62,80.25,82.85,84.54,98.93,95.76,98.64,1.57,2.96,0.53,2.53,1.37,0.66,1.29,46.23,1.35,0.72,96.28,99.66,97.52,50.43,75.24,85.29,72.6,48.07,76.66,46.17,0.62,0.68,0.68,0.5,60.68,15.66,4.28,0.22,0.42,0.44,91.99,66.15,58.18,75.52,99.09,91.45,92.67,78.69,75.11,85.26,39,39.06,111.45,48.68,64.15,10.5,79.14,71.41
2085,2025-26,Luguentz Dort,26,OKC,1849,Starter,Stationary Shooter,Point of Attack,0.19,0.51,0,0,1.98,-0.59,-0.68,-0.87,,1.38,78.3,85,0,36.89,28.92,26.96,11.34,14.09,,94.64,-0.02,3.42,3.03,0.72,0.8,0,13.99,0.4,0.73,38.77,78.12,100,99.81,99.88,25.99,0,78.25,97.77,99.97,99.73,0.77,1.34,0.4,0,1.24,0.43,1.01,0,1.24,0.8,83.2,90.63,94.82,0,67.87,65.13,20.04,0,65.25,68.13,0.44,0.53,0.54,0.39,60,0,2.58,0.3,0.61,0.2,66.97,56.27,43.11,62.96,97.09,0,39.44,80.78,81.8,70.45,33.33,35.23,107.71,48.29,38.86,7.36,59.13,70.06
2086,2022-23,Devon Dotson,23,WAS,53,Too Few Games,Low Minute,Point of Attack,-1.78,-0.26,2.12,-1.57,1.99,-0.35,-0.26,-0.04,20,-0.09,11.66,36.02,25.67,3.02,29.18,55.23,54.87,68.72,4.2,65.5,0.01,-0.07,-0.07,0.16,5.66,4.25,8.49,0.34,0.06,13.42,47.26,65.54,65.52,84.02,97.19,96.95,61.59,95.98,73.56,63.02,0,1.33,0.03,2.83,3.54,2.12,1.42,42.86,1.45,0.77,59.09,90.53,73.56,57.67,99.16,99.41,97.5,45.7,83.72,61.37,0.55,0,0.41,0.29,58.35,0,3.55,-1.59,-0.35,-0.07,86.59,0,28.32,46.74,69.41,0,79.12,11.62,29.59,39.18,20,52.77,113.62,37.88,0,47.16,88.39,30.51
