Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
2025-26,1630230,Naji Marshall,1610612742,DAL,25,9,16,27.5,27.4,27.0,2.5,0.2,0.1,4.8,6.8,2.8,0.092,0.102
2025-26,1629675,Naz Reid,1610612750,MIN,23,15,8,25.7,36.7,29.0,2.4,0.0,0.1,3.1,6.3,2.6,0.065,0.07
2025-26,1629674,Neemias Queta,1610612738,BOS,21,12,9,23.8,24.5,18.6,1.6,0.0,0.3,2.8,4.0,2.0,0.064,0.082
2025-26,1629651,Nic Claxton,1610612751,BKN,23,6,17,30.2,39.2,37.6,4.5,0.3,0.0,7.1,11.6,4.8,0.114,0.123
2025-26,1630208,Nick Richards,1610612756,PHX,22,12,10,9.8,9.6,6.1,0.3,0.0,0.0,0.5,0.8,0.4,0.033,0.038
2025-26,1641733,Nick Smith Jr.,1610612747,LAL,9,5,4,14.8,19.8,22.1,1.6,0.0,0.3,2.2,3.0,1.7,0.079,0.084
2025-26,1629638,Nickeil Alexander-Walker,1610612737,ATL,23,12,11,32.7,41.5,50.4,3.4,0.4,0.5,6.4,9.3,4.4,0.083,0.106
2025-26,201587,Nicolas Batum,1610612746,LAC,24,6,18,19.4,22.2,11.5,0.8,0.1,0.1,1.8,2.2,1.0,0.034,0.045
2025-26,1628502,Nigel Hayes-Davis,1610612756,PHX,17,8,9,8.9,6.8,6.1,0.4,0.0,0.0,1.1,1.0,0.4,0.052,0.052
2025-26,203999,Nikola Jokić,1610612743,DEN,22,16,6,34.9,72.1,69.0,11.0,1.0,0.9,18.7,27.7,13.0,0.153,0.18
2025-26,1631107,Nikola Jović,1610612748,MIA,17,9,8,19.8,26.2,24.4,2.9,0.3,0.2,4.8,7.2,3.3,0.11,0.126
2025-26,202696,Nikola Vučević,1610612741,CHI,21,9,12,30.7,53.7,53.3,3.4,0.0,0.2,5.7,8.3,3.6,0.063,0.067
2025-26,1642363,Nique Clifford,1610612758,SAC,19,5,14,16.3,17.1,12.8,1.6,0.1,0.2,2.7,4.1,1.9,0.092,0.111
2025-26,1642855,Noa Essengue,1610612741,CHI,2,1,1,3.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641730,Noah Clowney,1610612751,BKN,23,6,17,28.1,26.7,25.5,1.7,0.2,0.1,3.0,4.8,2.1,0.065,0.078
2025-26,1642869,Noah Penda,1610612753,ORL,12,6,6,9.0,12.5,8.8,1.0,0.0,0.3,2.0,2.5,1.3,0.08,0.1
2025-26,1642849,Nolan Traore,1610612751,BKN,4,0,4,8.8,13.8,15.5,1.3,0.0,0.3,4.0,3.5,1.5,0.091,0.109
2025-26,1626181,Norman Powell,1610612748,MIA,17,11,6,30.5,23.8,36.5,2.4,0.3,0.4,3.8,6.0,3.1,0.101,0.131
2025-26,1628384,OG Anunoby,1610612752,NYK,13,9,4,30.5,29.2,29.6,2.1,0.2,0.5,3.7,5.6,2.8,0.071,0.095
2025-26,1630167,Obi Toppin,1610612754,IND,3,0,3,27.4,43.7,36.0,1.7,0.0,0.7,3.3,4.0,2.3,0.038,0.053
2025-26,1630534,Ochai Agbaji,1610612761,TOR,16,9,7,13.5,11.9,8.6,0.8,0.1,0.2,1.0,2.1,1.1,0.063,0.089
2025-26,1641765,Olivier-Maxence Prosper,1610612763,MEM,12,5,7,9.9,10.2,8.4,0.5,0.0,0.0,1.0,1.2,0.5,0.049,0.049
2025-26,1630168,Onyeka Okongwu,1610612737,ATL,24,13,11,30.7,34.4,34.0,3.0,0.3,0.3,4.0,8.0,3.6,0.088,0.104
2025-26,1631115,Orlando Robinson,1610612753,ORL,3,2,1,7.2,11.7,8.3,0.7,0.3,0.0,2.3,2.0,1.0,0.057,0.086
2025-26,1642345,Oso Ighodaro,1610612756,PHX,23,13,10,17.4,20.0,17.3,1.7,0.1,0.0,2.7,4.3,1.8,0.083,0.092
2025-26,1631172,Ousmane Dieng,1610612760,OKC,15,14,1,11.7,10.0,10.2,0.8,0.2,0.2,1.7,2.4,1.2,0.08,0.12
2025-26,1629023,P.J. Washington,1610612742,DAL,20,6,14,31.9,38.0,31.6,2.2,0.1,0.3,3.9,5.6,2.5,0.058,0.066
2025-26,1641790,PJ Hall,1610612763,MEM,7,2,5,3.8,3.0,2.4,0.3,0.0,0.3,0.1,0.7,0.6,0.095,0.19
2025-26,1642359,Pacôme Dadiet,1610612752,NYK,9,7,2,2.4,3.2,3.0,0.2,0.0,0.0,0.6,0.4,0.2,0.069,0.069
2025-26,1631094,Paolo Banchero,1610612753,ORL,13,7,6,31.8,42.3,44.2,3.9,0.2,0.2,7.1,10.2,4.4,0.093,0.104
2025-26,1627783,Pascal Siakam,1610612754,IND,22,5,17,34.2,46.9,52.7,4.1,0.4,0.7,8.5,11.1,5.2,0.087,0.111
2025-26,1626192,Pat Connaughton,1610612766,CHA,12,3,9,9.7,11.8,9.0,0.6,0.2,0.2,1.8,1.7,0.9,0.049,0.077
2025-26,1630311,Pat Spencer,1610612744,GSW,16,8,8,15.1,31.1,33.1,3.1,0.3,0.3,6.3,8.2,3.6,0.098,0.116
2025-26,1630172,Patrick Williams,1610612741,CHI,21,8,13,21.0,24.4,20.2,1.2,0.1,0.3,3.1,3.3,1.7,0.051,0.07
2025-26,202331,Paul George,1610612755,PHI,7,5,2,23.3,38.0,35.0,3.1,0.3,0.6,5.4,8.6,4.0,0.083,0.105
2025-26,1630194,Paul Reed,1610612765,DET,17,13,4,11.5,14.4,10.4,1.2,0.0,0.1,1.9,2.9,1.3,0.082,0.09
2025-26,1630202,Payton Pritchard,1610612738,BOS,23,14,9,32.1,49.1,56.5,4.9,0.3,0.7,9.5,12.8,5.9,0.1,0.12
2025-26,1641796,Pelle Larsson,1610612748,MIA,21,13,8,22.3,24.0,24.8,3.3,0.2,0.3,3.9,8.5,3.8,0.139,0.159
2025-26,1631250,Pete Nance,1610612749,MIL,5,0,5,3.1,4.8,5.2,0.2,0.0,0.0,0.6,0.6,0.2,0.042,0.042
2025-26,1631212,Peyton Watson,1610612743,DEN,22,16,6,27.1,31.0,24.4,1.7,0.3,0.2,3.0,4.8,2.2,0.056,0.072
2025-26,1630173,Precious Achiuwa,1610612758,SAC,16,4,12,20.5,18.3,13.1,0.9,0.1,0.1,1.4,2.2,1.1,0.051,0.058
2025-26,1629656,Quentin Grimes,1610612755,PHI,21,12,9,33.1,43.1,49.4,4.4,0.3,0.4,7.8,11.4,5.2,0.103,0.12
2025-26,1631245,Quenton Jackson,1610612754,IND,5,1,4,20.1,39.0,40.8,3.6,0.4,0.6,7.2,9.4,4.6,0.092,0.118
2025-26,1642366,Quinten Post,1610612744,GSW,24,12,12,17.1,22.5,19.9,1.3,0.2,0.6,2.2,3.5,2.1,0.059,0.093
2025-26,1629628,RJ Barrett,1610612761,TOR,17,12,5,30.9,37.2,38.4,3.8,0.5,0.5,6.3,9.8,4.8,0.101,0.128
2025-26,1642853,Rasheer Fleming,1610612756,PHX,12,7,5,5.6,2.9,3.6,0.2,0.0,0.0,0.4,0.5,0.2,0.057,0.057
2025-26,1642484,RayJ Dennis,1610612746,LAC,13,2,11,12.9,27.1,30.6,2.0,0.4,0.6,5.1,5.4,3.0,0.074,0.111
2025-26,1641712,Rayan Rupert,1610612757,POR,16,8,8,7.5,7.2,4.9,0.3,0.1,0.1,0.8,0.9,0.4,0.035,0.061
2025-26,1642263,Reed Sheppard,1610612745,HOU,21,15,6,24.9,35.2,34.1,3.3,0.3,0.4,5.4,8.8,4.0,0.093,0.112
2025-26,1642434,Riley Minix,1610612759,SAS,3,2,1,2.8,4.0,3.3,0.3,0.0,0.0,1.0,0.7,0.3,0.083,0.083
2025-26,1642265,Rob Dillingham,1610612750,MIN,21,13,8,10.2,17.1,19.6,2.0,0.2,0.3,3.2,5.0,2.5,0.114,0.144
2025-26,1629057,Robert Williams III,1610612757,POR,15,5,10,15.3,15.1,10.5,0.7,0.0,0.1,1.5,1.7,0.8,0.048,0.053
2025-26,1631199,Ron Harper Jr.,1610612738,BOS,4,3,1,5.1,10.0,10.5,1.0,0.0,0.3,1.0,2.8,1.3,0.1,0.125
2025-26,1641842,Ronald Holland II,1610612765,DET,23,18,5,21.0,23.3,19.7,1.5,0.1,0.1,2.7,3.9,1.8,0.065,0.076
2025-26,1626220,Royce O'Neale,1610612756,PHX,23,13,10,29.8,45.4,31.2,2.9,0.1,0.3,5.6,7.4,3.3,0.064,0.073
2025-26,203497,Rudy Gobert,1610612750,MIN,23,15,8,31.8,32.7,21.7,1.9,0.1,0.3,2.3,5.3,2.3,0.059,0.072
2025-26,1629060,Rui Hachimura,1610612747,LAL,21,15,6,33.0,21.7,21.9,0.8,0.1,0.1,1.7,2.2,1.0,0.037,0.048
2025-26,201566,Russell Westbrook,1610612758,SAC,23,6,17,28.3,47.3,44.3,7.0,0.6,0.4,10.8,16.7,8.0,0.148,0.168
2025-26,1642346,Ryan Dunn,1610612756,PHX,18,11,7,23.5,23.8,18.6,1.7,0.2,0.1,3.1,4.4,2.1,0.072,0.086
2025-26,1641750,Ryan Kalkbrenner,1610612766,CHA,21,7,14,25.6,20.3,14.1,0.5,0.1,0.1,1.5,1.5,0.7,0.023,0.033
2025-26,1642948,Ryan Nembhard,1610612742,DAL,12,6,6,18.5,35.2,39.2,4.8,0.3,0.3,7.4,11.9,5.3,0.135,0.152
2025-26,1631157,Ryan Rollins,1610612749,MIL,24,10,14,32.0,51.2,58.0,6.0,0.6,0.8,10.7,15.7,7.4,0.117,0.145
2025-26,1630180,Saddiq Bey,1610612740,NOP,23,3,20,29.0,28.3,28.6,2.2,0.1,0.1,4.3,5.7,2.5,0.078,0.088
2025-26,1630573,Sam Hauser,1610612738,BOS,23,14,9,22.2,24.0,16.3,1.5,0.0,0.0,2.3,3.8,1.5,0.062,0.064
2025-26,1630241,Sam Merrill,1610612739,CLE,12,9,3,25.9,30.7,34.0,2.3,0.3,0.4,3.7,5.6,2.9,0.073,0.095
2025-26,1630572,Sandro Mamukelashvili,1610612761,TOR,23,14,9,19.6,22.7,21.3,1.8,0.2,0.2,3.5,5.0,2.2,0.081,0.096
2025-26,1630583,Santi Aldama,1610612763,MEM,23,10,13,25.9,36.3,31.6,3.1,0.2,0.3,5.3,8.2,3.6,0.086,0.099
2025-26,1630567,Scottie Barnes,1610612761,TOR,24,15,9,33.6,47.3,43.5,5.2,0.6,0.4,8.5,12.9,6.1,0.11,0.129
2025-26,203552,Seth Curry,1610612744,GSW,2,0,2,16.0,11.5,11.0,1.5,0.0,0.0,3.0,3.0,1.5,0.13,0.13
2025-26,1631101,Shaedon Sharpe,1610612757,POR,19,7,12,28.5,29.3,40.0,2.3,0.1,0.5,4.6,6.0,2.8,0.077,0.097
2025-26,1628983,Shai Gilgeous-Alexander,1610612760,OKC,23,22,1,33.4,38.9,57.7,6.4,0.6,0.7,12.9,17.8,7.7,0.165,0.199
2025-26,1630536,Sharife Cooper,1610612764,WAS,4,1,3,2.5,3.3,3.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2025-26,1631321,Sidy Cissoko,1610612757,POR,18,6,12,18.1,20.1,18.4,1.3,0.2,0.2,3.3,3.9,1.8,0.066,0.089
2025-26,1631323,Simone Fontecchio,1610612748,MIA,22,13,9,19.7,18.5,20.4,1.5,0.1,0.3,2.7,3.9,2.0,0.084,0.108
2025-26,1642883,Sion James,1610612766,CHA,23,7,16,26.1,25.9,18.7,1.5,0.1,0.0,3.3,4.4,1.7,0.059,0.066
2025-26,1642461,Spencer Jones,1610612743,DEN,18,13,5,15.5,8.4,7.8,0.7,0.1,0.2,1.2,1.8,0.9,0.079,0.112
2025-26,201939,Stephen Curry,1610612744,GSW,16,9,7,31.0,37.2,55.6,4.0,0.4,1.1,8.1,10.5,5.6,0.108,0.15
2025-26,1642264,Stephon Castle,1610612759,SAS,13,9,4,32.0,56.7,61.4,7.5,0.5,1.0,13.0,19.5,9.1,0.133,0.16
2025-26,203500,Steven Adams,1610612745,HOU,17,13,4,21.8,18.9,11.5,1.5,0.0,0.4,2.1,3.5,1.9,0.081,0.103
2025-26,1629004,Svi Mykhailiuk,1610612762,UTA,22,8,14,25.7,23.7,23.1,2.1,0.4,0.5,4.8,5.8,3.0,0.09,0.125
2025-26,204456,T.J. McConnell,1610612754,IND,13,4,9,16.7,36.4,37.8,4.4,0.5,0.4,7.7,11.5,5.2,0.121,0.144
2025-26,1643007,Taelon Peter,1610612754,IND,15,3,12,7.0,10.8,10.2,0.9,0.0,0.3,1.6,2.3,1.2,0.086,0.111
2025-26,1631106,Tari Eason,1610612745,HOU,11,8,3,23.2,22.9,19.2,1.6,0.1,0.2,2.4,4.3,1.9,0.071,0.083
2025-26,1627752,Taurean Prince,1610612749,MIL,8,5,3,21.1,16.5,15.4,1.0,0.0,0.1,2.0,2.4,1.1,0.061,0.068
2025-26,1641707,Taylor Hendricks,1610612762,UTA,12,4,8,13.6,9.3,7.5,0.5,0.0,0.1,1.0,1.2,0.6,0.054,0.063
2025-26,1629611,Terance Mann,1610612751,BKN,21,4,17,26.3,35.9,33.3,3.5,0.2,0.3,7.0,9.5,4.1,0.098,0.114
2025-26,1630545,Terrence Shannon Jr.,1610612750,MIN,14,9,5,13.6,10.5,13.1,0.8,0.0,0.1,1.9,2.1,0.9,0.075,0.088
2025-26,203648,Thanasis Antetokounmpo,1610612749,MIL,9,3,6,2.6,1.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1628418,Thomas Bryant,1610612739,CLE,18,10,8,7.8,8.4,7.3,0.2,0.1,0.1,0.4,0.6,0.4,0.026,0.046
2025-26,1642275,Tidjane Salaün,1610612766,CHA,10,4,6,14.6,13.6,10.0,0.6,0.2,0.0,1.8,2.0,0.8,0.044,0.059
2025-26,203501,Tim Hardaway Jr.,1610612743,DEN,22,16,6,24.8,18.0,19.9,1.5,0.1,0.3,2.3,3.7,1.9,0.081,0.104
2025-26,202699,Tobias Harris,1610612765,DET,13,8,5,29.6,30.9,31.7,2.5,0.3,0.4,4.7,6.8,3.2,0.08,0.104
2025-26,1642449,Tolu Smith,1610612765,DET,2,1,1,11.1,12.5,11.0,1.0,0.0,0.0,2.5,3.0,1.0,0.08,0.08
2025-26,1628396,Tony Bradley,1610612754,IND,21,4,17,11.8,8.3,7.4,0.6,0.0,0.0,1.0,1.7,0.7,0.075,0.086
2025-26,1641787,Tosan Evbuomwan,1610612752,NYK,2,2,0,2.3,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-26,1641739,Toumani Camara,1610612757,POR,23,9,14,33.7,44.0,34.7,2.8,0.3,0.2,5.0,7.4,3.3,0.064,0.075
2025-26,1629027,Trae Young,1610612737,ATL,5,2,3,27.8,40.8,56.0,7.8,1.0,1.4,14.4,20.2,10.2,0.191,0.25
2025-26,1631218,Trayce Jackson-Davis,1610612744,GSW,14,7,7,12.0,16.3,13.9,1.0,0.1,0.1,2.6,2.7,1.2,0.061,0.075
2025-26,1642848,Tre Johnson,1610612764,WAS,15,1,14,24.2,15.5,20.3,1.3,0.1,0.0,2.5,3.5,1.5,0.086,0.094
2025-26,1630200,Tre Jones,1610612741,CHI,17,7,10,28.6,49.1,51.0,4.9,0.2,0.7,10.8,12.1,5.8,0.1,0.118
2025-26,1630544,Tre Mann,1610612766,CHA,18,6,12,20.6,30.4,33.3,2.7,0.3,0.4,5.6,7.3,3.3,0.088,0.109
2025-26,1630570,Trendon Watford,1610612755,PHI,14,6,8,20.4,38.9,30.2,3.6,0.4,0.4,5.7,9.4,4.3,0.092,0.11
2025-26,1642280,Trentyn Flowers,1610612741,CHI,1,0,1,1.2,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
2025-26,1641725,Trey Alexander,1610612740,NOP,3,0,3,12.5,11.0,8.0,1.3,0.0,0.0,1.3,3.7,1.3,0.121,0.121
2025-26,1641998,Trey Jemison III,1610612752,NYK,3,3,0,3.5,2.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630530,Trey Murphy III,1610612740,NOP,22,3,19,35.6,42.4,43.5,3.5,0.3,0.5,7.0,8.9,4.3,0.084,0.102
2025-26,1641774,Tristan Vukcevic,1610612764,WAS,19,3,16,11.7,12.0,13.8,1.1,0.1,0.1,1.4,2.8,1.3,0.092,0.105
2025-26,1641783,Tristan da Silva,1610612753,ORL,23,14,9,23.7,20.3,18.4,1.2,0.1,0.1,2.0,3.1,1.4,0.058,0.071
2025-26,1629639,Tyler Herro,1610612748,MIA,3,2,1,30.6,35.0,39.7,0.7,0.3,0.3,4.0,2.3,1.3,0.019,0.038
2025-26,1642278,Tyler Kolek,1610612752,NYK,18,12,6,10.1,21.2,20.8,1.9,0.4,0.2,4.6,5.3,2.6,0.092,0.121
2025-26,1631213,Tyrese Martin,1610612751,BKN,22,5,17,21.2,32.7,31.9,2.5,0.1,0.3,5.3,6.5,2.9,0.076,0.089
2025-26,1630178,Tyrese Maxey,1610612755,PHI,22,13,9,39.9,72.0,86.2,7.1,0.6,0.6,12.4,18.7,8.3,0.099,0.116
2025-26,1642878,Tyrese Proctor,1610612739,CLE,18,11,7,12.4,13.9,17.7,1.4,0.1,0.3,3.0,3.6,1.8,0.1,0.127
2025-26,1630623,Tyson Etienne,1610612751,BKN,8,1,7,4.3,3.3,4.1,0.1,0.0,0.0,0.5,0.4,0.1,0.038,0.038
2025-26,1626145,Tyus Jones,1610612753,ORL,23,14,9,13.7,26.4,24.0,2.0,0.2,0.3,3.4,5.1,2.5,0.076,0.095
2025-26,1642845,VJ Edgecombe,1610612755,PHI,19,12,7,34.4,54.6,54.8,4.1,0.2,0.3,6.3,10.4,4.5,0.074,0.083
2025-26,1641705,Victor Wembanyama,1610612759,SAS,12,8,4,34.7,41.9,48.3,4.0,0.3,0.7,7.9,10.6,5.0,0.095,0.119
2025-26,1631246,Vince Williams Jr.,1610612763,MEM,18,7,11,22.6,43.0,44.6,5.6,0.4,0.8,8.8,14.6,6.8,0.13,0.159
2025-26,1630249,Vít Krejčí,1610612737,ATL,21,12,9,23.6,25.1,25.3,1.8,0.0,0.2,3.6,4.6,2.1,0.072,0.083
2025-26,1631117,Walker Kessler,1610612762,UTA,5,2,3,30.8,40.6,33.0,3.0,0.8,0.4,5.8,9.0,4.2,0.074,0.103
2025-26,1642383,Walter Clayton Jr.,1610612762,UTA,18,7,11,16.5,31.0,30.5,3.4,0.6,0.5,6.8,9.2,4.5,0.109,0.145
2025-26,1628976,Wendell Carter Jr.,1610612753,ORL,22,14,8,29.5,29.3,26.0,1.9,0.0,0.3,3.1,4.6,2.3,0.065,0.078
2025-26,1631111,Wendell Moore Jr.,1610612765,DET,3,3,0,14.4,12.7,9.7,1.0,0.0,0.0,1.7,3.0,1.0,0.079,0.079
2025-26,1642954,Will Richard,1610612744,GSW,22,11,11,18.9,18.2,18.6,1.1,0.1,0.1,2.5,3.0,1.4,0.063,0.075
2025-26,1642860,Will Riley,1610612764,WAS,16,2,14,10.0,9.4,9.1,0.8,0.0,0.0,1.4,1.8,0.8,0.086,0.086
2025-26,1630214,Xavier Tillman,1610612738,BOS,11,7,4,9.4,9.0,7.5,0.5,0.1,0.0,1.5,1.3,0.5,0.051,0.061
2025-26,1642905,Yang Hansen,1610612757,POR,12,5,7,6.8,4.8,6.2,0.7,0.0,0.0,0.6,1.9,0.7,0.138,0.138
2025-26,1642949,Yanic Konan Niederhäuser,1610612746,LAC,11,3,8,5.2,4.2,3.8,0.3,0.0,0.1,0.2,0.6,0.4,0.065,0.087
2025-26,1642274,Yves Missi,1610612740,NOP,17,1,16,20.2,19.8,15.1,1.3,0.1,0.2,2.0,3.5,1.6,0.065,0.08
2025-26,1642258,Zaccharie Risacher,1610612737,ATL,22,13,9,24.7,17.1,20.0,1.5,0.2,0.1,2.6,4.2,1.9,0.09,0.111
2025-26,1628380,Zach Collins,1610612741,CHI,1,0,1,20.6,26.0,19.0,1.0,0.0,0.0,1.0,2.0,1.0,0.038,0.038
2025-26,1641744,Zach Edey,1610612763,MEM,10,6,4,26.2,22.7,19.2,0.9,0.0,0.1,1.8,2.4,1.0,0.04,0.044
2025-26,203897,Zach LaVine,1610612758,SAC,21,5,16,33.3,36.2,41.8,2.3,0.1,0.4,5.1,5.6,2.8,0.063,0.076
2025-26,1630192,Zeke Nnaji,1610612743,DEN,13,11,2,8.4,6.1,5.1,0.2,0.0,0.1,0.3,0.6,0.3,0.038,0.051
2025-26,1630533,Ziaire Williams,1610612751,BKN,20,6,14,22.9,16.8,18.3,0.7,0.2,0.2,1.9,2.2,1.1,0.042,0.063
2025-26,1629627,Zion Williamson,1610612740,NOP,10,1,9,30.9,35.9,44.3,4.0,0.3,0.3,8.6,11.0,4.6,0.111,0.128
