Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,DEF_WS_RAW,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
2025-26,1630198,Isaiah Joe,Isaiah,1610612760,OKC,26.0,17,16,1,0.941,23.3,102.8,2.3,0.09,0.142,0.6,0.12,0.2,0.064,7.1,6.2,5.4,19.8,0.144,0.14420040458578626,254,26,20,25,198,55,235,353,354,278,392,314,371,227,249,216,250,20
2025-26,1630587,Isaiah Livers,Isaiah,1610612756,PHX,27.0,13,7,6,0.538,12.1,100.9,1.5,0.119,0.187,0.5,0.175,0.4,0.278,4.7,3.8,3.6,11.4,0.082,0.08150376159679568,328,244,173,230,356,40,324,238,239,296,283,171,123,137,135,132,131,143
2025-26,1630191,Isaiah Stewart,Isaiah,1610612765,DET,24.0,21,16,5,0.762,22.5,113.1,4.2,0.169,0.26,0.2,0.056,2.0,0.553,8.2,7.1,7.3,19.2,0.071,0.07072257919263528,164,26,144,55,206,247,88,104,108,420,446,3,26,285,302,307,238,179
2025-26,1627826,Ivica Zubac,Ivica,1610612746,LAC,28.0,25,6,19,0.24,32.8,117.2,7.9,0.243,0.365,0.5,0.086,1.0,0.358,13.0,9.8,11.2,33.1,0.064,0.06400043659311118,11,270,482,410,52,387,8,18,20,315,433,49,80,462,425,471,424,210
2025-26,1631120,JD Davison,JD,1610612745,HOU,23.0,11,10,1,0.909,6.7,121.5,0.3,0.043,0.083,0.3,0.273,0.1,0.143,3.5,2.8,2.4,7.6,0.005,0.004680277199823174,357,176,20,31,435,451,472,471,461,396,89,380,245,92,94,75,77,459
2025-26,1629630,Ja Morant,Ja,1610612763,MEM,26.0,12,4,8,0.333,28.8,113.5,3.0,0.103,0.153,1.0,0.235,0.1,0.04,12.2,9.1,9.1,32.5,0.091,0.09086709326724442,344,339,251,346,113,264,171,295,319,102,151,388,399,437,400,384,418,114
2025-26,1642266,Ja'Kobe Walter,Ja'Kobe,1610612761,TOR,21.0,23,14,9,0.609,16.6,115.2,1.3,0.078,0.122,1.0,0.329,0.1,0.091,6.1,5.6,4.6,18.4,0.042,0.042299756213036076,99,73,275,154,293,321,363,400,402,102,42,345,321,186,223,179,228,307
2025-26,1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,22.0,21,15,6,0.714,33.5,109.8,5.1,0.148,0.228,0.8,0.122,0.8,0.208,13.7,11.7,9.0,32.5,0.137,0.1373460844366645,164,43,173,87,34,166,44,152,156,197,388,74,178,472,483,376,417,27
2025-26,1631133,Jabari Walker,Jabari,1610612755,PHI,23.0,22,13,9,0.591,13.7,115.9,2.4,0.177,0.272,0.1,0.056,0.3,0.182,5.5,4.0,5.0,15.9,0.032,0.032426757943246724,127,100,275,176,338,339,228,93,102,431,446,239,200,170,143,196,191,356
2025-26,1631210,Jacob Toppin,Jacob,1610612737,ATL,25.0,5,3,2,0.6,3.4,71.4,0.2,0.067,0.1,0.0,0.0,0.2,0.333,1.4,0.4,0.4,0.4,0.049,0.04908074702628206,435,377,57,156,479,5,477,440,444,452,452,292,91,25,10,7,2,278
2025-26,1630702,Jaden Hardy,Jaden,1610612742,DAL,23.0,20,6,14,0.3,10.5,102.2,1.0,0.08,0.132,0.2,0.1,0.1,0.069,4.7,3.6,3.3,12.2,0.068,0.06798501267443492,191,270,413,370,379,50,411,392,375,414,416,374,365,133,126,118,145,197
2025-26,1631093,Jaden Ivey,Jaden,1610612765,DET,23.0,9,6,3,0.667,13.9,105.6,2.0,0.134,0.209,0.2,0.071,0.1,0.045,5.1,2.9,3.6,12.7,0.075,0.07459599605466288,381,270,82,112,335,84,265,187,192,406,438,364,392,157,99,128,152,164
2025-26,1630183,Jaden McDaniels,Jaden,1610612750,MIN,25.0,23,14,9,0.609,32.5,111.9,3.5,0.1,0.16,1.2,0.223,1.0,0.261,12.6,10.3,9.3,34.7,0.112,0.11244044513386188,99,73,275,154,56,219,130,316,304,78,171,40,133,453,449,394,452,61
2025-26,1630256,Jae'Sean Tate,Jae'Sean,1610612745,HOU,30.0,14,11,3,0.786,8.3,116.7,1.0,0.114,0.206,0.3,0.2,0.0,0.0,4.3,4.1,2.4,10.0,0.018,0.017870070027897034,314,145,82,46,414,370,391,257,200,390,210,416,416,118,152,74,101,421
2025-26,1642942,Jahmai Mashack,Jahmai,1610612763,MEM,23.0,2,2,0,1.0,4.7,84.2,1.0,0.222,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.051,0.05077182469695588,470,412,1,1,456,10,391,30,115,452,452,416,416,15,1,18,43,263
2025-26,1642443,Jahmir Young,Jahmir,1610612748,MIA,25.0,5,4,1,0.8,4.9,130.6,0.4,0.074,0.105,0.2,0.2,0.0,0.0,1.6,2.0,3.4,5.6,-0.01,-0.010447331546129379,435,339,20,40,454,484,459,419,439,414,210,416,416,29,52,120,48,480
2025-26,1643141,Jahmyl Telfort,Jahmyl,1610612746,LAC,24.0,8,2,6,0.25,4.0,102.9,0.4,0.088,0.13,0.1,0.2,0.0,0.0,1.8,1.1,2.3,2.5,0.025,0.025053406509366327,398,412,173,398,467,58,465,360,380,435,210,416,416,34,29,66,13,398
2025-26,1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,24.0,24,14,10,0.583,29.2,105.3,4.4,0.121,0.2,0.7,0.131,0.3,0.088,11.2,11.2,9.2,30.0,0.156,0.15579016770392487,45,73,312,184,103,80,81,232,211,222,374,248,328,406,468,388,385,14
2025-26,1631222,Jake LaRavia,Jake,1610612747,LAL,24.0,24,17,7,0.708,24.5,117.3,2.6,0.108,0.172,1.2,0.282,0.3,0.137,10.4,8.1,7.4,24.7,0.048,0.04835584738323987,45,16,216,92,184,389,202,279,276,70,80,232,254,361,346,314,319,284
2025-26,1627751,Jakob Poeltl,Jakob,1610612761,TOR,30.0,19,12,7,0.632,26.1,112.9,5.1,0.196,0.294,0.8,0.174,0.5,0.286,11.2,7.2,7.6,27.9,0.085,0.08474360602268713,217,125,216,137,155,240,47,62,77,155,286,125,118,405,312,321,363,129
2025-26,1628973,Jalen Brunson,Jalen,1610612752,NYK,29.0,22,16,6,0.727,34.9,113.5,2.6,0.075,0.114,0.7,0.122,0.1,0.029,12.6,10.1,10.5,32.4,0.104,0.10402962724084949,127,26,173,81,13,263,201,415,419,210,388,380,407,452,444,448,415,81
2025-26,1631105,Jalen Duren,Jalen,1610612765,DET,22.0,21,16,5,0.762,29.2,107.4,7.3,0.233,0.352,0.8,0.139,1.0,0.299,10.0,9.4,7.3,25.4,0.136,0.13646913519109954,164,26,144,55,104,110,11,23,27,197,360,50,113,346,409,307,329,32
2025-26,1630224,Jalen Green,Jalen,1610612756,PHX,23.0,2,2,0,1.0,14.9,92.1,1.0,0.067,0.111,1.0,0.2,0.0,0.0,2.0,3.0,2.0,14.0,0.137,0.13710844961440924,470,412,1,1,315,19,391,440,423,102,210,416,416,40,104,52,169,27
2025-26,1630552,Jalen Johnson,Jalen,1610612737,ATL,23.0,22,13,9,0.591,35.2,113.4,9.1,0.244,0.387,1.6,0.236,0.4,0.1,14.2,11.4,11.9,40.9,0.109,0.10909079795105354,127,100,275,176,11,258,3,15,13,23,149,182,301,484,472,482,496,69
2025-26,1629618,Jalen Pickett,Jalen,1610612743,DEN,26.0,11,10,1,0.909,8.8,109.1,1.2,0.116,0.183,0.3,0.167,0.0,0.0,3.1,2.8,2.0,8.9,0.039,0.03856586339470242,357,176,20,31,407,142,375,249,253,396,300,416,416,81,94,52,91,319
2025-26,1630188,Jalen Smith,Jalen,1610612741,CHI,25.0,18,9,9,0.5,17.1,118.4,4.0,0.216,0.35,0.3,0.089,0.7,0.308,6.3,6.3,6.2,19.6,0.028,0.02811149315944086,232,188,275,248,284,406,100,41,28,393,432,91,110,193,259,254,246,380
2025-26,1630591,Jalen Suggs,Jalen,1610612753,ORL,24.0,20,13,7,0.65,25.4,105.9,3.0,0.113,0.165,2.0,0.39,0.6,0.235,8.9,5.6,7.7,25.4,0.137,0.13664705953869985,191,100,216,128,168,90,171,265,294,8,22,103,154,309,222,326,328,27
2025-26,1631114,Jalen Williams,Jalen,1610612760,OKC,24.0,6,6,0,1.0,28.0,98.7,4.8,0.153,0.215,1.2,0.206,0.8,0.294,6.8,4.0,6.8,21.7,0.213,0.213201171376322,423,270,1,1,127,29,58,136,178,80,200,63,114,217,144,284,276,2
2025-26,1630592,Jalen Wilson,Jalen,1610612751,BKN,25.0,18,3,15,0.167,14.4,120.5,0.9,0.068,0.11,0.2,0.108,0.0,0.0,6.2,4.9,4.6,15.6,0.015,0.014879369265547945,232,377,433,438,325,436,415,436,429,406,409,416,416,191,191,177,185,430
2025-26,1631288,Jamal Cain,Jamal,1610612753,ORL,26.0,5,4,1,0.8,6.3,109.4,0.4,0.077,0.1,0.2,0.2,0.2,0.5,1.8,1.2,1.4,8.0,0.025,0.0252634180966467,435,339,20,40,441,153,459,403,444,414,210,292,39,35,30,36,80,398
2025-26,1627750,Jamal Murray,Jamal,1610612743,DEN,28.0,23,17,6,0.739,34.6,115.5,4.0,0.113,0.166,1.1,0.234,0.3,0.113,12.0,9.4,10.8,35.6,0.084,0.08430052810198459,99,16,173,73,19,326,100,261,293,86,155,224,287,434,410,459,463,131
2025-26,1642347,Jamal Shead,Jamal,1610612761,TOR,23.0,26,15,11,0.577,19.8,109.3,1.4,0.072,0.111,1.2,0.308,0.1,0.051,7.6,6.4,4.5,19.8,0.084,0.08355840619492896,1,43,349,194,244,151,350,423,428,69,57,396,381,248,264,173,251,131
2025-26,1631123,Jamaree Bouyea,Jamaree,1610612756,PHX,26.0,9,4,5,0.444,15.1,114.0,0.9,0.075,0.111,0.7,0.158,0.3,0.231,5.6,4.1,2.6,14.9,0.042,0.04162096152808901,381,339,144,295,313,277,415,411,423,237,320,193,159,171,154,83,177,307
2025-26,201935,James Harden,James,1610612746,LAC,36.0,24,6,18,0.25,35.6,120.9,4.8,0.137,0.215,1.3,0.195,0.4,0.114,15.2,11.8,13.3,38.1,0.033,0.03300435491228176,45,270,474,398,8,444,61,178,175,64,239,160,286,496,486,490,486,352
2025-26,1630164,James Wiseman,James,1610612754,IND,24.0,1,0,1,0.0,19.9,95.1,0.0,0.0,0.0,0.0,0.0,1.0,0.5,8.0,5.0,12.0,22.0,0.159,0.1588834513135203,492,475,20,475,243,23,483,483,483,452,452,42,39,271,192,483,285,12
2025-26,1642364,Jamir Watkins,Jamir,1610612764,WAS,24.0,7,1,6,0.143,9.6,125.0,1.3,0.129,0.25,0.0,0.0,0.1,0.333,6.4,4.3,5.3,11.7,-0.003,-0.0025533448672727835,414,444,173,451,392,475,359,204,115,452,452,337,91,202,160,210,136,473
2025-26,1642419,Jamison Battle,Jamison,1610612761,TOR,24.0,17,11,6,0.647,8.1,106.3,1.2,0.133,0.204,0.1,0.08,0.1,0.083,3.4,2.8,1.8,6.8,0.041,0.04060901976331077,254,145,173,131,417,96,379,189,204,441,436,402,338,91,96,50,62,312
2025-26,1641716,Jarace Walker,Jarace,1610612754,IND,22.0,24,6,18,0.25,26.1,116.6,4.3,0.157,0.254,0.6,0.139,0.4,0.143,11.1,8.5,10.0,29.8,0.056,0.05648870769148993,45,270,474,398,156,368,85,125,112,280,361,160,245,401,365,424,384,238
2025-26,1642272,Jared McCain,Jared,1610612755,PHI,21.0,14,7,7,0.5,18.0,109.6,1.8,0.088,0.138,0.8,0.256,0.0,0.0,6.3,4.9,5.1,19.4,0.077,0.0773109279543199,314,244,216,248,269,159,298,359,360,184,111,416,416,194,189,200,243,158
2025-26,1628991,Jaren Jackson Jr.,Jaren,1610612763,MEM,26.0,22,9,13,0.409,29.3,110.8,4.1,0.133,0.189,0.8,0.184,1.0,0.333,12.0,9.3,8.7,26.0,0.111,0.11114415692982442,127,188,393,313,99,190,93,195,235,168,264,42,91,435,404,371,335,66
2025-26,1629020,Jarred Vanderbilt,Jarred,1610612747,LAL,26.0,15,11,4,0.733,17.3,111.0,3.9,0.229,0.345,0.9,0.304,0.3,0.227,8.7,4.7,4.4,16.5,0.066,0.06623297469528451,296,145,109,76,278,194,106,27,29,135,60,193,162,299,178,165,205,204
2025-26,1628386,Jarrett Allen,Jarrett,1610612739,CLE,27.0,15,9,6,0.6,26.1,111.9,5.2,0.186,0.302,1.0,0.197,0.9,0.277,10.1,8.7,10.1,26.5,0.093,0.09279843779997098,296,188,173,156,152,220,43,77,66,102,232,59,125,347,380,433,343,107
2025-26,1642859,Jase Richardson,Jase,1610612753,ORL,20.0,14,7,7,0.5,6.7,116.9,0.6,0.103,0.155,0.2,0.273,0.0,0.0,1.9,1.6,2.1,7.3,0.013,0.013408542468864165,314,244,216,248,436,377,439,293,314,412,89,416,416,39,46,62,71,439
2025-26,1642914,Javon Small,Javon,1610612763,MEM,22.0,8,4,4,0.5,12.4,111.4,0.9,0.061,0.095,0.0,0.0,0.1,0.067,4.1,4.8,4.8,14.5,0.047,0.04695166497882959,398,339,109,248,353,204,418,453,454,452,452,348,368,112,179,187,173,288
2025-26,1631451,Javonte Cooke,Javonte,1610612757,POR,26.0,5,1,4,0.2,6.1,98.6,0.4,0.056,0.083,0.2,0.25,0.0,0.0,2.6,1.2,2.2,6.4,0.047,0.046919123830401296,435,444,109,426,442,27,459,460,461,414,117,416,416,66,30,65,57,288
2025-26,1629750,Javonte Green,Javonte,1610612765,DET,32.0,24,19,5,0.792,18.5,106.7,2.0,0.1,0.164,1.0,0.204,0.4,0.189,7.6,7.4,6.1,18.1,0.095,0.09523547613857271,45,6,144,43,263,98,265,311,297,124,205,160,195,252,320,247,222,96
2025-26,1629637,Jaxson Hayes,Jaxson,1610612747,LAL,25.0,21,15,6,0.714,16.8,117.7,2.7,0.158,0.241,0.3,0.152,0.8,0.533,6.6,5.0,6.3,16.3,0.031,0.03089325314508163,164,43,173,87,290,398,196,124,134,368,332,74,30,208,192,261,202,360
2025-26,1630643,Jay Huff,Jay,1610612754,IND,28.0,24,6,18,0.25,18.8,103.9,2.5,0.115,0.174,0.3,0.096,2.5,0.747,6.9,5.3,5.8,18.4,0.11,0.11044323340268546,45,270,474,398,259,64,212,254,269,389,421,2,7,220,214,235,227,67
2025-26,1627759,Jaylen Brown,Jaylen,1610612738,BOS,29.0,24,14,10,0.583,33.5,116.9,4.9,0.142,0.229,1.1,0.183,0.4,0.094,10.5,12.2,9.9,29.7,0.069,0.0689114664996323,45,73,312,184,36,378,54,169,155,89,265,174,313,373,490,420,383,193
2025-26,1641740,Jaylen Clark,Jaylen,1610612750,MIN,24.0,22,15,7,0.682,14.7,104.1,1.2,0.075,0.117,0.8,0.254,0.1,0.105,4.6,3.9,3.5,13.2,0.086,0.08600933670292062,127,43,216,110,317,67,375,416,413,192,113,380,293,132,140,127,157,127
2025-26,1642377,Jaylen Wells,Jaylen,1610612763,MEM,22.0,24,11,13,0.458,26.5,114.5,2.4,0.089,0.129,0.7,0.21,0.0,0.02,9.5,8.1,7.5,26.3,0.072,0.07215234021147564,45,145,393,288,146,295,223,354,386,222,191,413,413,328,346,318,341,174
2025-26,1631119,Jaylin Williams,Jaylin,1610612760,OKC,23.0,24,23,1,0.958,18.6,98.6,4.3,0.199,0.307,0.7,0.174,0.5,0.235,5.7,4.8,4.7,14.9,0.137,0.1371764814713449,45,2,20,21,261,28,86,56,59,237,286,127,154,175,179,184,178,27
2025-26,1642281,Jaylon Tyson,Jaylon,1610612739,CLE,23.0,20,11,9,0.55,27.7,113.5,3.3,0.116,0.186,1.1,0.191,0.7,0.206,8.8,8.3,9.2,28.0,0.083,0.08333341783365975,191,145,275,224,135,265,145,250,244,93,248,87,179,303,351,390,364,138
2025-26,201145,Jeff Green,Jeff,1610612745,HOU,39.0,10,9,1,0.9,4.8,133.7,0.3,0.063,0.12,0.0,0.0,0.1,0.167,2.9,3.2,1.6,6.0,-0.012,-0.012210055783880366,372,188,20,33,455,489,471,448,409,452,452,374,210,74,112,42,51,481
2025-26,203924,Jerami Grant,Jerami,1610612757,POR,31.0,24,9,15,0.375,29.8,119.6,2.8,0.091,0.154,0.8,0.167,0.6,0.189,13.6,9.8,10.3,34.7,0.038,0.03835761508386906,45,188,433,325,90,427,192,346,316,181,300,110,193,471,429,442,450,325
2025-26,1642847,Jeremiah Fears,Jeremiah,1610612740,NOP,19.0,26,4,22,0.154,27.6,123.3,2.8,0.113,0.176,1.4,0.278,0.2,0.103,10.5,9.0,10.0,32.5,0.006,0.006370298703551359,1,339,497,448,136,466,184,263,264,40,87,330,298,370,394,425,419,458
2025-26,1630526,Jeremiah Robinson-Earl,Jeremiah,1610612754,IND,25.0,17,4,13,0.235,17.6,119.5,3.3,0.186,0.309,0.4,0.167,0.1,0.043,6.8,6.1,5.9,20.7,0.024,0.023746170345789432,254,339,393,418,274,425,147,78,58,348,300,402,396,216,246,239,266,404
2025-26,1631110,Jeremy Sochan,Jeremy,1610612759,SAS,22.0,17,11,6,0.647,16.3,119.4,2.3,0.148,0.235,0.5,0.164,0.2,0.158,5.5,5.2,3.8,18.8,0.022,0.022001977443041765,254,145,173,131,297,423,235,153,149,297,313,314,224,169,211,139,234,411
2025-26,1630579,Jericho Sims,Jericho,1610612749,MIL,27.0,20,7,13,0.35,14.1,122.9,2.3,0.166,0.272,0.2,0.091,0.3,0.294,6.4,4.4,4.6,12.3,0.005,0.004981220875893123,191,244,393,340,332,460,233,112,103,414,425,248,114,198,163,178,146,459
2025-26,1641724,Jett Howard,Jett,1610612753,ORL,22.0,16,9,7,0.563,10.2,118.5,0.9,0.089,0.146,0.1,0.077,0.2,0.158,3.1,2.4,4.3,12.4,0.016,0.016086244521337736,275,188,216,209,383,407,418,355,347,435,437,306,224,80,73,161,149,427
2025-26,1628975,Jevon Carter,Jevon,1610612741,CHI,30.0,14,3,11,0.214,14.3,119.3,1.1,0.074,0.122,0.8,0.297,0.0,0.0,5.0,5.6,4.8,15.7,0.02,0.019546940539413478,314,377,349,424,328,421,387,418,404,184,68,416,416,147,227,190,189,415
2025-26,202710,Jimmy Butler III,Jimmy,1610612744,GSW,36.0,21,12,9,0.571,30.7,107.2,3.5,0.107,0.167,1.6,0.258,0.2,0.094,11.0,9.3,9.6,31.8,0.149,0.14895612206691394,164,125,275,198,80,106,131,282,284,26,108,267,311,394,405,414,408,17
2025-26,1642866,Joan Beringer,Joan,1610612750,MIN,19.0,9,6,3,0.667,4.1,101.1,1.1,0.217,0.294,0.1,0.143,0.2,1.0,1.4,0.8,1.2,4.4,0.031,0.031082265564105357,381,270,82,112,466,43,383,37,75,443,351,276,1,27,16,32,38,360
2025-26,1629111,Jock Landale,Jock,1610612763,MEM,30.0,24,11,13,0.458,21.4,119.2,3.0,0.149,0.223,0.5,0.157,0.4,0.237,8.9,7.2,7.3,24.8,0.03,0.030235340789162696,45,145,393,288,223,419,171,151,164,293,326,174,153,310,311,304,320,366
2025-26,204060,Joe Ingles,Joe,1610612750,MIN,38.0,8,4,4,0.5,2.9,107.7,0.0,0.0,0.0,0.1,0.25,0.0,0.0,1.6,0.8,0.5,3.8,0.014,0.014422192244582603,398,339,109,248,485,114,483,483,483,435,117,416,416,30,15,8,26,437
2025-26,203954,Joel Embiid,Joel,1610612755,PHI,31.0,9,5,4,0.556,25.1,115.8,4.2,0.158,0.247,0.8,0.219,1.3,0.4,9.0,8.1,13.0,25.1,0.06,0.05965680691486424,381,313,109,220,174,337,87,122,126,188,178,25,70,312,345,489,323,227
2025-26,1628381,John Collins,John,1610612746,LAC,28.0,25,6,19,0.24,26.9,117.5,3.4,0.124,0.191,0.8,0.167,0.6,0.238,11.2,9.0,9.6,26.2,0.051,0.05096729070360699,11,270,482,410,144,396,139,220,228,156,300,103,151,409,397,411,340,263
2025-26,1629723,John Konchar,John,1610612763,MEM,29.0,22,11,11,0.5,13.0,104.2,2.1,0.146,0.21,0.9,0.396,0.3,0.219,3.5,3.6,3.8,13.6,0.075,0.0745946704515986,127,145,349,248,344,69,253,156,190,149,21,216,166,94,132,138,165,164
2025-26,1641780,Johni Broome,Johni,1610612755,PHI,23.0,6,3,3,0.5,6.5,116.5,1.2,0.189,0.333,0.3,0.4,0.0,0.0,3.0,2.7,3.5,7.3,0.015,0.014626263933560875,423,377,82,248,439,358,381,71,33,368,18,416,416,76,84,123,72,430
2025-26,1642277,Johnny Furphy,Johnny,1610612754,IND,21.0,6,3,3,0.5,13.3,115.5,1.5,0.12,0.196,0.7,0.222,0.0,0.0,4.8,4.8,4.3,10.3,0.032,0.03231739299083656,423,377,82,248,341,327,331,236,220,237,172,416,416,141,187,163,106,356
2025-26,1630548,Johnny Juzang,Johnny,1610612750,MIN,24.0,8,6,2,0.75,2.8,90.4,0.3,0.087,0.1,0.0,0.0,0.0,0.0,1.1,0.4,0.9,2.5,0.03,0.02962620880753573,398,270,57,58,487,16,473,364,444,452,452,416,416,20,9,17,13,366
2025-26,202685,Jonas Valančiūnas,Jonas,1610612743,DEN,33.0,24,18,6,0.75,12.8,116.9,3.3,0.244,0.364,0.2,0.111,0.5,0.542,5.1,3.7,4.4,11.7,0.025,0.025319868205182824,45,9,173,58,348,373,140,16,21,424,404,122,28,158,134,168,135,398
2025-26,1628371,Jonathan Isaac,Jonathan,1610612753,ORL,28.0,22,13,9,0.591,10.3,102.9,2.4,0.208,0.313,0.3,0.128,0.5,0.48,4.0,2.7,4.2,10.4,0.063,0.06325809198933985,127,100,275,176,381,56,228,49,53,396,380,119,53,107,85,158,107,214
2025-26,1630228,Jonathan Kuminga,Jonathan,1610612744,GSW,23.0,17,9,8,0.529,25.6,114.0,4.7,0.185,0.277,0.3,0.068,0.4,0.167,11.5,6.9,8.4,27.3,0.074,0.07420407632510921,254,188,251,236,165,278,64,80,92,388,441,188,210,420,290,364,352,168
2025-26,1642367,Jonathan Mogbo,Jonathan,1610612761,TOR,24.0,11,3,8,0.273,4.6,109.1,0.8,0.188,0.375,0.1,0.091,0.3,0.333,0.8,2.3,1.0,4.5,0.02,0.020348466109874237,357,377,251,388,460,142,425,74,16,447,425,239,91,14,66,18,39,415
2025-26,203903,Jordan Clarkson,Jordan,1610612752,NYK,33.0,24,17,7,0.708,20.1,112.6,1.1,0.052,0.081,0.4,0.106,0.2,0.122,6.9,5.5,5.8,18.6,0.066,0.06634080685289626,45,16,216,92,240,235,386,463,466,360,412,287,275,220,221,235,231,204
2025-26,1630692,Jordan Goodwin,Jordan,1610612756,PHX,27.0,22,13,9,0.591,20.5,109.0,2.4,0.125,0.185,1.5,0.317,0.1,0.077,7.7,5.1,5.4,18.5,0.088,0.08833463646539787,127,100,275,176,233,139,224,218,247,36,49,340,352,255,204,213,229,121
2025-26,1641722,Jordan Hawkins,Jordan,1610612740,NOP,23.0,22,3,19,0.136,14.3,117.2,1.3,0.082,0.139,0.1,0.067,0.1,0.08,5.4,5.1,4.5,15.2,0.028,0.027518252392594953,127,377,482,455,327,383,360,386,358,431,442,380,347,165,204,173,181,380
2025-26,1629162,Jordan McLaughlin,Jordan,1610612759,SAS,29.0,9,7,2,0.778,8.3,119.1,0.3,0.043,0.065,0.8,0.438,0.0,0.0,4.2,3.6,1.9,6.9,0.012,0.012076400463240086,381,244,57,48,413,416,467,471,473,188,12,416,416,115,128,51,63,442
2025-26,1641757,Jordan Miller,Jordan,1610612746,LAC,25.0,4,1,3,0.25,13.6,127.9,1.5,0.122,0.214,0.5,0.2,0.0,0.0,5.8,2.5,4.5,13.5,-0.015,-0.014751692478678972,446,444,82,398,339,480,331,228,179,299,210,416,416,177,75,173,163,484
2025-26,1629673,Jordan Poole,Jordan,1610612740,NOP,26.0,8,2,6,0.25,29.8,124.9,1.3,0.046,0.079,0.4,0.065,0.4,0.158,11.1,10.6,14.0,35.0,-0.007,-0.0067030274437004135,398,412,173,398,89,473,364,467,468,360,443,174,224,402,459,494,454,475
2025-26,1641775,Jordan Walsh,Jordan,1610612738,BOS,21.0,21,14,7,0.667,21.5,113.0,3.2,0.145,0.223,1.2,0.371,0.6,0.245,7.5,6.6,6.1,17.6,0.068,0.06797821824834327,164,73,216,112,221,244,159,160,163,68,25,112,147,244,275,248,218,197
2025-26,1630631,Jose Alvarado,Jose,1610612740,NOP,27.0,25,4,21,0.16,22.5,115.5,2.5,0.105,0.172,1.0,0.25,0.1,0.058,8.4,7.8,6.6,23.0,0.055,0.05474974683149194,11,339,495,445,207,328,217,287,275,99,117,359,379,291,330,275,300,242
2025-26,1630581,Josh Giddey,Josh,1610612741,CHI,23.0,21,9,12,0.429,34.1,114.4,8.2,0.214,0.317,1.0,0.191,0.5,0.139,12.5,11.6,10.8,36.8,0.095,0.0949094726643518,164,188,377,301,26,293,6,44,47,102,248,144,252,448,480,460,475,96
2025-26,1628404,Josh Hart,Josh,1610612752,NYK,30.0,23,16,7,0.696,29.6,113.2,6.0,0.201,0.322,1.3,0.244,0.3,0.119,11.2,9.5,8.2,27.8,0.092,0.09159077258123312,99,26,216,104,95,254,28,53,44,57,138,224,280,408,414,354,359,112
2025-26,1631169,Josh Minott,Josh,1610612738,BOS,23.0,24,15,9,0.625,19.2,112.4,3.0,0.144,0.235,0.8,0.235,0.5,0.18,5.0,6.8,5.5,18.3,0.065,0.0653142066294284,45,43,275,138,251,230,179,162,148,181,154,148,203,156,283,218,224,207
2025-26,1629006,Josh Okogie,Josh,1610612745,HOU,27.0,22,16,6,0.727,20.9,111.2,1.5,0.073,0.119,1.4,0.319,0.2,0.088,8.5,7.0,5.2,20.2,0.079,0.07860622727229911,127,26,173,81,230,197,323,421,411,51,47,275,331,293,292,208,260,151
2025-26,201950,Jrue Holiday,Jrue,1610612757,POR,35.0,12,6,6,0.5,33.4,113.1,3.9,0.116,0.186,1.6,0.25,0.3,0.081,14.9,11.6,11.7,35.2,0.106,0.10648410677359117,344,270,173,248,40,252,108,248,245,25,117,248,344,491,481,480,458,78
2025-26,1630577,Julian Champagnie,Julian,1610612759,SAS,24.0,24,17,7,0.708,28.8,112.9,4.5,0.15,0.225,1.0,0.203,0.5,0.149,9.3,8.4,8.2,28.4,0.093,0.0932141447163139,45,16,216,92,111,241,73,145,161,102,206,148,241,324,356,352,370,107
2025-26,1641763,Julian Phillips,Julian,1610612741,CHI,22.0,21,8,13,0.381,10.4,108.5,0.7,0.057,0.089,0.5,0.27,0.2,0.192,4.6,3.9,3.4,11.0,0.047,0.0470126876037842,164,222,393,324,380,130,433,458,459,320,93,267,190,129,138,121,118,288
2025-26,1631124,Julian Strawther,Julian,1610612743,DEN,23.0,9,9,0,1.0,7.9,95.5,1.6,0.159,0.237,0.0,0.0,0.1,0.2,2.4,2.3,2.0,6.2,0.067,0.06699017336294713,381,188,1,1,421,24,321,121,143,452,452,364,180,63,68,52,55,203
2025-26,203944,Julius Randle,Julius,1610612750,MIN,31.0,24,15,9,0.625,33.7,114.2,5.6,0.158,0.25,1.0,0.173,0.2,0.051,12.0,10.5,10.5,36.7,0.095,0.09534416262158919,45,43,275,138,31,285,35,123,114,124,290,320,384,432,456,450,473,96
