Season,Player,FT_PCT
2016-17,LaMarcus Aldridge,0.812
2016-17,Lamar Patterson,0.667
2016-17,Lance Stephenson,0.615
2016-17,Lance Thomas,0.843
2016-17,Langston Galloway,0.797
2016-17,Larry Nance Jr.,0.738
2016-17,Larry Sanders,1.0
2016-17,Lavoy Allen,0.697
2016-17,LeBron James,0.674
2016-17,Leandro Barbosa,0.889
2016-17,Lou Williams,0.88
2016-17,Luc Mbah a Moute,0.678
2016-17,Lucas Nogueira,0.657
2016-17,Luis Scola,0.676
2016-17,Luke Babbitt,0.733
2016-17,Luol Deng,0.73
2016-17,Malachi Richardson,0.789
2016-17,Malcolm Brogdon,0.865
2016-17,Malcolm Delaney,0.806
2016-17,Malik Beasley,0.8
2016-17,Manny Harris,0.5
2016-17,Manu Ginobili,0.804
2016-17,Marc Gasol,0.837
2016-17,Marcelo Huertas,0.529
2016-17,Marcin Gortat,0.648
2016-17,Marco Belinelli,0.893
2016-17,Marcus Georges-Hunt,0.9
2016-17,Marcus Morris Sr.,0.784
2016-17,Marcus Smart,0.812
2016-17,Marcus Thornton,0.852
2016-17,Mario Hezonja,0.8
2016-17,Markieff Morris,0.837
2016-17,Marquese Chriss,0.624
2016-17,Marreese Speights,0.876
2016-17,Marshall Plumlee,0.421
2016-17,Marvin Williams,0.873
2016-17,Mason Plumlee,0.58
2016-17,Matt Barnes,0.787
2016-17,Matthew Dellavedova,0.854
2016-17,Maurice Harkless,0.621
2016-17,Maurice Ndour,0.731
2016-17,Metta World Peace,0.625
2016-17,Meyers Leonard,0.875
2016-17,Michael Beasley,0.743
2016-17,Michael Carter-Williams,0.753
2016-17,Michael Gbinije,1.0
2016-17,Michael Kidd-Gilchrist,0.784
2016-17,Mike Conley,0.859
2016-17,Mike Dunleavy,0.8
2016-17,Mike Miller,1.0
2016-17,Mike Muscala,0.766
2016-17,Mike Scott,0.875
2016-17,Mike Tobey,0.0
2016-17,Miles Plumlee,0.641
2016-17,Mindaugas Kuzminskas,0.809
2016-17,Mirza Teletovic,0.778
2016-17,Monta Ellis,0.727
2016-17,Montrezl Harrell,0.628
2016-17,Myles Turner,0.809
2016-17,Nemanja Bjelica,0.738
2016-17,Nene,0.589
2016-17,Nerlens Noel,0.694
2016-17,Nick Collison,0.625
2016-17,Nick Young,0.856
2016-17,Nicolas Batum,0.856
2016-17,Nicolas Brussino,0.773
2016-17,Nicolas Laprovittola,1.0
2016-17,Nik Stauskas,0.813
2016-17,Nikola Jokić,0.825
2016-17,Nikola Mirotic,0.773
2016-17,Nikola Vučević,0.669
2016-17,Noah Vonleh,0.638
2016-17,Norman Powell,0.792
2016-17,Norris Cole,0.8
2016-17,Okaro White,0.909
2016-17,Omer Asik,0.59
2016-17,Omri Casspi,0.586
2016-17,Otto Porter Jr.,0.832
2016-17,P.J. Tucker,0.774
2016-17,Pascal Siakam,0.688
2016-17,Pat Connaughton,0.778
2016-17,Patricio Garino,0.0
2016-17,Patrick Beverley,0.768
2016-17,Patrick McCaw,0.784
2016-17,Patrick Patterson,0.717
2016-17,Patty Mills,0.825
2016-17,Pau Gasol,0.707
2016-17,Paul George,0.898
2016-17,Paul Millsap,0.768
2016-17,Paul Pierce,0.769
2016-17,Paul Zipser,0.775
2016-17,Pierre Jackson,0.857
2016-17,Quincy Acy,0.75
2016-17,Quinn Cook,0.4
2016-17,RJ Hunter,0.0
2016-17,Rajon Rondo,0.6
2016-17,Rakeem Christmas,0.724
2016-17,Ramon Sessions,0.771
2016-17,Randy Foye,0.857
2016-17,Rashad Vaughn,0.4
2016-17,Raul Neto,0.889
2016-17,Raymond Felton,0.781
2016-17,Reggie Bullock Jr.,0.714
2016-17,Reggie Jackson,0.868
2016-17,Reggie Williams,0.857
2016-17,Richard Jefferson,0.741
2016-17,Richaun Holmes,0.699
2016-17,Ricky Rubio,0.891
2016-17,Robert Covington,0.822
2016-17,Robin Lopez,0.721
2016-17,Rodney Hood,0.783
2016-17,Rodney McGruder,0.62
2016-17,Rodney Stuckey,0.748
2016-17,Ron Baker,0.651
2016-17,Rondae Hollis-Jefferson,0.751
2016-17,Ronnie Price,0.75
2016-17,Roy Hibbert,0.813
2016-17,Rudy Gay,0.855
2016-17,Rudy Gobert,0.653
2016-17,Russell Westbrook,0.845
2016-17,Ryan Anderson,0.86
2016-17,Ryan Kelly,0.833
2016-17,Salah Mejri,0.59
2016-17,Sam Dekker,0.559
2016-17,Sasha Vujacic,0.708
2016-17,Sean Kilpatrick,0.843
2016-17,Semaj Christon,0.548
2016-17,Serge Ibaka,0.856
2016-17,Sergio Rodriguez,0.667
2016-17,Seth Curry,0.85
2016-17,Shabazz Muhammad,0.774
2016-17,Shabazz Napier,0.776
2016-17,Shaun Livingston,0.7
2016-17,Shawn Long,0.543
2016-17,Sheldon Mac,0.852
2016-17,Shelvin Mack,0.688
2016-17,Skal Labissiere,0.703
2016-17,Solomon Hill,0.805
2016-17,Spencer Dinwiddie,0.792
2016-17,Spencer Hawes,0.846
2016-17,Stanley Johnson,0.679
2016-17,Stephen Curry,0.898
2016-17,Stephen Zimmerman,0.6
2016-17,Steve Novak,0.0
2016-17,Steven Adams,0.611
2016-17,T.J. McConnell,0.811
2016-17,T.J. Warren,0.773
2016-17,Taj Gibson,0.715
2016-17,Tarik Black,0.752
2016-17,Taurean Prince,0.787
2016-17,Terrence Jones,0.606
2016-17,Terrence Ross,0.831
2016-17,Terry Rozier,0.773
2016-17,Thabo Sefolosha,0.733
2016-17,Thaddeus Young,0.523
2016-17,Thomas Robinson,0.47
2016-17,Thon Maker,0.653
2016-17,Tiago Splitter,0.818
2016-17,Tim Frazier,0.76
2016-17,Tim Hardaway Jr.,0.766
2016-17,Tim Quarterman,0.0
2016-17,Timofey Mozgov,0.808
2016-17,Timothe Luwawu-Cabarrot,0.854
2016-17,Tobias Harris,0.841
2016-17,Tomas Satoransky,0.697
2016-17,Toney Douglas,0.828
2016-17,Tony Allen,0.615
2016-17,Tony Parker,0.726
2016-17,Tony Snell,0.81
2016-17,Treveon Graham,0.667
2016-17,Trevor Ariza,0.738
2016-17,Trevor Booker,0.673
2016-17,Trey Burke,0.759
2016-17,Trey Lyles,0.722
2016-17,Tristan Thompson,0.498
2016-17,Troy Daniels,0.796
2016-17,Troy Williams,0.656
2016-17,Ty Lawson,0.797
2016-17,Tyler Ennis,0.84
2016-17,Tyler Johnson,0.768
2016-17,Tyler Ulis,0.775
2016-17,Tyler Zeller,0.564
2016-17,Tyreke Evans,0.75
2016-17,Tyson Chandler,0.734
2016-17,Tyus Jones,0.767
2016-17,Udonis Haslem,0.6
2016-17,Victor Oladipo,0.753
2016-17,Vince Carter,0.765
2016-17,Wade Baldwin IV,0.838
2016-17,Wayne Ellington,0.86
2016-17,Wayne Selden,0.636
2016-17,Wesley Johnson,0.647
2016-17,Wesley Matthews,0.816
2016-17,Will Barton,0.753
2016-17,Willie Cauley-Stein,0.669
2016-17,Willie Reed,0.557
2016-17,Willy Hernangomez,0.728
2016-17,Wilson Chandler,0.727
2016-17,Yogi Ferrell,0.831
2016-17,Zach LaVine,0.836
2016-17,Zach Randolph,0.731
2016-17,Zaza Pachulia,0.778
2015-16,Aaron Brooks,0.766
2015-16,Aaron Gordon,0.668
2015-16,Aaron Harrison,0.417
2015-16,Adreian Payne,0.654
2015-16,Al Horford,0.798
2015-16,Al Jefferson,0.649
2015-16,Al-Farouq Aminu,0.737
2015-16,Alan Anderson,0.733
2015-16,Alan Williams,0.643
2015-16,Alec Burks,0.752
2015-16,Alex Len,0.728
2015-16,Alex Stepheson,0.333
2015-16,Alexis Ajinca,0.839
2015-16,Allen Crabbe,0.867
2015-16,Alonzo Gee,0.667
2015-16,Amar'e Stoudemire,0.746
2015-16,Amir Johnson,0.57
2015-16,Anderson Varejao,0.64
2015-16,Andre Drummond,0.355
2015-16,Andre Iguodala,0.614
2015-16,Andre Miller,0.75
2015-16,Andre Roberson,0.611
2015-16,Andrea Bargnani,0.825
2015-16,Andrew Bogut,0.48
2015-16,Andrew Goudelock,0.75
2015-16,Andrew Nicholson,0.785
2015-16,Andrew Wiggins,0.761
2015-16,Anthony Bennett,0.9
2015-16,Anthony Brown,0.85
2015-16,Anthony Davis,0.758
2015-16,Anthony Morrow,0.744
2015-16,Anthony Tolliver,0.617
2015-16,Archie Goodwin,0.674
2015-16,Aron Baynes,0.764
2015-16,Arron Afflalo,0.84
2015-16,Austin Rivers,0.681
2015-16,Avery Bradley,0.78
2015-16,Axel Toupane,0.765
2015-16,Ben McLemore,0.718
2015-16,Beno Udrih,0.9
2015-16,Bismack Biyombo,0.628
2015-16,Blake Griffin,0.727
2015-16,Boban Marjanović,0.763
2015-16,Bobby Portis,0.727
2015-16,Bojan Bogdanović,0.833
2015-16,Boris Diaw,0.737
2015-16,Bradley Beal,0.767
2015-16,Brandan Wright,0.542
2015-16,Branden Dawson,1.0
2015-16,Brandon Bass,0.845
2015-16,Brandon Jennings,0.731
2015-16,Brandon Knight,0.852
2015-16,Brandon Rush,0.643
2015-16,Brian Roberts,0.894
2015-16,Briante Weber,0.75
2015-16,Brook Lopez,0.787
2015-16,Bruno Caboclo,0.0
2015-16,Bryce Cotton,0.0
2015-16,Bryce Dejean-Jones,0.524
2015-16,C.J. Watson,0.872
2015-16,C.J. Wilcox,0.75
2015-16,CJ McCollum,0.827
2015-16,CJ Miles,0.75
2015-16,Cameron Bairstow,0.875
2015-16,Cameron Payne,0.792
2015-16,Carl Landry,0.736
2015-16,Carmelo Anthony,0.829
2015-16,Caron Butler,0.833
2015-16,Chandler Parsons,0.684
2015-16,Channing Frye,0.857
2015-16,Charlie Villanueva,0.917
2015-16,Chase Budinger,0.696
2015-16,Chris Andersen,0.694
2015-16,Chris Bosh,0.795
2015-16,Chris Copeland,0.857
2015-16,Chris Johnson,0.81
2015-16,Chris Kaman,1.0
2015-16,Chris McCullough,0.478
2015-16,Chris Paul,0.896
2015-16,Christian Wood,0.619
2015-16,Chuck Hayes,1.0
2015-16,Cleanthony Early,0.75
2015-16,Cliff Alexander,0.0
2015-16,Clint Capela,0.379
2015-16,Cody Zeller,0.754
2015-16,Cole Aldrich,0.714
2015-16,Corey Brewer,0.75
2015-16,Cory Jefferson,0.667
2015-16,Cory Joseph,0.764
2015-16,Coty Clarke,0.0
2015-16,Courtney Lee,0.839
2015-16,Cristiano Felicio,0.714
2015-16,D'Angelo Russell,0.737
2015-16,D.J. Augustin,0.805
2015-16,Dahntay Jones,0.0
2015-16,Damian Lillard,0.892
2015-16,Damien Inglis,0.875
2015-16,Damjan Rudez,1.0
2015-16,Danilo Gallinari,0.868
2015-16,Danny Green,0.739
2015-16,Dante Cunningham,0.695
2015-16,Darrell Arthur,0.755
2015-16,Darren Collison,0.858
2015-16,Darrun Hilliard,0.725
2015-16,David Lee,0.763
2015-16,David West,0.788
2015-16,DeAndre Jordan,0.43
2015-16,DeJuan Blair,0.385
2015-16,DeMar DeRozan,0.85
2015-16,DeMarcus Cousins,0.718
2015-16,DeMarre Carroll,0.6
2015-16,Delon Wright,0.743
2015-16,Dennis Schröder,0.791
2015-16,Deron Williams,0.869
2015-16,Derrick Favors,0.709
2015-16,Derrick Rose,0.793
2015-16,Derrick Williams,0.758
2015-16,Devin Booker,0.84
2015-16,Devin Harris,0.721
2015-16,Devyn Marble,0.417
2015-16,Dewayne Dedmon,0.75
2015-16,Dion Waiters,0.713
2015-16,Dirk Nowitzki,0.893
2015-16,Donald Sloan,0.75
2015-16,Donatas Motiejunas,0.642
2015-16,Doug McDermott,0.857
2015-16,Draymond Green,0.696
2015-16,Drew Gooden,0.643
2015-16,Duje Dukan,0.0
2015-16,Dwight Howard,0.489
2015-16,Dwight Powell,0.739
2015-16,Dwyane Wade,0.793
2015-16,E'Twaun Moore,0.629
2015-16,Ed Davis,0.559
2015-16,Edy Tavares,0.375
2015-16,Elfrid Payton,0.589
2015-16,Elijah Millsap,0.722
2015-16,Elliot Williams,0.75
2015-16,Elton Brand,0.889
2015-16,Emmanuel Mudiay,0.67
2015-16,Enes Freedom,0.797
2015-16,Eric Bledsoe,0.802
2015-16,Eric Gordon,0.888
2015-16,Eric Moreland,0.5
2015-16,Erick Green,1.0
2015-16,Ersan Ilyasova,0.721
2015-16,Evan Fournier,0.836
2015-16,Evan Turner,0.827
2015-16,Festus Ezeli,0.53
2015-16,Frank Kaminsky,0.73
2015-16,Garrett Temple,0.728
2015-16,Gary Harris,0.82
2015-16,Gary Neal,0.855
2015-16,George Hill,0.76
2015-16,Gerald Green,0.783
2015-16,Gerald Henderson,0.767
2015-16,Giannis Antetokounmpo,0.724
2015-16,Glenn Robinson III,0.692
2015-16,Goran Dragic,0.727
2015-16,Gordon Hayward,0.824
2015-16,Gorgui Dieng,0.827
2015-16,Greg Monroe,0.74
2015-16,Greg Smith,0.412
2015-16,Greivis Vasquez,0.846
2015-16,Harrison Barnes,0.761
2015-16,Hassan Whiteside,0.65
2015-16,Henry Sims,0.833
2015-16,Hollis Thompson,0.719
2015-16,Ian Clark,0.824
2015-16,Ian Mahinmi,0.587
2015-16,Iman Shumpert,0.784
2015-16,Isaiah Canaan,0.833
2015-16,Isaiah Thomas,0.871
2015-16,Ish Smith,0.693
2015-16,J.J. Barea,0.771
2015-16,JJ Hickson,0.447
2015-16,JJ O'Brien,0.0
2015-16,JJ Redick,0.888
2015-16,JR Smith,0.634
2015-16,JaKarr Sampson,0.656
2015-16,JaMychal Green,0.752
2015-16,JaVale McGee,0.5
2015-16,Jabari Parker,0.768
2015-16,Jae Crowder,0.82
2015-16,Jahlil Okafor,0.686
2015-16,Jamal Crawford,0.904
2015-16,Jameer Nelson,0.857
2015-16,James Anderson,0.759
2015-16,James Ennis III,0.735
2015-16,James Harden,0.86
2015-16,James Johnson,0.574
2015-16,James Jones,0.808
2015-16,James Michael McAdoo,0.531
2015-16,James Young,0.25
2015-16,Jared Cunningham,0.655
2015-16,Jared Dudley,0.735
2015-16,Jared Sullinger,0.64
2015-16,Jarell Eddie,1.0
2015-16,Jarell Martin,0.726
2015-16,Jarnell Stokes,0.5
2015-16,Jarrett Jack,0.893
2015-16,Jason Smith,0.806
2015-16,Jason Terry,0.818
2015-16,Jason Thompson,0.704
2015-16,Jeff Ayres,1.0
2015-16,Jeff Green,0.745
2015-16,Jeff Teague,0.837
2015-16,Jeff Withey,0.729
2015-16,Jerami Grant,0.658
2015-16,Jeremy Evans,0.714
2015-16,Jeremy Lamb,0.727
2015-16,Jeremy Lin,0.815
2015-16,Jerian Grant,0.78
2015-16,Jerryd Bayless,0.778
2015-16,Jimmer Fredette,0.8
2015-16,Jimmy Butler,0.832
2015-16,Joakim Noah,0.489
2015-16,Jodie Meeks,1.0
2015-16,Joe Harris,0.0
2015-16,Joe Ingles,0.722
2015-16,Joe Johnson,0.831
2015-16,Joe Young,0.8
2015-16,Joel Anthony,0.75
2015-16,Joffrey Lauvergne,0.899
2015-16,John Henson,0.59
2015-16,John Jenkins,0.833
2015-16,John Wall,0.791
2015-16,Johnny O'Bryant III,0.675
2015-16,Jon Leuer,0.762
2015-16,Jonas Jerebko,0.782
2015-16,Jonas Valančiūnas,0.761
2015-16,Jonathon Simmons,0.75
2015-16,Jordan Adams,0.6
2015-16,Jordan Clarkson,0.804
2015-16,Jordan Farmar,1.0
2015-16,Jordan Hamilton,0.667
2015-16,Jordan Hill,0.712
2015-16,Jordan McRae,0.75
2015-16,Jordan Mickey,0.5
2015-16,Jorge Gutierrez,0.909
2015-16,Jose Calderon,0.875
2015-16,Josh Huestis,0.0
2015-16,Josh McRoberts,0.7
2015-16,Josh Richardson,0.667
2015-16,Josh Smith,0.552
2015-16,Jrue Holiday,0.843
2015-16,Julius Randle,0.715
2015-16,Justin Anderson,0.8
2015-16,Justin Harper,0.5
2015-16,Justin Holiday,0.73
2015-16,Justise Winslow,0.684
2015-16,Jusuf Nurkić,0.616
2015-16,KJ McDaniels,0.8
2015-16,Karl-Anthony Towns,0.811
2015-16,Kawhi Leonard,0.874
2015-16,Keith Appling,1.0
2015-16,Kelly Olynyk,0.75
2015-16,Kelly Oubre Jr.,0.633
2015-16,Kemba Walker,0.847
2015-16,Kendall Marshall,0.692
2015-16,Kendrick Perkins,0.44
2015-16,Kenneth Faried,0.613
2015-16,Kent Bazemore,0.815
2015-16,Kentavious Caldwell-Pope,0.811
2015-16,Kevin Durant,0.898
2015-16,Kevin Garnett,0.667
2015-16,Kevin Love,0.822
2015-16,Kevin Martin,0.89
2015-16,Kevin Seraphin,0.826
2015-16,Kevon Looney,0.0
2015-16,Khris Middleton,0.888
2015-16,Kirk Hinrich,0.938
2015-16,Klay Thompson,0.873
2015-16,Kobe Bryant,0.826
2015-16,Kosta Koufos,0.548
2015-16,Kostas Papanikolaou,0.643
2015-16,Kris Humphries,0.798
2015-16,Kristaps Porziņģis,0.838
2015-16,Kyle Anderson,0.747
2015-16,Kyle Korver,0.833
2015-16,Kyle Lowry,0.811
2015-16,Kyle O'Quinn,0.767
2015-16,Kyle Singler,0.659
2015-16,Kyrie Irving,0.885
2015-16,LaMarcus Aldridge,0.858
2015-16,Lamar Patterson,0.727
2015-16,Lance Stephenson,0.784
2015-16,Lance Thomas,0.857
2015-16,Langston Galloway,0.754
2015-16,Larry Nance Jr.,0.681
2015-16,Lavoy Allen,0.63
2015-16,LeBron James,0.731
2015-16,Leandro Barbosa,0.839
2015-16,Lorenzo Brown,0.75
2015-16,Lou Amundson,0.519
2015-16,Lou Williams,0.83
2015-16,Luc Mbah a Moute,0.526
2015-16,Lucas Nogueira,0.533
2015-16,Luis Montero,0.75
2015-16,Luis Scola,0.726
2015-16,Luke Babbitt,0.78
2015-16,Luol Deng,0.755
2015-16,Manu Ginobili,0.813
2015-16,Marc Gasol,0.829
2015-16,Marcelo Huertas,0.931
2015-16,Marcin Gortat,0.705
2015-16,Marco Belinelli,0.833
2015-16,Marcus Morris Sr.,0.749
2015-16,Marcus Smart,0.777
2015-16,Marcus Thornton,0.848
2015-16,Mario Chalmers,0.832
2015-16,Mario Hezonja,0.907
2015-16,Markel Brown,0.755
2015-16,Markieff Morris,0.735
2015-16,Marreese Speights,0.825
2015-16,Marvin Williams,0.833
2015-16,Mason Plumlee,0.642
2015-16,Matt Barnes,0.804
2015-16,Matt Bonner,0.75
2015-16,Matthew Dellavedova,0.864
2015-16,Maurice Harkless,0.622
2015-16,Metta World Peace,0.702
2015-16,Meyers Leonard,0.761
2015-16,Michael Beasley,0.776
2015-16,Michael Carter-Williams,0.654
2015-16,Michael Kidd-Gilchrist,0.69
2015-16,Mike Conley,0.834
2015-16,Mike Dunleavy,0.784
2015-16,Mike Miller,0.0
2015-16,Mike Muscala,0.795
2015-16,Mike Scott,0.794
2015-16,Miles Plumlee,0.576
2015-16,Mirza Teletovic,0.774
2015-16,Mitch McGary,0.4
2015-16,Mo Williams,0.905
2015-16,Monta Ellis,0.786
2015-16,Montrezl Harrell,0.522
2015-16,Myles Turner,0.727
2015-16,Nate Robinson,0.0
2015-16,Nazr Mohammed,1.0
2015-16,Nemanja Bjelica,0.727
2015-16,Nene,0.578
2015-16,Nerlens Noel,0.59
2015-16,Nick Collison,0.697
2015-16,Nick Young,0.829
2015-16,Nicolas Batum,0.849
2015-16,Nik Stauskas,0.771
2015-16,Nikola Jokić,0.811
2015-16,Nikola Mirotic,0.807
2015-16,Nikola Pekovic,0.8
2015-16,Nikola Vučević,0.753
2015-16,Noah Vonleh,0.745
2015-16,Norman Powell,0.811
2015-16,Norris Cole,0.8
2015-16,O.J. Mayo,0.775
2015-16,Omer Asik,0.545
2015-16,Omri Casspi,0.648
2015-16,Orlando Johnson,0.75
2015-16,Otto Porter Jr.,0.754
2015-16,P.J. Tucker,0.746
2015-16,PJ Hairston,0.781
2015-16,Pablo Prigioni,0.875
2015-16,Pat Connaughton,1.0
2015-16,Patrick Beverley,0.682
2015-16,Patrick Patterson,0.853
2015-16,Patty Mills,0.81
2015-16,Pau Gasol,0.792
2015-16,Paul George,0.86
2015-16,Paul Millsap,0.757
2015-16,Paul Pierce,0.818
2015-16,Phil Pressey,0.52
2015-16,Quincy Acy,0.735
2015-16,RJ Hunter,0.857
2015-16,Rajon Rondo,0.58
2015-16,Rakeem Christmas,0.0
2015-16,Ramon Sessions,0.756
2015-16,Randy Foye,0.824
2015-16,Rashad Vaughn,0.8
2015-16,Rasual Butler,0.688
2015-16,Raul Neto,0.743
2015-16,Ray McCallum,0.8
2015-16,Raymond Felton,0.847
2015-16,Reggie Bullock Jr.,0.933
2015-16,Reggie Jackson,0.864
2015-16,Richard Jefferson,0.667
2015-16,Richaun Holmes,0.689
2015-16,Ricky Rubio,0.847
2015-16,Robert Covington,0.791
2015-16,Robert Sacre,0.658
2015-16,Robin Lopez,0.795
2015-16,Rodney Hood,0.86
2015-16,Rodney Stuckey,0.829
2015-16,Rondae Hollis-Jefferson,0.712
2015-16,Ronnie Price,0.756
2015-16,Roy Hibbert,0.807
2015-16,Rudy Gay,0.78
2015-16,Rudy Gobert,0.569
2015-16,Russ Smith,0.615
2015-16,Russell Westbrook,0.812
2015-16,Ryan Anderson,0.873
2015-16,Ryan Hollins,0.619
2015-16,Ryan Kelly,0.685
2015-16,Salah Mejri,0.587
2015-16,Sam Dekker,0.0
2015-16,Sasha Kaun,0.455
2015-16,Sasha Vujacic,0.821
2015-16,Sean Kilpatrick,0.896
2015-16,Serge Ibaka,0.752
2015-16,Sergey Karasev,0.929
2015-16,Seth Curry,0.833
2015-16,Shabazz Muhammad,0.764
2015-16,Shabazz Napier,0.733
2015-16,Shane Larkin,0.776
2015-16,Shaun Livingston,0.86
2015-16,Shayne Whittington,0.5
2015-16,Shelvin Mack,0.738
2015-16,Solomon Hill,0.857
2015-16,Sonny Weems,0.533
2015-16,Spencer Dinwiddie,0.576
2015-16,Spencer Hawes,0.831
2015-16,Stanley Johnson,0.784
2015-16,Stephen Curry,0.908
2015-16,Steve Blake,0.8
2015-16,Steve Novak,1.0
2015-16,Steven Adams,0.582
2015-16,T.J. McConnell,0.634
2015-16,T.J. Warren,0.703
2015-16,Taj Gibson,0.692
2015-16,Tarik Black,0.422
2015-16,Tayshaun Prince,0.684
2015-16,Terrence Jones,0.664
2015-16,Terrence Ross,0.79
2015-16,Terry Rozier,0.8
2015-16,Thabo Sefolosha,0.626
2015-16,Thaddeus Young,0.644
2015-16,Thanasis Antetokounmpo,0.0
2015-16,Thomas Robinson,0.431
2015-16,Tiago Splitter,0.813
2015-16,Tibor Pleiss,1.0
2015-16,Tim Duncan,0.702
2015-16,Tim Frazier,0.716
2015-16,Tim Hardaway Jr.,0.893
2015-16,Timofey Mozgov,0.716
2015-16,Tobias Harris,0.831
2015-16,Toney Douglas,0.848
2015-16,Tony Allen,0.652
2015-16,Tony Parker,0.76
2015-16,Tony Snell,0.909
2015-16,Tony Wroten,0.541
2015-16,Trevor Ariza,0.783
2015-16,Trevor Booker,0.67
2015-16,Trey Burke,0.817
2015-16,Trey Lyles,0.695
2015-16,Tristan Thompson,0.616
2015-16,Troy Daniels,0.556
2015-16,Ty Lawson,0.686
2015-16,Tyler Ennis,0.735
2015-16,Tyler Hansbrough,0.585
2015-16,Tyler Johnson,0.797
2015-16,Tyler Zeller,0.815
2015-16,Tyreke Evans,0.796
2015-16,Tyson Chandler,0.62
2015-16,Tyus Jones,0.718
2015-16,Udonis Haslem,0.75
2015-16,Victor Oladipo,0.83
2015-16,Vince Carter,0.833
2015-16,Wayne Ellington,0.857
2015-16,Wesley Johnson,0.652
2015-16,Wesley Matthews,0.863
2015-16,Will Barton,0.806
2015-16,Willie Cauley-Stein,0.648
2015-16,Willie Reed,0.545
2015-16,Xavier Munford,0.5
2015-16,Zach LaVine,0.793
2015-16,Zach Randolph,0.796
2015-16,Zaza Pachulia,0.768
2014-15,AJ Price,0.667
2014-15,Aaron Brooks,0.833
2014-15,Aaron Gordon,0.721
2014-15,Adreian Payne,0.652
2014-15,Al Horford,0.759
2014-15,Al Jefferson,0.655
2014-15,Al-Farouq Aminu,0.712
2014-15,Alan Anderson,0.812
2014-15,Alec Burks,0.822
2014-15,Alex Kirk,1.0
2014-15,Alex Len,0.702
2014-15,Alexey Shved,0.807
2014-15,Alexis Ajinca,0.818
2014-15,Allen Crabbe,0.75
2014-15,Alonzo Gee,0.701
2014-15,Amar'e Stoudemire,0.72
2014-15,Amir Johnson,0.612
2014-15,Anderson Varejao,0.733
2014-15,Andre Dawkins,0.0
2014-15,Andre Drummond,0.389
2014-15,Andre Iguodala,0.596
2014-15,Andre Miller,0.753
2014-15,Andre Roberson,0.479
2014-15,Andrea Bargnani,0.813
2014-15,Andrei Kirilenko,0.75
2014-15,Andrew Bogut,0.524
2014-15,Andrew Nicholson,0.6
2014-15,Andrew Wiggins,0.76
2014-15,Anthony Bennett,0.641
2014-15,Anthony Davis,0.805
2014-15,Anthony Morrow,0.888
2014-15,Anthony Tolliver,0.783
2014-15,Archie Goodwin,0.735
2014-15,Arinze Onuaku,0.375
2014-15,Aron Baynes,0.865
2014-15,Arron Afflalo,0.843
2014-15,Austin Daye,0.833
2014-15,Austin Rivers,0.675
2014-15,Avery Bradley,0.79
2014-15,Ben Gordon,0.836
2014-15,Ben McLemore,0.813
2014-15,Beno Udrih,0.853
2014-15,Bernard James,0.87
2014-15,Bismack Biyombo,0.583
2014-15,Blake Griffin,0.728
2014-15,Bojan Bogdanović,0.821
2014-15,Boris Diaw,0.774
2014-15,Bradley Beal,0.783
2014-15,Brandan Wright,0.696
2014-15,Brandon Bass,0.79
2014-15,Brandon Davies,0.649
2014-15,Brandon Jennings,0.839
2014-15,Brandon Knight,0.874
2014-15,Brandon Rush,0.455
2014-15,Brendan Haywood,0.538
2014-15,Brian Roberts,0.892
2014-15,Brook Lopez,0.814
2014-15,Bruno Caboclo,0.0
2014-15,Bryce Cotton,0.833
2014-15,C.J. Watson,0.826
2014-15,C.J. Wilcox,1.0
2014-15,CJ McCollum,0.699
2014-15,CJ Miles,0.807
2014-15,Cameron Bairstow,0.8
2014-15,Carl Landry,0.82
2014-15,Carlos Boozer,0.627
2014-15,Carmelo Anthony,0.797
2014-15,Caron Butler,0.902
2014-15,Cartier Martin,0.0
2014-15,Chandler Parsons,0.72
2014-15,Channing Frye,0.886
2014-15,Charlie Villanueva,0.571
2014-15,Chase Budinger,0.827
2014-15,Chris Andersen,0.667
2014-15,Chris Bosh,0.772
2014-15,Chris Copeland,0.733
2014-15,Chris Douglas-Roberts,1.0
2014-15,Chris Johnson,0.875
2014-15,Chris Kaman,0.706
2014-15,Chris Paul,0.9
2014-15,Chuck Hayes,0.545
2014-15,Cleanthony Early,0.75
2014-15,Clint Capela,0.174
2014-15,Cody Zeller,0.774
2014-15,Cole Aldrich,0.781
2014-15,Corey Brewer,0.743
2014-15,Cory Jefferson,0.574
2014-15,Cory Joseph,0.734
2014-15,Courtney Lee,0.86
2014-15,D.J. Augustin,0.868
2014-15,Dahntay Jones,0.818
2014-15,Damian Lillard,0.864
2014-15,Damjan Rudez,0.696
2014-15,Danilo Gallinari,0.895
2014-15,Danny Granger,0.757
2014-15,Danny Green,0.874
2014-15,Dante Cunningham,0.617
2014-15,Danté Exum,0.625
2014-15,Darius Miller,0.0
2014-15,Darius Morris,0.444
2014-15,Darrell Arthur,0.78
2014-15,Darren Collison,0.788
2014-15,David Lee,0.654
2014-15,David Stockton,0.5
2014-15,David Wear,0.0
2014-15,David West,0.739
2014-15,DeAndre Jordan,0.397
2014-15,DeJuan Blair,0.667
2014-15,DeMar DeRozan,0.832
2014-15,DeMarcus Cousins,0.782
2014-15,DeMarre Carroll,0.702
2014-15,Dennis Schröder,0.827
2014-15,Deron Williams,0.834
2014-15,Derrick Favors,0.669
2014-15,Derrick Rose,0.813
